coverage_id,family_id,hard_fail_code,pytest_file,pytest_marker,pytest_file_exists,pytest_marker_present,coverage_status,allowed_use,blocked_use
G22C-COVERAGE-011,G21B-FAMILY-011,trapezoid_runtime_without_geometry_primitive,tests/test_nodi_comsol_next_artifacts_contracts.py,test_position_response_sidewall_v2_requires_complete_geometry_fields,true,true,PASS_PYTEST_MARKER_PRESENT,review-only Gate21-to-Gate22 validator binding matrix;contract patch queue;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G22C-COVERAGE-012,G21B-FAMILY-012,rectangular_sampler_under_trapezoid,tests/test_nodi_comsol_next_artifacts_contracts.py,test_position_response_sidewall_v2_rejects_rectangular_sampler_under_trapezoid,true,true,PASS_PYTEST_MARKER_PRESENT,review-only Gate21-to-Gate22 validator binding matrix;contract patch queue;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G22C-COVERAGE-013,G21B-FAMILY-013,uniform_accessible_area_label_mismatch,tests/test_cross_section_geometry.py,test_trapezoid_uniform_sampler_stays_in_particle_center_support,true,true,PASS_PYTEST_MARKER_PRESENT,review-only Gate21-to-Gate22 validator binding matrix;contract patch queue;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G22C-COVERAGE-014,G21B-FAMILY-014,sample_outside_center_support,tests/test_cross_section_geometry.py,test_trapezoid_trajectory_rejects_initial_point_outside_oracle_support,true,true,PASS_PYTEST_MARKER_PRESENT,review-only Gate21-to-Gate22 validator binding matrix;contract patch queue;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G22C-COVERAGE-015,G21B-FAMILY-015,blocked_bin_has_response,tests/test_nodi_comsol_next_artifacts_contracts.py,test_position_response_sidewall_v2_rejects_blocked_bin_numeric_response,true,true,PASS_PYTEST_MARKER_PRESENT,review-only Gate21-to-Gate22 validator binding matrix;contract patch queue;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G22C-COVERAGE-016,G21B-FAMILY-016,neighbor_fill_blocked_bin,tests/test_nodi_comsol_next_artifacts_contracts.py,test_position_response_sidewall_v2_rejects_blocked_bin_neighbor_fill,true,true,PASS_PYTEST_MARKER_PRESENT,review-only Gate21-to-Gate22 validator binding matrix;contract patch queue;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G22C-COVERAGE-017,G21B-FAMILY-017,flux_weighted_without_trapezoid_flow_model,tests/test_cross_section_geometry.py,test_trapezoid_sampler_rejects_flux_weighted_without_flow_model,true,true,PASS_PYTEST_MARKER_PRESENT,review-only Gate21-to-Gate22 validator binding matrix;contract patch queue;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G22C-COVERAGE-018,G21B-FAMILY-018,prs_without_geometry_basis,tests/test_nodi_comsol_next_artifacts_contracts.py,test_position_response_sidewall_v2_requires_complete_geometry_fields,true,true,PASS_PYTEST_MARKER_PRESENT,review-only Gate21-to-Gate22 validator binding matrix;contract patch queue;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G22C-COVERAGE-019,G21B-FAMILY-019,prs_without_particle_radius_support,tests/test_nodi_comsol_next_artifacts_contracts.py,test_position_response_sidewall_v2_requires_large_tail_support_guard,true,true,PASS_PYTEST_MARKER_PRESENT,review-only Gate21-to-Gate22 validator binding matrix;contract patch queue;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G22C-COVERAGE-020,G21B-FAMILY-020,edge4_to_edge20_direct_mapping,tests/test_nodi_comsol_next_artifacts_contracts.py,test_position_response_sidewall_v2_rejects_edge4_to_edge20_direct_mapping,true,true,PASS_PYTEST_MARKER_PRESENT,review-only Gate21-to-Gate22 validator binding matrix;contract patch queue;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G22C-COVERAGE-021,G21B-FAMILY-021,D900_to_D1200_borrowing,tests/test_nodi_comsol_next_artifacts_contracts.py,test_position_response_sidewall_v2_rejects_D900_to_D1200_source_borrowing,true,true,PASS_PYTEST_MARKER_PRESENT,review-only Gate21-to-Gate22 validator binding matrix;contract patch queue;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G22C-COVERAGE-022,G21B-FAMILY-022,auto_admit_220_or_300nm,tests/test_nodi_comsol_next_artifacts_contracts.py,test_position_response_sidewall_v2_rejects_auto_tail_admission,true,true,PASS_PYTEST_MARKER_PRESENT,review-only Gate21-to-Gate22 validator binding matrix;contract patch queue;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G22C-COVERAGE-023,G21B-FAMILY-023,comsol_context_as_prs_grain,tests/test_nodi_comsol_next_artifacts_contracts.py,test_position_response_sidewall_v2_requires_source_grain_binding_fields,true,true,PASS_PYTEST_MARKER_PRESENT,review-only Gate21-to-Gate22 validator binding matrix;contract patch queue;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G22C-COVERAGE-024,G21B-FAMILY-024,bare_W_eff,tests/test_nodi_comsol_next_artifacts_contracts.py,test_effective_aperture_sidewall_v2_rejects_exact_claim_columns,true,true,PASS_PYTEST_MARKER_PRESENT,review-only Gate21-to-Gate22 validator binding matrix;contract patch queue;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G22C-COVERAGE-025,G21B-FAMILY-025,solver_trigger_as_solver_output,tests/test_nodi_comsol_next_artifacts_contracts.py,test_effective_aperture_sidewall_v2_rejects_solver_trigger_as_result,true,true,PASS_PYTEST_MARKER_PRESENT,review-only Gate21-to-Gate22 validator binding matrix;contract patch queue;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G22C-COVERAGE-026,G21B-FAMILY-026,rank_or_score_field_present,tests/test_nodi_comsol_next_artifacts_contracts.py,test_effective_aperture_sidewall_v2_rejects_rank_promotion,true,true,PASS_PYTEST_MARKER_PRESENT,review-only Gate21-to-Gate22 validator binding matrix;contract patch queue;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G22C-COVERAGE-027,G21B-FAMILY-027,claim_flags_missing,tests/test_nodi_comsol_next_artifacts_contracts.py,test_position_response_sidewall_v2_requires_acceptance_guards,true,true,PASS_PYTEST_MARKER_PRESENT,review-only Gate21-to-Gate22 validator binding matrix;contract patch queue;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G22C-COVERAGE-028,G21B-FAMILY-028,old_rectangular_cache_reuse,tests/test_nodi_comsol_next_artifacts_contracts.py,test_position_response_sidewall_v2_rejects_rectangular_cache_signature,true,true,PASS_PYTEST_MARKER_PRESENT,review-only Gate21-to-Gate22 validator binding matrix;contract patch queue;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
G22C-COVERAGE-029,G21B-FAMILY-029,sidewall_aware_with_not_propagated_status,tests/test_nodi_comsol_next_artifacts_contracts.py,test_position_response_sidewall_v2_rejects_non_propagated_open_decision_row,true,true,PASS_PYTEST_MARKER_PRESENT,review-only Gate21-to-Gate22 validator binding matrix;contract patch queue;no-run no-auth,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;rank;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula use;direct PRS bin;grain-level ingestion;sidewall PRS/EAS numeric output;validated Brownian/flow/optical/wet physics;COMSOL launch;.mph load;NODI runtime recomputation;Package C physics authorization
