field_id,required_future_field,required_before_package_c_pass,source,current_status,allowed_use,blocked_use
G29-TELEMETRY-FIELD-011,sidewall_angle_grid_deg_comsol,true,external_proof_review_feedback,required_in_gate27_contract_no_registered_value,external proof-registration review integration;future hard-gate matrix;telemetry reproducibility field ledger;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G29-TELEMETRY-FIELD-012,depth_grid_nm,true,external_proof_review_feedback,required_in_gate27_contract_no_registered_value,external proof-registration review integration;future hard-gate matrix;telemetry reproducibility field ledger;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G29-TELEMETRY-FIELD-013,tolerance_m,true,external_proof_review_feedback,required_in_gate27_contract_no_registered_value,external proof-registration review integration;future hard-gate matrix;telemetry reproducibility field ledger;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G29-TELEMETRY-FIELD-014,max_reflection_iterations,true,external_proof_review_feedback,required_in_gate27_contract_no_registered_value,external proof-registration review integration;future hard-gate matrix;telemetry reproducibility field ledger;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G29-TELEMETRY-FIELD-015,substep_policy,true,external_proof_review_feedback,required_in_gate27_contract_no_registered_value,external proof-registration review integration;future hard-gate matrix;telemetry reproducibility field ledger;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G29-TELEMETRY-FIELD-016,boundary_atom_threshold,true,external_proof_review_feedback,required_in_gate27_contract_no_registered_value,external proof-registration review integration;future hard-gate matrix;telemetry reproducibility field ledger;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G29-TELEMETRY-FIELD-017,equilibrium_test_method,true,external_proof_review_feedback,required_in_gate27_contract_no_registered_value,external proof-registration review integration;future hard-gate matrix;telemetry reproducibility field ledger;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G29-TELEMETRY-FIELD-018,equilibrium_test_threshold,true,external_proof_review_feedback,required_in_gate27_contract_no_registered_value,external proof-registration review integration;future hard-gate matrix;telemetry reproducibility field ledger;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G29-TELEMETRY-FIELD-019,corner_bias_test_threshold,true,external_proof_review_feedback,required_in_gate27_contract_no_registered_value,external proof-registration review integration;future hard-gate matrix;telemetry reproducibility field ledger;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G29-TELEMETRY-FIELD-020,rectangle_limit_tolerance,true,external_proof_review_feedback,required_in_gate27_contract_no_registered_value,external proof-registration review integration;future hard-gate matrix;telemetry reproducibility field ledger;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G29-TELEMETRY-FIELD-021,one_wall_limit_tolerance,true,external_proof_review_feedback,required_in_gate27_contract_no_registered_value,external proof-registration review integration;future hard-gate matrix;telemetry reproducibility field ledger;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G29-TELEMETRY-FIELD-022,raw_metric_artifact_sha256,true,external_proof_review_feedback,required_in_gate27_contract_no_registered_value,external proof-registration review integration;future hard-gate matrix;telemetry reproducibility field ledger;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G29-TELEMETRY-FIELD-023,summary_metric_artifact_sha256,true,external_proof_review_feedback,required_in_gate27_contract_no_registered_value,external proof-registration review integration;future hard-gate matrix;telemetry reproducibility field ledger;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
G29-TELEMETRY-FIELD-024,independent_reviewer_id_or_artifact_sha256,true,external_proof_review_feedback,required_in_gate27_contract_no_registered_value,external proof-registration review integration;future hard-gate matrix;telemetry reproducibility field ledger;no-proof-registration,Package C proof/pass registration;package_C_validation_status pass;runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
