canonical_field_id,field_name,source_presence,rc2_status,authorization_default
NODI-G2V-RC2-FIELD-0042,numeric_error_value,nodi=true;comsol=true,MATCH,not_applicable
NODI-G2V-RC2-FIELD-0043,package_id,nodi=true;comsol=true,MATCH,not_applicable
NODI-G2V-RC2-FIELD-0044,policy_use_requested,nodi=true;comsol=false,NODI_STRICTER,false
NODI-G2V-RC2-FIELD-0045,production_ingestion_authorized,nodi=true;comsol=false,NODI_STRICTER,false
NODI-G2V-RC2-FIELD-0046,provenance_id,nodi=true;comsol=false,ADAPTER_REQUIRED,not_applicable
NODI-G2V-RC2-FIELD-0047,q_ch_units,nodi=true;comsol=false,ADAPTER_REQUIRED,not_applicable
NODI-G2V-RC2-FIELD-0048,q_ch_value,nodi=true;comsol=true,MATCH,not_applicable
NODI-G2V-RC2-FIELD-0049,qch_chi_eta_authorized,nodi=true;comsol=false,NODI_STRICTER,false
NODI-G2V-RC2-FIELD-0050,qch_eta_authorized,nodi=true;comsol=false,NODI_STRICTER,false
NODI-G2V-RC2-FIELD-0051,qch_template_row_id,nodi=true;comsol=false,ADAPTER_REQUIRED,not_applicable
NODI-G2V-RC2-FIELD-0052,qch_weighting_authorized,nodi=true;comsol=false,NODI_STRICTER,false
NODI-G2V-RC2-FIELD-0053,reproducibility_group_id,nodi=true;comsol=false,ADAPTER_REQUIRED,not_applicable
NODI-G2V-RC2-FIELD-0054,required_comsol_export_change,nodi=true;comsol=false,ADAPTER_REQUIRED,not_applicable
NODI-G2V-RC2-FIELD-0055,required_next_gate,nodi=true;comsol=false,ADAPTER_REQUIRED,not_applicable
NODI-G2V-RC2-FIELD-0056,required_nodi_policy,nodi=true;comsol=false,ADAPTER_REQUIRED,not_applicable
NODI-G2V-RC2-FIELD-0057,requires_new_comsol_solve,nodi=true;comsol=false,ADAPTER_REQUIRED,not_applicable
NODI-G2V-RC2-FIELD-0058,route_key,nodi=true;comsol=true,MATCH,not_applicable
NODI-G2V-RC2-FIELD-0059,route_key_candidate,nodi=true;comsol=false,ADAPTER_REQUIRED,not_applicable
NODI-G2V-RC2-FIELD-0060,row_identity,nodi=true;comsol=false,ADAPTER_REQUIRED,not_applicable
NODI-G2V-RC2-FIELD-0061,runtime_configuration_authorized,nodi=true;comsol=false,NODI_STRICTER,false
NODI-G2V-RC2-FIELD-0062,schema_version,nodi=true;comsol=true,MATCH,not_applicable
NODI-G2V-RC2-FIELD-0063,source_artifact,nodi=true;comsol=false,ADAPTER_REQUIRED,not_applicable
NODI-G2V-RC2-FIELD-0064,source_geometry_hash,nodi=true;comsol=false,ADAPTER_REQUIRED,not_applicable
NODI-G2V-RC2-FIELD-0065,source_sha256,nodi=true;comsol=true,MATCH,not_applicable
NODI-G2V-RC2-FIELD-0066,source_solve_id,nodi=true;comsol=false,ADAPTER_REQUIRED,not_applicable
NODI-G2V-RC2-FIELD-0067,synthetic_fixture_status,nodi=false;comsol=true,ADAPTER_REQUIRED,not_applicable
NODI-G2V-RC2-FIELD-0068,template_only,nodi=true;comsol=true,MATCH,not_applicable
NODI-G2V-RC2-FIELD-0069,tpd_proxy_aggregation_basis,nodi=true;comsol=false,ADAPTER_REQUIRED,not_applicable
NODI-G2V-RC2-FIELD-0070,uncertainty_flag,nodi=true;comsol=false,ADAPTER_REQUIRED,not_applicable
NODI-G2V-RC2-FIELD-0071,workstream,nodi=false;comsol=true,ADAPTER_REQUIRED,not_applicable
