scan_id,source_side,path,field_name,context_classification,drift_status
NODI-G2W-AUTH-00041,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_ALLOWED_SUPPORT_ROW_ACCEPTANCE_20260628.csv,production_ingestion_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00042,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_ALLOWED_SUPPORT_ROW_ACCEPTANCE_20260628.csv,runtime_configuration_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00043,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_ALLOWED_SUPPORT_ROW_ACCEPTANCE_20260628.csv,is_formal_gate2_qch_sidecar,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00044,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_ALLOWED_SUPPORT_ROW_ACCEPTANCE_20260628.csv,is_chi_selected,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00045,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_ALLOWED_SUPPORT_ROW_ACCEPTANCE_20260628.csv,is_production_ingestion,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00046,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_ALLOWED_SUPPORT_ROW_ACCEPTANCE_20260628.csv,is_runtime_configuration,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00047,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_MANIFEST_20260628.csv,policy_approved,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00048,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_MANIFEST_20260628.csv,policy_use_requested,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00049,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_MANIFEST_20260628.csv,policy_use_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00050,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_MANIFEST_20260628.csv,formula_use_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00051,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_MANIFEST_20260628.csv,direct_prs_bin_use_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00052,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_MANIFEST_20260628.csv,grain_level_ingestion_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00053,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_MANIFEST_20260628.csv,accepted_row_expansion_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00054,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_MANIFEST_20260628.csv,accepted_context_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00055,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_MANIFEST_20260628.csv,auto_map_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00056,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_MANIFEST_20260628.csv,qch_weighting_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00057,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_MANIFEST_20260628.csv,qch_eta_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00058,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_MANIFEST_20260628.csv,qch_chi_eta_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00059,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_MANIFEST_20260628.csv,chi_selected_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00060,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_MANIFEST_20260628.csv,jrc_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00061,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_MANIFEST_20260628.csv,yield_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00062,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_MANIFEST_20260628.csv,winner_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00063,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_MANIFEST_20260628.csv,detection_probability_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00064,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_MANIFEST_20260628.csv,production_ingestion_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00065,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_MANIFEST_20260628.csv,runtime_configuration_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00066,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_MANIFEST_20260628.csv,is_formal_gate2_qch_sidecar,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00067,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_MANIFEST_20260628.csv,is_chi_selected,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00068,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_MANIFEST_20260628.csv,is_production_ingestion,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00069,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_MANIFEST_20260628.csv,is_runtime_configuration,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00070,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_REGISTER_20260628.csv,policy_approved,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00071,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_REGISTER_20260628.csv,policy_use_requested,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00072,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_REGISTER_20260628.csv,policy_use_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00073,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_REGISTER_20260628.csv,formula_use_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00074,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_REGISTER_20260628.csv,direct_prs_bin_use_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00075,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_REGISTER_20260628.csv,grain_level_ingestion_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00076,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_REGISTER_20260628.csv,accepted_row_expansion_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00077,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_REGISTER_20260628.csv,accepted_context_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00078,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_REGISTER_20260628.csv,auto_map_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00079,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_REGISTER_20260628.csv,qch_weighting_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00080,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_REGISTER_20260628.csv,qch_eta_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00081,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_REGISTER_20260628.csv,qch_chi_eta_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00082,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_REGISTER_20260628.csv,chi_selected_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00083,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_REGISTER_20260628.csv,jrc_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00084,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_REGISTER_20260628.csv,yield_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00085,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_REGISTER_20260628.csv,winner_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00086,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_REGISTER_20260628.csv,detection_probability_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00087,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_REGISTER_20260628.csv,production_ingestion_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00088,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_REGISTER_20260628.csv,runtime_configuration_authorized,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00089,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_REGISTER_20260628.csv,is_formal_gate2_qch_sidecar,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00090,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_REGISTER_20260628.csv,is_chi_selected,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00091,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_REGISTER_20260628.csv,is_production_ingestion,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00092,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_COMSOL_SUPPORT_EVIDENCE_REGISTER_20260628.csv,is_runtime_configuration,definition_context,PASS_FALSE_OR_ABSENT
NODI-G2W-AUTH-00093,NODI,C:/Users/Yan/Desktop/Yan/codex project/nodi_simulator（usb）/reports/joint_interface_20260628/NODI_COMSOL_GATE2C_EDGE4_EDGE20_POLICY_CHECKLIST_20260628.csv,policy_approved,definition_context,PASS_FALSE_OR_ABSENT
