dossier_freeze_id,dossier_id,path,workstream,sha256,freeze_status,authorization_open
G2AC-FREEZE-0023,G2Z-DOSSIER-0023,roadmap/COMSOL_GATE2H_EDGE_MONOTONICITY_CONSERVATIVENESS_REPRO_CHECKS_20260628.csv,EDGE,8244df1ec112fb1b2012a20d2ce9fe38406d32f6998a98dd8493a6285061cad7,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0024,G2Z-DOSSIER-0024,roadmap/COMSOL_GATE2H_NON_EDGE_CARRY_FORWARD_AND_HOOKS_20260628.csv,EDGE,6c2217c188505b26a053f0ac6cf572e4c8dbf3cac058cf545efbec2246caf25b,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0025,G2Z-DOSSIER-0025,roadmap/COMSOL_GATE2I_EDGE_CLOSURE_POSITIVE_MINIMAL_FIXTURE_SCHEMA_20260628.csv,EDGE,25a935d245dba3c77189c1608cae222f30841e40d4c4cae2156848ea3fc4e7be,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0026,G2Z-DOSSIER-0026,roadmap/COMSOL_GATE2B_NODI_CONTEXT_ONLY_SUPPORT_PACKET_20260627.md,QCH,c6ab4e02ef653f9a1007c99ac4b35044f857da22637e2a23e2ed95fc373f226d,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0027,G2Z-DOSSIER-0027,roadmap/COMSOL_GATE2A_NODI_BINDING_PACKET_20260627.md,QCH,0752f16a591b056142bef6e88368c5df352a71f59dfab998d9ce81f796312f28,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0028,G2Z-DOSSIER-0028,roadmap/COMSOL_GATE2C_BINDING_ALIGNMENT_MASTER_PACKET_20260628.md,QCH,288ad84de5bb59a54a77ac0edf57a49b15f1b4f9c0777f75056df968997984d1,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0029,G2Z-DOSSIER-0029,roadmap/COMSOL_GATE2_NODI_CONTEXT_EXPORT_PACKET_20260627.md,QCH,0193b46ada58b0de497505976efd88bbeab2ed1e3960d5ddae2cdeef9951bf67,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0030,G2Z-DOSSIER-0030,roadmap/COMSOL_GATE2E_EXPANSION_WORKSTREAM_MASTER_PLAN_20260628.md,QCH,6183decc9d9eac30f5ab591141d10bc087c9acd9b6885cd75fc5a2cae00d17ce,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0031,G2Z-DOSSIER-0031,roadmap/COMSOL_GATE2E_MINIMAL_DELIVERABLE_MASTER_PACKET_20260628.md,QCH,0d2d87056d7ab9fdad858d59b472949d42f79e25c3c92f1ac8b8b8987a8401c8,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0032,G2Z-DOSSIER-0032,roadmap/COMSOL_GATE2B_NODI_ALLOWED_CONTEXT_ROWS_20260627.csv,QCH,8b14a5b0f56107d496d385861028706f2eef3229ecb32b975ffadc1ad8d4b554,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0033,G2Z-DOSSIER-0033,roadmap/COMSOL_GATE2G_EDGE_LOSS_ERROR_CLOSURE_MASTER_PACKET_20260628.md,QCH,aa0c9f1bf1540c53265ed6edca594a30617660906c231125c109989924b4d01b,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0034,G2Z-DOSSIER-0034,roadmap/COMSOL_GATE2H_GATE2I_EDGE_CLOSURE_CONTRACT_MASTER_PACKET_20260628.md,QCH,2a49ea0e1a9f7adc2c711e40cd028ce124c5a9b035ed561c83ced7dd9ab05f4c,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0035,G2Z-DOSSIER-0035,roadmap/COMSOL_GATE2I_EDGE_CLOSURE_EVIDENCE_PACKAGE_TEMPLATE_20260628.csv,QCH,e7b75dfa0d8ef90e1e67c4f2c7fffc179c1432bb13a80f1d5a90a63dc7b2d64d,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0036,G2Z-DOSSIER-0036,roadmap/COMSOL_GATE2K_EDGE_CLOSURE_SUBMISSION_PACKAGE_TEMPLATE_V2_20260628.csv,QCH,8d979bc39f506d83912ba829f898deed0b1f65425a32ca4326d233c8687ee081,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0037,G2Z-DOSSIER-0037,roadmap/COMSOL_GATE2B_QCH_FORMAL_SIDECAR_REQUIREMENTS_20260627.md,QCH,308c2069ce2e2dae6b8ccb36ca639a4d7d1866443bd6e88dfe6419b2a77247f7,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0038,G2Z-DOSSIER-0038,roadmap/COMSOL_GATE2C_NODI_BOUND_CONTEXT_EXPORT_CANDIDATE_20260628.csv,QCH,738fa97b9cb9f230a8b1f6b96a50afd162199267648e7c8a905dab7c636cd41e,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0039,G2Z-DOSSIER-0039,roadmap/COMSOL_GATE2C_QCH_FORMAL_SIDECAR_FEASIBILITY_GAP_20260628.md,QCH,40f7d11533861e33c64b70df2bb8da33d44147f360f74ee56fa94c9dded48d6d,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0040,G2Z-DOSSIER-0040,roadmap/COMSOL_GATE2C_QCH_FORMAL_SIDECAR_TEMPLATE_20260628.csv,QCH,2c6eb1b242cf1aa734f277cce04c527c5444785a69665a7aa940ac7b87d6e9d4,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0041,G2Z-DOSSIER-0041,roadmap/COMSOL_GATE2C_REDUCED_SCOPE_DECISION_PACKET_20260628.md,QCH,5e4d907e450417f727578ee8fd779ec146a110e9bef12b53bb2b911f37497d69,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0042,G2Z-DOSSIER-0042,roadmap/COMSOL_GATE2F_EDGE4_EDGE20_REVIEW_EVIDENCE_PACKET_20260628.md,QCH,8b900918d2a460f504de60b8de7b914e0543ee47dd5c9ad529c99919131313c3,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0043,G2Z-DOSSIER-0043,roadmap/COMSOL_GATE2F_EDGE_REVIEW_EVIDENCE_MASTER_PACKET_20260628.md,QCH,a2285ba4348a8297cfe669759d4b70ec00c8eadd00c5683512833e0dd9b47772,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0044,G2Z-DOSSIER-0044,roadmap/NODI_REPO_LINKAGE_REVIEW_20260621.md,QCH,f24d3946dea53265f5c210d7c789eec109b58e4d00cb50bfef0a695150fcd95c,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0045,G2Z-DOSSIER-0045,roadmap/TRANSPORTED_POSITION_SOURCE_RUNNER_AUTHORIZATION_PACKET_20260621.md,QCH,364589bf945f619ba47bfb6e8f45b027d7e773fdc432c1acac7818e4b2373581,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0046,G2Z-DOSSIER-0046,roadmap/COMSOL_GATE2C_TPD_BINDING_SCHEMA_ALIGNMENT_20260628.csv,BINDING,be284ef9b5e3056df80b3f834c82d50d1248bf3577c3b001ed8a22a319de1918,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0047,G2Z-DOSSIER-0047,roadmap/COMSOL_GATE2A_NODI_BINDING_CROSSWALK_20260627.csv,BINDING,8ee93881e2bb39ecc19b59ce5637408576d0d83b1590ef103c56b94cadd95465,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0048,G2Z-DOSSIER-0048,roadmap/COMSOL_GATE2B_TPD_BINDING_REPAIR_PLAN_20260627.csv,BINDING,494898651a978e17c279c2a5d74c43dfd6829c28ca6dc59a71e8ef4af5096183,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0049,G2Z-DOSSIER-0049,roadmap/COMSOL_GATE2E_TPD_BINDING_REPAIR_MINIMAL_SKELETON_20260628.csv,BINDING,95bbe32983ee35fae8f7b793ae88b346a78a2434e0ee8683b33d36a851edfd5e,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0050,G2Z-DOSSIER-0050,roadmap/COMSOL_GATE2E_TPD_BINDING_REPAIR_PACKET_20260628.md,BINDING,926fb3d236cfbc38636075ee541a4c4faee7c9148ba39a6530260b98273ad75c,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0051,G2Z-DOSSIER-0051,roadmap/COMSOL_GATE2C_TPD_BINDING_SCHEMA_ALIGNMENT_PACKET_20260628.md,BINDING,a211a8a4d86d90e1d53553cabd07d047aacdf1ec51238db9d6d8f1e795692aac,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0052,G2Z-DOSSIER-0052,roadmap/COMSOL_GATE2L_BINDING_REPAIR_TEMPLATE_V2_20260628.csv,BINDING,87600a4ebdc2b382fb92643126bc56eba907dfd69b1cfafa0ed5776548fbdc19,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0053,G2Z-DOSSIER-0053,roadmap/COMSOL_GATE2P_BINDING_SYNTHETIC_SCHEMA_PACKAGE_20260628.csv,BINDING,d0d3cc17eabce79d9c1c21aef305b99786be6da42bf2713e4d46e3d7acae5b3b,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0054,G2Z-DOSSIER-0054,roadmap/COMSOL_GATE2Z_EDGE_CANDIDATE_DOSSIERS_20260628.csv,BINDING,14903b4d8e6c72e4f79d1d651c95446223285304ab8e8b4e29049628485244dc,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0055,G2Z-DOSSIER-0055,roadmap/EV_PBS_CODE_MODEL_REVIEW_ROUND22_PRIOR_MONTE_CARLO_GOVERNANCE_20260628.md,BINDING,8b8c23a7997215481c74d3f79ee2e7d0c0afefad2bf599a8f50f2ee0cb109e8b,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0056,G2Z-DOSSIER-0056,roadmap/COMSOL_GATE2E_TPD_BINDING_REPAIR_REQUIREMENTS_20260628.csv,BINDING,c2f8a1b7741f1cf9cf33b524247f4130b60af25f85337fe81e35c37c4140eb5a,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0057,G2Z-DOSSIER-0057,roadmap/COMSOL_GATE2L_BINDING_PACKAGE_CONTRACT_PACKET_20260628.md,BINDING,3393a0dfcb025ad037e9820067f9d9bd21c9fa09aa7c625a21d992c5a3c18ae4,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0058,G2Z-DOSSIER-0058,roadmap/COMSOL_GATE2T_EVIDENCE_LINEAGE_GRAPH_20260628.csv,BINDING,8902a7199cb1bbb73cf39c263ea4b588bf10b85715d53f5ece3e862079a2e6c7,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0059,G2Z-DOSSIER-0059,roadmap/COMSOL_GATE2Z_BINDING_CANDIDATE_DOSSIERS_20260628.csv,BINDING,77f4444df4c5efbb3d46bbb1f64237e93a251ea02d3aabf4d7d5c0ab7b629a6a,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0060,G2Z-DOSSIER-0060,roadmap/COMSOL_GATE2Z_DEEP_EVIDENCE_DOSSIER_INDEX_20260628.csv,BINDING,862e4ac31fc8606e40ce1ef27b8306f92a6b6b55722a4d3a21d27e3749001d5c,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0061,G2Z-DOSSIER-0061,roadmap/EV_PBS_DWG_ANALYSIS_P1_SCRIPT_QUEUE_SURFACE_TRIAGE_ROUND30_20260628.md,V4,b5a5e7f23fa4421446736e26882bce6929c672f34e70e4c3a199f5fdba50b5f7,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0062,G2Z-DOSSIER-0062,roadmap/EV_PBS_HISTORICAL_RUNNABLE_QUEUE_QUARANTINE_REVIEW_ROUND27_20260628.md,LOCAL_Q,f949b1a7a5b58fcf3391d4378d00bc219db28ae57dbe8622a0f67f064b822137,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0063,G2Z-DOSSIER-0063,roadmap/EV_PBS_CODE_MODEL_REVIEW_ROUND12_V4_NORMAL_WALL_TAU_RUNNER_20260628.md,V4,00c411d1ad914a3346183dfa1604dce8568c01433e52f23534c68466d88d72a3,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0064,G2Z-DOSSIER-0064,roadmap/EV_PBS_SAMPLE_SURFACE_CANONICAL_CONTRACT_V4_PACKET_20260627.md,V4,104511f70b8fb4a490612a2fbde729044f29e5aaf77975eef023756525f72a53,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0065,G2Z-DOSSIER-0065,roadmap/EV_PBS_V4_NON_NANO_MAINLINE_REBIND_AUDIT_PACKET_20260627.md,V4,f9a09953ba2169e68acf8751e0f6b1e8b8c45a9e0492e4b971ed2d9c24187703,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0066,G2Z-DOSSIER-0066,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_FOCUSED_WATCH_SUBSET_PACKET_20260628.md,V4,67b01c3e9f04fb8740c29c3843ab0680130172e70c987a6b77bbbde18dd1831e,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0067,G2Z-DOSSIER-0067,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_MAINLINE_ROUTE_REFRESH_PACKET_20260628.md,V4,d504b4323be094ef7392cb01757bac8655ed2ae86093422c79c15d3726e9ef07,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0068,G2Z-DOSSIER-0068,roadmap/NANO_ENTRANCE_FILTER_V4_FQ_DESCRIPTOR_CLOSURE_OVERLAY_PACKET_20260627.md,V4,c2e04548da0bcf4a042bc15e8aa2269d84987a704d0ef8fe098fa07e2c5cfe68,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0069,G2Z-DOSSIER-0069,roadmap/NANO_ENTRANCE_FILTER_V4_STAGE1_WET_ROUGH_DESCRIPTOR_SCREEN_PACKET_20260627.md,V4,3b6604e5d6d246ff5099f1f8232e558e6aeb7c13b691495a0db5e7ef254615d2,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0070,G2Z-DOSSIER-0070,roadmap/NODI_PRS_V1_1_RESPONSE_EXTENSION_REVIEW_20260621.md,V4,797984c73819f8f7e5391bc79637692bd330f248e86517eaa09f01055f6c2997,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0071,G2Z-DOSSIER-0071,roadmap/COMSOL_GATE2_NODI_CONTEXT_EXPORT_INDEX_20260627.csv,TPD_PRS_PROXY,08d307876bc31e02d2f442a7de7475f555941d81c42e3114a722a4c3d0c8d1d3,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0072,G2Z-DOSSIER-0072,roadmap/COMSOL_GATE2C_REDUCED_SCOPE_DECISION_TABLE_20260628.csv,TPD_PRS_PROXY,6c5d07dbd98b1cba08851bb2dbe190fbf956c871cd81a039cbfb9c18e03a02e3,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0073,G2Z-DOSSIER-0073,roadmap/CLOGGING_EVENT_TREE_AND_LOCAL_Q_SCOPE_PACKET_20260621.md,QCH,96f0d9e497901ec0252ba2b3426e05cc809c7c2c37a2211e83424982296bc0ea,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0074,G2Z-DOSSIER-0074,roadmap/COMSOL_GATE2D_REDUCED_SCOPE_CONTEXT_ONLY_CANDIDATE_20260628.csv,QCH,5297f1c81e5c498edaf1bd0c23eda03ec377b7194881366d568433595f2af41f,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
G2AC-FREEZE-0075,G2Z-DOSSIER-0075,roadmap/COMSOL_GATE2E_QCH_FORMAL_SIDECAR_PREFLIGHT_PACKET_20260628.md,QCH,dda174dc87e60076f0bc9f902bea913b342da5a728cffab266298d7cddb8261e,FROZEN_REVIEW_ONLY_NOT_EVIDENCE,false
