receipt_id,comsol_artifact_id,source_path,file_exists,source_sha256,source_row_count,manifest_sha256,manifest_row_count,validation_status,receipt_verdict,allowed_use,blocked_use
NODI-G2N-RECEIPT-001,G2JKLM-MANIFEST-001,full_chip/dwg_analysis/build_gate2j_2k_2l_2m_nodi_submission_contracts_20260628.py,true,74496fd6a09867df710acab6a325c121f6ed29122d9897ac75733179de1f6ce1,0,74496fd6a09867df710acab6a325c121f6ed29122d9897ac75733179de1f6ce1,0,PARTIAL,RECEIVED_CONTRACT_OR_TEMPLATE_ONLY_NO_AUTHORIZATION,NODI receipt and round-trip dry-run only,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion
NODI-G2N-RECEIPT-015,G2JKLM-MANIFEST-015,roadmap/COMSOL_GATE2K_EDGE_CLOSURE_NEGATIVE_FIXTURE_RESULTS_20260628.csv,true,cf5a7617a14fcbb6dd02655bc4d931730228304101c9ae7229cbc0865ee50d64,11,cf5a7617a14fcbb6dd02655bc4d931730228304101c9ae7229cbc0865ee50d64,11,PARTIAL,RECEIVED_CONTRACT_OR_TEMPLATE_ONLY_NO_AUTHORIZATION,NODI receipt and round-trip dry-run only,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion
NODI-G2N-RECEIPT-016,G2JKLM-MANIFEST-016,roadmap/COMSOL_GATE2K_EDGE_CLOSURE_SYNTHETIC_POSITIVE_SCHEMA_RESULTS_20260628.csv,true,e39a42d2b654b5d66f6077e75b98df1040a68ed6e2bf2fcc580596af5af3dbbd,6,e39a42d2b654b5d66f6077e75b98df1040a68ed6e2bf2fcc580596af5af3dbbd,6,PARTIAL,RECEIVED_CONTRACT_OR_TEMPLATE_ONLY_NO_AUTHORIZATION,NODI receipt and round-trip dry-run only,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion
NODI-G2N-RECEIPT-017,G2JKLM-MANIFEST-017,roadmap/COMSOL_GATE2L_QCH_FORMAL_SIDECAR_PACKAGE_CONTRACT_20260628.csv,true,10a5dee1c503cbe0a18ef0537897432513750202a1cb70b8535cbb5e26a2dfb8,27,10a5dee1c503cbe0a18ef0537897432513750202a1cb70b8535cbb5e26a2dfb8,27,PARTIAL,RECEIVED_CONTRACT_OR_TEMPLATE_ONLY_NO_AUTHORIZATION,NODI receipt and round-trip dry-run only,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion
NODI-G2N-RECEIPT-018,G2JKLM-MANIFEST-018,roadmap/COMSOL_GATE2L_QCH_FORMAL_SIDECAR_TEMPLATE_V2_20260628.csv,true,d1d428ffe02b14165377ca99825fe2b7d3e054ba73ef5a19cf82ef55922a3c45,4,d1d428ffe02b14165377ca99825fe2b7d3e054ba73ef5a19cf82ef55922a3c45,4,PARTIAL,RECEIVED_CONTRACT_OR_TEMPLATE_ONLY_NO_AUTHORIZATION,NODI receipt and round-trip dry-run only,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion
NODI-G2N-RECEIPT-019,G2JKLM-MANIFEST-019,roadmap/COMSOL_GATE2L_QCH_NEGATIVE_FIXTURES_20260628.csv,true,f040fa1b95e76f47971de3db05ab705a5d0f3fb7af7d25538a9c338e44cc4bcc,9,f040fa1b95e76f47971de3db05ab705a5d0f3fb7af7d25538a9c338e44cc4bcc,9,PARTIAL,RECEIVED_CONTRACT_OR_TEMPLATE_ONLY_NO_AUTHORIZATION,NODI receipt and round-trip dry-run only,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion
NODI-G2N-RECEIPT-020,G2JKLM-MANIFEST-020,roadmap/COMSOL_GATE2L_QCH_PACKAGE_CONTRACT_PACKET_20260628.md,true,5a6741af4773a133121fbc048e2f5dd0b5b9df3e7beffcca0e3637056ce558dc,0,5a6741af4773a133121fbc048e2f5dd0b5b9df3e7beffcca0e3637056ce558dc,0,PARTIAL,RECEIVED_CONTRACT_OR_TEMPLATE_ONLY_NO_AUTHORIZATION,NODI receipt and round-trip dry-run only,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion
NODI-G2N-RECEIPT-021,G2JKLM-MANIFEST-021,roadmap/COMSOL_GATE2L_BINDING_REPAIR_PACKAGE_CONTRACT_20260628.csv,true,a3484210e27c3663b94b4873b7c3601f30117c3ebf4d2d812620c8c19864397c,4,a3484210e27c3663b94b4873b7c3601f30117c3ebf4d2d812620c8c19864397c,4,PARTIAL,RECEIVED_CONTRACT_OR_TEMPLATE_ONLY_NO_AUTHORIZATION,NODI receipt and round-trip dry-run only,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion
NODI-G2N-RECEIPT-022,G2JKLM-MANIFEST-022,roadmap/COMSOL_GATE2L_BINDING_REPAIR_TEMPLATE_V2_20260628.csv,true,87600a4ebdc2b382fb92643126bc56eba907dfd69b1cfafa0ed5776548fbdc19,4,87600a4ebdc2b382fb92643126bc56eba907dfd69b1cfafa0ed5776548fbdc19,4,PARTIAL,RECEIVED_CONTRACT_OR_TEMPLATE_ONLY_NO_AUTHORIZATION,NODI receipt and round-trip dry-run only,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion
NODI-G2N-RECEIPT-023,G2JKLM-MANIFEST-023,roadmap/COMSOL_GATE2L_BINDING_NEGATIVE_FIXTURES_20260628.csv,true,724ccd179b0c86114a74d115fd2bff7837efbcf77081e8b7f7f435693ea5d18c,7,724ccd179b0c86114a74d115fd2bff7837efbcf77081e8b7f7f435693ea5d18c,7,PARTIAL,RECEIVED_CONTRACT_OR_TEMPLATE_ONLY_NO_AUTHORIZATION,NODI receipt and round-trip dry-run only,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion
NODI-G2N-RECEIPT-024,G2JKLM-MANIFEST-024,roadmap/COMSOL_GATE2L_BINDING_PACKAGE_CONTRACT_PACKET_20260628.md,true,3393a0dfcb025ad037e9820067f9d9bd21c9fa09aa7c625a21d992c5a3c18ae4,0,3393a0dfcb025ad037e9820067f9d9bd21c9fa09aa7c625a21d992c5a3c18ae4,0,PARTIAL,RECEIVED_CONTRACT_OR_TEMPLATE_ONLY_NO_AUTHORIZATION,NODI receipt and round-trip dry-run only,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion
NODI-G2N-RECEIPT-025,G2JKLM-MANIFEST-025,roadmap/COMSOL_GATE2M_INTEGRATED_NODI_SUBMISSION_PACKAGE_INDEX_20260628.csv,true,ce968bca8c5fb09e37fd9cef2274efd8d2736451d79aa57d311a72efccb8180f,6,ce968bca8c5fb09e37fd9cef2274efd8d2736451d79aa57d311a72efccb8180f,6,PARTIAL,RECEIVED_CONTRACT_OR_TEMPLATE_ONLY_NO_AUTHORIZATION,NODI receipt and round-trip dry-run only,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion
NODI-G2N-RECEIPT-026,G2JKLM-MANIFEST-026,roadmap/COMSOL_GATE2M_INTEGRATED_WORKSTREAM_DASHBOARD_20260628.csv,true,8e3a48f1e3f684156cb7147ea0bf813d0d7b5dc91db683ffe41dad4337a2401e,6,8e3a48f1e3f684156cb7147ea0bf813d0d7b5dc91db683ffe41dad4337a2401e,6,PARTIAL,RECEIVED_CONTRACT_OR_TEMPLATE_ONLY_NO_AUTHORIZATION,NODI receipt and round-trip dry-run only,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion
NODI-G2N-RECEIPT-027,G2JKLM-MANIFEST-027,roadmap/COMSOL_GATE2M_NEXT_NODI_REVIEW_REQUESTS_20260628.csv,true,664b667f8faff9e83f2069b2bb14b669e07450cc8bdefe5163bfa1d15e2f1a1e,5,664b667f8faff9e83f2069b2bb14b669e07450cc8bdefe5163bfa1d15e2f1a1e,5,PARTIAL,RECEIVED_CONTRACT_OR_TEMPLATE_ONLY_NO_AUTHORIZATION,NODI receipt and round-trip dry-run only,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion
NODI-G2N-RECEIPT-028,G2JKLM-MANIFEST-028,roadmap/COMSOL_GATE2M_NO_AUTHORIZATION_GUARDRAIL_REGISTER_20260628.csv,true,d33906603eeeab592521f9d0bbc690bc432d1cc6542a3ca9245dd84b84893650,12,d33906603eeeab592521f9d0bbc690bc432d1cc6542a3ca9245dd84b84893650,12,PARTIAL,RECEIVED_CONTRACT_OR_TEMPLATE_ONLY_NO_AUTHORIZATION,NODI receipt and round-trip dry-run only,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion
NODI-G2N-RECEIPT-029,G2JKLM-MANIFEST-029,roadmap/COMSOL_GATE2M_INTEGRATED_PACKAGE_PACKET_20260628.md,true,a9b7ee25168b54662262e77aa53938caeada90aa15aeb49958b11dbc4a365714,0,a9b7ee25168b54662262e77aa53938caeada90aa15aeb49958b11dbc4a365714,0,PARTIAL,RECEIVED_CONTRACT_OR_TEMPLATE_ONLY_NO_AUTHORIZATION,NODI receipt and round-trip dry-run only,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion
NODI-G2N-RECEIPT-030,G2JKLM-MANIFEST-030,roadmap/COMSOL_GATE2J_2K_2L_2M_NODI_SUBMISSION_CONTRACT_MASTER_PACKET_20260628.md,true,356c7a8c684756cb7797795949d106675616ec28f91255d5ae1ff33fe6102d29,0,356c7a8c684756cb7797795949d106675616ec28f91255d5ae1ff33fe6102d29,0,PARTIAL,RECEIVED_CONTRACT_OR_TEMPLATE_ONLY_NO_AUTHORIZATION,NODI receipt and round-trip dry-run only,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS/JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion
