parent_child_map_id,parent_nodi_register_row_id,parent_source_artifact,parent_source_row_count,child_gate2b_context_row_id,child_source_artifact,child_source_row_identity,child_source_row_type,child_route_key,child_NODI_view,child_diameter_nm,child_bin_basis,child_tpd_bin_label,parent_ledger_acceptance_status,child_support_row_acceptance_status,grain_level_authorization,decision_use_allowed,can_enter_weighting,can_enter_jrc,is_chi_selected,is_production_ingestion,is_runtime_configuration
MAP-G2B_ALLOWED_CTX_011,G2CTX-CHI-AGG-004,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_AGGREGATE_20260622.csv,16,G2B_ALLOWED_CTX_011,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_AGGREGATE_20260622.csv,CHI_CTX_AGG_660/W800/D900_A85_220_per_wavelength_gold_residence_time_weighted,proxy_aggregate,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,aggregate_proxy,aggregate_proxy,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_012,G2CTX-CHI-AGG-004,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_AGGREGATE_20260622.csv,16,G2B_ALLOWED_CTX_012,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_AGGREGATE_20260622.csv,CHI_CTX_AGG_660/W800/D900_A85_220_per_wavelength_gold_velocity_weighted,proxy_aggregate,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,aggregate_proxy,aggregate_proxy,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_013,G2CTX-CHI-AGG-004,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_AGGREGATE_20260622.csv,16,G2B_ALLOWED_CTX_013,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_AGGREGATE_20260622.csv,CHI_CTX_AGG_660/W800/D900_A85_300_fixed_660_gold_residence_time_weighted,proxy_aggregate,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,aggregate_proxy,aggregate_proxy,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_014,G2CTX-CHI-AGG-004,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_AGGREGATE_20260622.csv,16,G2B_ALLOWED_CTX_014,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_AGGREGATE_20260622.csv,CHI_CTX_AGG_660/W800/D900_A85_300_fixed_660_gold_velocity_weighted,proxy_aggregate,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,aggregate_proxy,aggregate_proxy,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_015,G2CTX-CHI-AGG-004,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_AGGREGATE_20260622.csv,16,G2B_ALLOWED_CTX_015,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_AGGREGATE_20260622.csv,CHI_CTX_AGG_660/W800/D900_A85_300_per_wavelength_gold_residence_time_weighted,proxy_aggregate,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,aggregate_proxy,aggregate_proxy,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_016,G2CTX-CHI-AGG-004,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_AGGREGATE_20260622.csv,16,G2B_ALLOWED_CTX_016,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_AGGREGATE_20260622.csv,CHI_CTX_AGG_660/W800/D900_A85_300_per_wavelength_gold_velocity_weighted,proxy_aggregate,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,aggregate_proxy,aggregate_proxy,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_017,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_017,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_001_W800_D900_A85_220NM_velocity_weighted_edge_norm_0p00_0p25_fixed_660_gold,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,edge4_to_prs_edge20_proxy,edge_norm_0p00_0p25,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_018,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_018,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_001_W800_D900_A85_220NM_velocity_weighted_edge_norm_0p00_0p25_per_wavelength_gold,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,edge4_to_prs_edge20_proxy,edge_norm_0p00_0p25,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_019,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_019,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_001_W800_D900_A85_220NM_velocity_weighted_edge_norm_0p25_0p50_fixed_660_gold,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,edge4_to_prs_edge20_proxy,edge_norm_0p25_0p50,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_020,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_020,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_001_W800_D900_A85_220NM_velocity_weighted_edge_norm_0p25_0p50_per_wavelength_gold,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,edge4_to_prs_edge20_proxy,edge_norm_0p25_0p50,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_021,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_021,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_001_W800_D900_A85_220NM_velocity_weighted_edge_norm_0p50_0p75_fixed_660_gold,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,edge4_to_prs_edge20_proxy,edge_norm_0p50_0p75,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_022,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_022,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_001_W800_D900_A85_220NM_velocity_weighted_edge_norm_0p50_0p75_per_wavelength_gold,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,edge4_to_prs_edge20_proxy,edge_norm_0p50_0p75,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_023,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_023,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_001_W800_D900_A85_220NM_velocity_weighted_edge_norm_0p75_1p00_fixed_660_gold,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,edge4_to_prs_edge20_proxy,edge_norm_0p75_1p00,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_024,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_024,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_001_W800_D900_A85_220NM_velocity_weighted_edge_norm_0p75_1p00_per_wavelength_gold,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,edge4_to_prs_edge20_proxy,edge_norm_0p75_1p00,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_025,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_025,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_001_W800_D900_A85_220NM_residence_time_weighted_edge_norm_0p00_0p25_fixed_660_gold,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,edge4_to_prs_edge20_proxy,edge_norm_0p00_0p25,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_026,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_026,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_001_W800_D900_A85_220NM_residence_time_weighted_edge_norm_0p00_0p25_per_wavelength_gold,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,edge4_to_prs_edge20_proxy,edge_norm_0p00_0p25,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_027,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_027,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_001_W800_D900_A85_220NM_residence_time_weighted_edge_norm_0p25_0p50_fixed_660_gold,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,edge4_to_prs_edge20_proxy,edge_norm_0p25_0p50,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_028,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_028,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_001_W800_D900_A85_220NM_residence_time_weighted_edge_norm_0p25_0p50_per_wavelength_gold,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,edge4_to_prs_edge20_proxy,edge_norm_0p25_0p50,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_029,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_029,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_001_W800_D900_A85_220NM_residence_time_weighted_edge_norm_0p50_0p75_fixed_660_gold,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,edge4_to_prs_edge20_proxy,edge_norm_0p50_0p75,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_030,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_030,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_001_W800_D900_A85_220NM_residence_time_weighted_edge_norm_0p50_0p75_per_wavelength_gold,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,edge4_to_prs_edge20_proxy,edge_norm_0p50_0p75,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_031,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_031,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_001_W800_D900_A85_220NM_residence_time_weighted_edge_norm_0p75_1p00_fixed_660_gold,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,edge4_to_prs_edge20_proxy,edge_norm_0p75_1p00,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_032,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_032,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_001_W800_D900_A85_220NM_residence_time_weighted_edge_norm_0p75_1p00_per_wavelength_gold,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,220,edge4_to_prs_edge20_proxy,edge_norm_0p75_1p00,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_033,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_033,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_002_W800_D900_A85_300NM_velocity_weighted_edge_norm_0p00_0p25_fixed_660_gold,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p00_0p25,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_034,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_034,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_002_W800_D900_A85_300NM_velocity_weighted_edge_norm_0p00_0p25_per_wavelength_gold,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p00_0p25,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
MAP-G2B_ALLOWED_CTX_035,G2CTX-CHI-BIN-005,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,64,G2B_ALLOWED_CTX_035,roadmap/TPD_PRS_CHI_CONTEXT_SIDECAR_BINS_20260622.csv,CHI_CTX_BIN_ALIGN_TPD_SRC_002_W800_D900_A85_300NM_velocity_weighted_edge_norm_0p25_0p50_fixed_660_gold,proxy_bin,660/W800/D900,CANDIDATE_VIEW_DECLARED_BY_PROXY_SIDECAR_RECHECK_REQUIRED,300,edge4_to_prs_edge20_proxy,edge_norm_0p25_0p50,PARENT_LEDGER_ACCEPTED_CONTEXT_ONLY,CHILD_SUPPORT_ROW_REGISTERED_ARTIFACT_LEVEL_ONLY,false,false,false,false,false,false,false
