fingerprint_diff_id,path,nodi_schema_fingerprint,comsol_schema_fingerprint,diff_status,delta_class,authorization_impact
G2Y-FP-0017,roadmap/CLOGGING_EVENT_TREE_AND_LOCAL_Q_SCOPE_PACKET_20260621.md,8719534eb22b4d7b31660418b65cd3f4da4a95b695c6b0e8bc7282ea817dbf97,960c971d35d99da4a394a40654078091a06cb7665485830ba6109af75235353d,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0018,roadmap/COMSOL_GATE2A_NODI_BINDING_BLOCKERS_20260627.csv,3f755c7dedf662ddfb94261aa38637cd766e4474cfd90fb268fef8826c5b0c07,3f755c7dedf662ddfb94261aa38637cd766e4474cfd90fb268fef8826c5b0c07,MATCH,none,none
G2Y-FP-0019,roadmap/COMSOL_GATE2A_NODI_BINDING_CROSSWALK_20260627.csv,f753130690d622a8eae62f4d17c78e5fd012e530cfe265afd23d28ce98603590,f753130690d622a8eae62f4d17c78e5fd012e530cfe265afd23d28ce98603590,MATCH,none,none
G2Y-FP-0020,roadmap/COMSOL_GATE2A_NODI_BINDING_MANIFEST_20260627.csv,d3590c48ffda576f06b5df13239e77a0fab6b73d75f6c2c6986bb8471de37ca5,d3590c48ffda576f06b5df13239e77a0fab6b73d75f6c2c6986bb8471de37ca5,MATCH,none,none
G2Y-FP-0021,roadmap/COMSOL_GATE2A_NODI_BINDING_PACKET_20260627.md,3fab1ad374cb2418409f1ccdd10a06a5569fe72e4dc396f2c84d8b18cdf7d5fc,999eec09cc6cf2e93c797687c7ff9fb81d75e6c269d009d704de9428cd3cf7d5,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0022,roadmap/COMSOL_GATE2A_NODI_BINDING_VALIDATION_20260627.csv,1f6be5597510b87279d35c0e1b9244956985b50bd9c2f267a18ad5823470faff,1f6be5597510b87279d35c0e1b9244956985b50bd9c2f267a18ad5823470faff,MATCH,none,none
G2Y-FP-0023,roadmap/COMSOL_GATE2A_QCH_PROVENANCE_ONLY_EXPORT_20260627.csv,ffd361a32700fb337e289652e1f2f6f3b3bbc74f59dbcb9c3633bac33f497922,ffd361a32700fb337e289652e1f2f6f3b3bbc74f59dbcb9c3633bac33f497922,MATCH,none,none
G2Y-FP-0024,roadmap/COMSOL_GATE2B_NODI_ALLOWED_CONTEXT_ROWS_20260627.csv,afff00a8f8e63c9b07c80a8076d43b7be908de180e1dfffb760e24bbfd5c2c3b,afff00a8f8e63c9b07c80a8076d43b7be908de180e1dfffb760e24bbfd5c2c3b,MATCH,none,none
G2Y-FP-0025,roadmap/COMSOL_GATE2B_NODI_CONTEXT_ONLY_SUPPORT_PACKET_20260627.md,d9b2dbc1194e4d7e1fbedd5d6fcaec6b4740bc479cae12a5493d7d19826a9242,f8778e92fc3f32b5eb6236d7a3621163ed822aa2d1f5df5f971b9fe31755c032,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0026,roadmap/COMSOL_GATE2B_NODI_QUARANTINE_REVIEW_ONLY_ROWS_20260627.csv,277a00a426bc472a1b4272b480f21f78d151324d2af1008fb2ed16e244f2ee6d,277a00a426bc472a1b4272b480f21f78d151324d2af1008fb2ed16e244f2ee6d,MATCH,none,none
G2Y-FP-0027,roadmap/COMSOL_GATE2B_QCH_FORMAL_SIDECAR_REQUIREMENTS_20260627.md,67bcce3e270eaa0429f1863a4e1ff99608db1fb89ae8d4f63dac77744d2340d4,478e433a9b3585a6357d794d25945d361208015e07d98768f779f5b400ec6ca9,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0028,roadmap/COMSOL_GATE2B_TPD_BINDING_REPAIR_PLAN_20260627.csv,6217d9d3b1094b8ed2c349738e1a8403f494fb1fabee20c4a6bfbe21cc19ee9c,6217d9d3b1094b8ed2c349738e1a8403f494fb1fabee20c4a6bfbe21cc19ee9c,MATCH,none,none
G2Y-FP-0029,roadmap/COMSOL_GATE2C_BINDING_ALIGNMENT_MANIFEST_20260628.csv,d3590c48ffda576f06b5df13239e77a0fab6b73d75f6c2c6986bb8471de37ca5,d3590c48ffda576f06b5df13239e77a0fab6b73d75f6c2c6986bb8471de37ca5,MATCH,none,none
G2Y-FP-0030,roadmap/COMSOL_GATE2C_BINDING_ALIGNMENT_MASTER_PACKET_20260628.md,b6e7782ddc8037597f6f8f02983915a4dc3eb5740ac6ad6c58a7093f0237d789,b61ed97333480e01178b02499997177bc4b0be1ea483127af19364b69523738e,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0031,roadmap/COMSOL_GATE2C_BINDING_ALIGNMENT_VALIDATION_20260628.csv,1f6be5597510b87279d35c0e1b9244956985b50bd9c2f267a18ad5823470faff,1f6be5597510b87279d35c0e1b9244956985b50bd9c2f267a18ad5823470faff,MATCH,none,none
G2Y-FP-0032,roadmap/COMSOL_GATE2C_EDGE4_EDGE20_POLICY_CANDIDATE_20260628.csv,09f3b5981aff7c335bfda74cf77bf9dbf498efacdbf9dc71f80f05274e83b51f,09f3b5981aff7c335bfda74cf77bf9dbf498efacdbf9dc71f80f05274e83b51f,MATCH,none,none
G2Y-FP-0033,roadmap/COMSOL_GATE2C_EDGE4_EDGE20_POLICY_CANDIDATE_20260628.md,da7c4d7e55696b5016d908fa26905dfbd367b21be83e7213f9c7c1ffdeda37bc,da7c4d7e55696b5016d908fa26905dfbd367b21be83e7213f9c7c1ffdeda37bc,MATCH,none,none
G2Y-FP-0034,roadmap/COMSOL_GATE2C_NODI_BOUND_CONTEXT_EXPORT_CANDIDATE_20260628.csv,cb547060801a07d81ecfba587c48ad0b86f00d3602ad576bcd3248c4d6749930,cb547060801a07d81ecfba587c48ad0b86f00d3602ad576bcd3248c4d6749930,MATCH,none,none
G2Y-FP-0035,roadmap/COMSOL_GATE2C_QCH_FORMAL_SIDECAR_FEASIBILITY_GAP_20260628.md,67bcce3e270eaa0429f1863a4e1ff99608db1fb89ae8d4f63dac77744d2340d4,478e433a9b3585a6357d794d25945d361208015e07d98768f779f5b400ec6ca9,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0036,roadmap/COMSOL_GATE2C_QCH_FORMAL_SIDECAR_TEMPLATE_20260628.csv,1024bc769ec2a16cd1041f394629fff9ecd146ed832dad8c88e12fcbada57b97,1024bc769ec2a16cd1041f394629fff9ecd146ed832dad8c88e12fcbada57b97,MATCH,none,none
G2Y-FP-0037,roadmap/COMSOL_GATE2C_REDUCED_SCOPE_DECISION_PACKET_20260628.md,39b5ad912983ae124a1cb537a7a83496c1b547d7790db9e3f31480085ae9ea73,39b5ad912983ae124a1cb537a7a83496c1b547d7790db9e3f31480085ae9ea73,MATCH,none,none
G2Y-FP-0038,roadmap/COMSOL_GATE2C_REDUCED_SCOPE_DECISION_TABLE_20260628.csv,3d508149d8fb34be1df5fa3b1c98150815c4b2181f1504821b2bc6f24fa07bce,3d508149d8fb34be1df5fa3b1c98150815c4b2181f1504821b2bc6f24fa07bce,MATCH,none,none
G2Y-FP-0039,roadmap/COMSOL_GATE2C_TPD_BINDING_SCHEMA_ALIGNMENT_20260628.csv,97b43e695c1c1e6553f513154db9d7979387b54635ad544ea78dddb7a6007b23,97b43e695c1c1e6553f513154db9d7979387b54635ad544ea78dddb7a6007b23,MATCH,none,none
G2Y-FP-0040,roadmap/COMSOL_GATE2D_REDUCED_SCOPE_CONTEXT_ONLY_CANDIDATE_20260628.csv,bbf53face5774202a3121dea199ce235e78790550950becac1e41437f9cb030a,bbf53face5774202a3121dea199ce235e78790550950becac1e41437f9cb030a,MATCH,none,none
G2Y-FP-0041,roadmap/COMSOL_GATE2D_REDUCED_SCOPE_CONTEXT_ONLY_CANDIDATE_PACKET_20260628.md,2242175380d64dbea44c767c83729d0e762ec67784e065465b5a4cee1a0caa28,bd8729c8fb793e8e14cba06c6ff17aad16890df0ee48a43c8e8c68116bf03b8b,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0042,roadmap/COMSOL_GATE2E_EDGE4_EDGE20_MINIMAL_DELIVERABLE_SKELETON_20260628.csv,0f8502c8019a2262a152620a2aaa3949e27a09382a40f5536962dd4eb71b942f,0f8502c8019a2262a152620a2aaa3949e27a09382a40f5536962dd4eb71b942f,MATCH,none,none
G2Y-FP-0043,roadmap/COMSOL_GATE2E_EDGE4_EDGE20_POLICY_EVIDENCE_REQUIREMENTS_20260628.csv,c98afb1e8715aa5cd8638270aa5839ab1c407716db2c2716d91df5ac6e8dc29f,c98afb1e8715aa5cd8638270aa5839ab1c407716db2c2716d91df5ac6e8dc29f,MATCH,none,none
G2Y-FP-0044,roadmap/COMSOL_GATE2E_EDGE4_EDGE20_POLICY_REVIEW_PACKET_20260628.md,9555f35b8fa1a02419802f8b1665f606e8e007d805220f4653f98af84e22056d,9555f35b8fa1a02419802f8b1665f606e8e007d805220f4653f98af84e22056d,MATCH,none,none
G2Y-FP-0045,roadmap/COMSOL_GATE2E_EXPANSION_WORKSTREAM_MASTER_PLAN_20260628.md,76ec36e958765ff1cd3121e5f68f9433867f4eeb66145e02701270ac40a2898d,5183f666c37faa433ab33eb767e4f7fb4e0afff10c8be34eb824af1db2e4c11e,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0046,roadmap/COMSOL_GATE2E_MINIMAL_DELIVERABLE_MASTER_PACKET_20260628.md,e01f684233f3f7eef17a737498b908200d9dcf8b9a1f9879758e0ee3cb05b20c,9b9120d8bc5de16ee6dbd277c3d951616396cb6f5643da9d791c03171ce70938,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0047,roadmap/COMSOL_GATE2E_QCH_FORMAL_SIDECAR_MINIMAL_TEMPLATE_20260628.csv,3f9e202a1d1d85887be623b21189441354a716783c51f95aad3cf09538b86d05,3f9e202a1d1d85887be623b21189441354a716783c51f95aad3cf09538b86d05,MATCH,none,none
G2Y-FP-0048,roadmap/COMSOL_GATE2E_QCH_FORMAL_SIDECAR_MOCK_GAP_ROWS_20260628.csv,a976f1370c205a1f0add442823706dcd55463c74320334dada13510837d9e82d,a976f1370c205a1f0add442823706dcd55463c74320334dada13510837d9e82d,MATCH,none,none
G2Y-FP-0049,roadmap/COMSOL_GATE2E_QCH_FORMAL_SIDECAR_PREFLIGHT_PACKET_20260628.md,fcf0ea75292c1a53ec285032813fe712c33f19b59c82d0bbe2cce872733ade75,dd44e67ec7728040d2de17b06b2b58ec9c7ae7c2569086b24b78cf23d2bbad64,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0050,roadmap/COMSOL_GATE2E_QCH_FORMAL_SIDECAR_RECEIPT_REQUIREMENTS_20260628.csv,514ee0f68c97f3f02cefc24418da43d9e713bde637bc1b62b0728aa005810685,514ee0f68c97f3f02cefc24418da43d9e713bde637bc1b62b0728aa005810685,MATCH,none,none
G2Y-FP-0051,roadmap/COMSOL_GATE2E_TPD_BINDING_REPAIR_MINIMAL_SKELETON_20260628.csv,6702d7b607e332695d0325ae858c72ca3b8c9f4943b0450c282ac67caa9bfb18,6702d7b607e332695d0325ae858c72ca3b8c9f4943b0450c282ac67caa9bfb18,MATCH,none,none
G2Y-FP-0052,roadmap/COMSOL_GATE2E_TPD_BINDING_REPAIR_REQUIREMENTS_20260628.csv,55798d785cd3dde14f47c12d918d34600ac38a735494a82d94a85acbda193bc8,55798d785cd3dde14f47c12d918d34600ac38a735494a82d94a85acbda193bc8,MATCH,none,none
G2Y-FP-0053,roadmap/COMSOL_GATE2F_EDGE4_EDGE20_REVIEW_EVIDENCE_CANDIDATE_20260628.csv,f611d3d81969864e6032eb66a6ef04b1b3dd581ca6bc795fc53303f58789b876,f611d3d81969864e6032eb66a6ef04b1b3dd581ca6bc795fc53303f58789b876,MATCH,none,none
G2Y-FP-0054,roadmap/COMSOL_GATE2F_EDGE4_EDGE20_REVIEW_EVIDENCE_PACKET_20260628.md,fda628bbf79903f84b00d1c14064370cce4b24038d69645a1ccd12dc94441535,fda628bbf79903f84b00d1c14064370cce4b24038d69645a1ccd12dc94441535,MATCH,none,none
G2Y-FP-0055,roadmap/COMSOL_GATE2F_EDGE_EXCLUSIONS_CARRY_FORWARD_20260628.csv,87249fae13021ee715d8b16d1d407efbed342a8fe998cb4da075fdc0bcfa10d3,87249fae13021ee715d8b16d1d407efbed342a8fe998cb4da075fdc0bcfa10d3,MATCH,none,none
G2Y-FP-0056,roadmap/COMSOL_GATE2F_EDGE_LOSS_ERROR_SEMANTICS_CANDIDATE_20260628.csv,53a86f7426d3e34cd99010f8b546df43c1c3a515b63ebbb11c885d2c3630bdc7,53a86f7426d3e34cd99010f8b546df43c1c3a515b63ebbb11c885d2c3630bdc7,MATCH,none,none
G2Y-FP-0057,roadmap/COMSOL_GATE2F_EDGE_REVIEW_EVIDENCE_MANIFEST_20260628.csv,89a53877c78ad657a7fe595a4727b40235c4d9777dd6e143433aed82668261b3,89a53877c78ad657a7fe595a4727b40235c4d9777dd6e143433aed82668261b3,MATCH,none,none
G2Y-FP-0058,roadmap/COMSOL_GATE2F_EDGE_REVIEW_EVIDENCE_MASTER_PACKET_20260628.md,671cd0b7ec201d09b96dc46e82af16ba8a7fda680448fbb884493603ec8dd610,97b1d1949faad8dda25bcd812db12988e20bf001dcc24fee01794bbcc8ccbcbb,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0059,roadmap/COMSOL_GATE2F_EDGE_REVIEW_EVIDENCE_VALIDATION_20260628.csv,1f6be5597510b87279d35c0e1b9244956985b50bd9c2f267a18ad5823470faff,1f6be5597510b87279d35c0e1b9244956985b50bd9c2f267a18ad5823470faff,MATCH,none,none
G2Y-FP-0060,roadmap/COMSOL_GATE2G_EDGE4_EDGE20_STRUCTURAL_COVERAGE_PROOF_20260628.csv,bf9cd6e6b201a545fe90e21480c603c1b7cfbe9d9e48a13b28514bab89397679,bf9cd6e6b201a545fe90e21480c603c1b7cfbe9d9e48a13b28514bab89397679,MATCH,none,none
G2Y-FP-0061,roadmap/COMSOL_GATE2G_EDGE_BLOCKER_CARRY_FORWARD_20260628.csv,07d0638ee909fd596315a2cd0d6666536e9c8e0a603de3e90e64fcfc3f6e2573,07d0638ee909fd596315a2cd0d6666536e9c8e0a603de3e90e64fcfc3f6e2573,MATCH,none,none
G2Y-FP-0062,roadmap/COMSOL_GATE2G_EDGE_LOSS_ERROR_CLOSURE_MANIFEST_20260628.csv,89a53877c78ad657a7fe595a4727b40235c4d9777dd6e143433aed82668261b3,89a53877c78ad657a7fe595a4727b40235c4d9777dd6e143433aed82668261b3,MATCH,none,none
G2Y-FP-0063,roadmap/COMSOL_GATE2G_EDGE_LOSS_ERROR_CLOSURE_MASTER_PACKET_20260628.md,c394e84154ebbcfd6a66901ac182c1e4a90527a678d4067b3a8c6bd3b6a68ba2,d6e4e1df5d90c28b0157ea163bb5dd01099ee21b60aba2d1a9c80ed2a86c6d6d,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0064,roadmap/COMSOL_GATE2G_EDGE_LOSS_ERROR_CLOSURE_REQUIREMENTS_20260628.csv,e1ac59fb19343c0b1c5aa5fbedf7e7fcb8b4415802230d0b5293d8731d6516a1,e1ac59fb19343c0b1c5aa5fbedf7e7fcb8b4415802230d0b5293d8731d6516a1,MATCH,none,none
G2Y-FP-0065,roadmap/COMSOL_GATE2G_EDGE_LOSS_ERROR_CLOSURE_VALIDATION_20260628.csv,1f6be5597510b87279d35c0e1b9244956985b50bd9c2f267a18ad5823470faff,1f6be5597510b87279d35c0e1b9244956985b50bd9c2f267a18ad5823470faff,MATCH,none,none
G2Y-FP-0066,roadmap/COMSOL_GATE2G_EDGE_NODI_RECEIPT_SUPPORT_20260628.csv,1f363e700b2374adc95ae45e8c4353fe2097560e6bf4e4907d6033b62380687f,1f363e700b2374adc95ae45e8c4353fe2097560e6bf4e4907d6033b62380687f,MATCH,none,none
G2Y-FP-0067,roadmap/COMSOL_GATE2G_EDGE_POLICY_OPTION_MATRIX_20260628.csv,428eda41bec9548eda3e933649fc1810c943e9e6e8cad53b5f62ca233e6bd9a0,428eda41bec9548eda3e933649fc1810c943e9e6e8cad53b5f62ca233e6bd9a0,MATCH,none,none
G2Y-FP-0068,roadmap/COMSOL_GATE2H_EDGE20_RESOLVED_EVIDENCE_CONTRACT_20260628.csv,8bdc1bdca1b37fd12f4f205effc01de649c07d3af3bb3c70b8d0ac9cc933335d,8bdc1bdca1b37fd12f4f205effc01de649c07d3af3bb3c70b8d0ac9cc933335d,MATCH,none,none
G2Y-FP-0069,roadmap/COMSOL_GATE2H_EDGE20_RESOLVED_EVIDENCE_GAP_REGISTER_20260628.csv,132b1ee7a2b0301854f1b1ebcbb6dbcd3275ab050a42aa6969c16b57efb310be,132b1ee7a2b0301854f1b1ebcbb6dbcd3275ab050a42aa6969c16b57efb310be,MATCH,none,none
G2Y-FP-0070,roadmap/COMSOL_GATE2H_EDGE_CLOSURE_EVIDENCE_AVAILABILITY_VALIDATION_20260628.csv,1f6be5597510b87279d35c0e1b9244956985b50bd9c2f267a18ad5823470faff,1f6be5597510b87279d35c0e1b9244956985b50bd9c2f267a18ad5823470faff,MATCH,none,none
G2Y-FP-0071,roadmap/COMSOL_GATE2H_EDGE_EXISTING_EVIDENCE_AVAILABILITY_AUDIT_20260628.csv,f8579ff199315e8a74e7333fb70b1164ba5733a767c61e378d1a8b5e8b0a3707,f8579ff199315e8a74e7333fb70b1164ba5733a767c61e378d1a8b5e8b0a3707,MATCH,none,none
G2Y-FP-0072,roadmap/COMSOL_GATE2H_EDGE_EXISTING_EVIDENCE_AVAILABILITY_PACKET_20260628.md,3a0c020acf57158d2af363a9e78131ad87aaa81f3a6a43e44872ef59bbbac84c,d3124a557c2a9803293ce338ecb06b996a3723d83e71a354657f2f91071e6cc1,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0073,roadmap/COMSOL_GATE2H_EDGE_MONOTONICITY_CONSERVATIVENESS_REPRO_CHECKS_20260628.csv,cd41d63dd2f210c5e2228dc07b58a893d2865a87b70a21cfa65268476af6fa86,cd41d63dd2f210c5e2228dc07b58a893d2865a87b70a21cfa65268476af6fa86,MATCH,none,none
G2Y-FP-0074,roadmap/COMSOL_GATE2H_GATE2I_EDGE_CLOSURE_CONTRACT_MANIFEST_20260628.csv,89a53877c78ad657a7fe595a4727b40235c4d9777dd6e143433aed82668261b3,89a53877c78ad657a7fe595a4727b40235c4d9777dd6e143433aed82668261b3,MATCH,none,none
G2Y-FP-0075,roadmap/COMSOL_GATE2H_GATE2I_EDGE_CLOSURE_CONTRACT_MASTER_PACKET_20260628.md,6a30473a7cd61479d057fb59fdc0a23914319b552921119ec7067688fce45076,6a30473a7cd61479d057fb59fdc0a23914319b552921119ec7067688fce45076,MATCH,none,none
G2Y-FP-0076,roadmap/COMSOL_GATE2H_NON_EDGE_CARRY_FORWARD_AND_HOOKS_20260628.csv,4fda4f6e059b9884b16d048951688bd4c8cc93ff418c0b3ad07a67b638e4e888,4fda4f6e059b9884b16d048951688bd4c8cc93ff418c0b3ad07a67b638e4e888,MATCH,none,none
G2Y-FP-0077,roadmap/COMSOL_GATE2I_EDGE_CLOSURE_EVIDENCE_PACKAGE_TEMPLATE_20260628.csv,cad87a47215f365b1802a5409270d6718d9e9cb989e844cf66e49395ee7f3db0,cad87a47215f365b1802a5409270d6718d9e9cb989e844cf66e49395ee7f3db0,MATCH,none,none
G2Y-FP-0078,roadmap/COMSOL_GATE2I_EDGE_CLOSURE_NEGATIVE_FIXTURES_20260628.csv,48eeec276b60a713ed2ac84bbd14f4ea72744a11b9f65d988823c2348ac6cdf0,48eeec276b60a713ed2ac84bbd14f4ea72744a11b9f65d988823c2348ac6cdf0,MATCH,none,none
G2Y-FP-0079,roadmap/COMSOL_GATE2I_EDGE_CLOSURE_POSITIVE_MINIMAL_FIXTURE_SCHEMA_20260628.csv,413e4f9fd083c58a53459e91214dcfe0885c28f7aba55b06143e95f0d8b5ef54,413e4f9fd083c58a53459e91214dcfe0885c28f7aba55b06143e95f0d8b5ef54,MATCH,none,none
G2Y-FP-0080,roadmap/COMSOL_GATE2J_2K_2L_2M_NODI_SUBMISSION_CONTRACT_MASTER_PACKET_20260628.md,e5883e123f6b66231bad67474eea9259b05e014ce479c61221e4186a66753726,0809c26a7ba13ff4fce13126e4999105828258fa12b908bf56d54b0f86dff3b0,SCHEMA_FINGERPRINT_DIFF_REVIEW_ONLY,schema_fingerprint_difference,none
G2Y-FP-0081,roadmap/COMSOL_GATE2J_EDGE_FIELD_RULE_FIXTURE_CROSSWALK_20260628.csv,41c33fbc2e2e83e0e1718eaf8ebc42944552bdaaef04353e91edf802a5045d2f,41c33fbc2e2e83e0e1718eaf8ebc42944552bdaaef04353e91edf802a5045d2f,MATCH,none,none
G2Y-FP-0082,roadmap/COMSOL_GATE2J_EDGE_NODI_CONTRACT_ASSIMILATION_MATRIX_20260628.csv,22e99c722767ebab39c70b862e6f87c7ab046dd45c5f63095ef7cef412625272,22e99c722767ebab39c70b862e6f87c7ab046dd45c5f63095ef7cef412625272,MATCH,none,none
G2Y-FP-0083,roadmap/COMSOL_GATE2J_EDGE_NODI_CONTRACT_GAP_REGISTER_20260628.csv,5c77254667f5dee6f9044748d5935d32b7feaae06565fca22a8533b4f805bfa7,5c77254667f5dee6f9044748d5935d32b7feaae06565fca22a8533b4f805bfa7,MATCH,none,none
