census_id,relative_path,sha256,file_size,safe_read_status,row_count,column_count,schema_fingerprint,matched_keywords,candidate_workstream,evidence_class_guess,safe_to_use_for_policy_review,reason_not_sufficient,claim_boundary,blocked_use,required_next_gate
NODI-G2S-CENSUS-0013,roadmap/NODI_REPO_LINKAGE_REVIEW_20260621.md,f24d3946dea53265f5c210d7c789eec109b58e4d00cb50bfef0a695150fcd95c,8985,READ,0,0,NO_SCHEMA,EDGE|QCH|FLOW|TPD|PRS|NODI|SURFACE|CLOG|ROUTE|DIAMETER|BIN,QCH,document_or_unknown_review_only,false,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-QCH formal sidecar receipt
NODI-G2S-CENSUS-0014,roadmap/TRANSPORTED_POSITION_SOURCE_RUNNER_AUTHORIZATION_PACKET_20260621.md,364589bf945f619ba47bfb6e8f45b027d7e773fdc432c1acac7818e4b2373581,2442,READ,0,0,NO_SCHEMA,EDGE|QCH|TPD|PRS|NODI|TRANSPORTED|SURFACE|CLOG|ROUTE|DIAMETER|BIN,QCH,document_or_unknown_review_only,false,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-QCH formal sidecar receipt
NODI-G2S-CENSUS-0015,roadmap/COMSOL_GATE2B_QCH_FORMAL_SIDECAR_REQUIREMENTS_20260627.md,308c2069ce2e2dae6b8ccb36ca639a4d7d1866443bd6e88dfe6419b2a77247f7,1245,READ,0,0,NO_SCHEMA,GATE2|QCH|FLOW|NODI|BINDING|SURFACE|CLOG|ROUTE|DIAMETER|BIN,QCH,document_or_unknown_review_only,false,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-QCH formal sidecar receipt
NODI-G2S-CENSUS-0016,roadmap/COMSOL_GATE2C_EDGE4_EDGE20_POLICY_CANDIDATE_20260628.md,f9ab3319ca3f9e0e9a4a16dafa2d96812216d35570fef3b230742be5e5a1fbc9,844,READ,0,0,NO_SCHEMA,GATE2|EDGE|EDGE20|EDGE4|PRS|NODI|TRANSPORTED|ROUTE|DIAMETER|BIN,EDGE,document_or_unknown_review_only,false,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-EDGE real evidence receipt
NODI-G2S-CENSUS-0017,roadmap/COMSOL_GATE2C_NODI_BOUND_CONTEXT_EXPORT_CANDIDATE_20260628.csv,738fa97b9cb9f230a8b1f6b96a50afd162199267648e7c8a905dab7c636cd41e,123964,READ,145,24,cb547060801a07d81ecfba587c48ad0b86f00d3602ad576bcd3248c4d6749930,GATE2|EDGE|EDGE20|EDGE4|QCH|PRS|NODI|ROUTE|DIAMETER|BIN,QCH,data_table_review_only,false,missing NODI-required binding/provenance fields: route_key|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-QCH formal sidecar receipt
NODI-G2S-CENSUS-0018,roadmap/COMSOL_GATE2C_QCH_FORMAL_SIDECAR_FEASIBILITY_GAP_20260628.md,40f7d11533861e33c64b70df2bb8da33d44147f360f74ee56fa94c9dded48d6d,983,READ,0,0,NO_SCHEMA,GATE2|QCH|FLOW|NODI|BINDING|SURFACE|CLOG|ROUTE|DIAMETER|BIN,QCH,document_or_unknown_review_only,false,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-QCH formal sidecar receipt
NODI-G2S-CENSUS-0019,roadmap/COMSOL_GATE2F_EDGE4_EDGE20_REVIEW_EVIDENCE_CANDIDATE_20260628.csv,5b2cbc6faf60d8992065e2e369890c1f911ec8e33c8e152bb545dbd4781ff6a1,19656,READ,16,23,f611d3d81969864e6032eb66a6ef04b1b3dd581ca6bc795fc53303f58789b876,GATE2|EDGE|EDGE20|EDGE4|TPD|PRS|NODI|ROUTE|DIAMETER|BIN,EDGE,data_table_review_only,false,missing NODI-required binding/provenance fields: route_key|bin_basis|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-EDGE real evidence receipt
NODI-G2S-CENSUS-0020,roadmap/COMSOL_GATE2G_EDGE4_EDGE20_STRUCTURAL_COVERAGE_PROOF_20260628.csv,b2669790e6915a6a10ec26a91057911f66d6eb0fb5a2841b2e1f47df254e492f,21132,READ,16,30,bf9cd6e6b201a545fe90e21480c603c1b7cfbe9d9e48a13b28514bab89397679,GATE2|EDGE|EDGE20|EDGE4|TPD|PRS|NODI|ROUTE|DIAMETER|BIN,EDGE,data_table_review_only,false,missing NODI-required binding/provenance fields: route_key|bin_basis|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-EDGE real evidence receipt
NODI-G2S-CENSUS-0021,roadmap/COMSOL_GATE2G_EDGE_NODI_RECEIPT_SUPPORT_20260628.csv,57996931a20e531ae621fda8d4928dae4ab83f0502116deb66d2876c85b8f024,14992,READ,16,26,1f363e700b2374adc95ae45e8c4353fe2097560e6bf4e4907d6033b62380687f,GATE2|EDGE|EDGE20|EDGE4|TPD|PRS|NODI|ROUTE|DIAMETER|BIN,EDGE,data_table_review_only,false,missing NODI-required binding/provenance fields: route_key|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-EDGE real evidence receipt
NODI-G2S-CENSUS-0022,roadmap/CLOGGING_EVENT_TREE_AND_LOCAL_Q_SCOPE_PACKET_20260621.md,96f0d9e497901ec0252ba2b3426e05cc809c7c2c37a2211e83424982296bc0ea,3791,READ,0,0,NO_SCHEMA,EDGE|QCH|FLOW|NODI|BINDING|LOCAL_Q|SURFACE|CLOG|ROUTE|BIN,QCH,document_or_unknown_review_only,false,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-QCH formal sidecar receipt
NODI-G2S-CENSUS-0023,roadmap/FUTURE_NODI_PRS_EAS_TO_FINITE_SIZE_GATE_INTERFACE_20260617.md,0b012b51baaa226e3984765ffbed86ade37180ccb0f1f58151fdd420264dac49,8197,READ,0,0,NO_SCHEMA,QCH|FLOW|PRS|NODI|TRANSPORTED|SURFACE|CLOG|ROUTE|DIAMETER|BIN,QCH,document_or_unknown_review_only,false,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-QCH formal sidecar receipt
NODI-G2S-CENSUS-0024,roadmap/NODI_PRS_W800_MINIBATCH_EXTERNAL_AI_PROMPT_20260621.md,6638ad7ee1a1720a4db84292cb03f1e13dbfe07e2693748ee29ffd8cdbbf06e5,4096,READ,0,0,NO_SCHEMA,EDGE|QCH|FLOW|TPD|PRS|NODI|SURFACE|ROUTE|DIAMETER|BIN,QCH,document_or_unknown_review_only,false,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-QCH formal sidecar receipt
NODI-G2S-CENSUS-0025,roadmap/TPD_TO_NODI_BRIDGE_ALIGNMENT_PACKET_20260621.md,a356bdd367e6bdff21828d0b886481849f1b93172f6e72cdecd27de2281604b7,2339,READ,0,0,NO_SCHEMA,EDGE|EDGE20|QCH|TPD|PRS|NODI|TRANSPORTED|SURFACE|ROUTE|BIN,QCH,document_or_unknown_review_only,false,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-QCH formal sidecar receipt
NODI-G2S-CENSUS-0026,roadmap/TPD_TO_NODI_BRIDGE_ALIGNMENT_TABLE_20260621.csv,67094e7f2a7045c368dd47f1d169b7be4cb0a4f409b8765b6505fafec03ae0a3,39446,READ,32,30,c42a9da4ce00ba16b0c564d990c92a8d6c5fcfc50d624534dba3747cec783ffe,EDGE|EDGE20|QCH|FLOW|TPD|PRS|NODI|ROUTE|DIAMETER|BIN,QCH,data_table_review_only,false,missing NODI-required binding/provenance fields: route_key|NODI_view|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-QCH formal sidecar receipt
NODI-G2S-CENSUS-0027,roadmap/COMSOL_GATE2C_QCH_FORMAL_SIDECAR_TEMPLATE_20260628.csv,2c6eb1b242cf1aa734f277cce04c527c5444785a69665a7aa940ac7b87d6e9d4,1045,READ,1,21,1024bc769ec2a16cd1041f394629fff9ecd146ed832dad8c88e12fcbada57b97,GATE2|QCH|FLOW|NODI|BINDING|SURFACE|ROUTE|DIAMETER|BIN,QCH,template_or_synthetic_not_evidence,false,template_or_synthetic_not_evidence; not direct evidence,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-QCH formal sidecar receipt
NODI-G2S-CENSUS-0028,roadmap/COMSOL_GATE2C_REDUCED_SCOPE_DECISION_PACKET_20260628.md,5e4d907e450417f727578ee8fd779ec146a110e9bef12b53bb2b911f37497d69,705,READ,0,0,NO_SCHEMA,GATE2|EDGE|EDGE20|EDGE4|TPD|PRS|NODI|V4|BIN,QCH,document_or_unknown_review_only,false,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-QCH formal sidecar receipt
NODI-G2S-CENSUS-0029,roadmap/COMSOL_GATE2E_EDGE4_EDGE20_MINIMAL_DELIVERABLE_SKELETON_20260628.csv,287ea01ed8ec6368f677398b72f4e73332994157200b268b832b61df5443a984,13583,READ,16,19,0f8502c8019a2262a152620a2aaa3949e27a09382a40f5536962dd4eb71b942f,GATE2|EDGE|EDGE20|EDGE4|PRS|NODI|ROUTE|DIAMETER|BIN,EDGE,data_table_review_only,false,missing NODI-required binding/provenance fields: route_key|bin_basis|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-EDGE real evidence receipt
NODI-G2S-CENSUS-0030,roadmap/COMSOL_GATE2E_EDGE4_EDGE20_POLICY_REVIEW_PACKET_20260628.md,57ea0b3bfd3a11d614b757c41374a20dca568cd5a224ee2ee6d47c4aff5f6482,1147,READ,0,0,NO_SCHEMA,GATE2|EDGE|EDGE20|EDGE4|PRS|NODI|ROUTE|DIAMETER|BIN,EDGE,document_or_unknown_review_only,false,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-EDGE real evidence receipt
NODI-G2S-CENSUS-0031,roadmap/COMSOL_GATE2F_EDGE4_EDGE20_REVIEW_EVIDENCE_PACKET_20260628.md,8b900918d2a460f504de60b8de7b914e0543ee47dd5c9ad529c99919131313c3,1514,READ,0,0,NO_SCHEMA,GATE2|EDGE|EDGE20|EDGE4|TPD|PRS|NODI|ROUTE|BIN,QCH,document_or_unknown_review_only,false,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-QCH formal sidecar receipt
NODI-G2S-CENSUS-0032,roadmap/COMSOL_GATE2F_EDGE_REVIEW_EVIDENCE_MASTER_PACKET_20260628.md,a2285ba4348a8297cfe669759d4b70ec00c8eadd00c5683512833e0dd9b47772,2358,READ,0,0,NO_SCHEMA,GATE2|EDGE|EDGE20|EDGE4|QCH|PRS|NODI|BINDING|BIN,QCH,document_or_unknown_review_only,false,missing NODI-required binding/provenance fields: route_key|NODI_view|diameter_nm|bin_basis|source_sha256|row_identity,repo-census review-only; not evidence acceptance,q_ch weighting; q_ch*eta; q_ch*chi*eta; chi_selected; route_score; JOINT_ROUTE_CLASS; JRC; yield; winner; detection_probability; wet pass probability; clogging rate; time-to-clog; recovery; fabrication release; runtime configuration; production ingestion; formula use; direct PRS edge20 bin use; grain-level ingestion,Gate2X-QCH formal sidecar receipt
