synthesis_version,row_id,allowed_use,blocked_use,claim_boundary,not_exact_pxu_probability_grid,not_detection_probability,not_yield,not_selection_metric_claim,not_winner,not_qch_weighted,not_true_W_eff,not_production_recommendation,decision_use_allowed,comsol_v4_assumption_set_id,comsol_v4_assumption_set_version,comsol_v4_assumption_set_sha256,source_route_id_nodi,weighting_mode,W_top_nm,stage_ids_json,stage_occurrence_count,mean_peak_contribution_across_stages,mean_snr_contribution_across_stages,mean_annulus_fraction_across_stages,leading_peak_window_mode,leading_snr_window_mode,leading_mass_window_mode
sidewall_monotonic_width_policy_v1,SURFACE-404_W500_D1200-uniform_edge_mass-W607,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,uniform_edge_mass,607,"[""608_candidate_width_sweep""]",1,127.53265148334526,238111.16320496763,0.125,0p6_0p9,0p6_0p9,0p5_0p8
sidewall_monotonic_width_policy_v1,SURFACE-404_W500_D1200-uniform_edge_mass-W627,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,uniform_edge_mass,627,"[""608_candidate_width_sweep"", ""609_boundary_followup""]",2,128.7462487924123,237195.2764022273,0.11826923076923077,0p6_0p9,0p6_0p9,0p5_0p8
sidewall_monotonic_width_policy_v1,SURFACE-404_W500_D1200-uniform_edge_mass-W647,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,uniform_edge_mass,647,"[""608_candidate_width_sweep"", ""609_boundary_followup""]",2,129.9924240794864,241248.91942721885,0.11314102564102566,0p5_0p8,0p4_0p7,0p5_0p8
sidewall_monotonic_width_policy_v1,SURFACE-404_W500_D1200-uniform_edge_mass-W667,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,uniform_edge_mass,667,"[""609_boundary_followup""]",1,131.1185179711255,248892.43784155246,0.11602564102564104,0p6_0p9,0p6_0p9,0p5_0p8
sidewall_monotonic_width_policy_v1,SURFACE-404_W500_D1200-uniform_edge_mass-W687,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,uniform_edge_mass,687,"[""609_boundary_followup"", ""610_extended_width_envelope""]",2,132.07008850260078,240083.59965213353,0.11506410256410257,0p6_0p9,0p4_0p7,0p5_0p8
sidewall_monotonic_width_policy_v1,SURFACE-404_W500_D1200-uniform_edge_mass-W707,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,uniform_edge_mass,707,"[""610_extended_width_envelope""]",1,133.10780017314053,249288.31734741162,0.10705128205128207,0p6_0p9,0p5_0p8,0p5_0p8
sidewall_monotonic_width_policy_v1,SURFACE-404_W500_D1200-uniform_edge_mass-W727,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,uniform_edge_mass,727,"[""610_extended_width_envelope""]",1,133.84624885501205,249600.70061059817,0.1217948717948718,0p4_0p7,0p6_0p9,0p5_0p8
sidewall_monotonic_width_policy_v1,SURFACE-404_W500_D1200-uniform_edge_mass-W747,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,uniform_edge_mass,747,"[""610_extended_width_envelope""]",1,134.70725357419838,254424.5938594184,0.1173076923076923,0p5_0p8,0p4_0p7,0p5_0p8
sidewall_monotonic_width_policy_v1,SURFACE-404_W500_D1200-uniform_edge_mass-W767,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D1200,uniform_edge_mass,767,"[""610_extended_width_envelope""]",1,135.4677589755565,255188.51902689264,0.11987179487179489,0p4_0p7,0p6_0p9,0p5_0p8
sidewall_monotonic_width_policy_v1,SURFACE-404_W500_D900-comsol_outlet_flux_fraction-W540,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D900,comsol_outlet_flux_fraction,540,"[""608_candidate_width_sweep""]",1,61.33634626922685,115263.66549857141,0.060626385726146925,0p5_0p8,0p5_0p8,0p5_0p8
sidewall_monotonic_width_policy_v1,SURFACE-404_W500_D900-comsol_outlet_flux_fraction-W560,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D900,comsol_outlet_flux_fraction,560,"[""608_candidate_width_sweep""]",1,62.303322576382385,119581.16274110242,0.065414380109964,0p5_0p8,0p5_0p8,0p5_0p8
sidewall_monotonic_width_policy_v1,SURFACE-404_W500_D900-comsol_outlet_flux_fraction-W580,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,404/W500/D900,comsol_outlet_flux_fraction,580,"[""608_candidate_width_sweep""]",1,63.18391972849713,122404.85285715087,0.06817449464743933,0p5_0p8,0p5_0p8,0p5_0p8
