synthesis_version,row_id,allowed_use,blocked_use,claim_boundary,not_exact_pxu_probability_grid,not_detection_probability,not_yield,not_selection_metric_claim,not_winner,not_qch_weighted,not_true_W_eff,not_production_recommendation,decision_use_allowed,comsol_v4_assumption_set_id,comsol_v4_assumption_set_version,comsol_v4_assumption_set_sha256,source_event_row_id,source_route_id_nodi,candidate_envelope_route_id_nodi,route_id_role,annulus_window_id,selected_annulus_edge_norm_min,selected_annulus_edge_norm_max,diameter_nm,comsol_weight_profile_diameter_nm,weighting_mode,window_probability_mass_surrogate,source_selected_annulus_fraction_nodi,weighted_selected_annulus_fraction_surrogate,mean_peak_height,mean_local_snr,weighted_peak_height_contribution,weighted_local_snr_contribution,weight_claim_level,probability_grid_available
sidewall_distribution_weighted_response_surface_v1,WEIGHTED-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P150-N16-TH85-comsol_outlet_flux_fraction,"compute a COMSOL-v4 transport-bin weighted surrogate response surface for the sidewall dimension, selected-annulus, and interference-response mainline","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_response_surface_surrogate_not_final_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P150-N16-TH85,404/W500/D1200,404/W607/D1200,weighted_response_context_not_route_selection,0p4_0p7,0.4,0.7,150,220,comsol_outlet_flux_fraction,0.3038099961013544,0.3125,0.09494062378167326,77.99601613398985,143825.69993939868,23.695969357588634,43695.68533786328,comsol_transport_bin_surrogate_not_exact_pxu,False
sidewall_distribution_weighted_response_surface_v1,WEIGHTED-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P150-N16-TH85-comsol_residence_fraction,"compute a COMSOL-v4 transport-bin weighted surrogate response surface for the sidewall dimension, selected-annulus, and interference-response mainline","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_response_surface_surrogate_not_final_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P150-N16-TH85,404/W500/D1200,404/W607/D1200,weighted_response_context_not_route_selection,0p4_0p7,0.4,0.7,150,220,comsol_residence_fraction,0.35183815564763465,0.3125,0.10994942363988583,77.99601613398985,143825.69993939868,27.441974464446147,50603.36900140815,comsol_transport_bin_surrogate_not_exact_pxu,False
sidewall_distribution_weighted_response_surface_v1,WEIGHTED-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P220-N16-TH85-uniform_edge_mass,"compute a COMSOL-v4 transport-bin weighted surrogate response surface for the sidewall dimension, selected-annulus, and interference-response mainline","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_response_surface_surrogate_not_final_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P220-N16-TH85,404/W500/D1200,404/W607/D1200,weighted_response_context_not_route_selection,0p4_0p7,0.4,0.7,220,220,uniform_edge_mass,0.29999999999999993,0.4375,0.13124999999999998,321.82826115835314,561643.4054415122,96.54847834750592,168493.02163245363,uniform_surrogate,False
sidewall_distribution_weighted_response_surface_v1,WEIGHTED-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P220-N16-TH85-comsol_outlet_flux_fraction,"compute a COMSOL-v4 transport-bin weighted surrogate response surface for the sidewall dimension, selected-annulus, and interference-response mainline","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_response_surface_surrogate_not_final_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P220-N16-TH85,404/W500/D1200,404/W607/D1200,weighted_response_context_not_route_selection,0p4_0p7,0.4,0.7,220,220,comsol_outlet_flux_fraction,0.3038099961013544,0.4375,0.13291687329434254,321.82826115835314,561643.4054415122,97.77464276782493,170632.88081753723,comsol_transport_bin_surrogate_not_exact_pxu,False
sidewall_distribution_weighted_response_surface_v1,WEIGHTED-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P220-N16-TH85-comsol_residence_fraction,"compute a COMSOL-v4 transport-bin weighted surrogate response surface for the sidewall dimension, selected-annulus, and interference-response mainline","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_response_surface_surrogate_not_final_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P220-N16-TH85,404/W500/D1200,404/W607/D1200,weighted_response_context_not_route_selection,0p4_0p7,0.4,0.7,220,220,comsol_residence_fraction,0.35183815564763465,0.4375,0.15392919309584016,321.82826115835314,561643.4054415122,113.23146184124026,197607.57990219837,comsol_transport_bin_surrogate_not_exact_pxu,False
sidewall_distribution_weighted_response_surface_v1,WEIGHTED-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P230-N16-TH85-uniform_edge_mass,"compute a COMSOL-v4 transport-bin weighted surrogate response surface for the sidewall dimension, selected-annulus, and interference-response mainline","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_response_surface_surrogate_not_final_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P230-N16-TH85,404/W500/D1200,404/W607/D1200,weighted_response_context_not_route_selection,0p4_0p7,0.4,0.7,230,300,uniform_edge_mass,0.29999999999999993,0.375,0.11249999999999998,378.4509840046781,768766.6113693276,113.5352952014034,230629.98341079825,uniform_surrogate,False
sidewall_distribution_weighted_response_surface_v1,WEIGHTED-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P230-N16-TH85-comsol_outlet_flux_fraction,"compute a COMSOL-v4 transport-bin weighted surrogate response surface for the sidewall dimension, selected-annulus, and interference-response mainline","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_response_surface_surrogate_not_final_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P230-N16-TH85,404/W500/D1200,404/W607/D1200,weighted_response_context_not_route_selection,0p4_0p7,0.4,0.7,230,300,comsol_outlet_flux_fraction,0.28083486329668744,0.375,0.10531307373625778,378.4509840046781,768766.6113693276,106.28223035745062,215896.46621096277,comsol_transport_bin_surrogate_not_exact_pxu,False
sidewall_distribution_weighted_response_surface_v1,WEIGHTED-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P230-N16-TH85-comsol_residence_fraction,"compute a COMSOL-v4 transport-bin weighted surrogate response surface for the sidewall dimension, selected-annulus, and interference-response mainline","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_response_surface_surrogate_not_final_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P230-N16-TH85,404/W500/D1200,404/W607/D1200,weighted_response_context_not_route_selection,0p4_0p7,0.4,0.7,230,300,comsol_residence_fraction,0.34783154007463135,0.375,0.13043682752798674,378.4509840046781,768766.6113693276,131.63718860910686,267401.2743905488,comsol_transport_bin_surrogate_not_exact_pxu,False
sidewall_distribution_weighted_response_surface_v1,WEIGHTED-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P240-N16-TH85-uniform_edge_mass,"compute a COMSOL-v4 transport-bin weighted surrogate response surface for the sidewall dimension, selected-annulus, and interference-response mainline","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_response_surface_surrogate_not_final_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P240-N16-TH85,404/W500/D1200,404/W607/D1200,weighted_response_context_not_route_selection,0p4_0p7,0.4,0.7,240,300,uniform_edge_mass,0.29999999999999993,0.4375,0.13124999999999998,442.2829606387024,769350.9760632226,132.6848881916107,230805.29281896673,uniform_surrogate,False
sidewall_distribution_weighted_response_surface_v1,WEIGHTED-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P240-N16-TH85-comsol_outlet_flux_fraction,"compute a COMSOL-v4 transport-bin weighted surrogate response surface for the sidewall dimension, selected-annulus, and interference-response mainline","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_response_surface_surrogate_not_final_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P240-N16-TH85,404/W500/D1200,404/W607/D1200,weighted_response_context_not_route_selection,0p4_0p7,0.4,0.7,240,300,comsol_outlet_flux_fraction,0.28083486329668744,0.4375,0.12286525269230075,442.2829606387024,769350.9760632226,124.20847478942417,216060.57618988818,comsol_transport_bin_surrogate_not_exact_pxu,False
sidewall_distribution_weighted_response_surface_v1,WEIGHTED-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P240-N16-TH85-comsol_residence_fraction,"compute a COMSOL-v4 transport-bin weighted surrogate response surface for the sidewall dimension, selected-annulus, and interference-response mainline","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_response_surface_surrogate_not_final_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P240-N16-TH85,404/W500/D1200,404/W607/D1200,weighted_response_context_not_route_selection,0p4_0p7,0.4,0.7,240,300,comsol_residence_fraction,0.34783154007463135,0.4375,0.1521762987826512,442.2829606387024,769350.9760632226,153.8399633477274,267604.5348619916,comsol_transport_bin_surrogate_not_exact_pxu,False
sidewall_distribution_weighted_response_surface_v1,WEIGHTED-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P250-N16-TH85-uniform_edge_mass,"compute a COMSOL-v4 transport-bin weighted surrogate response surface for the sidewall dimension, selected-annulus, and interference-response mainline","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_response_surface_surrogate_not_final_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P250-N16-TH85,404/W500/D1200,404/W607/D1200,weighted_response_context_not_route_selection,0p4_0p7,0.4,0.7,250,300,uniform_edge_mass,0.29999999999999993,0.25,0.07499999999999998,507.58793396390536,1027020.365616077,152.27638018917156,308106.109684823,uniform_surrogate,False
sidewall_distribution_weighted_response_surface_v1,WEIGHTED-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P250-N16-TH85-comsol_outlet_flux_fraction,"compute a COMSOL-v4 transport-bin weighted surrogate response surface for the sidewall dimension, selected-annulus, and interference-response mainline","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_response_surface_surrogate_not_final_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P250-N16-TH85,404/W500/D1200,404/W607/D1200,weighted_response_context_not_route_selection,0p4_0p7,0.4,0.7,250,300,comsol_outlet_flux_fraction,0.28083486329668744,0.25,0.07020871582417186,507.58793396390536,1027020.365616077,142.54838804580137,288423.1239807049,comsol_transport_bin_surrogate_not_exact_pxu,False
sidewall_distribution_weighted_response_surface_v1,WEIGHTED-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P250-N16-TH85-comsol_residence_fraction,"compute a COMSOL-v4 transport-bin weighted surrogate response surface for the sidewall dimension, selected-annulus, and interference-response mainline","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_response_surface_surrogate_not_final_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P250-N16-TH85,404/W500/D1200,404/W607/D1200,weighted_response_context_not_route_selection,0p4_0p7,0.4,0.7,250,300,comsol_residence_fraction,0.34783154007463135,0.25,0.08695788501865784,507.58793396390536,1027020.365616077,176.55509279396549,357230.075460251,comsol_transport_bin_surrogate_not_exact_pxu,False
sidewall_distribution_weighted_response_surface_v1,WEIGHTED-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P260-N16-TH85-uniform_edge_mass,"compute a COMSOL-v4 transport-bin weighted surrogate response surface for the sidewall dimension, selected-annulus, and interference-response mainline","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_response_surface_surrogate_not_final_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P260-N16-TH85,404/W500/D1200,404/W607/D1200,weighted_response_context_not_route_selection,0p4_0p7,0.4,0.7,260,300,uniform_edge_mass,0.29999999999999993,0.1875,0.05624999999999999,581.6230610146699,938809.4001053202,174.48691830440094,281642.820031596,uniform_surrogate,False
