synthesis_version,row_id,allowed_use,blocked_use,claim_boundary,not_exact_pxu_probability_grid,not_detection_probability,not_yield,not_selection_metric_claim,not_winner,not_qch_weighted,not_true_W_eff,not_production_recommendation,decision_use_allowed,comsol_v4_assumption_set_id,comsol_v4_assumption_set_version,comsol_v4_assumption_set_sha256,source_full_recompute_row_id,source_route_id_nodi,candidate_envelope_route_id_nodi,route_id_role,annulus_window_id,diameter_nm,n_events_requested,n_events_observed,full_recompute_execution_status,weighting_mode,comsol_weight_profile_diameter_nm,window_probability_mass_surrogate,selected_annulus_fraction,weighted_selected_annulus_fraction_surrogate,mean_peak_height,mean_local_snr,weighted_peak_height_contribution,weighted_local_snr_contribution,weight_claim_level
sidewall_full_recompute_distribution_weighted_lock_v1,WEIGHTED-FULL-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P150-N32-TH85-comsol_outlet_flux_fraction,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",full_nodi_recompute_distribution_weighted_context_not_exact_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FULL-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P150-N32-TH85,404/W500/D1200,404/W607/D1200,full_recompute_weighted_context_not_selection,0p4_0p7,150,32,32,executed_full_nodi_recompute,comsol_outlet_flux_fraction,220,0.3038099961013544,0.4375,0.13291687329434254,77.63826566512317,147352.73770257414,23.587281189036986,44767.234666942946,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_full_recompute_distribution_weighted_lock_v1,WEIGHTED-FULL-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P150-N32-TH85-comsol_residence_fraction,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",full_nodi_recompute_distribution_weighted_context_not_exact_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FULL-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P150-N32-TH85,404/W500/D1200,404/W607/D1200,full_recompute_weighted_context_not_selection,0p4_0p7,150,32,32,executed_full_nodi_recompute,comsol_residence_fraction,220,0.35183815564763465,0.4375,0.15392919309584016,77.63826566512317,147352.73770257414,27.316104199298017,51844.31546290337,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_full_recompute_distribution_weighted_lock_v1,WEIGHTED-FULL-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P220-N32-TH85-uniform_edge_mass,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",full_nodi_recompute_distribution_weighted_context_not_exact_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FULL-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P220-N32-TH85,404/W500/D1200,404/W607/D1200,full_recompute_weighted_context_not_selection,0p4_0p7,220,32,32,executed_full_nodi_recompute,uniform_edge_mass,220,0.29999999999999993,0.25,0.07499999999999998,321.4513714973721,598990.2541094623,96.43541144921161,179697.07623283865,uniform_surrogate
sidewall_full_recompute_distribution_weighted_lock_v1,WEIGHTED-FULL-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P220-N32-TH85-comsol_outlet_flux_fraction,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",full_nodi_recompute_distribution_weighted_context_not_exact_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FULL-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P220-N32-TH85,404/W500/D1200,404/W607/D1200,full_recompute_weighted_context_not_selection,0p4_0p7,220,32,32,executed_full_nodi_recompute,comsol_outlet_flux_fraction,220,0.3038099961013544,0.25,0.0759524990253386,321.4513714973721,598990.2541094623,97.66013992139165,181979.226765745,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_full_recompute_distribution_weighted_lock_v1,WEIGHTED-FULL-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P220-N32-TH85-comsol_residence_fraction,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",full_nodi_recompute_distribution_weighted_context_not_exact_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FULL-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P220-N32-TH85,404/W500/D1200,404/W607/D1200,full_recompute_weighted_context_not_selection,0p4_0p7,220,32,32,executed_full_nodi_recompute,comsol_residence_fraction,220,0.35183815564763465,0.25,0.08795953891190866,321.4513714973721,598990.2541094623,113.09885767803804,210747.62625678122,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_full_recompute_distribution_weighted_lock_v1,WEIGHTED-FULL-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P230-N32-TH85-uniform_edge_mass,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",full_nodi_recompute_distribution_weighted_context_not_exact_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FULL-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P230-N32-TH85,404/W500/D1200,404/W607/D1200,full_recompute_weighted_context_not_selection,0p4_0p7,230,32,32,executed_full_nodi_recompute,uniform_edge_mass,300,0.29999999999999993,0.25,0.07499999999999998,379.69517206264777,647657.2027929462,113.9085516187943,194297.16083788383,uniform_surrogate
sidewall_full_recompute_distribution_weighted_lock_v1,WEIGHTED-FULL-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P230-N32-TH85-comsol_outlet_flux_fraction,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",full_nodi_recompute_distribution_weighted_context_not_exact_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FULL-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P230-N32-TH85,404/W500/D1200,404/W607/D1200,full_recompute_weighted_context_not_selection,0p4_0p7,230,32,32,executed_full_nodi_recompute,comsol_outlet_flux_fraction,300,0.28083486329668744,0.25,0.07020871582417186,379.69517206264777,647657.2027929462,106.63164174062591,181884.72200947203,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_full_recompute_distribution_weighted_lock_v1,WEIGHTED-FULL-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P230-N32-TH85-comsol_residence_fraction,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",full_nodi_recompute_distribution_weighted_context_not_exact_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FULL-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P230-N32-TH85,404/W500/D1200,404/W607/D1200,full_recompute_weighted_context_not_selection,0p4_0p7,230,32,32,executed_full_nodi_recompute,comsol_residence_fraction,300,0.34783154007463135,0.25,0.08695788501865784,379.69517206264777,647657.2027929462,132.06995645745292,225275.60228789833,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_full_recompute_distribution_weighted_lock_v1,WEIGHTED-FULL-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P240-N32-TH85-uniform_edge_mass,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",full_nodi_recompute_distribution_weighted_context_not_exact_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FULL-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P240-N32-TH85,404/W500/D1200,404/W607/D1200,full_recompute_weighted_context_not_selection,0p4_0p7,240,32,32,executed_full_nodi_recompute,uniform_edge_mass,300,0.29999999999999993,0.25,0.07499999999999998,441.9879268500611,821439.5140092543,132.5963780550183,246431.85420277625,uniform_surrogate
sidewall_full_recompute_distribution_weighted_lock_v1,WEIGHTED-FULL-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P240-N32-TH85-comsol_outlet_flux_fraction,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",full_nodi_recompute_distribution_weighted_context_not_exact_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FULL-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P240-N32-TH85,404/W500/D1200,404/W607/D1200,full_recompute_weighted_context_not_selection,0p4_0p7,240,32,32,executed_full_nodi_recompute,comsol_outlet_flux_fraction,300,0.28083486329668744,0.25,0.07020871582417186,441.9879268500611,821439.5140092543,124.1256190157232,230688.8536232863,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_full_recompute_distribution_weighted_lock_v1,WEIGHTED-FULL-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P240-N32-TH85-comsol_residence_fraction,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",full_nodi_recompute_distribution_weighted_context_not_exact_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FULL-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P240-N32-TH85,404/W500/D1200,404/W607/D1200,full_recompute_weighted_context_not_selection,0p4_0p7,240,32,32,executed_full_nodi_recompute,comsol_residence_fraction,300,0.34783154007463135,0.25,0.08695788501865784,441.9879268500611,821439.5140092543,153.73734129065025,285722.5712359956,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_full_recompute_distribution_weighted_lock_v1,WEIGHTED-FULL-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P250-N32-TH85-uniform_edge_mass,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",full_nodi_recompute_distribution_weighted_context_not_exact_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FULL-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P250-N32-TH85,404/W500/D1200,404/W607/D1200,full_recompute_weighted_context_not_selection,0p4_0p7,250,32,32,executed_full_nodi_recompute,uniform_edge_mass,300,0.29999999999999993,0.40625,0.12187499999999997,509.12609827505764,973389.1708390677,152.73782948251727,292016.75125172024,uniform_surrogate
sidewall_full_recompute_distribution_weighted_lock_v1,WEIGHTED-FULL-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P250-N32-TH85-comsol_outlet_flux_fraction,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",full_nodi_recompute_distribution_weighted_context_not_exact_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FULL-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P250-N32-TH85,404/W500/D1200,404/W607/D1200,full_recompute_weighted_context_not_selection,0p4_0p7,250,32,32,executed_full_nodi_recompute,comsol_outlet_flux_fraction,300,0.28083486329668744,0.40625,0.11408916321427927,509.12609827505764,973389.1708390677,142.98035820985166,273361.6147270655,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_full_recompute_distribution_weighted_lock_v1,WEIGHTED-FULL-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P250-N32-TH85-comsol_residence_fraction,"execute or plan full NODI recompute coverage for the sidewall branch, then lock distribution-weighted dimension, annulus, and interference-response context","exact P(x,u) probability claim, route winner, scalar score, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",full_nodi_recompute_distribution_weighted_context_not_exact_pxu,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,FULL-FUW-404_W500_D1200-to-404_W607_D1200-A0p4_0p7-P250-N32-TH85,404/W500/D1200,404/W607/D1200,full_recompute_weighted_context_not_selection,0p4_0p7,250,32,32,executed_full_nodi_recompute,comsol_residence_fraction,300,0.34783154007463135,0.40625,0.14130656315531898,509.12609827505764,973389.1708390677,177.09011485520142,338575.45438492135,comsol_transport_bin_surrogate_not_exact_pxu
