sweep_version,row_id,allowed_use,blocked_use,not_detection_probability,not_yield,not_selection_metric_claim,not_winner,not_qch_weighted,not_true_W_eff,not_production_recommendation,claim_boundary,comsol_v4_assumption_set_id,comsol_v4_assumption_set_version,comsol_v4_assumption_set_sha256,comparison_case_id,source_route_id_nodi,candidate_envelope_route_id_nodi,route_id_role,diameter_nm,annulus_window_id,selected_annulus_edge_norm_min,selected_annulus_edge_norm_max,canonical_annulus_window_id,is_canonical_annulus_window,candidate_execution_status,canonical_execution_status,selected_annulus_fraction,selected_annulus_fraction_delta_vs_canonical,selected_annulus_n_events,selected_annulus_n_events_delta_vs_canonical,mean_peak_height,mean_peak_height_delta_vs_canonical,mean_local_snr_delta_vs_canonical,synthetic_counting_context_rate_delta_vs_canonical,window_context_status
sidewall_candidate_envelope_annulus_window_sweep_v1,ANN-CMP-404_W500_D1200-P280-A0p4_0p7,run sparse annulus-window context on sidewall-aware candidate envelope dimensions for selected-annulus and response follow-up,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,annulus_window_sweep_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,ANN-CMP-404_W500_D1200-P280-A0p4_0p7,404/W500/D1200,404/W607/D1200,annulus_window_join_key_only_not_selection,280,0p4_0p7,0.4,0.7,0p5_0p8,False,executed_annulus_window_nodi_shard,executed_annulus_window_nodi_shard,0.3333333333333333,0.16666666666666666,2,1.0,747.5035919006303,0.05198001878602554,495898.86801428115,0.0,executed_annulus_window_context
sidewall_candidate_envelope_annulus_window_sweep_v1,ANN-CMP-404_W500_D1200-P290-A0p4_0p7,run sparse annulus-window context on sidewall-aware candidate envelope dimensions for selected-annulus and response follow-up,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,annulus_window_sweep_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,ANN-CMP-404_W500_D1200-P290-A0p4_0p7,404/W500/D1200,404/W607/D1200,annulus_window_join_key_only_not_selection,290,0p4_0p7,0.4,0.7,0p5_0p8,False,executed_annulus_window_nodi_shard,executed_annulus_window_nodi_shard,0.16666666666666666,0.0,1,0.0,843.2393850853323,1.9847263226594123,-551786.4921216201,0.0,executed_annulus_window_context
sidewall_candidate_envelope_annulus_window_sweep_v1,ANN-CMP-404_W500_D1200-P300-A0p4_0p7,run sparse annulus-window context on sidewall-aware candidate envelope dimensions for selected-annulus and response follow-up,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,annulus_window_sweep_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,ANN-CMP-404_W500_D1200-P300-A0p4_0p7,404/W500/D1200,404/W607/D1200,annulus_window_join_key_only_not_selection,300,0p4_0p7,0.4,0.7,0p5_0p8,False,executed_annulus_window_nodi_shard,executed_annulus_window_nodi_shard,0.3333333333333333,0.16666666666666666,2,1.0,948.2527522101813,7.406103408125546,270979.7794655748,0.0,executed_annulus_window_context
sidewall_candidate_envelope_annulus_window_sweep_v1,ANN-CMP-404_W500_D1200-P40-A0p5_0p8,run sparse annulus-window context on sidewall-aware candidate envelope dimensions for selected-annulus and response follow-up,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,annulus_window_sweep_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,ANN-CMP-404_W500_D1200-P40-A0p5_0p8,404/W500/D1200,404/W607/D1200,annulus_window_join_key_only_not_selection,40,0p5_0p8,0.5,0.8,0p5_0p8,True,executed_annulus_window_nodi_shard,executed_annulus_window_nodi_shard,0.5,0.0,3,0.0,0.16885318756778256,0.0,0.0,0.0,executed_annulus_window_context
sidewall_candidate_envelope_annulus_window_sweep_v1,ANN-CMP-404_W500_D1200-P60-A0p5_0p8,run sparse annulus-window context on sidewall-aware candidate envelope dimensions for selected-annulus and response follow-up,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,annulus_window_sweep_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,ANN-CMP-404_W500_D1200-P60-A0p5_0p8,404/W500/D1200,404/W607/D1200,annulus_window_join_key_only_not_selection,60,0p5_0p8,0.5,0.8,0p5_0p8,True,executed_annulus_window_nodi_shard,executed_annulus_window_nodi_shard,0.0,0.0,0,0.0,1.3367112172395152,0.0,0.0,0.0,executed_annulus_window_context
sidewall_candidate_envelope_annulus_window_sweep_v1,ANN-CMP-404_W500_D1200-P100-A0p5_0p8,run sparse annulus-window context on sidewall-aware candidate envelope dimensions for selected-annulus and response follow-up,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,annulus_window_sweep_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,ANN-CMP-404_W500_D1200-P100-A0p5_0p8,404/W500/D1200,404/W607/D1200,annulus_window_join_key_only_not_selection,100,0p5_0p8,0.5,0.8,0p5_0p8,True,executed_annulus_window_nodi_shard,executed_annulus_window_nodi_shard,0.5,0.0,3,0.0,15.013320756684292,0.0,0.0,0.0,executed_annulus_window_context
sidewall_candidate_envelope_annulus_window_sweep_v1,ANN-CMP-404_W500_D1200-P150-A0p5_0p8,run sparse annulus-window context on sidewall-aware candidate envelope dimensions for selected-annulus and response follow-up,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,annulus_window_sweep_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,ANN-CMP-404_W500_D1200-P150-A0p5_0p8,404/W500/D1200,404/W607/D1200,annulus_window_join_key_only_not_selection,150,0p5_0p8,0.5,0.8,0p5_0p8,True,executed_annulus_window_nodi_shard,executed_annulus_window_nodi_shard,0.3333333333333333,0.0,2,0.0,77.15586945500068,0.0,0.0,0.0,executed_annulus_window_context
sidewall_candidate_envelope_annulus_window_sweep_v1,ANN-CMP-404_W500_D1200-P220-A0p5_0p8,run sparse annulus-window context on sidewall-aware candidate envelope dimensions for selected-annulus and response follow-up,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,annulus_window_sweep_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,ANN-CMP-404_W500_D1200-P220-A0p5_0p8,404/W500/D1200,404/W607/D1200,annulus_window_join_key_only_not_selection,220,0p5_0p8,0.5,0.8,0p5_0p8,True,executed_annulus_window_nodi_shard,executed_annulus_window_nodi_shard,0.16666666666666666,0.0,1,0.0,322.8528190406087,0.0,0.0,0.0,executed_annulus_window_context
sidewall_candidate_envelope_annulus_window_sweep_v1,ANN-CMP-404_W500_D1200-P230-A0p5_0p8,run sparse annulus-window context on sidewall-aware candidate envelope dimensions for selected-annulus and response follow-up,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,annulus_window_sweep_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,ANN-CMP-404_W500_D1200-P230-A0p5_0p8,404/W500/D1200,404/W607/D1200,annulus_window_join_key_only_not_selection,230,0p5_0p8,0.5,0.8,0p5_0p8,True,executed_annulus_window_nodi_shard,executed_annulus_window_nodi_shard,0.6666666666666666,0.0,4,0.0,380.4819518430136,0.0,0.0,0.0,executed_annulus_window_context
sidewall_candidate_envelope_annulus_window_sweep_v1,ANN-CMP-404_W500_D1200-P240-A0p5_0p8,run sparse annulus-window context on sidewall-aware candidate envelope dimensions for selected-annulus and response follow-up,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,annulus_window_sweep_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,ANN-CMP-404_W500_D1200-P240-A0p5_0p8,404/W500/D1200,404/W607/D1200,annulus_window_join_key_only_not_selection,240,0p5_0p8,0.5,0.8,0p5_0p8,True,executed_annulus_window_nodi_shard,executed_annulus_window_nodi_shard,0.16666666666666666,0.0,1,0.0,441.57398286056986,0.0,0.0,0.0,executed_annulus_window_context
sidewall_candidate_envelope_annulus_window_sweep_v1,ANN-CMP-404_W500_D1200-P250-A0p5_0p8,run sparse annulus-window context on sidewall-aware candidate envelope dimensions for selected-annulus and response follow-up,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,annulus_window_sweep_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,ANN-CMP-404_W500_D1200-P250-A0p5_0p8,404/W500/D1200,404/W607/D1200,annulus_window_join_key_only_not_selection,250,0p5_0p8,0.5,0.8,0p5_0p8,True,executed_annulus_window_nodi_shard,executed_annulus_window_nodi_shard,0.0,0.0,0,0.0,510.23762872165906,0.0,0.0,0.0,executed_annulus_window_context
sidewall_candidate_envelope_annulus_window_sweep_v1,ANN-CMP-404_W500_D1200-P260-A0p5_0p8,run sparse annulus-window context on sidewall-aware candidate envelope dimensions for selected-annulus and response follow-up,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,annulus_window_sweep_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,ANN-CMP-404_W500_D1200-P260-A0p5_0p8,404/W500/D1200,404/W607/D1200,annulus_window_join_key_only_not_selection,260,0p5_0p8,0.5,0.8,0p5_0p8,True,executed_annulus_window_nodi_shard,executed_annulus_window_nodi_shard,0.3333333333333333,0.0,2,0.0,581.6345864001298,0.0,0.0,0.0,executed_annulus_window_context
sidewall_candidate_envelope_annulus_window_sweep_v1,ANN-CMP-404_W500_D1200-P270-A0p5_0p8,run sparse annulus-window context on sidewall-aware candidate envelope dimensions for selected-annulus and response follow-up,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,annulus_window_sweep_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,ANN-CMP-404_W500_D1200-P270-A0p5_0p8,404/W500/D1200,404/W607/D1200,annulus_window_join_key_only_not_selection,270,0p5_0p8,0.5,0.8,0p5_0p8,True,executed_annulus_window_nodi_shard,executed_annulus_window_nodi_shard,0.5,0.0,3,0.0,665.2033420311378,0.0,0.0,0.0,executed_annulus_window_context
sidewall_candidate_envelope_annulus_window_sweep_v1,ANN-CMP-404_W500_D1200-P280-A0p5_0p8,run sparse annulus-window context on sidewall-aware candidate envelope dimensions for selected-annulus and response follow-up,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,annulus_window_sweep_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,ANN-CMP-404_W500_D1200-P280-A0p5_0p8,404/W500/D1200,404/W607/D1200,annulus_window_join_key_only_not_selection,280,0p5_0p8,0.5,0.8,0p5_0p8,True,executed_annulus_window_nodi_shard,executed_annulus_window_nodi_shard,0.16666666666666666,0.0,1,0.0,747.4516118818443,0.0,0.0,0.0,executed_annulus_window_context
sidewall_candidate_envelope_annulus_window_sweep_v1,ANN-CMP-404_W500_D1200-P290-A0p5_0p8,run sparse annulus-window context on sidewall-aware candidate envelope dimensions for selected-annulus and response follow-up,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,annulus_window_sweep_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,ANN-CMP-404_W500_D1200-P290-A0p5_0p8,404/W500/D1200,404/W607/D1200,annulus_window_join_key_only_not_selection,290,0p5_0p8,0.5,0.8,0p5_0p8,True,executed_annulus_window_nodi_shard,executed_annulus_window_nodi_shard,0.16666666666666666,0.0,1,0.0,841.2546587626729,0.0,0.0,0.0,executed_annulus_window_context
sidewall_candidate_envelope_annulus_window_sweep_v1,ANN-CMP-404_W500_D1200-P300-A0p5_0p8,run sparse annulus-window context on sidewall-aware candidate envelope dimensions for selected-annulus and response follow-up,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,annulus_window_sweep_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,ANN-CMP-404_W500_D1200-P300-A0p5_0p8,404/W500/D1200,404/W607/D1200,annulus_window_join_key_only_not_selection,300,0p5_0p8,0.5,0.8,0p5_0p8,True,executed_annulus_window_nodi_shard,executed_annulus_window_nodi_shard,0.16666666666666666,0.0,1,0.0,940.8466488020557,0.0,0.0,0.0,executed_annulus_window_context
sidewall_candidate_envelope_annulus_window_sweep_v1,ANN-CMP-404_W500_D1200-P40-A0p6_0p9,run sparse annulus-window context on sidewall-aware candidate envelope dimensions for selected-annulus and response follow-up,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,annulus_window_sweep_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,ANN-CMP-404_W500_D1200-P40-A0p6_0p9,404/W500/D1200,404/W607/D1200,annulus_window_join_key_only_not_selection,40,0p6_0p9,0.6,0.9,0p5_0p8,False,executed_annulus_window_nodi_shard,executed_annulus_window_nodi_shard,0.3333333333333333,-0.16666666666666669,2,-1.0,0.17235484336183723,0.0035016557940546755,52.68257521723268,0.0,executed_annulus_window_context
sidewall_candidate_envelope_annulus_window_sweep_v1,ANN-CMP-404_W500_D1200-P60-A0p6_0p9,run sparse annulus-window context on sidewall-aware candidate envelope dimensions for selected-annulus and response follow-up,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,annulus_window_sweep_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,ANN-CMP-404_W500_D1200-P60-A0p6_0p9,404/W500/D1200,404/W607/D1200,annulus_window_join_key_only_not_selection,60,0p6_0p9,0.6,0.9,0p5_0p8,False,executed_annulus_window_nodi_shard,executed_annulus_window_nodi_shard,0.5,0.5,3,3.0,1.6273813074453558,0.29067009020584056,321.09470389958915,0.0,executed_annulus_window_context
