synthesis_version,row_id,allowed_use,blocked_use,claim_boundary,not_exact_pxu_probability_grid,not_detection_probability,not_yield,not_selection_metric_claim,not_winner,not_qch_weighted,not_true_W_eff,not_production_recommendation,decision_use_allowed,comsol_v4_assumption_set_id,comsol_v4_assumption_set_version,comsol_v4_assumption_set_sha256,source_event_row_id,source_route_id_nodi,candidate_envelope_route_id_nodi,width_sweep_route_id_nodi,route_id_role,W_top_nm,candidate_envelope_W_top_nm,width_sweep_delta_vs_candidate_nm,width_context,annulus_window_id,diameter_nm,n_events_requested,n_events_observed,width_sweep_execution_status,weighting_mode,comsol_weight_profile_diameter_nm,window_probability_mass_surrogate,selected_annulus_fraction,weighted_selected_annulus_fraction_surrogate,mean_peak_height,mean_local_snr,weighted_peak_height_contribution,weighted_local_snr_contribution,weight_claim_level
sidewall_distribution_weighted_width_sweep_v1,WEIGHTED-EXTW-404_W500_D1200-to-404_W687_D1200-A0p4_0p7-P150-N12-TH85-comsol_outlet_flux_fraction,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,EXTW-404_W500_D1200-to-404_W687_D1200-A0p4_0p7-P150-N12-TH85,404/W500/D1200,404/W607/D1200,404/W687/D1200,width_sweep_weighted_context_not_selection,687,607,80,extension_anchor_width,0p4_0p7,150,12,12,executed_width_sweep_nodi,comsol_outlet_flux_fraction,220,0.3038099961013544,0.25,0.0759524990253386,78.46958582516146,146831.00749869208,23.8398445636172,44608.727815735576,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_distribution_weighted_width_sweep_v1,WEIGHTED-EXTW-404_W500_D1200-to-404_W687_D1200-A0p4_0p7-P150-N12-TH85-comsol_residence_fraction,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,EXTW-404_W500_D1200-to-404_W687_D1200-A0p4_0p7-P150-N12-TH85,404/W500/D1200,404/W607/D1200,404/W687/D1200,width_sweep_weighted_context_not_selection,687,607,80,extension_anchor_width,0p4_0p7,150,12,12,executed_width_sweep_nodi,comsol_residence_fraction,220,0.35183815564763465,0.25,0.08795953891190866,78.46958582516146,146831.00749869208,27.608594351158583,51660.750870223834,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_distribution_weighted_width_sweep_v1,WEIGHTED-EXTW-404_W500_D1200-to-404_W687_D1200-A0p4_0p7-P220-N12-TH85-uniform_edge_mass,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,EXTW-404_W500_D1200-to-404_W687_D1200-A0p4_0p7-P220-N12-TH85,404/W500/D1200,404/W607/D1200,404/W687/D1200,width_sweep_weighted_context_not_selection,687,607,80,extension_anchor_width,0p4_0p7,220,12,12,executed_width_sweep_nodi,uniform_edge_mass,220,0.29999999999999993,0.16666666666666666,0.04999999999999999,330.70675846472307,615538.9237715448,99.2120275394169,184661.6771314634,uniform_surrogate
sidewall_distribution_weighted_width_sweep_v1,WEIGHTED-EXTW-404_W500_D1200-to-404_W687_D1200-A0p4_0p7-P220-N12-TH85-comsol_outlet_flux_fraction,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,EXTW-404_W500_D1200-to-404_W687_D1200-A0p4_0p7-P220-N12-TH85,404/W500/D1200,404/W607/D1200,404/W687/D1200,width_sweep_weighted_context_not_selection,687,607,80,extension_anchor_width,0p4_0p7,220,12,12,executed_width_sweep_nodi,comsol_outlet_flux_fraction,220,0.3038099961013544,0.16666666666666666,0.05063499935022573,330.70675846472307,615538.9237715448,100.47201899985906,187006.8780312649,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_distribution_weighted_width_sweep_v1,WEIGHTED-EXTW-404_W500_D1200-to-404_W687_D1200-A0p4_0p7-P220-N12-TH85-comsol_residence_fraction,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,EXTW-404_W500_D1200-to-404_W687_D1200-A0p4_0p7-P220-N12-TH85,404/W500/D1200,404/W607/D1200,404/W687/D1200,width_sweep_weighted_context_not_selection,687,607,80,extension_anchor_width,0p4_0p7,220,12,12,executed_width_sweep_nodi,comsol_residence_fraction,220,0.35183815564763465,0.16666666666666666,0.05863969260793911,330.70675846472307,615538.9237715448,116.35525595843595,216570.0796691103,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_distribution_weighted_width_sweep_v1,WEIGHTED-EXTW-404_W500_D1200-to-404_W687_D1200-A0p4_0p7-P230-N12-TH85-uniform_edge_mass,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,EXTW-404_W500_D1200-to-404_W687_D1200-A0p4_0p7-P230-N12-TH85,404/W500/D1200,404/W607/D1200,404/W687/D1200,width_sweep_weighted_context_not_selection,687,607,80,extension_anchor_width,0p4_0p7,230,12,12,executed_width_sweep_nodi,uniform_edge_mass,300,0.29999999999999993,0.3333333333333333,0.09999999999999998,389.27895252450065,676944.8680523415,116.78368575735017,203083.4604157024,uniform_surrogate
sidewall_distribution_weighted_width_sweep_v1,WEIGHTED-EXTW-404_W500_D1200-to-404_W687_D1200-A0p4_0p7-P230-N12-TH85-comsol_outlet_flux_fraction,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,EXTW-404_W500_D1200-to-404_W687_D1200-A0p4_0p7-P230-N12-TH85,404/W500/D1200,404/W607/D1200,404/W687/D1200,width_sweep_weighted_context_not_selection,687,607,80,extension_anchor_width,0p4_0p7,230,12,12,executed_width_sweep_nodi,comsol_outlet_flux_fraction,300,0.28083486329668744,0.3333333333333333,0.09361162109889581,389.27895252450065,676944.8680523415,109.32310141649582,190109.71947887345,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_distribution_weighted_width_sweep_v1,WEIGHTED-EXTW-404_W500_D1200-to-404_W687_D1200-A0p4_0p7-P230-N12-TH85-comsol_residence_fraction,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,EXTW-404_W500_D1200-to-404_W687_D1200-A0p4_0p7-P230-N12-TH85,404/W500/D1200,404/W607/D1200,404/W687/D1200,width_sweep_weighted_context_not_selection,687,607,80,extension_anchor_width,0p4_0p7,230,12,12,executed_width_sweep_nodi,comsol_residence_fraction,300,0.34783154007463135,0.3333333333333333,0.11594384669154378,389.27895252450065,676944.8680523415,135.40349757523637,235462.77600026407,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_distribution_weighted_width_sweep_v1,WEIGHTED-EXTW-404_W500_D1200-to-404_W687_D1200-A0p4_0p7-P240-N12-TH85-uniform_edge_mass,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,EXTW-404_W500_D1200-to-404_W687_D1200-A0p4_0p7-P240-N12-TH85,404/W500/D1200,404/W607/D1200,404/W687/D1200,width_sweep_weighted_context_not_selection,687,607,80,extension_anchor_width,0p4_0p7,240,12,12,executed_width_sweep_nodi,uniform_edge_mass,300,0.29999999999999993,0.16666666666666666,0.04999999999999999,454.17712325139513,895209.3739167188,136.2531369754185,268562.81217501557,uniform_surrogate
sidewall_distribution_weighted_width_sweep_v1,WEIGHTED-EXTW-404_W500_D1200-to-404_W687_D1200-A0p4_0p7-P240-N12-TH85-comsol_outlet_flux_fraction,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,EXTW-404_W500_D1200-to-404_W687_D1200-A0p4_0p7-P240-N12-TH85,404/W500/D1200,404/W607/D1200,404/W687/D1200,width_sweep_weighted_context_not_selection,687,607,80,extension_anchor_width,0p4_0p7,240,12,12,executed_width_sweep_nodi,comsol_outlet_flux_fraction,300,0.28083486329668744,0.16666666666666666,0.04680581054944791,454.17712325139513,895209.3739167188,127.54877032078832,251406.00214581485,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_distribution_weighted_width_sweep_v1,WEIGHTED-EXTW-404_W500_D1200-to-404_W687_D1200-A0p4_0p7-P240-N12-TH85-comsol_residence_fraction,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,EXTW-404_W500_D1200-to-404_W687_D1200-A0p4_0p7-P240-N12-TH85,404/W500/D1200,404/W607/D1200,404/W687/D1200,width_sweep_weighted_context_not_selection,687,607,80,extension_anchor_width,0p4_0p7,240,12,12,executed_width_sweep_nodi,comsol_residence_fraction,300,0.34783154007463135,0.16666666666666666,0.05797192334577189,454.17712325139513,895209.3739167188,157.97712824719844,311382.0552186988,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_distribution_weighted_width_sweep_v1,WEIGHTED-EXTW-404_W500_D1200-to-404_W687_D1200-A0p4_0p7-P250-N12-TH85-uniform_edge_mass,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,EXTW-404_W500_D1200-to-404_W687_D1200-A0p4_0p7-P250-N12-TH85,404/W500/D1200,404/W607/D1200,404/W687/D1200,width_sweep_weighted_context_not_selection,687,607,80,extension_anchor_width,0p4_0p7,250,12,12,executed_width_sweep_nodi,uniform_edge_mass,300,0.29999999999999993,0.0,0.0,526.3062639704189,936707.8482643575,157.8918791911256,281012.3544793072,uniform_surrogate
sidewall_distribution_weighted_width_sweep_v1,WEIGHTED-EXTW-404_W500_D1200-to-404_W687_D1200-A0p4_0p7-P250-N12-TH85-comsol_outlet_flux_fraction,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,EXTW-404_W500_D1200-to-404_W687_D1200-A0p4_0p7-P250-N12-TH85,404/W500/D1200,404/W607/D1200,404/W687/D1200,width_sweep_weighted_context_not_selection,687,607,80,extension_anchor_width,0p4_0p7,250,12,12,executed_width_sweep_nodi,comsol_outlet_flux_fraction,300,0.28083486329668744,0.0,0.0,526.3062639704189,936707.8482643575,147.80514769432287,263060.22051625507,comsol_transport_bin_surrogate_not_exact_pxu
sidewall_distribution_weighted_width_sweep_v1,WEIGHTED-EXTW-404_W500_D1200-to-404_W687_D1200-A0p4_0p7-P250-N12-TH85-comsol_residence_fraction,"execute or plan a distribution-weighted width sweep around the sidewall candidate dimensions to assess dimension, annulus, and interference-response shifts","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",distribution_weighted_width_sweep_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,EXTW-404_W500_D1200-to-404_W687_D1200-A0p4_0p7-P250-N12-TH85,404/W500/D1200,404/W607/D1200,404/W687/D1200,width_sweep_weighted_context_not_selection,687,607,80,extension_anchor_width,0p4_0p7,250,12,12,executed_width_sweep_nodi,comsol_residence_fraction,300,0.34783154007463135,0.0,0.0,526.3062639704189,936707.8482643575,183.06591834775625,325816.5334617856,comsol_transport_bin_surrogate_not_exact_pxu
