synthesis_version,row_id,allowed_use,blocked_use,claim_boundary,not_exact_pxu_probability_grid,not_detection_probability,not_yield,not_selection_metric_claim,not_winner,not_qch_weighted,not_true_W_eff,not_production_recommendation,decision_use_allowed,comsol_v4_assumption_set_id,comsol_v4_assumption_set_version,comsol_v4_assumption_set_sha256,stage_id,source_route_id_nodi,weighting_mode,candidate_envelope_route_id_nodi,source_W_nominal_nm,candidate_envelope_W_top_nm,W_top_nm,width_delta_vs_candidate_nm,width_context,weighted_event_rows,leading_mass_window_context,leading_peak_contribution_window_context,leading_snr_contribution_window_context,mean_weighted_peak_contribution,mean_weighted_local_snr_contribution,mean_weighted_selected_annulus_fraction
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-404_W500_D1200-comsol_residence_fraction-W627,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,404/W500/D1200,comsol_residence_fraction,404/W607/D1200,500,607,627,20,above_current_candidate_width,39,0p4_0p7,0p4_0p7,0p4_0p7,122.96395485498336,221581.10685115773,0.11357405364071432
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-404_W500_D1200-uniform_edge_mass-W627,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,404/W500/D1200,uniform_edge_mass,404/W607/D1200,500,607,627,20,above_current_candidate_width,39,0p5_0p8,0p6_0p9,0p6_0p9,128.70285663605077,233813.26958334344,0.12051282051282053
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-404_W500_D1200-comsol_outlet_flux_fraction-W647,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,404/W500/D1200,comsol_outlet_flux_fraction,404/W607/D1200,500,607,647,40,above_current_candidate_width,39,0p4_0p7,0p4_0p7,0p4_0p7,84.83889776531987,156511.13795627007,0.07326680960356353
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-404_W500_D1200-comsol_residence_fraction-W647,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,404/W500/D1200,comsol_residence_fraction,404/W607/D1200,500,607,647,40,above_current_candidate_width,39,0p4_0p7,0p4_0p7,0p4_0p7,124.25895480671193,228931.11544183982,0.10936899044247712
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-404_W500_D1200-uniform_edge_mass-W647,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,404/W500/D1200,uniform_edge_mass,404/W607/D1200,500,607,647,40,above_current_candidate_width,39,0p5_0p8,0p5_0p8,0p4_0p7,130.0569145097975,239283.79757088967,0.1185897435897436
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-404_W500_D900-comsol_outlet_flux_fraction-W540,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,404/W500/D900,comsol_outlet_flux_fraction,404/W580/D900,500,580,540,-40,below_current_candidate_width,26,0p5_0p8,0p5_0p8,0p5_0p8,61.33634626922685,115263.66549857141,0.060626385726146925
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-404_W500_D900-comsol_residence_fraction-W540,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,404/W500/D900,comsol_residence_fraction,404/W580/D900,500,580,540,-40,below_current_candidate_width,26,0p5_0p8,0p5_0p8,0p5_0p8,103.05874274438696,193724.64915503468,0.10097640023325957
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-404_W500_D900-uniform_edge_mass-W540,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,404/W500/D900,uniform_edge_mass,404/W580/D900,500,580,540,-40,below_current_candidate_width,26,0p5_0p8,0p6_0p9,0p6_0p9,120.82386589452773,227325.50597884855,0.1182692307692308
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-404_W500_D900-comsol_outlet_flux_fraction-W560,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,404/W500/D900,comsol_outlet_flux_fraction,404/W580/D900,500,580,560,-20,below_current_candidate_width,26,0p5_0p8,0p5_0p8,0p5_0p8,62.303322576382385,119581.16274110242,0.065414380109964
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-404_W500_D900-comsol_residence_fraction-W560,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,404/W500/D900,comsol_residence_fraction,404/W580/D900,500,580,560,-20,below_current_candidate_width,26,0p5_0p8,0p5_0p8,0p5_0p8,104.68164066436553,200468.0025126452,0.10928279314711038
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-404_W500_D900-uniform_edge_mass-W560,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,404/W500/D900,uniform_edge_mass,404/W580/D900,500,580,560,-20,below_current_candidate_width,26,0p5_0p8,0p5_0p8,0p5_0p8,122.71652950283831,233792.2909634589,0.1288461538461539
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-404_W500_D900-comsol_outlet_flux_fraction-W580,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,404/W500/D900,comsol_outlet_flux_fraction,404/W580/D900,500,580,580,0,current_candidate_envelope_width,26,0p5_0p8,0p5_0p8,0p5_0p8,63.18391972849713,122404.85285715087,0.06817449464743933
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-404_W500_D900-comsol_residence_fraction-W580,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,404/W500/D900,comsol_residence_fraction,404/W580/D900,500,580,580,0,current_candidate_envelope_width,26,0p5_0p8,0p5_0p8,0p5_0p8,106.16724138428313,206161.52179078263,0.11278120635411248
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-404_W500_D900-uniform_edge_mass-W580,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,404/W500/D900,uniform_edge_mass,404/W580/D900,500,580,580,0,current_candidate_envelope_width,26,0p5_0p8,0p6_0p9,0p6_0p9,124.47109633255388,243198.34544813563,0.1307692307692308
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-404_W500_D900-comsol_outlet_flux_fraction-W600,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,404/W500/D900,comsol_outlet_flux_fraction,404/W580/D900,500,580,600,20,above_current_candidate_width,26,0p5_0p8,0p5_0p8,0p5_0p8,63.932295341348095,120123.85483120728,0.06818138694122972
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-404_W500_D900-comsol_residence_fraction-W600,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,404/W500/D900,comsol_residence_fraction,404/W580/D900,500,580,600,20,above_current_candidate_width,26,0p5_0p8,0p5_0p8,0p5_0p8,107.42577516351935,202104.97062084562,0.11345846993132296
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-404_W500_D900-uniform_edge_mass-W600,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,404/W500/D900,uniform_edge_mass,404/W580/D900,500,580,600,20,above_current_candidate_width,26,0p5_0p8,0p6_0p9,0p6_0p9,125.94477890368552,237675.69144391987,0.13269230769230772
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-404_W500_D900-comsol_outlet_flux_fraction-W620,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,404/W500/D900,comsol_outlet_flux_fraction,404/W580/D900,500,580,620,40,above_current_candidate_width,26,0p5_0p8,0p5_0p8,0p5_0p8,64.67112653216431,120662.82292501716,0.06862591565251558
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-404_W500_D900-comsol_residence_fraction-W620,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,404/W500/D900,comsol_residence_fraction,404/W580/D900,500,580,620,40,above_current_candidate_width,26,0p5_0p8,0p5_0p8,0p5_0p8,108.66741483684363,203438.93775420415,0.11471438875881812
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-404_W500_D900-uniform_edge_mass-W620,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,404/W500/D900,uniform_edge_mass,404/W580/D900,500,580,620,40,above_current_candidate_width,26,0p5_0p8,0p5_0p8,0p6_0p9,127.39899024816577,240639.40820653478,0.13461538461538464
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-404_W600_D900-comsol_outlet_flux_fraction-W640,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,404/W600/D900,comsol_outlet_flux_fraction,404/W680/D900,600,680,640,-40,below_current_candidate_width,39,0p4_0p7,0p4_0p7,0p4_0p7,83.93305465649593,160619.0577148935,0.07602734166231388
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-404_W600_D900-comsol_residence_fraction-W640,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,404/W600/D900,comsol_residence_fraction,404/W680/D900,600,680,640,-40,below_current_candidate_width,39,0p4_0p7,0p4_0p7,0p4_0p7,122.92687161443519,235736.1734359671,0.11057216550677935
sidewall_monotonic_width_policy_v1,TRAJ-608_candidate_width_sweep-404_W600_D900-uniform_edge_mass-W640,"summarize sidewall-induced top-width, annulus, and response-surface context after executed 608-610 width sweeps","route winner, scalar route score, exact P(x,u) probability claim, final yield, final detection probability, wet experimental claim, q_ch weighting, true W_eff, or production runtime ingestion",monotonic_width_policy_context_not_route_selection,True,True,True,True,True,True,True,True,False,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,608_candidate_width_sweep,404/W600/D900,uniform_edge_mass,404/W680/D900,600,680,640,-40,below_current_candidate_width,39,0p5_0p8,0p4_0p7,0p6_0p9,128.65662585605617,247604.4456829947,0.11602564102564104
