joint_field_id,canonical_field,nodi_original_field,comsol_original_field,comsol_duplicate_count,nodi_present,comsol_present,nodi_hash_source,comsol_hash_source,lockstep_status,allowed_drift,blocked_drift,freeze_impact,runtime_schema,evidence_acceptance,authorization
G8B-JOINT-FIELD-0012,authorization_flags_false,authorization_flags_false,authorization_flags_false,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0013,authorized,authorized,authorized,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0014,auto_map_authorized,auto_map_authorized,auto_map_authorized,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0015,bin_basis,bin_basis,bin_basis,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0016,bin_coverage,bin_coverage,bin_coverage,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0017,bin_id,bin_id,bin_id,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0018,binding_blocker,binding_blocker,binding_blocker,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0019,binding_fail_closed,binding_fail_closed,binding_fail_closed,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0020,binding_repair_row_id,binding_repair_row_id,binding_repair_row_id,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0021,binding_template_row_id,binding_template_row_id,binding_template_row_id,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0022,blocked_class,blocked_class,blocked_class,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0023,blocked_until,blocked_until,blocked_until,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0024,blocked_use,blocked_use,blocked_use,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0025,blocker_id,blocker_id,blocker_id,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0026,blocker_if_any,blocker_if_any,blocker_if_any,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0027,blocker_preserved,blocker_preserved,blocker_preserved,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0028,blocker_reason,blocker_reason,blocker_reason,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0029,blocker_type,blocker_type,blocker_type,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0030,can_be_done_without_new_comsol_solve,can_be_done_without_new_comsol_solve,can_be_done_without_new_comsol_solve,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0031,can_close_reason,can_close_reason,can_close_reason,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0032,can_close_work_order,can_close_work_order,can_close_work_order,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0033,can_fix_without_new_comsol_solve,can_fix_without_new_comsol_solve,can_fix_without_new_comsol_solve,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0034,can_repair_without_new_solve,can_repair_without_new_solve,can_repair_without_new_solve,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0035,candidate_claim,candidate_claim,candidate_claim,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0036,candidate_edge20_bins_covered,candidate_edge20_bins_covered,candidate_edge20_bins_covered,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0037,candidate_export_row_id,candidate_export_row_id,candidate_export_row_id,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0038,candidate_prs_edge20_end_1based,candidate_prs_edge20_end_1based,candidate_prs_edge20_end_1based,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0039,candidate_prs_edge20_ids,candidate_prs_edge20_ids,candidate_prs_edge20_ids,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0040,candidate_prs_edge20_start_1based,candidate_prs_edge20_start_1based,candidate_prs_edge20_start_1based,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0041,candidate_route_family,candidate_route_family,candidate_route_family,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0042,candidate_status,candidate_status,candidate_status,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0043,carry_forward_status,carry_forward_status,carry_forward_status,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0044,case_id,case_id,case_id,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0045,check_definition,check_definition,check_definition,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0046,check_name,check_name,check_name,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0047,checks,checks,checks,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0048,chi_selected_authorized,chi_selected_authorized,chi_selected_authorized,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0049,claim_boundary,claim_boundary,claim_boundary,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0050,claim_promotion_authorized_now,claim_promotion_authorized_now,claim_promotion_authorized_now,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0051,columns,columns,columns,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0052,comsol_artifact_id,comsol_artifact_id,comsol_artifact_id,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0053,comsol_artifact_path,comsol_artifact_path,comsol_artifact_path,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0054,comsol_evidence_or_gap,comsol_evidence_or_gap,comsol_evidence_or_gap,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0055,comsol_gate2g_status,comsol_gate2g_status,comsol_gate2g_status,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0056,comsol_gate_id,comsol_gate_id,comsol_gate_id,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0057,comsol_status,comsol_status,comsol_status,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0058,conservativeness_check_required,conservativeness_check_required,conservativeness_check_required,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0059,conservativeness_metric,conservativeness_metric,conservativeness_metric,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0060,conservativeness_rule,conservativeness_rule,conservativeness_rule,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0061,conservativeness_status,conservativeness_status,conservativeness_status,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0062,consumer_candidate,consumer_candidate,consumer_candidate,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0063,coverage_complete,coverage_complete,coverage_complete,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0064,coverage_contiguous,coverage_contiguous,coverage_contiguous,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0065,coverage_nonoverlap_claim_scope,coverage_nonoverlap_claim_scope,coverage_nonoverlap_claim_scope,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0066,current_blocker,current_blocker,current_blocker,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0067,current_source,current_source,current_source,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0068,current_status,current_status,current_status,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0069,current_support_status,current_support_status,current_support_status,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0070,d_nm,d_nm,D_nm,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0071,decision_row_id,decision_row_id,decision_row_id,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0072,depth_coverage,depth_coverage,depth_coverage,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0073,depth_family,depth_family,depth_family,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0074,depth_or_channel_family,depth_or_channel_family,depth_or_channel_family,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0075,depth_um,depth_um,depth_um,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0076,derived_artifact,derived_artifact,derived_artifact,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0077,description,description,description,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0078,diagnostic_check_id,diagnostic_check_id,diagnostic_check_id,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0079,diameter_binding_status,diameter_binding_status,diameter_binding_status,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
G8B-JOINT-FIELD-0080,diameter_coverage,diameter_coverage,diameter_coverage,1,true,true,NODI_GATE7B_RC51_FREEZE_LOCKFILE,COMSOL_GATE7B_RC51_FREEZE_LOCKFILE,LOCKSTEP_MATCH_OR_ALIAS,alias/path/header drift only,semantic change;authorization true;Gate2D row drift;state promotion,none,false,false,false
