manifest_id,artifact_path,row_count,sha256,allowed_use,blocked_use,not_evidence,no_auth
G9L-MANIFEST-0011,reports/joint_interface_20260629/NODI_COMSOL_GATE9F_REOPEN_PREREQUISITES_20260629.csv,2,6639e54944189ec682e091a13fffd12880aad294951db58be5a9be92cd708589,review-only freeze release decision package,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;accepted row expansion;direct PRS bin;grain-level ingestion,true,true
G9L-MANIFEST-0012,reports/joint_interface_20260629/NODI_COMSOL_GATE9G_JOINT_PROVENANCE_LEDGER_20260629.csv,8,37d33674cac54b22dd73e89e99765591dfcbea8616503369047eda4fd6c55809,review-only freeze release decision package,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;accepted row expansion;direct PRS bin;grain-level ingestion,true,true
G9L-MANIFEST-0013,reports/joint_interface_20260629/NODI_COMSOL_GATE9G_KNOWN_NON_POLICY_DELTAS_20260629.csv,3,ce41d9d984239da094b8f3e60d7bcaf0dbf0c28cbf2d56a313e8f3278d601e9c,review-only freeze release decision package,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;accepted row expansion;direct PRS bin;grain-level ingestion,true,true
G9L-MANIFEST-0014,reports/joint_interface_20260629/NODI_COMSOL_GATE9H_ANTI_CONFUSION_V2_20260629.csv,8,1622e6a15e4667c9ec4c575f478261db6bd27f8638476dbdb9c79ef2ec8a2e3f,review-only freeze release decision package,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;accepted row expansion;direct PRS bin;grain-level ingestion,true,true
G9L-MANIFEST-0015,reports/joint_interface_20260629/NODI_COMSOL_GATE9H_NO_AUTH_SWEEP_V2_20260629.csv,1,0147c51acab36756ce0f35e64461919a53c1d8c57287f7098cb73e1730eb8ce3,review-only freeze release decision package,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;accepted row expansion;direct PRS bin;grain-level ingestion,true,true
G9L-MANIFEST-0016,reports/joint_interface_20260629/NODI_COMSOL_GATE9I_EXECUTIVE_PACKET_SUPPORT_20260629.csv,5,ba630ba21a263f43503614cdb3031dba9e1262fb53a31c7b896acb1a04009554,review-only freeze release decision package,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;accepted row expansion;direct PRS bin;grain-level ingestion,true,true
G9L-MANIFEST-0017,reports/joint_interface_20260629/NODI_COMSOL_GATE9J_SELF_REVIEW_20260629.csv,12,1a0bddff57423f08c73e899d84a3e70ca8681f909d6ac3fe79b386b9396c7ffe,review-only freeze release decision package,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;accepted row expansion;direct PRS bin;grain-level ingestion,true,true
G9L-MANIFEST-0018,reports/joint_interface_20260629/NODI_COMSOL_GATE9J_VALIDATION_MATRIX_20260629.csv,12,544a65f352884207349578d9f0ae3fffd003b1fafc45caa1e02d8b6e6e44ff9b,review-only freeze release decision package,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;accepted row expansion;direct PRS bin;grain-level ingestion,true,true
G9L-MANIFEST-0019,reports/joint_interface_20260629/NODI_COMSOL_GATE9K_SAFE_DRY_RUN_PACKAGE_EXAMPLES_20260629.csv,5,d2c8e394b05516d5fd8a50e6e463475f81b08a6df24aa2594d5f480b9fa67ec9,review-only freeze release decision package,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;accepted row expansion;direct PRS bin;grain-level ingestion,true,true
G9L-MANIFEST-0020,reports/joint_interface_20260629/NODI_COMSOL_GATE9L_RELEASE_DECISION_PACKAGE_MANIFEST_20260629.csv,25,fdc41ff356221b3766a11a86db3131b5fd6476fae91b56ec8433db4710db18fe,review-only freeze release decision package,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;accepted row expansion;direct PRS bin;grain-level ingestion,true,true
G9L-MANIFEST-0021,reports/joint_interface_20260629/NODI_COMSOL_GATE9A_REPORT_20260629.json,NA,1152278419651d98c514538a45bea2f3bda553a6a09bddd311b67ca3c54c1d0b,review-only freeze release decision package,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;accepted row expansion;direct PRS bin;grain-level ingestion,true,true
G9L-MANIFEST-0022,reports/joint_interface_20260629/NODI_COMSOL_GATE9B_RELEASE_LOCKFILE_20260629.json,NA,c76ebba35b064338118eb58fb722eefad9cb6bdd385a7452fbf7fa08254147cb,review-only freeze release decision package,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;accepted row expansion;direct PRS bin;grain-level ingestion,true,true
G9L-MANIFEST-0023,reports/joint_interface_20260629/NODI_COMSOL_GATE9B_RELEASE_STATUS_20260629.json,NA,6e446090b9b13a15b0b6ef257e1c84f3b0f3fbc26cbb6adf4765a0ae481b320d,review-only freeze release decision package,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;accepted row expansion;direct PRS bin;grain-level ingestion,true,true
G9L-MANIFEST-0024,reports/joint_interface_20260629/NODI_COMSOL_GATE9B_REPORT_20260629.json,NA,e6f6b1ef6a463cd4f238a568e1f7d5bdda7aa5c7ce588c44cb774b7edc60fa44,review-only freeze release decision package,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;accepted row expansion;direct PRS bin;grain-level ingestion,true,true
G9L-MANIFEST-0025,reports/joint_interface_20260629/NODI_COMSOL_GATE9C_DECISION_STATUS_20260629.json,NA,b0761cef625a159b00bcaddaf19696156fe15e0de72ce840aa22e982252d80bc,review-only freeze release decision package,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;accepted row expansion;direct PRS bin;grain-level ingestion,true,true
G9L-MANIFEST-0026,reports/joint_interface_20260629/NODI_COMSOL_GATE9C_REPORT_20260629.json,NA,9eea2352612d93083b48bd2ada3406e1c7e73b77b3c4eeb731aba01b026c83c5,review-only freeze release decision package,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;accepted row expansion;direct PRS bin;grain-level ingestion,true,true
G9L-MANIFEST-0027,reports/joint_interface_20260629/NODI_COMSOL_GATE9D_EDGE_ESCROW_STATUS_20260629.json,NA,d94018e22ccf8ace6745e501a70b389755676bce0797390e5c36cf9e35dcd749,review-only freeze release decision package,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;accepted row expansion;direct PRS bin;grain-level ingestion,true,true
G9L-MANIFEST-0028,reports/joint_interface_20260629/NODI_COMSOL_GATE9D_REPORT_20260629.json,NA,f6d74a9184acaabccb6264972c2cc2357fe0f5e4639cd26e767b548d2ab850d5,review-only freeze release decision package,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;accepted row expansion;direct PRS bin;grain-level ingestion,true,true
G9L-MANIFEST-0029,reports/joint_interface_20260629/NODI_COMSOL_GATE9E_REPORT_20260629.json,NA,321a4d5d7ee69033896d39f8b20a9de2ceb051814eab5191a58f2fbc363ad57f,review-only freeze release decision package,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;accepted row expansion;direct PRS bin;grain-level ingestion,true,true
G9L-MANIFEST-0030,reports/joint_interface_20260629/NODI_COMSOL_GATE9E_STATE_MACHINE_20260629.json,NA,785f134e1d7aeeab9db1cfcd7670655e5098a82e1ca1316fa246423b4b497f85,review-only freeze release decision package,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;accepted row expansion;direct PRS bin;grain-level ingestion,true,true
G9L-MANIFEST-0031,reports/joint_interface_20260629/NODI_COMSOL_GATE9F_REPORT_20260629.json,NA,a3e14dd5251d1c6c89829be455ff61573c0f1ea38cd37724f469d904ab0fda94,review-only freeze release decision package,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;accepted row expansion;direct PRS bin;grain-level ingestion,true,true
G9L-MANIFEST-0032,reports/joint_interface_20260629/NODI_COMSOL_GATE9G_REPORT_20260629.json,NA,0e565f889e5795f4588e2876d80e912c14050c56907a89cb108465f50ab5f433,review-only freeze release decision package,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;accepted row expansion;direct PRS bin;grain-level ingestion,true,true
G9L-MANIFEST-0033,reports/joint_interface_20260629/NODI_COMSOL_GATE9H_REPORT_20260629.json,NA,8a97365f09e105290ccef1485f13cbb3b13ccab79541a128893b16fba5262730,review-only freeze release decision package,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;accepted row expansion;direct PRS bin;grain-level ingestion,true,true
G9L-MANIFEST-0034,reports/joint_interface_20260629/NODI_COMSOL_GATE9I_EXECUTIVE_PACKET_STATUS_20260629.json,NA,de0a61ef910f6d3cfb4035c048c90fe0754935ea092aaa2b97907939623d2542,review-only freeze release decision package,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;accepted row expansion;direct PRS bin;grain-level ingestion,true,true
G9L-MANIFEST-0035,reports/joint_interface_20260629/NODI_COMSOL_GATE9I_REPORT_20260629.json,NA,b1449644f11c7b4e0a7ac05d6d059469fb7dfd6252211749b4a8a0582df61664,review-only freeze release decision package,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;accepted row expansion;direct PRS bin;grain-level ingestion,true,true
G9L-MANIFEST-0036,reports/joint_interface_20260629/NODI_COMSOL_GATE9J_REPORT_20260629.json,NA,8520cc925c81f7099bbf3b0688e12b06de55249ee180c5f404c7486107c7f8b0,review-only freeze release decision package,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;accepted row expansion;direct PRS bin;grain-level ingestion,true,true
G9L-MANIFEST-0037,reports/joint_interface_20260629/NODI_COMSOL_GATE9K_REPORT_20260629.json,NA,781b97f7216291a1ba3ece374d238904773f1b4b928d1fd0195ba7682711568a,review-only freeze release decision package,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;accepted row expansion;direct PRS bin;grain-level ingestion,true,true
G9L-MANIFEST-0038,reports/joint_interface_20260629/NODI_COMSOL_GATE9L_REPORT_20260629.json,NA,78f4f9e5252cb6a2dfb0f9162ea391650c28d647ba9be7ebba617098d1874b60,review-only freeze release decision package,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;formula;accepted row expansion;direct PRS bin;grain-level ingestion,true,true
