result_id,fixture_id,fixture_family,expected_result,observed_result,match_status,unexpected_pass,forbidden_promotion,not_evidence
G12I-RESULT-0036,G12I-MUT-0036,qch_weighting_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0037,G12I-MUT-0037,yield_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0038,G12I-MUT-0038,winner_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0039,G12I-MUT-0039,detection_probability_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0040,G12I-MUT-0040,runtime_flag_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0041,G12I-MUT-0041,production_flag_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0042,G12I-MUT-0042,fixture_template_not_evidence_false,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0043,G12I-MUT-0043,comsol_template_field_alias,PASS_REVIEW_ONLY,PASS_REVIEW_ONLY,MATCH_EXPECTED,false,false,true
G12I-RESULT-0044,G12I-MUT-0044,binding_blocker_retained,PASS_REVIEW_ONLY,PASS_REVIEW_ONLY,MATCH_EXPECTED,false,false,true
G12I-RESULT-0045,G12I-MUT-0045,descriptor_without_sha,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0046,G12I-MUT-0046,descriptor_without_id,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0047,G12I-MUT-0047,wrong_depth_unit,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0048,G12I-MUT-0048,measured_geometry_claim,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0049,G12I-MUT-0049,positive_valid_descriptor_receipt,PASS_REVIEW_ONLY,PASS_REVIEW_ONLY,MATCH_EXPECTED,false,false,true
G12I-RESULT-0050,G12I-MUT-0050,positive_valid_addendum_release,PASS_REVIEW_ONLY,PASS_REVIEW_ONLY,MATCH_EXPECTED,false,false,true
G12I-RESULT-0051,G12I-MUT-0051,bad_hash,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0052,G12I-MUT-0052,bad_angle_convention,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0053,G12I-MUT-0053,bad_bottom_width,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0054,G12I-MUT-0054,micro_as_nano_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0055,G12I-MUT-0055,unbound_promotion,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0056,G12I-MUT-0056,eas_solver_claim_mismatch,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0057,G12I-MUT-0057,prs_blocked_bin_numeric_response,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0058,G12I-MUT-0058,route_score_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0059,G12I-MUT-0059,jrc_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0060,G12I-MUT-0060,qch_weighting_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0061,G12I-MUT-0061,yield_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0062,G12I-MUT-0062,winner_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0063,G12I-MUT-0063,detection_probability_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0064,G12I-MUT-0064,runtime_flag_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0065,G12I-MUT-0065,production_flag_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0066,G12I-MUT-0066,fixture_template_not_evidence_false,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0067,G12I-MUT-0067,comsol_template_field_alias,PASS_REVIEW_ONLY,PASS_REVIEW_ONLY,MATCH_EXPECTED,false,false,true
G12I-RESULT-0068,G12I-MUT-0068,binding_blocker_retained,PASS_REVIEW_ONLY,PASS_REVIEW_ONLY,MATCH_EXPECTED,false,false,true
G12I-RESULT-0069,G12I-MUT-0069,descriptor_without_sha,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0070,G12I-MUT-0070,descriptor_without_id,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0071,G12I-MUT-0071,wrong_depth_unit,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0072,G12I-MUT-0072,measured_geometry_claim,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0073,G12I-MUT-0073,positive_valid_descriptor_receipt,PASS_REVIEW_ONLY,PASS_REVIEW_ONLY,MATCH_EXPECTED,false,false,true
G12I-RESULT-0074,G12I-MUT-0074,positive_valid_addendum_release,PASS_REVIEW_ONLY,PASS_REVIEW_ONLY,MATCH_EXPECTED,false,false,true
G12I-RESULT-0075,G12I-MUT-0075,bad_hash,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0076,G12I-MUT-0076,bad_angle_convention,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0077,G12I-MUT-0077,bad_bottom_width,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0078,G12I-MUT-0078,micro_as_nano_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0079,G12I-MUT-0079,unbound_promotion,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0080,G12I-MUT-0080,eas_solver_claim_mismatch,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0081,G12I-MUT-0081,prs_blocked_bin_numeric_response,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0082,G12I-MUT-0082,route_score_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0083,G12I-MUT-0083,jrc_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0084,G12I-MUT-0084,qch_weighting_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0085,G12I-MUT-0085,yield_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0086,G12I-MUT-0086,winner_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0087,G12I-MUT-0087,detection_probability_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0088,G12I-MUT-0088,runtime_flag_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0089,G12I-MUT-0089,production_flag_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0090,G12I-MUT-0090,fixture_template_not_evidence_false,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0091,G12I-MUT-0091,comsol_template_field_alias,PASS_REVIEW_ONLY,PASS_REVIEW_ONLY,MATCH_EXPECTED,false,false,true
G12I-RESULT-0092,G12I-MUT-0092,binding_blocker_retained,PASS_REVIEW_ONLY,PASS_REVIEW_ONLY,MATCH_EXPECTED,false,false,true
G12I-RESULT-0093,G12I-MUT-0093,descriptor_without_sha,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0094,G12I-MUT-0094,descriptor_without_id,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0095,G12I-MUT-0095,wrong_depth_unit,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0096,G12I-MUT-0096,measured_geometry_claim,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0097,G12I-MUT-0097,positive_valid_descriptor_receipt,PASS_REVIEW_ONLY,PASS_REVIEW_ONLY,MATCH_EXPECTED,false,false,true
G12I-RESULT-0098,G12I-MUT-0098,positive_valid_addendum_release,PASS_REVIEW_ONLY,PASS_REVIEW_ONLY,MATCH_EXPECTED,false,false,true
G12I-RESULT-0099,G12I-MUT-0099,bad_hash,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0100,G12I-MUT-0100,bad_angle_convention,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0101,G12I-MUT-0101,bad_bottom_width,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0102,G12I-MUT-0102,micro_as_nano_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0103,G12I-MUT-0103,unbound_promotion,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0104,G12I-MUT-0104,eas_solver_claim_mismatch,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0105,G12I-MUT-0105,prs_blocked_bin_numeric_response,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0106,G12I-MUT-0106,route_score_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0107,G12I-MUT-0107,jrc_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0108,G12I-MUT-0108,qch_weighting_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0109,G12I-MUT-0109,yield_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0110,G12I-MUT-0110,winner_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0111,G12I-MUT-0111,detection_probability_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0112,G12I-MUT-0112,runtime_flag_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0113,G12I-MUT-0113,production_flag_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0114,G12I-MUT-0114,fixture_template_not_evidence_false,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0115,G12I-MUT-0115,comsol_template_field_alias,PASS_REVIEW_ONLY,PASS_REVIEW_ONLY,MATCH_EXPECTED,false,false,true
G12I-RESULT-0116,G12I-MUT-0116,binding_blocker_retained,PASS_REVIEW_ONLY,PASS_REVIEW_ONLY,MATCH_EXPECTED,false,false,true
G12I-RESULT-0117,G12I-MUT-0117,descriptor_without_sha,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0118,G12I-MUT-0118,descriptor_without_id,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0119,G12I-MUT-0119,wrong_depth_unit,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0120,G12I-MUT-0120,measured_geometry_claim,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0121,G12I-MUT-0121,positive_valid_descriptor_receipt,PASS_REVIEW_ONLY,PASS_REVIEW_ONLY,MATCH_EXPECTED,false,false,true
G12I-RESULT-0122,G12I-MUT-0122,positive_valid_addendum_release,PASS_REVIEW_ONLY,PASS_REVIEW_ONLY,MATCH_EXPECTED,false,false,true
G12I-RESULT-0123,G12I-MUT-0123,bad_hash,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0124,G12I-MUT-0124,bad_angle_convention,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0125,G12I-MUT-0125,bad_bottom_width,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0126,G12I-MUT-0126,micro_as_nano_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0127,G12I-MUT-0127,unbound_promotion,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0128,G12I-MUT-0128,eas_solver_claim_mismatch,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0129,G12I-MUT-0129,prs_blocked_bin_numeric_response,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0130,G12I-MUT-0130,route_score_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0131,G12I-MUT-0131,jrc_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0132,G12I-MUT-0132,qch_weighting_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0133,G12I-MUT-0133,yield_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0134,G12I-MUT-0134,winner_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0135,G12I-MUT-0135,detection_probability_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0136,G12I-MUT-0136,runtime_flag_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0137,G12I-MUT-0137,production_flag_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0138,G12I-MUT-0138,fixture_template_not_evidence_false,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0139,G12I-MUT-0139,comsol_template_field_alias,PASS_REVIEW_ONLY,PASS_REVIEW_ONLY,MATCH_EXPECTED,false,false,true
G12I-RESULT-0140,G12I-MUT-0140,binding_blocker_retained,PASS_REVIEW_ONLY,PASS_REVIEW_ONLY,MATCH_EXPECTED,false,false,true
G12I-RESULT-0141,G12I-MUT-0141,descriptor_without_sha,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0142,G12I-MUT-0142,descriptor_without_id,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0143,G12I-MUT-0143,wrong_depth_unit,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0144,G12I-MUT-0144,measured_geometry_claim,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0145,G12I-MUT-0145,positive_valid_descriptor_receipt,PASS_REVIEW_ONLY,PASS_REVIEW_ONLY,MATCH_EXPECTED,false,false,true
G12I-RESULT-0146,G12I-MUT-0146,positive_valid_addendum_release,PASS_REVIEW_ONLY,PASS_REVIEW_ONLY,MATCH_EXPECTED,false,false,true
G12I-RESULT-0147,G12I-MUT-0147,bad_hash,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0148,G12I-MUT-0148,bad_angle_convention,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0149,G12I-MUT-0149,bad_bottom_width,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0150,G12I-MUT-0150,micro_as_nano_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0151,G12I-MUT-0151,unbound_promotion,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0152,G12I-MUT-0152,eas_solver_claim_mismatch,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0153,G12I-MUT-0153,prs_blocked_bin_numeric_response,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0154,G12I-MUT-0154,route_score_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0155,G12I-MUT-0155,jrc_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0156,G12I-MUT-0156,qch_weighting_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0157,G12I-MUT-0157,yield_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0158,G12I-MUT-0158,winner_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0159,G12I-MUT-0159,detection_probability_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0160,G12I-MUT-0160,runtime_flag_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0161,G12I-MUT-0161,production_flag_spoof,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0162,G12I-MUT-0162,fixture_template_not_evidence_false,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0163,G12I-MUT-0163,comsol_template_field_alias,PASS_REVIEW_ONLY,PASS_REVIEW_ONLY,MATCH_EXPECTED,false,false,true
G12I-RESULT-0164,G12I-MUT-0164,binding_blocker_retained,PASS_REVIEW_ONLY,PASS_REVIEW_ONLY,MATCH_EXPECTED,false,false,true
G12I-RESULT-0165,G12I-MUT-0165,descriptor_without_sha,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0166,G12I-MUT-0166,descriptor_without_id,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0167,G12I-MUT-0167,wrong_depth_unit,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0168,G12I-MUT-0168,measured_geometry_claim,FAIL_AS_EXPECTED,FAIL_AS_EXPECTED,MATCH_EXPECTED,false,false,true
G12I-RESULT-0169,G12I-MUT-0169,positive_valid_descriptor_receipt,PASS_REVIEW_ONLY,PASS_REVIEW_ONLY,MATCH_EXPECTED,false,false,true
G12I-RESULT-0170,G12I-MUT-0170,positive_valid_addendum_release,PASS_REVIEW_ONLY,PASS_REVIEW_ONLY,MATCH_EXPECTED,false,false,true
