convergence_id,field_name,comsol_rc5_field,normalized_field,owner,side,required_optional,policy_meaning,auth_impact,missing_reason,canonical_candidate,difference_class,semantic_conflict
G5C-RC5-0023,blocked_until,blocked_until,blocked_until,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,blocked_until,MATCH,false
G5C-RC5-0024,blocked_use,blocked_use,blocked_use,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,blocked_use,MATCH,false
G5C-RC5-0025,blocker_id,blocker_id,blocker_id,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,blocker_id,MATCH,false
G5C-RC5-0026,blocker_if_any,blocker_if_any,blocker_if_any,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,blocker_if_any,MATCH,false
G5C-RC5-0027,blocker_preserved,blocker_preserved,blocker_preserved,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,blocker_preserved,MATCH,false
G5C-RC5-0028,blocker_reason,blocker_reason,blocker_reason,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,blocker_reason,MATCH,false
G5C-RC5-0029,blocker_type,blocker_type,blocker_type,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,blocker_type,MATCH,false
G5C-RC5-0030,can_be_done_without_new_comsol_solve,can_be_done_without_new_comsol_solve,can_be_done_without_new_comsol_solve,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,can_be_done_without_new_comsol_solve,MATCH,false
G5C-RC5-0031,can_close_reason,can_close_reason,can_close_reason,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,can_close_reason,MATCH,false
G5C-RC5-0032,can_close_work_order,can_close_work_order,can_close_work_order,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,can_close_work_order,MATCH,false
G5C-RC5-0033,can_fix_without_new_comsol_solve,can_fix_without_new_comsol_solve,can_fix_without_new_comsol_solve,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,can_fix_without_new_comsol_solve,MATCH,false
G5C-RC5-0034,can_repair_without_new_solve,can_repair_without_new_solve,can_repair_without_new_solve,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,can_repair_without_new_solve,MATCH,false
G5C-RC5-0035,candidate_claim,candidate_claim,candidate_claim,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,candidate_claim,MATCH,false
G5C-RC5-0036,candidate_edge20_bins_covered,candidate_edge20_bins_covered,candidate_edge20_bins_covered,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,candidate_edge20_bins_covered,MATCH,false
G5C-RC5-0037,candidate_export_row_id,candidate_export_row_id,candidate_export_row_id,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,candidate_export_row_id,MATCH,false
G5C-RC5-0038,candidate_prs_edge20_end_1based,candidate_prs_edge20_end_1based,candidate_prs_edge20_end_1based,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,candidate_prs_edge20_end_1based,MATCH,false
G5C-RC5-0039,candidate_prs_edge20_ids,candidate_prs_edge20_ids,candidate_prs_edge20_ids,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,candidate_prs_edge20_ids,MATCH,false
G5C-RC5-0040,candidate_prs_edge20_start_1based,candidate_prs_edge20_start_1based,candidate_prs_edge20_start_1based,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,candidate_prs_edge20_start_1based,MATCH,false
G5C-RC5-0041,candidate_route_family,candidate_route_family,candidate_route_family,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,candidate_route_family,MATCH,false
G5C-RC5-0042,candidate_status,candidate_status,candidate_status,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,candidate_status,MATCH,false
G5C-RC5-0043,carry_forward_status,carry_forward_status,carry_forward_status,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,carry_forward_status,MATCH,false
G5C-RC5-0044,case_id,case_id,case_id,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,case_id,MATCH,false
G5C-RC5-0045,check_definition,check_definition,check_definition,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,check_definition,MATCH,false
G5C-RC5-0046,check_name,check_name,check_name,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,check_name,MATCH,false
G5C-RC5-0047,checks,checks,checks,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,checks,MATCH,false
G5C-RC5-0048,chi_selected_authorized,chi_selected_authorized,chi_selected_authorized,BOTH,bidirectional,forbidden_positive_authorization,no authorization; review-only contract field,none,present_both,chi_selected_authorized,MATCH,false
G5C-RC5-0049,claim_boundary,claim_boundary,claim_boundary,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,claim_boundary,MATCH,false
G5C-RC5-0050,claim_promotion_authorized_now,claim_promotion_authorized_now,claim_promotion_authorized_now,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,claim_promotion_authorized_now,MATCH,false
G5C-RC5-0051,columns,columns,columns,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,columns,MATCH,false
G5C-RC5-0052,comsol_artifact_id,comsol_artifact_id,comsol_artifact_id,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,comsol_artifact_id,MATCH,false
G5C-RC5-0053,comsol_artifact_path,comsol_artifact_path,comsol_artifact_path,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,comsol_artifact_path,MATCH,false
G5C-RC5-0054,comsol_evidence_or_gap,comsol_evidence_or_gap,comsol_evidence_or_gap,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,comsol_evidence_or_gap,MATCH,false
G5C-RC5-0055,comsol_gate2g_status,comsol_gate2g_status,comsol_gate2g_status,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,comsol_gate2g_status,MATCH,false
G5C-RC5-0056,comsol_gate_id,comsol_gate_id,comsol_gate_id,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,comsol_gate_id,MATCH,false
G5C-RC5-0057,comsol_status,comsol_status,comsol_status,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,comsol_status,MATCH,false
G5C-RC5-0058,conservativeness_check_required,conservativeness_check_required,conservativeness_check_required,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,conservativeness_check_required,MATCH,false
G5C-RC5-0059,conservativeness_metric,conservativeness_metric,conservativeness_metric,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,conservativeness_metric,MATCH,false
G5C-RC5-0060,conservativeness_rule,conservativeness_rule,conservativeness_rule,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,conservativeness_rule,MATCH,false
G5C-RC5-0061,conservativeness_status,conservativeness_status,conservativeness_status,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,conservativeness_status,MATCH,false
G5C-RC5-0062,consumer_candidate,consumer_candidate,consumer_candidate,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,consumer_candidate,MATCH,false
G5C-RC5-0063,coverage_complete,coverage_complete,coverage_complete,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,coverage_complete,MATCH,false
G5C-RC5-0064,coverage_contiguous,coverage_contiguous,coverage_contiguous,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,coverage_contiguous,MATCH,false
G5C-RC5-0065,coverage_nonoverlap_claim_scope,coverage_nonoverlap_claim_scope,coverage_nonoverlap_claim_scope,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,coverage_nonoverlap_claim_scope,MATCH,false
G5C-RC5-0066,current_blocker,current_blocker,current_blocker,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,current_blocker,MATCH,false
G5C-RC5-0067,current_source,current_source,current_source,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,current_source,MATCH,false
G5C-RC5-0068,current_status,current_status,current_status,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,current_status,MATCH,false
G5C-RC5-0069,current_support_status,current_support_status,current_support_status,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,current_support_status,MATCH,false
G5C-RC5-0070,D_nm,D_nm,d_nm,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,D_nm,MATCH,false
G5C-RC5-0071,decision_row_id,decision_row_id,decision_row_id,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,decision_row_id,MATCH,false
G5C-RC5-0072,depth_coverage,depth_coverage,depth_coverage,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,depth_coverage,MATCH,false
G5C-RC5-0073,depth_family,depth_family,depth_family,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,depth_family,MATCH,false
G5C-RC5-0074,depth_or_channel_family,depth_or_channel_family,depth_or_channel_family,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,depth_or_channel_family,MATCH,false
G5C-RC5-0075,depth_um,depth_um,depth_um,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,depth_um,MATCH,false
G5C-RC5-0076,derived_artifact,derived_artifact,derived_artifact,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,derived_artifact,MATCH,false
G5C-RC5-0077,description,description,description,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,description,MATCH,false
G5C-RC5-0078,diagnostic_check_id,diagnostic_check_id,diagnostic_check_id,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,diagnostic_check_id,MATCH,false
G5C-RC5-0079,diameter_binding_status,diameter_binding_status,diameter_binding_status,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,diameter_binding_status,MATCH,false
G5C-RC5-0080,diameter_coverage,diameter_coverage,diameter_coverage,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,diameter_coverage,MATCH,false
G5C-RC5-0081,diameter_nm,diameter_nm,diameter_nm,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,diameter_nm,MATCH,false
G5C-RC5-0082,direct_prs_bin_claim_authorized,direct_prs_bin_claim_authorized,direct_prs_bin_claim_authorized,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,direct_prs_bin_claim_authorized,MATCH,false
G5C-RC5-0083,direct_prs_bin_use_authorized,direct_prs_bin_use_authorized,direct_prs_bin_use_authorized,BOTH,bidirectional,forbidden_positive_authorization,no authorization; review-only contract field,none,present_both,direct_prs_bin_use_authorized,MATCH,false
G5C-RC5-0084,direct_prs_bin_use_authorized_default,direct_prs_bin_use_authorized_default,direct_prs_bin_use_authorized_default,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,direct_prs_bin_use_authorized_default,MATCH,false
G5C-RC5-0085,disposition,disposition,disposition,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,disposition,MATCH,false
G5C-RC5-0086,distribution_type_required,distribution_type_required,distribution_type_required,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,distribution_type_required,MATCH,false
G5C-RC5-0087,dossier_id,dossier_id,dossier_id,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,dossier_id,MATCH,false
G5C-RC5-0088,edge20_bin_count,edge20_bin_count,edge20_bin_count,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,edge20_bin_count,MATCH,false
G5C-RC5-0089,edge20_bin_id,edge20_bin_id,edge20_bin_id,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,edge20_bin_id,MATCH,false
G5C-RC5-0090,edge20_bins_covered,edge20_bins_covered,edge20_bins_covered,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,edge20_bins_covered,MATCH,false
G5C-RC5-0091,edge20_definition_hash,edge20_definition_hash,edge20_definition_hash,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,edge20_definition_hash,MATCH,false
G5C-RC5-0092,edge20_reference_units,edge20_reference_units,edge20_reference_units,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,edge20_reference_units,MATCH,false
G5C-RC5-0093,edge20_reference_value,edge20_reference_value,edge20_reference_value,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,edge20_reference_value,MATCH,false
G5C-RC5-0094,edge4_aggregate_value,edge4_aggregate_value,edge4_aggregate_value,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,edge4_aggregate_value,MATCH,false
G5C-RC5-0095,edge4_bin_label,edge4_bin_label,edge4_bin_label,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,edge4_bin_label,MATCH,false
G5C-RC5-0096,edge4_max,edge4_max,edge4_max,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,edge4_max,MATCH,false
G5C-RC5-0097,edge4_min,edge4_min,edge4_min,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,edge4_min,MATCH,false
G5C-RC5-0098,edge4_to_edge20_policy,edge4_to_edge20_policy,edge4_to_edge20_policy,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,edge4_to_edge20_policy,MATCH,false
G5C-RC5-0099,edge_bin_label,edge_bin_label,edge_bin_label,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,edge_bin_label,MATCH,false
G5C-RC5-0100,edge_deliverable_row_id,edge_deliverable_row_id,edge_deliverable_row_id,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,edge_deliverable_row_id,MATCH,false
G5C-RC5-0101,edge_norm_max,edge_norm_max,edge_norm_max,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,edge_norm_max,MATCH,false
G5C-RC5-0102,edge_norm_min,edge_norm_min,edge_norm_min,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,edge_norm_min,MATCH,false
G5C-RC5-0103,error_bound_lower,error_bound_lower,error_bound_lower,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,error_bound_lower,MATCH,false
G5C-RC5-0104,error_bound_upper,error_bound_upper,error_bound_upper,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,error_bound_upper,MATCH,false
G5C-RC5-0105,error_loss_semantics,error_loss_semantics,error_loss_semantics,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,error_loss_semantics,MATCH,false
G5C-RC5-0106,evidence_class,evidence_class,evidence_class,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,evidence_class,MATCH,false
G5C-RC5-0107,evidence_row_id,evidence_row_id,evidence_row_id,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,evidence_row_id,MATCH,false
G5C-RC5-0108,exact_claim_made_by_comsol,exact_claim_made_by_comsol,exact_claim_made_by_comsol,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,exact_claim_made_by_comsol,MATCH,false
G5C-RC5-0109,exact_nodi_prs_match_claim,exact_nodi_prs_match_claim,exact_nodi_prs_match_claim,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,exact_nodi_prs_match_claim,MATCH,false
G5C-RC5-0110,exact_prs_match_claim_by_comsol,exact_prs_match_claim_by_comsol,exact_prs_match_claim_by_comsol,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,exact_prs_match_claim_by_comsol,MATCH,false
G5C-RC5-0111,example_value_policy,example_value_policy,example_value_policy,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,example_value_policy,MATCH,false
G5C-RC5-0112,expected_base_edge_bins,expected_base_edge_bins,expected_base_edge_bins,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,expected_base_edge_bins,MATCH,false
G5C-RC5-0113,expected_events_per_base_bin_per_seed,expected_events_per_base_bin_per_seed,expected_events_per_base_bin_per_seed,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,expected_events_per_base_bin_per_seed,MATCH,false
G5C-RC5-0114,expected_nodi_disposition,,expected_nodi_disposition,NODI,receiver-only,optional_review_only,no authorization; review-only contract field,none,future_gate_or_adapter_required,expected_nodi_disposition,future-gate-only,false
G5C-RC5-0115,expected_result_enum,expected_result_enum,expected_result_enum,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,expected_result_enum,MATCH,false
G5C-RC5-0116,expected_rows_per_route_diameter_view,expected_rows_per_route_diameter_view,expected_rows_per_route_diameter_view,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,expected_rows_per_route_diameter_view,MATCH,false
G5C-RC5-0117,expected_special_aggregates,expected_special_aggregates,expected_special_aggregates,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,expected_special_aggregates,MATCH,false
G5C-RC5-0118,expected_xz_bins,expected_xz_bins,expected_xz_bins,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,expected_xz_bins,MATCH,false
G5C-RC5-0119,field_name,field_name,field_name,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,field_name,MATCH,false
G5C-RC5-0120,flow_split_units,flow_split_units,flow_split_units,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,flow_split_units,MATCH,false
G5C-RC5-0121,flow_split_value,flow_split_value,flow_split_value,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,flow_split_value,MATCH,false
G5C-RC5-0122,forbidden_auth_flag_state,,forbidden_auth_flag_state,NODI,receiver-only,optional_review_only,no authorization; review-only contract field,none,future_gate_or_adapter_required,forbidden_auth_flag_state,future-gate-only,false
G5C-RC5-0123,forbidden_interpretations,forbidden_interpretations,forbidden_interpretations,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,forbidden_interpretations,MATCH,false
G5C-RC5-0124,forbidden_repair,forbidden_repair,forbidden_repair,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,forbidden_repair,MATCH,false
G5C-RC5-0125,formal_qch_sidecar_present,formal_qch_sidecar_present,formal_qch_sidecar_present,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,formal_qch_sidecar_present,MATCH,false
G5C-RC5-0126,formula_exclusion_active,formula_exclusion_active,formula_exclusion_active,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,formula_exclusion_active,MATCH,false
G5C-RC5-0127,formula_use_authorized,formula_use_authorized,formula_use_authorized,BOTH,bidirectional,forbidden_positive_authorization,no authorization; review-only contract field,none,present_both,formula_use_authorized,MATCH,false
G5C-RC5-0128,formula_use_authorized_default,formula_use_authorized_default,formula_use_authorized_default,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,formula_use_authorized_default,MATCH,false
G5C-RC5-0129,future_authorization_required,future_authorization_required,future_authorization_required,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,future_authorization_required,MATCH,false
G5C-RC5-0130,gate2b_artifact_level_context_candidate,gate2b_artifact_level_context_candidate,gate2b_artifact_level_context_candidate,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,gate2b_artifact_level_context_candidate,MATCH,false
G5C-RC5-0131,gate2b_context_row_id,gate2b_context_row_id,gate2b_context_row_id,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,gate2b_context_row_id,MATCH,false
G5C-RC5-0132,gate2b_grain_level_context_ingestion_authorized,gate2b_grain_level_context_ingestion_authorized,gate2b_grain_level_context_ingestion_authorized,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,gate2b_grain_level_context_ingestion_authorized,MATCH,false
G5C-RC5-0133,gate2c_alignment_row_id,gate2c_alignment_row_id,gate2c_alignment_row_id,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,gate2c_alignment_row_id,MATCH,false
G5C-RC5-0134,gate2c_row_id,gate2c_row_id,gate2c_row_id,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,gate2c_row_id,MATCH,false
G5C-RC5-0135,gate2d_candidate_row_id,gate2d_candidate_row_id,gate2d_candidate_row_id,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,gate2d_candidate_row_id,MATCH,false
G5C-RC5-0136,gate2f_edge_evidence_id,gate2f_edge_evidence_id,gate2f_edge_evidence_id,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,gate2f_edge_evidence_id,MATCH,false
G5C-RC5-0137,gate2k_template_row_id,gate2k_template_row_id,gate2k_template_row_id,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,gate2k_template_row_id,MATCH,false
G5C-RC5-0138,generation_preparation_authorized_now,generation_preparation_authorized_now,generation_preparation_authorized_now,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,generation_preparation_authorized_now,MATCH,false
G5C-RC5-0139,grain_level_ingestion_authorized,grain_level_ingestion_authorized,grain_level_ingestion_authorized,BOTH,bidirectional,forbidden_positive_authorization,no authorization; review-only contract field,none,present_both,grain_level_ingestion_authorized,MATCH,false
G5C-RC5-0140,grain_level_ingestion_authorized_default,grain_level_ingestion_authorized_default,grain_level_ingestion_authorized_default,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,grain_level_ingestion_authorized_default,MATCH,false
G5C-RC5-0141,grain_level_ingestion_policy,grain_level_ingestion_policy,grain_level_ingestion_policy,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,grain_level_ingestion_policy,MATCH,false
G5C-RC5-0142,grouping_basis,grouping_basis,grouping_basis,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,grouping_basis,MATCH,false
G5C-RC5-0143,hash_stability_status,hash_stability_status,hash_stability_status,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,hash_stability_status,MATCH,false
G5C-RC5-0144,hook_id,hook_id,hook_id,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,hook_id,MATCH,false
G5C-RC5-0145,human_review_required,human_review_required,human_review_required,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,human_review_required,MATCH,false
G5C-RC5-0146,information_loss_description,information_loss_description,information_loss_description,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,information_loss_description,MATCH,false
G5C-RC5-0147,integration_surface_or_volume_definition,integration_surface_or_volume_definition,integration_surface_or_volume_definition,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,integration_surface_or_volume_definition,MATCH,false
G5C-RC5-0148,is_chi_selected,is_chi_selected,is_chi_selected,BOTH,bidirectional,forbidden_positive_authorization,no authorization; review-only contract field,none,present_both,is_chi_selected,MATCH,false
G5C-RC5-0149,is_formal_gate2_qch_sidecar,is_formal_gate2_qch_sidecar,is_formal_gate2_qch_sidecar,BOTH,bidirectional,forbidden_positive_authorization,no authorization; review-only contract field,none,present_both,is_formal_gate2_qch_sidecar,MATCH,false
G5C-RC5-0150,is_formal_policy_evidence,is_formal_policy_evidence,is_formal_policy_evidence,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,is_formal_policy_evidence,MATCH,false
G5C-RC5-0151,is_policy_result,is_policy_result,is_policy_result,BOTH,bidirectional,optional_review_only,no authorization; review-only contract field,none,present_both,is_policy_result,MATCH,false
