adapter_rule_id,source_field,target_field,source_value,normalization_type,safe_reason,forbidden_effect_checks,test_case_id,input_status,output_status_after_adapter,policy_change_allowed
G5D-COMSOL-RULE-0004,NODI_view_binding_status,NODI_view_binding_status,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-004,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0005,NODI_view_current,NODI_view_current,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-005,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0006,NODI_view_status,NODI_view_status,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-006,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0007,PRS_exact_match_claim,PRS_exact_match_claim,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-007,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0008,UNBOUND_reason_if_any,UNBOUND_reason_if_any,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-008,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0009,W_nominal_nm,W_nominal_nm,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-009,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0010,accepted_context_authorized,accepted_context_authorized,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-010,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0011,accepted_row_expansion_authorized,accepted_row_expansion_authorized,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-011,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0012,affected_rows,affected_rows,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-012,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0013,aggregation_error_bound_status,aggregation_error_bound_status,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-013,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0014,aggregation_rule,aggregation_rule,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-014,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0015,allowed_use,allowed_use,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-015,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0016,allowed_value_or_domain,allowed_value_or_domain,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-016,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0017,artifact_id,artifact_id,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-017,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0018,artifact_level_context_candidate,artifact_level_context_candidate,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-018,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0019,artifact_path,artifact_path,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-019,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0020,authorization_flags_false,authorization_flags_false,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-020,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0021,authorized,authorized,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-021,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0022,auto_map_authorized,auto_map_authorized,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-022,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0023,bin_basis,bin_basis,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-023,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0024,bin_coverage,bin_coverage,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-024,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0025,bin_id,bin_id,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-025,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0026,binding_blocker,binding_blocker,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-026,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0027,binding_fail_closed,binding_fail_closed,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-027,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0028,binding_repair_row_id,binding_repair_row_id,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-028,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0029,binding_template_row_id,binding_template_row_id,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-029,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0030,blocked_class,blocked_class,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-030,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0031,blocked_until,blocked_until,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-031,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0032,blocked_use,blocked_use,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-032,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0033,blocker_id,blocker_id,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-033,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0034,blocker_if_any,blocker_if_any,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-034,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0035,blocker_preserved,blocker_preserved,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-035,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0036,blocker_reason,blocker_reason,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-036,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0037,blocker_type,blocker_type,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-037,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0038,can_be_done_without_new_comsol_solve,can_be_done_without_new_comsol_solve,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-038,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0039,can_close_reason,can_close_reason,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-039,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0040,can_close_work_order,can_close_work_order,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-040,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0041,can_fix_without_new_comsol_solve,can_fix_without_new_comsol_solve,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-041,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0042,can_repair_without_new_solve,can_repair_without_new_solve,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-042,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0043,candidate_claim,candidate_claim,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-043,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0044,candidate_edge20_bins_covered,candidate_edge20_bins_covered,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-044,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0045,candidate_export_row_id,candidate_export_row_id,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-045,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0046,candidate_prs_edge20_end_1based,candidate_prs_edge20_end_1based,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-046,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0047,candidate_prs_edge20_ids,candidate_prs_edge20_ids,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-047,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0048,candidate_prs_edge20_start_1based,candidate_prs_edge20_start_1based,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-048,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0049,candidate_route_family,candidate_route_family,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-049,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0050,candidate_status,candidate_status,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-050,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0051,carry_forward_status,carry_forward_status,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-051,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0052,case_id,case_id,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-052,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0053,check_definition,check_definition,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-053,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0054,check_name,check_name,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-054,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0055,checks,checks,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-055,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0056,chi_selected_authorized,chi_selected_authorized,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-056,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0057,claim_boundary,claim_boundary,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-057,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0058,claim_promotion_authorized_now,claim_promotion_authorized_now,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-058,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0059,columns,columns,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-059,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0060,comsol_artifact_id,comsol_artifact_id,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-060,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0061,full_chip/dwg_analysis/gate2_nodi_interface_contract_lib_v2_20260628.py,full_chip/dwg_analysis/gate2_nodi_interface_contract_lib_v2_20260628.py,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-061,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0062,full_chip/dwg_analysis/build_gate2y_to_gate2ae_deep_dossier_audit_20260628.py,full_chip/dwg_analysis/build_gate2y_to_gate2ae_deep_dossier_audit_20260628.py,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-062,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0063,full_chip/dwg_analysis/validate_gate2y_to_gate2ae_deep_dossier_audit_20260628.py,full_chip/dwg_analysis/validate_gate2y_to_gate2ae_deep_dossier_audit_20260628.py,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-063,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0064,roadmap/COMSOL_GATE2Y_EXPANDED_CANDIDATE_FINGERPRINT_INDEX_20260628.csv,roadmap/COMSOL_GATE2Y_EXPANDED_CANDIDATE_FINGERPRINT_INDEX_20260628.csv,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-064,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
G5D-COMSOL-RULE-0065,roadmap/COMSOL_GATE2Y_NODI_COMSOL_CENSUS_RECONCILIATION_20260628.csv,roadmap/COMSOL_GATE2Y_NODI_COMSOL_CENSUS_RECONCILIATION_20260628.csv,,field_or_label_normalization,normalize naming/path only; no semantic promotion,cannot promote PREAUTH/REJECT/HARD_FAIL; cannot authorize evidence,COMSOL-G4B-RULE-065,MATCH,MATCH_OR_ADAPTER_GAP_CLOSED,false
