receipt_id,artifact_path,expected_sha256,actual_sha256,row_count,receipt_status,allowed_use,blocked_use
G4A-MANIFEST-0011,roadmap/COMSOL_GATE3B_QCH_MANIFEST_ONLY_PACKAGE_SPEC_20260629.csv,c64b3a86e74e1d9a8e8e6281a114b276493ee48f6b39ca2bbafb0583d135cbc5,c64b3a86e74e1d9a8e8e6281a114b276493ee48f6b39ca2bbafb0583d135cbc5,10,MATCH,producer package receipt only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;JRC;winner;yield;detection_probability;production;runtime
G4A-MANIFEST-0012,roadmap/COMSOL_GATE3B_BINDING_MANIFEST_ONLY_PACKAGE_SPEC_20260629.csv,c00dd462fb7e668192289025f4aac76ce56651778b5c88e2e72ebcc73757c238,c00dd462fb7e668192289025f4aac76ce56651778b5c88e2e72ebcc73757c238,10,MATCH,producer package receipt only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;JRC;winner;yield;detection_probability;production;runtime
G4A-MANIFEST-0013,roadmap/COMSOL_GATE3B_REVIEW_ONLY_REFERENCE_PACKAGE_SPEC_20260629.csv,edeae9d8665b39d4adf15b4949b72ecc36646806e0d0292b9a7895385882a107,edeae9d8665b39d4adf15b4949b72ecc36646806e0d0292b9a7895385882a107,3,MATCH,producer package receipt only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;JRC;winner;yield;detection_probability;production;runtime
G4A-MANIFEST-0014,roadmap/COMSOL_GATE3C_NO_RUN_EXECUTION_READINESS_PACKET_20260629.md,f4d8bda2d86eb4b00f463cd43d48e34e8d8671aaf2c9bdd0077952feaed06054,f4d8bda2d86eb4b00f463cd43d48e34e8d8671aaf2c9bdd0077952feaed06054,NA,MATCH,producer package receipt only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;JRC;winner;yield;detection_probability;production;runtime
G4A-MANIFEST-0015,roadmap/COMSOL_GATE3C_DEPENDENCY_GRAPH_NODES_20260629.csv,2324af93a3ea78120fb1dcea805496c3770fe0a7695eedc71ff4c693d60f4cfa,2324af93a3ea78120fb1dcea805496c3770fe0a7695eedc71ff4c693d60f4cfa,160,MATCH,producer package receipt only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;JRC;winner;yield;detection_probability;production;runtime
G4A-MANIFEST-0016,roadmap/COMSOL_GATE3C_DEPENDENCY_GRAPH_EDGES_20260629.csv,703b5047202f88f584dfb13f6c2bd15b50e40f8aa1d56b06fc36e989f88dc3d6,703b5047202f88f584dfb13f6c2bd15b50e40f8aa1d56b06fc36e989f88dc3d6,220,MATCH,producer package receipt only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;JRC;winner;yield;detection_probability;production;runtime
G4A-MANIFEST-0017,roadmap/COMSOL_GATE3C_FUTURE_COMMAND_RECIPE_REGISTER_20260629.csv,bc7763eaed2adc83961a6cb6af5d1f3e1e1263fbd5b57c742bf6eeb69c2c6633,bc7763eaed2adc83961a6cb6af5d1f3e1e1263fbd5b57c742bf6eeb69c2c6633,6,MATCH,producer package receipt only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;JRC;winner;yield;detection_probability;production;runtime
G4A-MANIFEST-0018,roadmap/COMSOL_GATE3C_ABORT_CONDITION_REGISTER_20260629.csv,1636ea7d400c8ecfd5ef1ee59a3c15247bf134f356ee6700b4441c3f9f1e4056,1636ea7d400c8ecfd5ef1ee59a3c15247bf134f356ee6700b4441c3f9f1e4056,8,MATCH,producer package receipt only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;JRC;winner;yield;detection_probability;production;runtime
G4A-MANIFEST-0019,roadmap/COMSOL_GATE3C_INPUT_ACCESS_AND_RUNTIME_REQUIREMENT_REGISTER_20260629.csv,6344a87f96ef79293b755959fbc24ae9399b7744f5e9c936787ff39c8808c313,6344a87f96ef79293b755959fbc24ae9399b7744f5e9c936787ff39c8808c313,6,MATCH,producer package receipt only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;JRC;winner;yield;detection_probability;production;runtime
G4A-MANIFEST-0020,roadmap/COMSOL_GATE3D_WORK_ORDER_CRITICAL_PATH_PACKET_20260629.md,6ff1d19427d74be228867810d54f1575bf43a8c5119d58a151c6c4f35d4380dc,6ff1d19427d74be228867810d54f1575bf43a8c5119d58a151c6c4f35d4380dc,NA,MATCH,producer package receipt only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;JRC;winner;yield;detection_probability;production;runtime
G4A-MANIFEST-0021,roadmap/COMSOL_GATE3D_EDGE_CRITICAL_PATH_WORK_ORDERS_20260629.csv,2de07b586a8f7ac8bdd6149789715360f5bb64b62e718c6ae36bce1033cfb40f,2de07b586a8f7ac8bdd6149789715360f5bb64b62e718c6ae36bce1033cfb40f,12,MATCH,producer package receipt only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;JRC;winner;yield;detection_probability;production;runtime
G4A-MANIFEST-0022,roadmap/COMSOL_GATE3D_QCH_CRITICAL_PATH_WORK_ORDERS_20260629.csv,d808f8e5d5d3f5bc79df7c074dd25e22bbd64c23dd8c35882785137b43f9c120,d808f8e5d5d3f5bc79df7c074dd25e22bbd64c23dd8c35882785137b43f9c120,10,MATCH,producer package receipt only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;JRC;winner;yield;detection_probability;production;runtime
G4A-MANIFEST-0023,roadmap/COMSOL_GATE3D_BINDING_CRITICAL_PATH_WORK_ORDERS_20260629.csv,867441f15039ea3e3c76e0cac6f904ef98d7d9400f84a84ed010118a76847283,867441f15039ea3e3c76e0cac6f904ef98d7d9400f84a84ed010118a76847283,10,MATCH,producer package receipt only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;JRC;winner;yield;detection_probability;production;runtime
G4A-MANIFEST-0024,roadmap/COMSOL_GATE3D_OTHER_REVIEW_ONLY_CRITICAL_PATH_20260629.csv,f7dc430f5278417677cda6a948b7fcbf58230882a312f12e1bad71a59d455ad5,f7dc430f5278417677cda6a948b7fcbf58230882a312f12e1bad71a59d455ad5,4,MATCH,producer package receipt only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;JRC;winner;yield;detection_probability;production;runtime
G4A-MANIFEST-0025,roadmap/COMSOL_GATE3D_GO_NO_GO_AND_AUTHORIZATION_REQUEST_MATRIX_20260629.csv,0404743e68305b7f4f41ebecca72b4d6349ee4d6bbb812349e334b5ee808ecb8,0404743e68305b7f4f41ebecca72b4d6349ee4d6bbb812349e334b5ee808ecb8,36,MATCH,producer package receipt only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;JRC;winner;yield;detection_probability;production;runtime
G4A-MANIFEST-0026,roadmap/COMSOL_GATE3E_NODI_RECEIVER_COMPATIBILITY_PROBE_PACKET_20260629.md,9e9f03b7ea39bf2b51e901c36bc0702c00fc3d40df6c2094056bfbc0c2005b78,9e9f03b7ea39bf2b51e901c36bc0702c00fc3d40df6c2094056bfbc0c2005b78,NA,MATCH,producer package receipt only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;JRC;winner;yield;detection_probability;production;runtime
G4A-MANIFEST-0027,roadmap/COMSOL_GATE3E_RECEIVER_PROBE_INDEX_20260629.csv,0f8f6609c58f5054c2c0f9ddef0681f20014fb45fb4a0f739942249055f36c9c,0f8f6609c58f5054c2c0f9ddef0681f20014fb45fb4a0f739942249055f36c9c,120,MATCH,producer package receipt only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;JRC;winner;yield;detection_probability;production;runtime
G4A-MANIFEST-0028,roadmap/COMSOL_GATE3E_EDGE_PROBE_ROWS_20260629.csv,c464fb4604ffe5f1fdced472c8bfe2e32a8c4d061acae8721369591747251c6b,c464fb4604ffe5f1fdced472c8bfe2e32a8c4d061acae8721369591747251c6b,40,MATCH,producer package receipt only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;JRC;winner;yield;detection_probability;production;runtime
G4A-MANIFEST-0029,roadmap/COMSOL_GATE3E_QCH_PROBE_ROWS_20260629.csv,7084db6f3b8d07f7fed1d0488d82605a1237464fc256eeab308f52cd6c195d12,7084db6f3b8d07f7fed1d0488d82605a1237464fc256eeab308f52cd6c195d12,40,MATCH,producer package receipt only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;JRC;winner;yield;detection_probability;production;runtime
G4A-MANIFEST-0030,roadmap/COMSOL_GATE3E_BINDING_PROBE_ROWS_20260629.csv,80bfac3185fe834ec3d046e8e144ccb6439601b70f232eecf6e77b151a76f058,80bfac3185fe834ec3d046e8e144ccb6439601b70f232eecf6e77b151a76f058,40,MATCH,producer package receipt only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;JRC;winner;yield;detection_probability;production;runtime
G4A-MANIFEST-0031,roadmap/COMSOL_GATE3E_NEGATIVE_FIXTURE_EXPECTATION_MATRIX_V3_20260629.csv,3a9c16a7ab6953962803e9f384c4fc8b6f9663ca101c713a24e80a99421f7db9,3a9c16a7ab6953962803e9f384c4fc8b6f9663ca101c713a24e80a99421f7db9,16,MATCH,producer package receipt only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;JRC;winner;yield;detection_probability;production;runtime
G4A-MANIFEST-0032,roadmap/COMSOL_GATE3E_EXPECTED_NODI_DISPOSITION_MAP_20260629.csv,af58df6cb63f05cdb380e36ce2ab088d0de91c5094fb00f7e01e7db546c6e103,af58df6cb63f05cdb380e36ce2ab088d0de91c5094fb00f7e01e7db546c6e103,5,MATCH,producer package receipt only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;JRC;winner;yield;detection_probability;production;runtime
G4A-MANIFEST-0033,roadmap/COMSOL_GATE3F_MUTATION_V3_FIXTURE_CATALOG_20260629.csv,574cb8a8b1c7a50b073663ef416b30bdda0ce53cd7e85f8e2957a094fb52932f,574cb8a8b1c7a50b073663ef416b30bdda0ce53cd7e85f8e2957a094fb52932f,760,MATCH,producer package receipt only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;JRC;winner;yield;detection_probability;production;runtime
G4A-MANIFEST-0034,roadmap/COMSOL_GATE3F_MUTATION_V3_VALIDATION_RESULTS_20260629.csv,a4c4d06aa166d2ebe136084f437809da0fbe421babba993c44a5f16fbc0909ec,a4c4d06aa166d2ebe136084f437809da0fbe421babba993c44a5f16fbc0909ec,760,MATCH,producer package receipt only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;JRC;winner;yield;detection_probability;production;runtime
G4A-MANIFEST-0035,roadmap/COMSOL_GATE3F_UNEXPECTED_PASS_REGISTER_20260629.csv,d1170584780976a816545ac5f251767be9a0393a981d78d5ffe18437e46673e8,d1170584780976a816545ac5f251767be9a0393a981d78d5ffe18437e46673e8,1,MATCH,producer package receipt only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;JRC;winner;yield;detection_probability;production;runtime
G4A-MANIFEST-0036,roadmap/COMSOL_GATE3F_NO_AUTH_STRESS_SCAN_20260629.csv,4fa5f4330e6a3b88ac19b8872f29e8a8cb16dbfc6da9a81f923600fd199c0605,4fa5f4330e6a3b88ac19b8872f29e8a8cb16dbfc6da9a81f923600fd199c0605,5,MATCH,producer package receipt only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;JRC;winner;yield;detection_probability;production;runtime
G4A-MANIFEST-0037,roadmap/COMSOL_GATE3F_STRESS_VALIDATION_PACKET_20260629.md,7c2149bbca03ee84b822169a4194a633172493990eceba8a87ee96049bc2306e,7c2149bbca03ee84b822169a4194a633172493990eceba8a87ee96049bc2306e,NA,MATCH,producer package receipt only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;JRC;winner;yield;detection_probability;production;runtime
G4A-MANIFEST-0038,roadmap/COMSOL_GATE3A_TO_GATE3F_PRODUCER_READINESS_VALIDATION_20260629.csv,bfc65837d59be79c32ae4a054991ee360cb9a7cf6045ce12a3feb5a284eceb49,9bf98d37548a26d81461e1d2da29444924ed38f43ca0c8d7646403d85b3710e1,14,ADAPTER_REQUIRED,producer package receipt only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;JRC;winner;yield;detection_probability;production;runtime
G4A-MANIFEST-0039,roadmap/COMSOL_GATE3A_TO_GATE3F_PRODUCER_READINESS_MANIFEST_20260629.csv,76c063f22687018f5f6259444ae0433afd305929eeccf3d9ec52acff512dd1c9,a1f521bf40a5bd316ea579fd3aec0d6154aafec99b0e40a6f45fb8ad5a846cf0,40,ADAPTER_REQUIRED,producer package receipt only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;JRC;winner;yield;detection_probability;production;runtime
G4A-MANIFEST-0040,roadmap/COMSOL_GATE3A_TO_GATE3F_PRODUCER_READINESS_MASTER_PACKET_20260629.md,9d6ed2f055e9a0edccd88b10a88130fe3271f22ae355d565741c8986112bed6c,7307c713da3ce2f9615af6b495165825d4fecfffc34fd4de28483108dd3f6131,NA,ADAPTER_REQUIRED,producer package receipt only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;JRC;winner;yield;detection_probability;production;runtime
