fixture_id,fixture_family,workstream,expected_result,not_evidence,authorization_flags_false,blocked_use,claim_boundary,positive_control
G11F-FIX-0018,negative_production_flag_true,NO_AUTH,FAIL_AS_EXPECTED,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,false
G11F-FIX-0019,negative_runtime_flag_true,NO_AUTH,FAIL_AS_EXPECTED,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,false
G11F-FIX-0020,negative_qch_spoof,NO_AUTH,FAIL_AS_EXPECTED,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,false
G11F-FIX-0021,negative_jrc_spoof,NO_AUTH,FAIL_AS_EXPECTED,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,false
G11F-FIX-0022,negative_winner_spoof,NO_AUTH,FAIL_AS_EXPECTED,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,false
G11F-FIX-0023,negative_yield_spoof,NO_AUTH,FAIL_AS_EXPECTED,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,false
G11F-FIX-0024,negative_detection_probability_spoof,NO_AUTH,FAIL_AS_EXPECTED,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,false
G11F-FIX-0025,positive_comsol_90_conversion,DESCRIPTOR,PASS_REVIEW_ONLY,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,true
G11F-FIX-0026,positive_comsol_85_conversion,DESCRIPTOR,PASS_REVIEW_ONLY,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,true
G11F-FIX-0027,positive_comsol_70_conversion,DESCRIPTOR,PASS_REVIEW_ONLY,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,true
G11F-FIX-0028,positive_bottom_width_formula,NO_AUTH,PASS_REVIEW_ONLY,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,true
G11F-FIX-0029,positive_valid_descriptor_receipt,DESCRIPTOR,PASS_REVIEW_ONLY,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,true
G11F-FIX-0030,positive_valid_eas_surrogate_row,EAS,PASS_CONTRACT_FIXTURE_ONLY,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,true
G11F-FIX-0031,positive_valid_eas_solver_required_row,EAS,PASS_CONTRACT_FIXTURE_ONLY,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,true
G11F-FIX-0032,positive_valid_prs_blocked_bin_without_numeric_response,PRS,PASS_CONTRACT_FIXTURE_ONLY,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,true
G11F-FIX-0033,negative_wrong_angle_convention,NO_AUTH,FAIL_AS_EXPECTED,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,false
G11F-FIX-0034,negative_bad_conversion,DESCRIPTOR,FAIL_AS_EXPECTED,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,false
G11F-FIX-0035,negative_bad_bottom_width,NO_AUTH,FAIL_AS_EXPECTED,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,false
G11F-FIX-0036,negative_missing_descriptor_hash,DESCRIPTOR,FAIL_AS_EXPECTED,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,false
G11F-FIX-0037,negative_source_grain_borrowing,NO_AUTH,FAIL_AS_EXPECTED,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,false
G11F-FIX-0038,negative_unbound_promoted,NO_AUTH,FAIL_AS_EXPECTED,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,false
G11F-FIX-0039,negative_prs_without_descriptor_binding,DESCRIPTOR,FAIL_AS_EXPECTED,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,false
G11F-FIX-0040,negative_eas_without_descriptor_binding,DESCRIPTOR,FAIL_AS_EXPECTED,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,false
G11F-FIX-0041,negative_eas_trigger_claim_mismatch,EAS,FAIL_AS_EXPECTED,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,false
G11F-FIX-0042,negative_production_flag_true,NO_AUTH,FAIL_AS_EXPECTED,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,false
G11F-FIX-0043,negative_runtime_flag_true,NO_AUTH,FAIL_AS_EXPECTED,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,false
G11F-FIX-0044,negative_qch_spoof,NO_AUTH,FAIL_AS_EXPECTED,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,false
G11F-FIX-0045,negative_jrc_spoof,NO_AUTH,FAIL_AS_EXPECTED,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,false
G11F-FIX-0046,negative_winner_spoof,NO_AUTH,FAIL_AS_EXPECTED,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,false
G11F-FIX-0047,negative_yield_spoof,NO_AUTH,FAIL_AS_EXPECTED,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,false
G11F-FIX-0048,negative_detection_probability_spoof,NO_AUTH,FAIL_AS_EXPECTED,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,false
G11F-FIX-0049,positive_comsol_90_conversion,DESCRIPTOR,PASS_REVIEW_ONLY,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,true
G11F-FIX-0050,positive_comsol_85_conversion,DESCRIPTOR,PASS_REVIEW_ONLY,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,true
G11F-FIX-0051,positive_comsol_70_conversion,DESCRIPTOR,PASS_REVIEW_ONLY,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,true
G11F-FIX-0052,positive_bottom_width_formula,NO_AUTH,PASS_REVIEW_ONLY,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,true
G11F-FIX-0053,positive_valid_descriptor_receipt,DESCRIPTOR,PASS_REVIEW_ONLY,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,true
G11F-FIX-0054,positive_valid_eas_surrogate_row,EAS,PASS_CONTRACT_FIXTURE_ONLY,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,true
G11F-FIX-0055,positive_valid_eas_solver_required_row,EAS,PASS_CONTRACT_FIXTURE_ONLY,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,true
G11F-FIX-0056,positive_valid_prs_blocked_bin_without_numeric_response,PRS,PASS_CONTRACT_FIXTURE_ONLY,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,true
G11F-FIX-0057,negative_wrong_angle_convention,NO_AUTH,FAIL_AS_EXPECTED,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,false
G11F-FIX-0058,negative_bad_conversion,DESCRIPTOR,FAIL_AS_EXPECTED,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,false
G11F-FIX-0059,negative_bad_bottom_width,NO_AUTH,FAIL_AS_EXPECTED,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,false
G11F-FIX-0060,negative_missing_descriptor_hash,DESCRIPTOR,FAIL_AS_EXPECTED,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,false
G11F-FIX-0061,negative_source_grain_borrowing,NO_AUTH,FAIL_AS_EXPECTED,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,false
G11F-FIX-0062,negative_unbound_promoted,NO_AUTH,FAIL_AS_EXPECTED,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,false
G11F-FIX-0063,negative_prs_without_descriptor_binding,DESCRIPTOR,FAIL_AS_EXPECTED,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,false
G11F-FIX-0064,negative_eas_without_descriptor_binding,DESCRIPTOR,FAIL_AS_EXPECTED,true,true,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,review_only_contract_fixture,false
