manifest_id,artifact_path,row_count,sha256,allowed_use,blocked_use,not_evidence,no_auth
G11-MANIFEST-0011,reports/joint_interface_20260629/NODI_COMSOL_GATE11_SIDEWALL_PRS_EAS_RECEIVER_CONTRACT_COVERAGE_20260629.csv,14,6f80fd8e648ea8d3226615e09a2a930ef57c19edbf5b9d00be0ae01d22d09169,review-only sidewall geometry descriptor receipt;RC5.1 addendum candidate;PRS/EAS contract fixture validation;quarantine/preflight,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G11-MANIFEST-0012,reports/joint_interface_20260629/NODI_COMSOL_GATE11_SIDEWALL_QUARANTINE_STATE_MACHINE_20260629.csv,6,d88ac41f0e4f054fc1eb32d8bfded3c5a7bacce7a6c7c2cd1c01db9871ff7acb,review-only sidewall geometry descriptor receipt;RC5.1 addendum candidate;PRS/EAS contract fixture validation;quarantine/preflight,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G11-MANIFEST-0013,reports/joint_interface_20260629/NODI_COMSOL_GATE11_SIDEWALL_QUARANTINE_STATE_MACHINE_20260629.json,NA,f6073127ed549afe5ce7942d594ecec7b4cbf10129f571bc9bb824ffd905391e,review-only sidewall geometry descriptor receipt;RC5.1 addendum candidate;PRS/EAS contract fixture validation;quarantine/preflight,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G11-MANIFEST-0014,reports/joint_interface_20260629/NODI_COMSOL_GATE11_SIDEWALL_FIXTURE_MUTATION_CATALOG_20260629.csv,360,32612fbdfa90b2ffb8f24c19d0180eb1d5782d952ae555dfcd688c3eaa3535f2,review-only sidewall geometry descriptor receipt;RC5.1 addendum candidate;PRS/EAS contract fixture validation;quarantine/preflight,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G11-MANIFEST-0015,reports/joint_interface_20260629/NODI_COMSOL_GATE11_SIDEWALL_MUTATION_RESULTS_20260629.csv,360,2e99aaef5bdb76378ee978bbb45aa78e87675ce6358998e8f8dbc62f789204b2,review-only sidewall geometry descriptor receipt;RC5.1 addendum candidate;PRS/EAS contract fixture validation;quarantine/preflight,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G11-MANIFEST-0016,reports/joint_interface_20260629/NODI_COMSOL_GATE11_SIDEWALL_UNEXPECTED_PASS_REGISTER_20260629.csv,1,b8e3120c0b85f591718b6542cb90666bccb714846571af43b5906d0bf7fb11f4,review-only sidewall geometry descriptor receipt;RC5.1 addendum candidate;PRS/EAS contract fixture validation;quarantine/preflight,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G11-MANIFEST-0017,reports/joint_interface_20260629/NODI_COMSOL_GATE11_SIDEWALL_ROADMAP_IMPLEMENTATION_STATUS_20260629.csv,4,e6f58629d465d5700df429bc4df287e69c8e6ec6ecdc8d90e4f5f502c58b2f3a,review-only sidewall geometry descriptor receipt;RC5.1 addendum candidate;PRS/EAS contract fixture validation;quarantine/preflight,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G11-MANIFEST-0018,reports/joint_interface_20260629/NODI_COMSOL_GATE11_SIDEWALL_CROSS_PROJECT_CONVERGENCE_MATRIX_20260629.csv,32,58354d2f014ed8c6a264e2b9c1e834058610594168fbfd56c056716342207055,review-only sidewall geometry descriptor receipt;RC5.1 addendum candidate;PRS/EAS contract fixture validation;quarantine/preflight,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G11-MANIFEST-0019,reports/joint_interface_20260629/NODI_COMSOL_GATE11_SIDEWALL_NO_AUTH_SWEEP_20260629.csv,8,768daa28b6f3ddbdca1d11caaeacab75ecdbd7bbae3bf2aa29986fa0dd47f59c,review-only sidewall geometry descriptor receipt;RC5.1 addendum candidate;PRS/EAS contract fixture validation;quarantine/preflight,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G11-MANIFEST-0020,reports/joint_interface_20260629/NODI_COMSOL_GATE11_SIDEWALL_USER_RECEIVER_BRIEF_SUPPORT_20260629.csv,4,d69784036c0999fbb4b2da46f481616a893a2bc238cfdba8058ef3a5c2d566a0,review-only sidewall geometry descriptor receipt;RC5.1 addendum candidate;PRS/EAS contract fixture validation;quarantine/preflight,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G11-MANIFEST-0021,reports/joint_interface_20260629/NODI_COMSOL_GATE11_SIDEWALL_SELF_REVIEW_20260629.csv,12,6e0144d047c7797aead812ca7966e41892d97d3a3e56a4faec979952449a1303,review-only sidewall geometry descriptor receipt;RC5.1 addendum candidate;PRS/EAS contract fixture validation;quarantine/preflight,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G11-MANIFEST-0022,reports/joint_interface_20260629/NODI_COMSOL_GATE11_SIDEWALL_REPORT_20260629.json,NA,2f469c40d1acb3d303f27cc1fd3dbf62747731287c129c5bdb5a335ab5d88698,review-only sidewall geometry descriptor receipt;RC5.1 addendum candidate;PRS/EAS contract fixture validation;quarantine/preflight,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G11-MANIFEST-0023,reports/300_NODI_COMSOL_GATE11A_WORKTREE_AND_HARDENING_INTAKE_20260629.md,NA,19dcf3368d2cf67bcf557d53a410aa4840cb5b60724a1ff929a75cdd5ab1e523,review-only sidewall geometry descriptor receipt;RC5.1 addendum candidate;PRS/EAS contract fixture validation;quarantine/preflight,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G11-MANIFEST-0024,reports/301_NODI_COMSOL_GATE11B_COMSOL_SIDEWALL_DESCRIPTOR_RECEIPT_20260629.md,NA,f61333d9b2a62e4bd7bc9f1955999915e654749dea432665a1f30b377ee96446,review-only sidewall geometry descriptor receipt;RC5.1 addendum candidate;PRS/EAS contract fixture validation;quarantine/preflight,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G11-MANIFEST-0025,reports/302_NODI_COMSOL_GATE11C_RC51_SIDEWALL_ADDENDUM_LOCK_CANDIDATE_20260629.md,NA,d2275897ecdc102ec21fcc7965130b3afcb8f96c9c1fc98122bb4ac96421cad8,review-only sidewall geometry descriptor receipt;RC5.1 addendum candidate;PRS/EAS contract fixture validation;quarantine/preflight,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G11-MANIFEST-0026,reports/303_NODI_COMSOL_GATE11D_PRS_EAS_SIDEWALL_CONTRACT_COVERAGE_20260629.md,NA,2f272ce55c9c5d62aff0751653c605bcaebac10fc97afb68a291059d72642274,review-only sidewall geometry descriptor receipt;RC5.1 addendum candidate;PRS/EAS contract fixture validation;quarantine/preflight,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G11-MANIFEST-0027,reports/304_NODI_COMSOL_GATE11E_SIDEWALL_QUARANTINE_STATE_MACHINE_20260629.md,NA,9851acb52c7eba6d477f1e8b7cfacb15907da80bc9f5cc61a1731bdfa9d05ceb,review-only sidewall geometry descriptor receipt;RC5.1 addendum candidate;PRS/EAS contract fixture validation;quarantine/preflight,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G11-MANIFEST-0028,reports/305_NODI_COMSOL_GATE11F_SIDEWALL_FIXTURE_MUTATION_SUITE_20260629.md,NA,29f9a621f91e9ac44196b29e7fc2398bc363ece7017a21cce3036597fc80b5c9,review-only sidewall geometry descriptor receipt;RC5.1 addendum candidate;PRS/EAS contract fixture validation;quarantine/preflight,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G11-MANIFEST-0029,reports/306_NODI_COMSOL_GATE11G_ROADMAP_IMPLEMENTATION_DELTA_20260629.md,NA,bc8e4de61fbc8f856a587d83871b4a62a07b56c3ba80c6de6806118f23c73624,review-only sidewall geometry descriptor receipt;RC5.1 addendum candidate;PRS/EAS contract fixture validation;quarantine/preflight,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G11-MANIFEST-0030,reports/307_NODI_COMSOL_GATE11H_CROSS_PROJECT_SIDEWALL_CONVERGENCE_20260629.md,NA,b409ed89dd662e85bc0114bf09a00c7fb874e877d3f51b943631ad01fa1f5d06,review-only sidewall geometry descriptor receipt;RC5.1 addendum candidate;PRS/EAS contract fixture validation;quarantine/preflight,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G11-MANIFEST-0031,reports/308_NODI_COMSOL_GATE11I_SIDEWALL_NO_AUTH_SWEEP_20260629.md,NA,311433523cfcb439ff266633da4622d104e1ee713682ce5e2d38c6fe072b263f,review-only sidewall geometry descriptor receipt;RC5.1 addendum candidate;PRS/EAS contract fixture validation;quarantine/preflight,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G11-MANIFEST-0032,reports/309_NODI_COMSOL_GATE11J_USER_FACING_RECEIVER_BRIEF_20260629.md,NA,a5d049b5009f388df05a405b7b02baf9c4d8ce50b55ba0e1aa22086be15e7ecb,review-only sidewall geometry descriptor receipt;RC5.1 addendum candidate;PRS/EAS contract fixture validation;quarantine/preflight,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G11-MANIFEST-0033,reports/310_NODI_COMSOL_GATE11K_REPORTS_SIDECARS_CODE_TESTS_20260629.md,NA,77ee5c19ef4743a323117e64fa107b11a570673d12bf5a5670fea9cb8ee9554f,review-only sidewall geometry descriptor receipt;RC5.1 addendum candidate;PRS/EAS contract fixture validation;quarantine/preflight,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G11-MANIFEST-0034,reports/311_NODI_COMSOL_GATE11L_VALIDATION_REGRESSION_20260629.md,NA,cac126e1cd81e46c11a9e7e3b06a593f54190aeabbdac9d1bb742bcca9fb93fe,review-only sidewall geometry descriptor receipt;RC5.1 addendum candidate;PRS/EAS contract fixture validation;quarantine/preflight,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
G11-MANIFEST-0035,reports/312_NODI_COMSOL_GATE11M_GIT_HANDOFF_20260629.md,NA,ad31a7dba4bcbfda00ac37855ea8e709b89bbf34bec1a0ec60ffbad43cc6d567,review-only sidewall geometry descriptor receipt;RC5.1 addendum candidate;PRS/EAS contract fixture validation;quarantine/preflight,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion,true,true
