taxonomy_delta_id,mutation_id,comsol_fields,nodi_mapping_status,policy_effect
G4F-TAX-0029,G3F-MUT-0029,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0030,G3F-MUT-0030,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0031,G3F-MUT-0031,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0032,G3F-MUT-0032,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0033,G3F-MUT-0033,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0034,G3F-MUT-0034,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0035,G3F-MUT-0035,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0036,G3F-MUT-0036,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0037,G3F-MUT-0037,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0038,G3F-MUT-0038,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0039,G3F-MUT-0039,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0040,G3F-MUT-0040,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0041,G3F-MUT-0041,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0042,G3F-MUT-0042,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0043,G3F-MUT-0043,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0044,G3F-MUT-0044,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0045,G3F-MUT-0045,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0046,G3F-MUT-0046,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0047,G3F-MUT-0047,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0048,G3F-MUT-0048,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0049,G3F-MUT-0049,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0050,G3F-MUT-0050,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0051,G3F-MUT-0051,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0052,G3F-MUT-0052,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0053,G3F-MUT-0053,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0054,G3F-MUT-0054,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0055,G3F-MUT-0055,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0056,G3F-MUT-0056,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0057,G3F-MUT-0057,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0058,G3F-MUT-0058,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0059,G3F-MUT-0059,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0060,G3F-MUT-0060,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0061,G3F-MUT-0061,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0062,G3F-MUT-0062,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0063,G3F-MUT-0063,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0064,G3F-MUT-0064,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0065,G3F-MUT-0065,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0066,G3F-MUT-0066,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0067,G3F-MUT-0067,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0068,G3F-MUT-0068,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0069,G3F-MUT-0069,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0070,G3F-MUT-0070,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0071,G3F-MUT-0071,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0072,G3F-MUT-0072,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0073,G3F-MUT-0073,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0074,G3F-MUT-0074,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0075,G3F-MUT-0075,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0076,G3F-MUT-0076,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0077,G3F-MUT-0077,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0078,G3F-MUT-0078,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0079,G3F-MUT-0079,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0080,G3F-MUT-0080,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0081,G3F-MUT-0081,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0082,G3F-MUT-0082,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0083,G3F-MUT-0083,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0084,G3F-MUT-0084,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0085,G3F-MUT-0085,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0086,G3F-MUT-0086,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0087,G3F-MUT-0087,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0088,G3F-MUT-0088,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0089,G3F-MUT-0089,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0090,G3F-MUT-0090,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0091,G3F-MUT-0091,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0092,G3F-MUT-0092,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0093,G3F-MUT-0093,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0094,G3F-MUT-0094,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0095,G3F-MUT-0095,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0096,G3F-MUT-0096,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0097,G3F-MUT-0097,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0098,G3F-MUT-0098,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0099,G3F-MUT-0099,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0100,G3F-MUT-0100,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0101,G3F-MUT-0101,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0102,G3F-MUT-0102,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0103,G3F-MUT-0103,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0104,G3F-MUT-0104,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0105,G3F-MUT-0105,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0106,G3F-MUT-0106,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0107,G3F-MUT-0107,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0108,G3F-MUT-0108,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0109,G3F-MUT-0109,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0110,G3F-MUT-0110,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0111,G3F-MUT-0111,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0112,G3F-MUT-0112,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0113,G3F-MUT-0113,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0114,G3F-MUT-0114,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0115,G3F-MUT-0115,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0116,G3F-MUT-0116,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0117,G3F-MUT-0117,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0118,G3F-MUT-0118,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0119,G3F-MUT-0119,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0120,G3F-MUT-0120,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0121,G3F-MUT-0121,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0122,G3F-MUT-0122,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0123,G3F-MUT-0123,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0124,G3F-MUT-0124,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0125,G3F-MUT-0125,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0126,G3F-MUT-0126,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0127,G3F-MUT-0127,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0128,G3F-MUT-0128,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0129,G3F-MUT-0129,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0130,G3F-MUT-0130,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0131,G3F-MUT-0131,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0132,G3F-MUT-0132,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0133,G3F-MUT-0133,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0134,G3F-MUT-0134,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0135,G3F-MUT-0135,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0136,G3F-MUT-0136,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0137,G3F-MUT-0137,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0138,G3F-MUT-0138,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0139,G3F-MUT-0139,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0140,G3F-MUT-0140,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0141,G3F-MUT-0141,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0142,G3F-MUT-0142,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0143,G3F-MUT-0143,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0144,G3F-MUT-0144,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0145,G3F-MUT-0145,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0146,G3F-MUT-0146,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0147,G3F-MUT-0147,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0148,G3F-MUT-0148,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0149,G3F-MUT-0149,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0150,G3F-MUT-0150,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0151,G3F-MUT-0151,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0152,G3F-MUT-0152,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0153,G3F-MUT-0153,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0154,G3F-MUT-0154,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0155,G3F-MUT-0155,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0156,G3F-MUT-0156,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0157,G3F-MUT-0157,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0158,G3F-MUT-0158,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0159,G3F-MUT-0159,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0160,G3F-MUT-0160,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0161,G3F-MUT-0161,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0162,G3F-MUT-0162,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0163,G3F-MUT-0163,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0164,G3F-MUT-0164,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0165,G3F-MUT-0165,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0166,G3F-MUT-0166,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0167,G3F-MUT-0167,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0168,G3F-MUT-0168,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0169,G3F-MUT-0169,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0170,G3F-MUT-0170,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0171,G3F-MUT-0171,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0172,G3F-MUT-0172,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0173,G3F-MUT-0173,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0174,G3F-MUT-0174,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0175,G3F-MUT-0175,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0176,G3F-MUT-0176,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0177,G3F-MUT-0177,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0178,G3F-MUT-0178,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0179,G3F-MUT-0179,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0180,G3F-MUT-0180,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0181,G3F-MUT-0181,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0182,G3F-MUT-0182,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0183,G3F-MUT-0183,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0184,G3F-MUT-0184,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0185,G3F-MUT-0185,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0186,G3F-MUT-0186,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0187,G3F-MUT-0187,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0188,G3F-MUT-0188,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0189,G3F-MUT-0189,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0190,G3F-MUT-0190,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0191,G3F-MUT-0191,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0192,G3F-MUT-0192,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0193,G3F-MUT-0193,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0194,G3F-MUT-0194,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0195,G3F-MUT-0195,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0196,G3F-MUT-0196,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0197,G3F-MUT-0197,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0198,G3F-MUT-0198,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0199,G3F-MUT-0199,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
G4F-TAX-0200,G3F-MUT-0200,mutation_type;mutation_family;mutated_field,MATCH_OR_ADAPTER_COMPATIBLE,none
