rc4_field_id,field_name,field_category,default_value,authorization_default,contract_status
G3E-RC4-FIELD-0041,can_fix_without_new_comsol_solve,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0042,can_repair_without_new_solve,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0043,candidate_claim,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0044,candidate_edge20_bins_covered,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0045,candidate_export_row_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0046,candidate_prs_edge20_end_1based,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0047,candidate_prs_edge20_ids,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0048,candidate_prs_edge20_start_1based,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0049,candidate_route_family,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0050,candidate_status,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0051,carry_forward_status,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0052,case_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0053,check_definition,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0054,check_name,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0055,checks,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0056,chi_selected_authorized,forbidden_positive_authorization,false,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0057,claim_boundary,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0058,claim_promotion_authorized_now,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0059,columns,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0060,comsol_artifact_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0061,comsol_artifact_path,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0062,comsol_evidence_or_gap,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0063,comsol_gate2g_status,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0064,comsol_gate_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0065,comsol_status,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0066,conservativeness_check_required,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0067,conservativeness_metric,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0068,conservativeness_rule,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0069,conservativeness_status,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0070,consumer_candidate,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0071,coverage_complete,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0072,coverage_contiguous,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0073,coverage_nonoverlap_claim_scope,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0074,current_blocker,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0075,current_source,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0076,current_status,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0077,current_support_status,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0078,decision_row_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0079,depth_coverage,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0080,depth_family,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0081,depth_or_channel_family,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0082,depth_um,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0083,derived_artifact,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0084,description,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0085,diagnostic_check_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0086,diameter_binding_status,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0087,diameter_coverage,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0088,diameter_nm,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0089,direct_prs_bin_claim_authorized,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0090,direct_prs_bin_use_authorized,forbidden_positive_authorization,false,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0091,direct_prs_bin_use_authorized_default,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0092,disposition,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0093,distribution_type_required,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0094,dossier_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0095,edge20_bin_count,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0096,edge20_bin_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0097,edge20_bins_covered,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0098,edge20_definition_hash,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0099,edge20_reference_units,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0100,edge20_reference_value,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0101,edge4_aggregate_value,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0102,edge4_bin_label,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0103,edge4_max,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0104,edge4_min,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0105,edge4_to_edge20_policy,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0106,edge_bin_label,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0107,edge_deliverable_row_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0108,edge_norm_max,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0109,edge_norm_min,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0110,error_bound_lower,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0111,error_bound_upper,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0112,error_loss_semantics,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0113,evidence_class,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0114,evidence_row_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0115,exact_claim_made_by_comsol,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0116,exact_nodi_prs_match_claim,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0117,exact_prs_match_claim_by_comsol,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0118,example_value_policy,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0119,expected_base_edge_bins,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0120,expected_events_per_base_bin_per_seed,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0121,expected_result_enum,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0122,expected_rows_per_route_diameter_view,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0123,expected_special_aggregates,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0124,expected_xz_bins,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0125,field_name,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0126,flow_split_units,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0127,flow_split_value,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0128,forbidden_interpretations,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0129,forbidden_repair,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0130,formal_qch_sidecar_present,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0131,formula_exclusion_active,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0132,formula_use_authorized,forbidden_positive_authorization,false,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0133,formula_use_authorized_default,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0134,future_authorization_required,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0135,gate2b_artifact_level_context_candidate,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0136,gate2b_context_row_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0137,gate2b_grain_level_context_ingestion_authorized,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0138,gate2c_alignment_row_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0139,gate2c_row_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0140,gate2d_candidate_row_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0141,gate2f_edge_evidence_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0142,gate2k_template_row_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0143,generation_preparation_authorized_now,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0144,grain_level_ingestion_authorized,forbidden_positive_authorization,false,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0145,grain_level_ingestion_authorized_default,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0146,grain_level_ingestion_policy,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0147,grouping_basis,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0148,hash_stability_status,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0149,hook_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0150,human_review_required,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0151,information_loss_description,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0152,integration_surface_or_volume_definition,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0153,is_chi_selected,forbidden_positive_authorization,false,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0154,is_formal_gate2_qch_sidecar,forbidden_positive_authorization,false,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0155,is_formal_policy_evidence,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0156,is_policy_result,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0157,jrc_authorized,forbidden_positive_authorization,false,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0158,lambda_nm,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0159,launch_authorized_now,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0160,lineage_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0161,loss_error_policy_approval_status,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0162,loss_error_requirement_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0163,loss_error_requirement_set_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0164,manifest_link,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0165,mesh_size,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0166,mismatch_blocker_if_any,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0167,missing_binding,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0168,missing_required_fields,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0169,monotonicity_allowed_exceptions,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0170,monotonicity_check_required,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0171,monotonicity_direction,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0172,monotonicity_metric,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0173,monotonicity_status,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0174,must_remain_review_only_if,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0175,mutation_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0176,needed_from_comsol,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0177,needed_from_nodi,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0178,nodi_automation_binding_status,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0179,nodi_bin_binding_status,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0180,nodi_check_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0181,nodi_current_status,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0182,nodi_diameter_binding_status,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0183,nodi_edge20_definition_hash,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0184,nodi_expected_verdict,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0185,nodi_receipt_support_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0186,nodi_required_evidence,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0187,nodi_route_key_candidate,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0188,nodi_view_binding_status,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0189,normalization_available,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0190,normalization_basis,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0191,normalization_status,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0192,not_evidence,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0193,notes,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0194,numeric_aggregation_error_bound_status,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0195,numeric_error_bound_units,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0196,numeric_error_bound_value,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0197,numeric_error_units,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0198,numeric_error_value,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0199,outlet_entity_count,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0200,package_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0201,particle_kind,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0202,path,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0203,policy_approval_status,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0204,policy_option,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0205,policy_option_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0206,policy_review_ready,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0207,policy_row_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0208,policy_status,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0209,policy_use_requested,forbidden_positive_authorization,false,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0210,policy_use_requested_default,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0211,priority,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0212,production_ingestion_authorized,forbidden_positive_authorization,false,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0213,proposed_edge20_bins_covered,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0214,proposed_edge20_group_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0215,proposed_edge20_group_id_or_pending,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0216,proposed_gate,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0217,proposed_next_artifact,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0218,proposed_scope,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0219,proposed_status,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0220,provenance_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0221,q_ch_units,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0222,q_ch_value,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0223,qch_chi_eta_authorized,forbidden_positive_authorization,false,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0224,qch_eta_authorized,forbidden_positive_authorization,false,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0225,qch_template_row_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0226,qch_weighting_authorized,forbidden_positive_authorization,false,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0227,raw_residence_fraction,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0228,raw_velocity_fraction,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0229,readiness_status,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0230,reason,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0231,recommended_gate2b_status,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0232,recommended_nodi_action,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0233,recommended_nodi_reconciled_status,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0234,reproducibility_check_required,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0235,reproducibility_group_id,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0236,reproducibility_status,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
G3E-RC4-FIELD-0237,required_comsol_export_change,optional_review_only,,false,RC4_CANDIDATE_REVIEW_ONLY
