manifest_id,path,row_count,sha256,status,allowed_use,blocked_use,not_evidence,no_auth
G13M-MANIFEST-011,reports/joint_interface_20260629/NODI_COMSOL_GATE13_SIDEWALL_MUTATION_CATALOG_20260629.csv,12000,70c0fc199fde15ce5a193b6cce21ee7b0b59c42a25b9e3976e00bfafe4383f6d,GENERATED_GATE13_REVIEW_ONLY_NO_AUTH,review-only descriptor receipt;geometry guard convergence;sidewall addendum signoff readiness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;true PRS/EAS sidewall numeric output,true,true
G13M-MANIFEST-012,reports/joint_interface_20260629/NODI_COMSOL_GATE13_SIDEWALL_MUTATION_RESULTS_20260629.csv,12000,29427c768e4035e5a42af9483b24ca52572282e10ce0da28e38a39f26ca0ede5,GENERATED_GATE13_REVIEW_ONLY_NO_AUTH,review-only descriptor receipt;geometry guard convergence;sidewall addendum signoff readiness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;true PRS/EAS sidewall numeric output,true,true
G13M-MANIFEST-013,reports/joint_interface_20260629/NODI_COMSOL_GATE13_SIDEWALL_RELEASE_SIGNOFF_DECISION_DOSSIER_20260629.csv,4,5436d822f3fb3b2a75b6e07b54dbf764cf7a542f3f130420fdef683d5ce1e789,GENERATED_GATE13_REVIEW_ONLY_NO_AUTH,review-only descriptor receipt;geometry guard convergence;sidewall addendum signoff readiness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;true PRS/EAS sidewall numeric output,true,true
G13M-MANIFEST-014,reports/joint_interface_20260629/NODI_COMSOL_GATE13_SIDEWALL_CROSS_THREAD_PROVENANCE_LEDGER_20260629.csv,7,1c7e551f7a111d003fb7ad56728bc7f2d6fa364c9eac05b172fedfa1f12698b3,GENERATED_GATE13_REVIEW_ONLY_NO_AUTH,review-only descriptor receipt;geometry guard convergence;sidewall addendum signoff readiness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;true PRS/EAS sidewall numeric output,true,true
G13M-MANIFEST-015,reports/joint_interface_20260629/NODI_COMSOL_GATE13_SIDEWALL_VALIDATION_PLAN_20260629.csv,7,aac917d079dcf91ba4bfdd467f2dd780535884d3fa320a3ab7674ee4caf51167,GENERATED_GATE13_REVIEW_ONLY_NO_AUTH,review-only descriptor receipt;geometry guard convergence;sidewall addendum signoff readiness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;true PRS/EAS sidewall numeric output,true,true
G13M-MANIFEST-016,reports/joint_interface_20260629/NODI_COMSOL_GATE13_SIDEWALL_SELF_REVIEW_20260629.csv,12,6946cf385a5c972421090c692d572161dc1c451e5f17fc74a87722e635b36370,GENERATED_GATE13_REVIEW_ONLY_NO_AUTH,review-only descriptor receipt;geometry guard convergence;sidewall addendum signoff readiness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;true PRS/EAS sidewall numeric output,true,true
G13M-MANIFEST-017,reports/joint_interface_20260629/NODI_COMSOL_GATE13_SIDEWALL_NO_AUTH_SWEEP_20260629.csv,1,27bb953255e417f909542ce3762212c5fc1fe87b770aaa07efc87a0c8b3dd8e7,GENERATED_GATE13_REVIEW_ONLY_NO_AUTH,review-only descriptor receipt;geometry guard convergence;sidewall addendum signoff readiness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;true PRS/EAS sidewall numeric output,true,true
G13M-MANIFEST-018,reports/joint_interface_20260629/NODI_COMSOL_GATE13_SIDEWALL_REPORT_20260629.json,NA,27ee46a7df4a7746018ea5d2427785865e8767da47462a23a4742720680d7c93,GENERATED_GATE13_REVIEW_ONLY_NO_AUTH,review-only descriptor receipt;geometry guard convergence;sidewall addendum signoff readiness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;true PRS/EAS sidewall numeric output,true,true
G13M-MANIFEST-019,reports/joint_interface_20260629/NODI_COMSOL_GATE13_SIDEWALL_STATUS_20260629.json,NA,31da8faf43a4d97fb0ba6cd8f3d8072fafec6cdd434e3791d3d4cb4a07ec0913,GENERATED_GATE13_REVIEW_ONLY_NO_AUTH,review-only descriptor receipt;geometry guard convergence;sidewall addendum signoff readiness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;true PRS/EAS sidewall numeric output,true,true
G13M-MANIFEST-020,reports/joint_interface_20260629/NODI_COMSOL_GATE13_SIDEWALL_GUARD_CONVERGENCE_REPORT_20260629.md,NA,996560e9f69465892f50fc336c72e908ffc2dd7ad24b41e386c1c7fc5e99c278,GENERATED_GATE13_REVIEW_ONLY_NO_AUTH,review-only descriptor receipt;geometry guard convergence;sidewall addendum signoff readiness,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS;JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;true PRS/EAS sidewall numeric output,true,true
