union_id,source_side,mutation_id,mutation_family,workstream,expected_result,observed_result,unexpected_pass,authorization_promotion,gate2d_row_count_guard
G6E-UNION-00062,NODI_GATE5F,G3F-MUT-0062,formal_qch_false_positive,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00063,NODI_GATE5F,G3F-MUT-0063,formal_qch_false_positive,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00064,NODI_GATE5F,G3F-MUT-0064,formal_qch_false_positive,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00065,NODI_GATE5F,G3F-MUT-0065,formal_qch_false_positive,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00066,NODI_GATE5F,G3F-MUT-0066,formal_qch_false_positive,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00067,NODI_GATE5F,G3F-MUT-0067,220_auto_map,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00068,NODI_GATE5F,G3F-MUT-0068,220_auto_map,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00069,NODI_GATE5F,G3F-MUT-0069,220_auto_map,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00070,NODI_GATE5F,G3F-MUT-0070,220_auto_map,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00071,NODI_GATE5F,G3F-MUT-0071,220_auto_map,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00072,NODI_GATE5F,G3F-MUT-0072,220_auto_map,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00073,NODI_GATE5F,G3F-MUT-0073,D1200_borrow_D900,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00074,NODI_GATE5F,G3F-MUT-0074,D1200_borrow_D900,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00075,NODI_GATE5F,G3F-MUT-0075,D1200_borrow_D900,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00076,NODI_GATE5F,G3F-MUT-0076,D1200_borrow_D900,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00077,NODI_GATE5F,G3F-MUT-0077,D1200_borrow_D900,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00078,NODI_GATE5F,G3F-MUT-0078,D1200_borrow_D900,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00079,NODI_GATE5F,G3F-MUT-0079,missing_NODI_view,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00080,NODI_GATE5F,G3F-MUT-0080,missing_NODI_view,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00081,NODI_GATE5F,G3F-MUT-0081,missing_NODI_view,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00082,NODI_GATE5F,G3F-MUT-0082,missing_NODI_view,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00083,NODI_GATE5F,G3F-MUT-0083,missing_NODI_view,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00084,NODI_GATE5F,G3F-MUT-0084,missing_NODI_view,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00085,NODI_GATE5F,G3F-MUT-0085,edge20_hash_mismatch,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00086,NODI_GATE5F,G3F-MUT-0086,edge20_hash_mismatch,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00087,NODI_GATE5F,G3F-MUT-0087,edge20_hash_mismatch,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00088,NODI_GATE5F,G3F-MUT-0088,edge20_hash_mismatch,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00089,NODI_GATE5F,G3F-MUT-0089,edge20_hash_mismatch,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00090,NODI_GATE5F,G3F-MUT-0090,edge20_hash_mismatch,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00091,NODI_GATE5F,G3F-MUT-0091,non_contiguous_bins,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00092,NODI_GATE5F,G3F-MUT-0092,non_contiguous_bins,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00093,NODI_GATE5F,G3F-MUT-0093,non_contiguous_bins,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00094,NODI_GATE5F,G3F-MUT-0094,non_contiguous_bins,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00095,NODI_GATE5F,G3F-MUT-0095,non_contiguous_bins,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00096,NODI_GATE5F,G3F-MUT-0096,non_contiguous_bins,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00097,NODI_GATE5F,G3F-MUT-0097,missing_units,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00098,NODI_GATE5F,G3F-MUT-0098,missing_units,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00099,NODI_GATE5F,G3F-MUT-0099,missing_units,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00100,NODI_GATE5F,G3F-MUT-0100,missing_units,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00101,NODI_GATE5F,G3F-MUT-0101,missing_units,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00102,NODI_GATE5F,G3F-MUT-0102,missing_units,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00103,NODI_GATE5F,G3F-MUT-0103,missing_normalization,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00104,NODI_GATE5F,G3F-MUT-0104,missing_normalization,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00105,NODI_GATE5F,G3F-MUT-0105,missing_normalization,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00106,NODI_GATE5F,G3F-MUT-0106,missing_normalization,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00107,NODI_GATE5F,G3F-MUT-0107,missing_normalization,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00108,NODI_GATE5F,G3F-MUT-0108,missing_normalization,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00109,NODI_GATE5F,G3F-MUT-0109,missing_source_sha,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00110,NODI_GATE5F,G3F-MUT-0110,missing_source_sha,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00111,NODI_GATE5F,G3F-MUT-0111,missing_source_sha,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00112,NODI_GATE5F,G3F-MUT-0112,missing_source_sha,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00113,NODI_GATE5F,G3F-MUT-0113,missing_source_sha,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00114,NODI_GATE5F,G3F-MUT-0114,missing_source_sha,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00115,NODI_GATE5F,G3F-MUT-0115,row_count_mismatch,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00116,NODI_GATE5F,G3F-MUT-0116,row_count_mismatch,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00117,NODI_GATE5F,G3F-MUT-0117,row_count_mismatch,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00118,NODI_GATE5F,G3F-MUT-0118,row_count_mismatch,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00119,NODI_GATE5F,G3F-MUT-0119,row_count_mismatch,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00120,NODI_GATE5F,G3F-MUT-0120,row_count_mismatch,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00121,NODI_GATE5F,G3F-MUT-0121,template_marked_evidence,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00122,NODI_GATE5F,G3F-MUT-0122,template_marked_evidence,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00123,NODI_GATE5F,G3F-MUT-0123,template_marked_evidence,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00124,NODI_GATE5F,G3F-MUT-0124,template_marked_evidence,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00125,NODI_GATE5F,G3F-MUT-0125,template_marked_evidence,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00126,NODI_GATE5F,G3F-MUT-0126,template_marked_evidence,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00127,NODI_GATE5F,G3F-MUT-0127,policy_use_requested,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00128,NODI_GATE5F,G3F-MUT-0128,policy_use_requested,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00129,NODI_GATE5F,G3F-MUT-0129,policy_use_requested,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00130,NODI_GATE5F,G3F-MUT-0130,policy_use_requested,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00131,NODI_GATE5F,G3F-MUT-0131,policy_use_requested,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00132,NODI_GATE5F,G3F-MUT-0132,policy_use_requested,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00133,NODI_GATE5F,G3F-MUT-0133,cross_workstream_contamination,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00134,NODI_GATE5F,G3F-MUT-0134,cross_workstream_contamination,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00135,NODI_GATE5F,G3F-MUT-0135,cross_workstream_contamination,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00136,NODI_GATE5F,G3F-MUT-0136,cross_workstream_contamination,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00137,NODI_GATE5F,G3F-MUT-0137,cross_workstream_contamination,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00138,NODI_GATE5F,G3F-MUT-0138,cross_workstream_contamination,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00139,NODI_GATE5F,G3F-MUT-0139,dossier_derived_missing_binding,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00140,NODI_GATE5F,G3F-MUT-0140,dossier_derived_missing_binding,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00141,NODI_GATE5F,G3F-MUT-0141,dossier_derived_missing_binding,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00142,NODI_GATE5F,G3F-MUT-0142,dossier_derived_missing_binding,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00143,NODI_GATE5F,G3F-MUT-0143,dossier_derived_missing_binding,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00144,NODI_GATE5F,G3F-MUT-0144,dossier_derived_missing_binding,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00145,NODI_GATE5F,G3F-MUT-0145,dependency_derived_run_marker,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00146,NODI_GATE5F,G3F-MUT-0146,dependency_derived_run_marker,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00147,NODI_GATE5F,G3F-MUT-0147,dependency_derived_run_marker,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00148,NODI_GATE5F,G3F-MUT-0148,dependency_derived_run_marker,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00149,NODI_GATE5F,G3F-MUT-0149,dependency_derived_run_marker,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00150,NODI_GATE5F,G3F-MUT-0150,dependency_derived_run_marker,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00151,NODI_GATE5F,G3F-MUT-0151,probe_package_auth_leak,EDGE,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00152,NODI_GATE5F,G3F-MUT-0152,probe_package_auth_leak,QCH,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00153,NODI_GATE5F,G3F-MUT-0153,probe_package_auth_leak,BINDING,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00154,NODI_GATE5F,G3F-MUT-0154,probe_package_auth_leak,local-Q,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00155,NODI_GATE5F,G3F-MUT-0155,probe_package_auth_leak,V4,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00156,NODI_GATE5F,G3F-MUT-0156,probe_package_auth_leak,strong-claim,FAIL_EXPECTED,FAIL_EXPECTED,false,false,hard_fail_if_not_4
G6E-UNION-00157,NODI_GATE5F,G3F-MUT-0157,false_positive_blocked_mention,EDGE,PASS_CONTROL,PASS_CONTROL,false,false,hard_fail_if_not_4
G6E-UNION-00158,NODI_GATE5F,G3F-MUT-0158,false_positive_blocked_mention,QCH,PASS_CONTROL,PASS_CONTROL,false,false,hard_fail_if_not_4
G6E-UNION-00159,NODI_GATE5F,G3F-MUT-0159,false_positive_blocked_mention,BINDING,PASS_CONTROL,PASS_CONTROL,false,false,hard_fail_if_not_4
G6E-UNION-00160,NODI_GATE5F,G3F-MUT-0160,false_positive_blocked_mention,local-Q,PASS_CONTROL,PASS_CONTROL,false,false,hard_fail_if_not_4
G6E-UNION-00161,NODI_GATE5F,G3F-MUT-0161,false_positive_blocked_mention,V4,PASS_CONTROL,PASS_CONTROL,false,false,hard_fail_if_not_4
G6E-UNION-00162,NODI_GATE5F,G3F-MUT-0162,false_positive_blocked_mention,strong-claim,PASS_CONTROL,PASS_CONTROL,false,false,hard_fail_if_not_4
