receipt_id,source_manifest_id,artifact_path,absolute_path,artifact_kind,recorded_sha,actual_sha,recorded_row_count,actual_row_count,receipt_status,policy_impact,auth_impact,evidence_bearing
G8A-RECEIPT-0011,G7J-MANIFEST-011,roadmap/COMSOL_GATE7B_RC51_FREEZE_ARTIFACT_SET_PACKET_20260629.md,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE7B_RC51_FREEZE_ARTIFACT_SET_PACKET_20260629.md,packet_markdown,7731093696e91124b7a4d0c2a2353f4b233bd58072cfa34ac9a3f9c90649d2df,7731093696e91124b7a4d0c2a2353f4b233bd58072cfa34ac9a3f9c90649d2df,NA,NA,MATCH,none,none,false
G8A-RECEIPT-0012,G7J-MANIFEST-012,roadmap/COMSOL_GATE7C_EDGE_PRODUCER_PACKAGE_SPEC_V2_20260629.csv,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE7C_EDGE_PRODUCER_PACKAGE_SPEC_V2_20260629.csv,producer_spec,4a824b291e902709f3b3321eda2ae1f8adbaabe7d8570e519e52e38f4b6234b3,4a824b291e902709f3b3321eda2ae1f8adbaabe7d8570e519e52e38f4b6234b3,12,12,MATCH,none,none,false
G8A-RECEIPT-0013,G7J-MANIFEST-013,roadmap/COMSOL_GATE7C_QCH_PRODUCER_PACKAGE_SPEC_V2_20260629.csv,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE7C_QCH_PRODUCER_PACKAGE_SPEC_V2_20260629.csv,producer_spec,7ab3682c7f6d215b676750ce3eb168a92fdb819b1e93addc3c6643e5a67cd87c,7ab3682c7f6d215b676750ce3eb168a92fdb819b1e93addc3c6643e5a67cd87c,12,12,MATCH,none,none,false
G8A-RECEIPT-0014,G7J-MANIFEST-014,roadmap/COMSOL_GATE7C_BINDING_PRODUCER_PACKAGE_SPEC_V2_20260629.csv,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE7C_BINDING_PRODUCER_PACKAGE_SPEC_V2_20260629.csv,producer_spec,d7f516fe6377fe3b013a56f1bc1c83accb318e1031cd4a56148a9b70810e11ef,d7f516fe6377fe3b013a56f1bc1c83accb318e1031cd4a56148a9b70810e11ef,12,12,MATCH,none,none,false
G8A-RECEIPT-0015,G7J-MANIFEST-015,roadmap/COMSOL_GATE7C_REVIEW_ONLY_REFERENCE_PACKAGE_SPEC_V2_20260629.csv,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE7C_REVIEW_ONLY_REFERENCE_PACKAGE_SPEC_V2_20260629.csv,producer_spec,c54c8594ac97a1633778d5902c0b72658f0d7f90eac565efde3168eb4f030c24,c54c8594ac97a1633778d5902c0b72658f0d7f90eac565efde3168eb4f030c24,3,3,MATCH,none,none,false
G8A-RECEIPT-0016,G7J-MANIFEST-016,roadmap/COMSOL_GATE7C_PRODUCER_PACKAGE_ASSEMBLER_V2_PACKET_20260629.md,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE7C_PRODUCER_PACKAGE_ASSEMBLER_V2_PACKET_20260629.md,packet_markdown,65f29300dcac0748eaaeeab3f16b689a0f34a3a8fd3ebcd9d89102225baa7a69,65f29300dcac0748eaaeeab3f16b689a0f34a3a8fd3ebcd9d89102225baa7a69,NA,NA,MATCH,none,none,false
G8A-RECEIPT-0017,G7J-MANIFEST-017,roadmap/COMSOL_GATE7D_PREFLIGHT_CLI_CONTRACT_20260629.csv,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE7D_PREFLIGHT_CLI_CONTRACT_20260629.csv,support,fd6b5aeab294d0b426cf0a4e1c5ea7757e35bf6af530e1f999c0894694a8f3a9,fd6b5aeab294d0b426cf0a4e1c5ea7757e35bf6af530e1f999c0894694a8f3a9,4,4,MATCH,none,none,false
G8A-RECEIPT-0018,G7J-MANIFEST-018,roadmap/COMSOL_GATE7D_PREFLIGHT_VALIDATION_RULE_CATALOG_20260629.csv,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE7D_PREFLIGHT_VALIDATION_RULE_CATALOG_20260629.csv,validation,3b12ee756996a36e2ab704075a99345219a45a65c801576a734a1fff64fcc4be,3b12ee756996a36e2ab704075a99345219a45a65c801576a734a1fff64fcc4be,7,7,MATCH,none,none,false
G8A-RECEIPT-0019,G7J-MANIFEST-019,roadmap/COMSOL_GATE7D_SAMPLE_PACKAGE_FIXTURES_20260629.csv,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE7D_SAMPLE_PACKAGE_FIXTURES_20260629.csv,fixture_corpus,3176105c76de06e4e9bc4ea7a53ad6c297b9220252c5b1c0c330feb16b4ef145,3176105c76de06e4e9bc4ea7a53ad6c297b9220252c5b1c0c330feb16b4ef145,8,8,MATCH,none,none,false
G8A-RECEIPT-0020,G7J-MANIFEST-020,roadmap/COMSOL_GATE7D_SAMPLE_PREFLIGHT_EXPECTED_RESULTS_20260629.csv,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE7D_SAMPLE_PREFLIGHT_EXPECTED_RESULTS_20260629.csv,support,d055d58a4631991e841d0202a9c451e86ba1000b0b8fa2b70428ecae1d5af126,d055d58a4631991e841d0202a9c451e86ba1000b0b8fa2b70428ecae1d5af126,8,8,MATCH,none,none,false
G8A-RECEIPT-0021,G7J-MANIFEST-021,roadmap/COMSOL_GATE7D_NO_RUN_PREFLIGHT_HARNESS_PACKET_20260629.md,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE7D_NO_RUN_PREFLIGHT_HARNESS_PACKET_20260629.md,packet_markdown,17d525a03c0757b95a6e3dc312916872af1581f5d1b6f66221dd6e749482406f,17d525a03c0757b95a6e3dc312916872af1581f5d1b6f66221dd6e749482406f,NA,NA,MATCH,none,none,false
G8A-RECEIPT-0022,G7J-MANIFEST-022,roadmap/COMSOL_GATE7E_AUTHORIZATION_REQUEST_BUNDLE_V1_20260629.csv,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE7E_AUTHORIZATION_REQUEST_BUNDLE_V1_20260629.csv,support,dc78ccd74325c9e8213a6b84772ff930caa78bb09f5abb1d8af13df6aed91225,dc78ccd74325c9e8213a6b84772ff930caa78bb09f5abb1d8af13df6aed91225,3,3,MATCH,none,none,false
G8A-RECEIPT-0023,G7J-MANIFEST-023,roadmap/COMSOL_GATE7E_AUTHORIZATION_REQUEST_PACKET_20260629.md,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE7E_AUTHORIZATION_REQUEST_PACKET_20260629.md,packet_markdown,4d2f754eef565931156d3056a4ca645ebc081f6640919bda6773af20e49a5319,4d2f754eef565931156d3056a4ca645ebc081f6640919bda6773af20e49a5319,NA,NA,MATCH,none,none,false
G8A-RECEIPT-0024,G7J-MANIFEST-024,roadmap/COMSOL_GATE7F_DEPENDENCY_FREEZE_BOARD_NODES_20260629.csv,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE7F_DEPENDENCY_FREEZE_BOARD_NODES_20260629.csv,dependency_metadata,919a8e70127f553218f87ff37f49e28775e4d019e8f2def91b276929ebbb1553,919a8e70127f553218f87ff37f49e28775e4d019e8f2def91b276929ebbb1553,320,320,MATCH,none,none,false
G8A-RECEIPT-0025,G7J-MANIFEST-025,roadmap/COMSOL_GATE7F_DEPENDENCY_FREEZE_BOARD_EDGES_20260629.csv,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE7F_DEPENDENCY_FREEZE_BOARD_EDGES_20260629.csv,dependency_metadata,a76c18e7b4c392cb38406cb439758d7ad645e5c48b3790d53a533f06ef1ade3a,a76c18e7b4c392cb38406cb439758d7ad645e5c48b3790d53a533f06ef1ade3a,420,420,MATCH,none,none,false
G8A-RECEIPT-0026,G7J-MANIFEST-026,roadmap/COMSOL_GATE7F_TEXT_ONLY_FUTURE_COMMAND_RECIPES_20260629.csv,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE7F_TEXT_ONLY_FUTURE_COMMAND_RECIPES_20260629.csv,support,6db030ff434aea1288200ed25f5c8f8b686d0a24250eba3acf5f0483575f3af5,6db030ff434aea1288200ed25f5c8f8b686d0a24250eba3acf5f0483575f3af5,6,6,MATCH,none,none,false
G8A-RECEIPT-0027,G7J-MANIFEST-027,roadmap/COMSOL_GATE7F_REPRODUCIBILITY_DEPENDENCY_FREEZE_PACKET_20260629.md,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE7F_REPRODUCIBILITY_DEPENDENCY_FREEZE_PACKET_20260629.md,packet_markdown,382a28665c325c021f0c936a7142c5815be0d7ee5da5c9dd4a640e3e280abeb8,382a28665c325c021f0c936a7142c5815be0d7ee5da5c9dd4a640e3e280abeb8,NA,NA,MATCH,none,none,false
G8A-RECEIPT-0028,G7J-MANIFEST-028,roadmap/COMSOL_GATE7G_PRODUCER_NO_RUN_FIXTURE_CORPUS_20260629.csv,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE7G_PRODUCER_NO_RUN_FIXTURE_CORPUS_20260629.csv,fixture_corpus,946a0f27da8e9d20cf89fafe218d53033ebad90e2d502276e7d2c01e7a83f587,946a0f27da8e9d20cf89fafe218d53033ebad90e2d502276e7d2c01e7a83f587,5200,5200,MATCH,none,none,false
G8A-RECEIPT-0029,G7J-MANIFEST-029,roadmap/COMSOL_GATE7G_FIXTURE_CORPUS_SUMMARY_20260629.csv,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE7G_FIXTURE_CORPUS_SUMMARY_20260629.csv,fixture_corpus,ce9917c1acb9ce89cb3b3712513848a517080a9dfd66c46159b929791369932f,ce9917c1acb9ce89cb3b3712513848a517080a9dfd66c46159b929791369932f,14,14,MATCH,none,none,false
G8A-RECEIPT-0030,G7J-MANIFEST-030,roadmap/COMSOL_GATE7G_UNEXPECTED_PASS_REGISTER_20260629.csv,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE7G_UNEXPECTED_PASS_REGISTER_20260629.csv,support,28bc7b45b6bcbdd90fa08359c7049d47f93b571d808a7479a3d83e844e380068,28bc7b45b6bcbdd90fa08359c7049d47f93b571d808a7479a3d83e844e380068,1,1,MATCH,none,none,false
G8A-RECEIPT-0031,G7J-MANIFEST-031,roadmap/COMSOL_GATE7G_PRODUCER_REPLAY_NEGATIVE_FIXTURE_PACKET_20260629.md,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE7G_PRODUCER_REPLAY_NEGATIVE_FIXTURE_PACKET_20260629.md,packet_markdown,e19b88a0cd23b14b6dda76ca5815a972ff4a83d72f7448985c46b80c2ef31352,e19b88a0cd23b14b6dda76ca5815a972ff4a83d72f7448985c46b80c2ef31352,NA,NA,MATCH,none,none,false
G8A-RECEIPT-0032,G7J-MANIFEST-032,roadmap/COMSOL_GATE7H_RELEASE_CHANGE_CONTROL_RULES_20260629.csv,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE7H_RELEASE_CHANGE_CONTROL_RULES_20260629.csv,support,7ccecca059f9988a3571c13daba25efdb2d6aabb1858fa961c1b3715020e8895,7ccecca059f9988a3571c13daba25efdb2d6aabb1858fa961c1b3715020e8895,4,4,MATCH,none,none,false
G8A-RECEIPT-0033,G7J-MANIFEST-033,roadmap/COMSOL_GATE7H_ROLLBACK_INVALIDATION_MATRIX_20260629.csv,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE7H_ROLLBACK_INVALIDATION_MATRIX_20260629.csv,validation,0bbc39f8acca43dc3bbbba9aeea158eaed56a755109cbf781c0fd8583ce677ef,0bbc39f8acca43dc3bbbba9aeea158eaed56a755109cbf781c0fd8583ce677ef,6,6,MATCH,none,none,false
G8A-RECEIPT-0034,G7J-MANIFEST-034,roadmap/COMSOL_GATE7H_SELF_REFERENTIAL_METADATA_POLICY_20260629.csv,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE7H_SELF_REFERENTIAL_METADATA_POLICY_20260629.csv,support,a7811416a20a2d04c4b5e98b11cd560f737c367dd1b4bdaea5ea4cbdee7cb718,a7811416a20a2d04c4b5e98b11cd560f737c367dd1b4bdaea5ea4cbdee7cb718,1,1,MATCH,none,none,false
G8A-RECEIPT-0035,G7J-MANIFEST-035,roadmap/COMSOL_GATE7H_CHANGE_CONTROL_ROLLBACK_PACKET_20260629.md,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE7H_CHANGE_CONTROL_ROLLBACK_PACKET_20260629.md,packet_markdown,07308a63304bda0bbe55bdbd62158c43e274018c19fa60611d3352ac8fc484cc,07308a63304bda0bbe55bdbd62158c43e274018c19fa60611d3352ac8fc484cc,NA,NA,MATCH,none,none,false
G8A-RECEIPT-0036,G7J-MANIFEST-036,roadmap/COMSOL_GATE7I_NO_AUTH_FREEZE_CERTIFICATE_20260629.csv,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE7I_NO_AUTH_FREEZE_CERTIFICATE_20260629.csv,support,35bf33719e644ce458eecf9b89e04ee0e0f0027f97cf2613236a065b1c515abd,35bf33719e644ce458eecf9b89e04ee0e0f0027f97cf2613236a065b1c515abd,1,1,MATCH,none,none,false
G8A-RECEIPT-0037,G7J-MANIFEST-037,roadmap/COMSOL_GATE7I_MASTER_RELEASE_FREEZE_BOARD_PACKET_20260629.md,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE7I_MASTER_RELEASE_FREEZE_BOARD_PACKET_20260629.md,packet_markdown,1d65f4f778eb865cd73eaef23d1ab6520c14afbb227301e104011fdd69b53d89,1d65f4f778eb865cd73eaef23d1ab6520c14afbb227301e104011fdd69b53d89,NA,NA,MATCH,none,none,false
G8A-RECEIPT-0038,G7J-MANIFEST-038,full_chip/dwg_analysis/build_gate7a_to_gate7j_rc51_freeze_readiness_20260629.py,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\full_chip\dwg_analysis\build_gate7a_to_gate7j_rc51_freeze_readiness_20260629.py,support,06153b456f5453347a53d63a32f096591a97f440029c0d1aa200c7e322ea070f,06153b456f5453347a53d63a32f096591a97f440029c0d1aa200c7e322ea070f,NA,NA,MATCH,none,none,false
G8A-RECEIPT-0039,G7J-MANIFEST-039,full_chip/dwg_analysis/gate7_producer_package_preflight_harness_20260629.py,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\full_chip\dwg_analysis\gate7_producer_package_preflight_harness_20260629.py,support,1a7fb5060e005ae411776df365aeca24f60dc855b2dcc2288d3f4bb7b650282f,1a7fb5060e005ae411776df365aeca24f60dc855b2dcc2288d3f4bb7b650282f,NA,NA,MATCH,none,none,false
G8A-RECEIPT-0040,G7J-MANIFEST-040,full_chip/dwg_analysis/validate_gate7a_to_gate7j_rc51_freeze_readiness_20260629.py,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\full_chip\dwg_analysis\validate_gate7a_to_gate7j_rc51_freeze_readiness_20260629.py,support,e07d763b2402d84ff9f237d762ce5f866fc16f5f7916509e3c259b6475cfb94c,e07d763b2402d84ff9f237d762ce5f866fc16f5f7916509e3c259b6475cfb94c,NA,NA,MATCH,none,none,false
G8A-RECEIPT-0041,G7J-MANIFEST-041,roadmap/COMSOL_GATE7J_RC51_FREEZE_READINESS_VALIDATION_20260629.csv,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE7J_RC51_FREEZE_READINESS_VALIDATION_20260629.csv,validation,889ecc1171441a427fbdceee2dd10d7c1fa792cf013680a7cd11638fab6c7269,889ecc1171441a427fbdceee2dd10d7c1fa792cf013680a7cd11638fab6c7269,16,16,MATCH,none,none,false
G8A-RECEIPT-0042,G7J-MANIFEST-042,roadmap/COMSOL_GATE7_RC51_FREEZE_AND_PREAUTH_READINESS_20260629.md,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE7_RC51_FREEZE_AND_PREAUTH_READINESS_20260629.md,packet_markdown,de1d0c48aaaa6d89cf40b8f33e4ac342574a7910896f0f527581adf49d11ee4f,de1d0c48aaaa6d89cf40b8f33e4ac342574a7910896f0f527581adf49d11ee4f,NA,NA,MATCH,none,none,false
