receipt_id,manifest_id,artifact_path,absolute_path,artifact_kind,manifest_sha256,actual_sha256,manifest_row_count,actual_row_count,sha_status,row_count_status,evidence_bearing,authorization_trigger,receipt_status,allowed_use,blocked_use
G5A-RECEIPT-0011,G4AH-MANIFEST-011,roadmap/COMSOL_GATE4B_SCHEMA_NORMALIZATION_TEST_MATRIX_20260629.csv,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE4B_SCHEMA_NORMALIZATION_TEST_MATRIX_20260629.csv,support_artifact,133df8b4219b3bc85107d0cd8cade98f36115e208ade618f01d1bd57516b44e0,133df8b4219b3bc85107d0cd8cade98f36115e208ade618f01d1bd57516b44e0,120,120,MATCH,MATCH,false,false,MATCH,Gate5 package receipt and reconciliation only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;runtime configuration;direct PRS bin;grain-level ingestion;accepted row expansion
G5A-RECEIPT-0012,G4AH-MANIFEST-012,roadmap/COMSOL_GATE4C_NODI_EMULATOR_RESPONSE_SIMULATION_PACKET_20260629.md,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE4C_NODI_EMULATOR_RESPONSE_SIMULATION_PACKET_20260629.md,packet_markdown,2c8f0c6238e127bd1b916be7d95e1cfc979cd98da79b5d89383923e9d621592a,2c8f0c6238e127bd1b916be7d95e1cfc979cd98da79b5d89383923e9d621592a,NA,NA,MATCH,MATCH,false,false,MATCH,Gate5 package receipt and reconciliation only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;runtime configuration;direct PRS bin;grain-level ingestion;accepted row expansion
G5A-RECEIPT-0013,G4AH-MANIFEST-013,roadmap/COMSOL_GATE4C_PROBE_EXPECTED_VS_NODI_RULE_SIMULATED_20260629.csv,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE4C_PROBE_EXPECTED_VS_NODI_RULE_SIMULATED_20260629.csv,probe_simulation,7f10092bd769d78f76efa74c67dbdbe14a55c0539e7a836762bd2e17ee25d148,7f10092bd769d78f76efa74c67dbdbe14a55c0539e7a836762bd2e17ee25d148,120,120,MATCH,MATCH,false,false,MATCH,Gate5 package receipt and reconciliation only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;runtime configuration;direct PRS bin;grain-level ingestion;accepted row expansion
G5A-RECEIPT-0014,G4AH-MANIFEST-014,roadmap/COMSOL_GATE4C_PROBE_EXPECTATION_DELTA_REGISTER_20260629.csv,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE4C_PROBE_EXPECTATION_DELTA_REGISTER_20260629.csv,support_artifact,1de0884bb6ea5344698ea0bc98375ff0e8991420ed4959f05720fe920d67fff5,1de0884bb6ea5344698ea0bc98375ff0e8991420ed4959f05720fe920d67fff5,1,1,MATCH,MATCH,false,false,MATCH,Gate5 package receipt and reconciliation only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;runtime configuration;direct PRS bin;grain-level ingestion;accepted row expansion
G5A-RECEIPT-0015,G4AH-MANIFEST-015,roadmap/COMSOL_GATE4C_PROBE_RESPONSE_SUMMARY_20260629.csv,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE4C_PROBE_RESPONSE_SUMMARY_20260629.csv,support_artifact,438e23010000b176a8f7603122633d8e903bde1c9ed73d3233f573b7bd599e0b,438e23010000b176a8f7603122633d8e903bde1c9ed73d3233f573b7bd599e0b,5,5,MATCH,MATCH,false,false,MATCH,Gate5 package receipt and reconciliation only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;runtime configuration;direct PRS bin;grain-level ingestion;accepted row expansion
G5A-RECEIPT-0016,G4AH-MANIFEST-016,roadmap/COMSOL_GATE4D_NODI_EXCHANGE_BUNDLE_RC5_PACKET_20260629.md,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE4D_NODI_EXCHANGE_BUNDLE_RC5_PACKET_20260629.md,packet_markdown,d603b6f366240442002aae64a7f418aca6925058ea99669fcc1b44f597807745,d603b6f366240442002aae64a7f418aca6925058ea99669fcc1b44f597807745,NA,NA,MATCH,MATCH,false,false,MATCH,Gate5 package receipt and reconciliation only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;runtime configuration;direct PRS bin;grain-level ingestion;accepted row expansion
G5A-RECEIPT-0017,G4AH-MANIFEST-017,roadmap/COMSOL_GATE4D_NODI_EXCHANGE_BUNDLE_RC5_INDEX_20260629.csv,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE4D_NODI_EXCHANGE_BUNDLE_RC5_INDEX_20260629.csv,rc5_index,783d14e446517fa197e94397f8b5bffe11832ddedd7251d5e1c4a622a4f48571,783d14e446517fa197e94397f8b5bffe11832ddedd7251d5e1c4a622a4f48571,8,8,MATCH,MATCH,false,false,MATCH,Gate5 package receipt and reconciliation only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;runtime configuration;direct PRS bin;grain-level ingestion;accepted row expansion
G5A-RECEIPT-0018,G4AH-MANIFEST-018,roadmap/COMSOL_GATE4D_NODI_EXCHANGE_BUNDLE_RC5_MANIFEST_20260629.csv,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE4D_NODI_EXCHANGE_BUNDLE_RC5_MANIFEST_20260629.csv,manifest,efc6ca2705e87e7a0293a3b0f49e35015c8cd772db1a5351326feed396eaccd4,efc6ca2705e87e7a0293a3b0f49e35015c8cd772db1a5351326feed396eaccd4,8,8,MATCH,MATCH,false,false,MATCH,Gate5 package receipt and reconciliation only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;runtime configuration;direct PRS bin;grain-level ingestion;accepted row expansion
G5A-RECEIPT-0019,G4AH-MANIFEST-019,roadmap/COMSOL_GATE4D_NODI_EXCHANGE_BUNDLE_RC5_ENVELOPE_20260629.csv,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE4D_NODI_EXCHANGE_BUNDLE_RC5_ENVELOPE_20260629.csv,support_artifact,5118b93bab5894ef32f758fc3d0ec1363bcc737f509a6304007109a966ebce7f,5118b93bab5894ef32f758fc3d0ec1363bcc737f509a6304007109a966ebce7f,4,4,MATCH,MATCH,false,false,MATCH,Gate5 package receipt and reconciliation only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;runtime configuration;direct PRS bin;grain-level ingestion;accepted row expansion
G5A-RECEIPT-0020,G4AH-MANIFEST-020,roadmap/COMSOL_GATE4D_RC4_TO_RC5_DELTA_REGISTER_20260629.csv,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE4D_RC4_TO_RC5_DELTA_REGISTER_20260629.csv,support_artifact,304adb88bda181ec8a22e1a467429090c449f367d87332d3741ed4c5ffc8732f,304adb88bda181ec8a22e1a467429090c449f367d87332d3741ed4c5ffc8732f,2,2,MATCH,MATCH,false,false,MATCH,Gate5 package receipt and reconciliation only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;runtime configuration;direct PRS bin;grain-level ingestion;accepted row expansion
G5A-RECEIPT-0021,G4AH-MANIFEST-021,roadmap/COMSOL_GATE4E_WORK_ORDER_OWNER_LEDGER_PACKET_20260629.md,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE4E_WORK_ORDER_OWNER_LEDGER_PACKET_20260629.md,packet_markdown,b19edac48543654c2e67e6db749e5134d3453bcebbbcc226f06beb09b83d8f7c,b19edac48543654c2e67e6db749e5134d3453bcebbbcc226f06beb09b83d8f7c,NA,NA,MATCH,MATCH,false,false,MATCH,Gate5 package receipt and reconciliation only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;runtime configuration;direct PRS bin;grain-level ingestion;accepted row expansion
G5A-RECEIPT-0022,G4AH-MANIFEST-022,roadmap/COMSOL_GATE4E_EDGE_OWNER_LEDGER_20260629.csv,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE4E_EDGE_OWNER_LEDGER_20260629.csv,support_artifact,d9d5fa85a4f1c138d2a2118aaa9a4872d43c98b0250ffb77d2dd3dbc45902f3d,d9d5fa85a4f1c138d2a2118aaa9a4872d43c98b0250ffb77d2dd3dbc45902f3d,12,12,MATCH,MATCH,false,false,MATCH,Gate5 package receipt and reconciliation only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;runtime configuration;direct PRS bin;grain-level ingestion;accepted row expansion
G5A-RECEIPT-0023,G4AH-MANIFEST-023,roadmap/COMSOL_GATE4E_QCH_OWNER_LEDGER_20260629.csv,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE4E_QCH_OWNER_LEDGER_20260629.csv,support_artifact,5239549d67da98c2bfe9ab281fb1c7309ec29f44c57cc3536c16d54061cb058a,5239549d67da98c2bfe9ab281fb1c7309ec29f44c57cc3536c16d54061cb058a,10,10,MATCH,MATCH,false,false,MATCH,Gate5 package receipt and reconciliation only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;runtime configuration;direct PRS bin;grain-level ingestion;accepted row expansion
G5A-RECEIPT-0024,G4AH-MANIFEST-024,roadmap/COMSOL_GATE4E_BINDING_OWNER_LEDGER_20260629.csv,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE4E_BINDING_OWNER_LEDGER_20260629.csv,support_artifact,68c3901cac1aa66005e2f2b1f9799c2c78414ac37934e64d2640fa0202c21541,68c3901cac1aa66005e2f2b1f9799c2c78414ac37934e64d2640fa0202c21541,10,10,MATCH,MATCH,false,false,MATCH,Gate5 package receipt and reconciliation only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;runtime configuration;direct PRS bin;grain-level ingestion;accepted row expansion
G5A-RECEIPT-0025,G4AH-MANIFEST-025,roadmap/COMSOL_GATE4E_CROSS_SIDE_AUTHORIZATION_DEPENDENCY_LEDGER_20260629.csv,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE4E_CROSS_SIDE_AUTHORIZATION_DEPENDENCY_LEDGER_20260629.csv,authorization_dependency_ledger,35d8c334e0716017f92d80bf7b6a8f1dc9c0d12aa3129f2b42ee5227109e352e,35d8c334e0716017f92d80bf7b6a8f1dc9c0d12aa3129f2b42ee5227109e352e,36,36,MATCH,MATCH,false,false,MATCH,Gate5 package receipt and reconciliation only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;runtime configuration;direct PRS bin;grain-level ingestion;accepted row expansion
G5A-RECEIPT-0026,G4AH-MANIFEST-026,roadmap/COMSOL_GATE4F_NO_RUN_COMMAND_RECIPE_HARDENING_PACKET_20260629.md,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE4F_NO_RUN_COMMAND_RECIPE_HARDENING_PACKET_20260629.md,command_guard,937dd92e15f77a003f406d6e82874bb9759faf08d15091d4d10f6b6ea87ac6c3,937dd92e15f77a003f406d6e82874bb9759faf08d15091d4d10f6b6ea87ac6c3,NA,NA,MATCH,MATCH,false,false,MATCH,Gate5 package receipt and reconciliation only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;runtime configuration;direct PRS bin;grain-level ingestion;accepted row expansion
G5A-RECEIPT-0027,G4AH-MANIFEST-027,roadmap/COMSOL_GATE4F_COMMAND_RECIPE_RECEIPT_AND_GUARD_20260629.csv,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE4F_COMMAND_RECIPE_RECEIPT_AND_GUARD_20260629.csv,command_guard,4b4bb6ded6e6f3c7db24dac08fc5fc4a89ab5a76ef8b71fef2a81c31bab98b5f,4b4bb6ded6e6f3c7db24dac08fc5fc4a89ab5a76ef8b71fef2a81c31bab98b5f,6,6,MATCH,MATCH,false,false,MATCH,Gate5 package receipt and reconciliation only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;runtime configuration;direct PRS bin;grain-level ingestion;accepted row expansion
G5A-RECEIPT-0028,G4AH-MANIFEST-028,roadmap/COMSOL_GATE4F_ABORT_CONDITION_COVERAGE_20260629.csv,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE4F_ABORT_CONDITION_COVERAGE_20260629.csv,support_artifact,d74a72c63c8e78a5c04f5d356783259d3d9bb48beec7890fe1a62de9d38a3093,d74a72c63c8e78a5c04f5d356783259d3d9bb48beec7890fe1a62de9d38a3093,8,8,MATCH,MATCH,false,false,MATCH,Gate5 package receipt and reconciliation only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;runtime configuration;direct PRS bin;grain-level ingestion;accepted row expansion
G5A-RECEIPT-0029,G4AH-MANIFEST-029,roadmap/COMSOL_GATE4F_MPH_AND_COMSOL_RUN_GUARD_AUDIT_20260629.csv,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE4F_MPH_AND_COMSOL_RUN_GUARD_AUDIT_20260629.csv,support_artifact,4b326f759e822c8c026faaffa69141b3183313244b35c5fb7a3f1dc7778d0cd3,4b326f759e822c8c026faaffa69141b3183313244b35c5fb7a3f1dc7778d0cd3,3,3,MATCH,MATCH,false,false,MATCH,Gate5 package receipt and reconciliation only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;runtime configuration;direct PRS bin;grain-level ingestion;accepted row expansion
G5A-RECEIPT-0030,G4AH-MANIFEST-030,roadmap/COMSOL_GATE4G_INTEROP_MUTATION_V4_FIXTURE_CATALOG_20260629.csv,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE4G_INTEROP_MUTATION_V4_FIXTURE_CATALOG_20260629.csv,mutation_v4,e14230e8a1e72a10b623755cb288a85494141c97270277bff4de10165c40485c,e14230e8a1e72a10b623755cb288a85494141c97270277bff4de10165c40485c,960,960,MATCH,MATCH,false,false,MATCH,Gate5 package receipt and reconciliation only,formula;q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion;runtime configuration;direct PRS bin;grain-level ingestion;accepted row expansion
