probe_check_id,probe_row_id,workstream,probe_category,expected_label,expected_nodi_disposition,actual_nodi_disposition,conformance_status,mismatch_class,not_evidence,evidence_accepted,authorization_opened
G4C-PROBE-0020,G3E-BINDING-020,BINDING,hard_fail_forbidden_auth,EXPECTED_HARD_FAIL_FORBIDDEN_AUTH,ADAPTER_REQUIRED_UNKNOWN_EXPECTED_LABEL,RECEIVE_REVIEW_ONLY,ADAPTER_REQUIRED,adapter_gap,true,false,false
G4C-PROBE-0021,G3E-BINDING-021,BINDING,schema_valid_template_only,EXPECTED_RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,RECEIVE_REVIEW_ONLY,RECEIVE_REVIEW_ONLY,MATCH,none,true,false,false
G4C-PROBE-0022,G3E-BINDING-022,BINDING,review_only,EXPECTED_REVIEW_ONLY_NO_FORMULA,RECEIVE_REVIEW_ONLY,RECEIVE_REVIEW_ONLY,MATCH,none,true,false,false
G4C-PROBE-0023,G3E-BINDING-023,BINDING,preauth_required,EXPECTED_PREAUTH_REQUIRED_NO_RUN,PREAUTH_REQUIRED,PREAUTH_REQUIRED,MATCH,none,true,false,false
G4C-PROBE-0024,G3E-BINDING-024,BINDING,reject_blocked,EXPECTED_REJECT_BLOCKED,REJECT_BLOCKED,PREAUTH_REQUIRED,COMPATIBLE_LABEL_DELTA,harmless_label_delta,true,false,false
G4C-PROBE-0025,G3E-BINDING-025,BINDING,hard_fail_forbidden_auth,EXPECTED_HARD_FAIL_FORBIDDEN_AUTH,ADAPTER_REQUIRED_UNKNOWN_EXPECTED_LABEL,RECEIVE_REVIEW_ONLY,ADAPTER_REQUIRED,adapter_gap,true,false,false
G4C-PROBE-0026,G3E-BINDING-026,BINDING,schema_valid_template_only,EXPECTED_RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,RECEIVE_REVIEW_ONLY,RECEIVE_REVIEW_ONLY,MATCH,none,true,false,false
G4C-PROBE-0027,G3E-BINDING-027,BINDING,review_only,EXPECTED_REVIEW_ONLY_NO_FORMULA,RECEIVE_REVIEW_ONLY,RECEIVE_REVIEW_ONLY,MATCH,none,true,false,false
G4C-PROBE-0028,G3E-BINDING-028,BINDING,preauth_required,EXPECTED_PREAUTH_REQUIRED_NO_RUN,PREAUTH_REQUIRED,PREAUTH_REQUIRED,MATCH,none,true,false,false
G4C-PROBE-0029,G3E-BINDING-029,BINDING,reject_blocked,EXPECTED_REJECT_BLOCKED,REJECT_BLOCKED,PREAUTH_REQUIRED,COMPATIBLE_LABEL_DELTA,harmless_label_delta,true,false,false
G4C-PROBE-0030,G3E-BINDING-030,BINDING,hard_fail_forbidden_auth,EXPECTED_HARD_FAIL_FORBIDDEN_AUTH,ADAPTER_REQUIRED_UNKNOWN_EXPECTED_LABEL,RECEIVE_REVIEW_ONLY,ADAPTER_REQUIRED,adapter_gap,true,false,false
G4C-PROBE-0031,G3E-BINDING-031,BINDING,schema_valid_template_only,EXPECTED_RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,RECEIVE_REVIEW_ONLY,RECEIVE_REVIEW_ONLY,MATCH,none,true,false,false
G4C-PROBE-0032,G3E-BINDING-032,BINDING,review_only,EXPECTED_REVIEW_ONLY_NO_FORMULA,RECEIVE_REVIEW_ONLY,RECEIVE_REVIEW_ONLY,MATCH,none,true,false,false
G4C-PROBE-0033,G3E-BINDING-033,BINDING,preauth_required,EXPECTED_PREAUTH_REQUIRED_NO_RUN,PREAUTH_REQUIRED,PREAUTH_REQUIRED,MATCH,none,true,false,false
G4C-PROBE-0034,G3E-BINDING-034,BINDING,reject_blocked,EXPECTED_REJECT_BLOCKED,REJECT_BLOCKED,PREAUTH_REQUIRED,COMPATIBLE_LABEL_DELTA,harmless_label_delta,true,false,false
G4C-PROBE-0035,G3E-BINDING-035,BINDING,hard_fail_forbidden_auth,EXPECTED_HARD_FAIL_FORBIDDEN_AUTH,ADAPTER_REQUIRED_UNKNOWN_EXPECTED_LABEL,RECEIVE_REVIEW_ONLY,ADAPTER_REQUIRED,adapter_gap,true,false,false
G4C-PROBE-0036,G3E-BINDING-036,BINDING,schema_valid_template_only,EXPECTED_RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,RECEIVE_REVIEW_ONLY,RECEIVE_REVIEW_ONLY,MATCH,none,true,false,false
G4C-PROBE-0037,G3E-BINDING-037,BINDING,review_only,EXPECTED_REVIEW_ONLY_NO_FORMULA,RECEIVE_REVIEW_ONLY,RECEIVE_REVIEW_ONLY,MATCH,none,true,false,false
G4C-PROBE-0038,G3E-BINDING-038,BINDING,preauth_required,EXPECTED_PREAUTH_REQUIRED_NO_RUN,PREAUTH_REQUIRED,PREAUTH_REQUIRED,MATCH,none,true,false,false
G4C-PROBE-0039,G3E-BINDING-039,BINDING,reject_blocked,EXPECTED_REJECT_BLOCKED,REJECT_BLOCKED,PREAUTH_REQUIRED,COMPATIBLE_LABEL_DELTA,harmless_label_delta,true,false,false
G4C-PROBE-0040,G3E-BINDING-040,BINDING,hard_fail_forbidden_auth,EXPECTED_HARD_FAIL_FORBIDDEN_AUTH,ADAPTER_REQUIRED_UNKNOWN_EXPECTED_LABEL,RECEIVE_REVIEW_ONLY,ADAPTER_REQUIRED,adapter_gap,true,false,false
G4C-PROBE-0041,G3E-EDGE-001,EDGE,schema_valid_template_only,EXPECTED_RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,RECEIVE_REVIEW_ONLY,RECEIVE_REVIEW_ONLY,MATCH,none,true,false,false
G4C-PROBE-0042,G3E-EDGE-002,EDGE,review_only,EXPECTED_REVIEW_ONLY_NO_FORMULA,RECEIVE_REVIEW_ONLY,RECEIVE_REVIEW_ONLY,MATCH,none,true,false,false
G4C-PROBE-0043,G3E-EDGE-003,EDGE,preauth_required,EXPECTED_PREAUTH_REQUIRED_NO_RUN,PREAUTH_REQUIRED,PREAUTH_REQUIRED,MATCH,none,true,false,false
G4C-PROBE-0044,G3E-EDGE-004,EDGE,reject_blocked,EXPECTED_REJECT_BLOCKED,REJECT_BLOCKED,PREAUTH_REQUIRED,COMPATIBLE_LABEL_DELTA,harmless_label_delta,true,false,false
G4C-PROBE-0045,G3E-EDGE-005,EDGE,hard_fail_forbidden_auth,EXPECTED_HARD_FAIL_FORBIDDEN_AUTH,ADAPTER_REQUIRED_UNKNOWN_EXPECTED_LABEL,RECEIVE_REVIEW_ONLY,ADAPTER_REQUIRED,adapter_gap,true,false,false
G4C-PROBE-0046,G3E-EDGE-006,EDGE,schema_valid_template_only,EXPECTED_RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,RECEIVE_REVIEW_ONLY,RECEIVE_REVIEW_ONLY,MATCH,none,true,false,false
G4C-PROBE-0047,G3E-EDGE-007,EDGE,review_only,EXPECTED_REVIEW_ONLY_NO_FORMULA,RECEIVE_REVIEW_ONLY,RECEIVE_REVIEW_ONLY,MATCH,none,true,false,false
G4C-PROBE-0048,G3E-EDGE-008,EDGE,preauth_required,EXPECTED_PREAUTH_REQUIRED_NO_RUN,PREAUTH_REQUIRED,PREAUTH_REQUIRED,MATCH,none,true,false,false
G4C-PROBE-0049,G3E-EDGE-009,EDGE,reject_blocked,EXPECTED_REJECT_BLOCKED,REJECT_BLOCKED,PREAUTH_REQUIRED,COMPATIBLE_LABEL_DELTA,harmless_label_delta,true,false,false
G4C-PROBE-0050,G3E-EDGE-010,EDGE,hard_fail_forbidden_auth,EXPECTED_HARD_FAIL_FORBIDDEN_AUTH,ADAPTER_REQUIRED_UNKNOWN_EXPECTED_LABEL,RECEIVE_REVIEW_ONLY,ADAPTER_REQUIRED,adapter_gap,true,false,false
G4C-PROBE-0051,G3E-EDGE-011,EDGE,schema_valid_template_only,EXPECTED_RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,RECEIVE_REVIEW_ONLY,RECEIVE_REVIEW_ONLY,MATCH,none,true,false,false
G4C-PROBE-0052,G3E-EDGE-012,EDGE,review_only,EXPECTED_REVIEW_ONLY_NO_FORMULA,RECEIVE_REVIEW_ONLY,RECEIVE_REVIEW_ONLY,MATCH,none,true,false,false
G4C-PROBE-0053,G3E-EDGE-013,EDGE,preauth_required,EXPECTED_PREAUTH_REQUIRED_NO_RUN,PREAUTH_REQUIRED,PREAUTH_REQUIRED,MATCH,none,true,false,false
G4C-PROBE-0054,G3E-EDGE-014,EDGE,reject_blocked,EXPECTED_REJECT_BLOCKED,REJECT_BLOCKED,PREAUTH_REQUIRED,COMPATIBLE_LABEL_DELTA,harmless_label_delta,true,false,false
G4C-PROBE-0055,G3E-EDGE-015,EDGE,hard_fail_forbidden_auth,EXPECTED_HARD_FAIL_FORBIDDEN_AUTH,ADAPTER_REQUIRED_UNKNOWN_EXPECTED_LABEL,RECEIVE_REVIEW_ONLY,ADAPTER_REQUIRED,adapter_gap,true,false,false
G4C-PROBE-0056,G3E-EDGE-016,EDGE,schema_valid_template_only,EXPECTED_RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,RECEIVE_REVIEW_ONLY,RECEIVE_REVIEW_ONLY,MATCH,none,true,false,false
G4C-PROBE-0057,G3E-EDGE-017,EDGE,review_only,EXPECTED_REVIEW_ONLY_NO_FORMULA,RECEIVE_REVIEW_ONLY,RECEIVE_REVIEW_ONLY,MATCH,none,true,false,false
G4C-PROBE-0058,G3E-EDGE-018,EDGE,preauth_required,EXPECTED_PREAUTH_REQUIRED_NO_RUN,PREAUTH_REQUIRED,PREAUTH_REQUIRED,MATCH,none,true,false,false
G4C-PROBE-0059,G3E-EDGE-019,EDGE,reject_blocked,EXPECTED_REJECT_BLOCKED,REJECT_BLOCKED,PREAUTH_REQUIRED,COMPATIBLE_LABEL_DELTA,harmless_label_delta,true,false,false
G4C-PROBE-0060,G3E-EDGE-020,EDGE,hard_fail_forbidden_auth,EXPECTED_HARD_FAIL_FORBIDDEN_AUTH,ADAPTER_REQUIRED_UNKNOWN_EXPECTED_LABEL,RECEIVE_REVIEW_ONLY,ADAPTER_REQUIRED,adapter_gap,true,false,false
G4C-PROBE-0061,G3E-EDGE-021,EDGE,schema_valid_template_only,EXPECTED_RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,RECEIVE_REVIEW_ONLY,RECEIVE_REVIEW_ONLY,MATCH,none,true,false,false
G4C-PROBE-0062,G3E-EDGE-022,EDGE,review_only,EXPECTED_REVIEW_ONLY_NO_FORMULA,RECEIVE_REVIEW_ONLY,RECEIVE_REVIEW_ONLY,MATCH,none,true,false,false
G4C-PROBE-0063,G3E-EDGE-023,EDGE,preauth_required,EXPECTED_PREAUTH_REQUIRED_NO_RUN,PREAUTH_REQUIRED,PREAUTH_REQUIRED,MATCH,none,true,false,false
G4C-PROBE-0064,G3E-EDGE-024,EDGE,reject_blocked,EXPECTED_REJECT_BLOCKED,REJECT_BLOCKED,PREAUTH_REQUIRED,COMPATIBLE_LABEL_DELTA,harmless_label_delta,true,false,false
G4C-PROBE-0065,G3E-EDGE-025,EDGE,hard_fail_forbidden_auth,EXPECTED_HARD_FAIL_FORBIDDEN_AUTH,ADAPTER_REQUIRED_UNKNOWN_EXPECTED_LABEL,RECEIVE_REVIEW_ONLY,ADAPTER_REQUIRED,adapter_gap,true,false,false
G4C-PROBE-0066,G3E-EDGE-026,EDGE,schema_valid_template_only,EXPECTED_RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,RECEIVE_REVIEW_ONLY,RECEIVE_REVIEW_ONLY,MATCH,none,true,false,false
G4C-PROBE-0067,G3E-EDGE-027,EDGE,review_only,EXPECTED_REVIEW_ONLY_NO_FORMULA,RECEIVE_REVIEW_ONLY,RECEIVE_REVIEW_ONLY,MATCH,none,true,false,false
G4C-PROBE-0068,G3E-EDGE-028,EDGE,preauth_required,EXPECTED_PREAUTH_REQUIRED_NO_RUN,PREAUTH_REQUIRED,PREAUTH_REQUIRED,MATCH,none,true,false,false
G4C-PROBE-0069,G3E-EDGE-029,EDGE,reject_blocked,EXPECTED_REJECT_BLOCKED,REJECT_BLOCKED,PREAUTH_REQUIRED,COMPATIBLE_LABEL_DELTA,harmless_label_delta,true,false,false
G4C-PROBE-0070,G3E-EDGE-030,EDGE,hard_fail_forbidden_auth,EXPECTED_HARD_FAIL_FORBIDDEN_AUTH,ADAPTER_REQUIRED_UNKNOWN_EXPECTED_LABEL,RECEIVE_REVIEW_ONLY,ADAPTER_REQUIRED,adapter_gap,true,false,false
G4C-PROBE-0071,G3E-EDGE-031,EDGE,schema_valid_template_only,EXPECTED_RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,RECEIVE_REVIEW_ONLY,RECEIVE_REVIEW_ONLY,MATCH,none,true,false,false
G4C-PROBE-0072,G3E-EDGE-032,EDGE,review_only,EXPECTED_REVIEW_ONLY_NO_FORMULA,RECEIVE_REVIEW_ONLY,RECEIVE_REVIEW_ONLY,MATCH,none,true,false,false
G4C-PROBE-0073,G3E-EDGE-033,EDGE,preauth_required,EXPECTED_PREAUTH_REQUIRED_NO_RUN,PREAUTH_REQUIRED,PREAUTH_REQUIRED,MATCH,none,true,false,false
G4C-PROBE-0074,G3E-EDGE-034,EDGE,reject_blocked,EXPECTED_REJECT_BLOCKED,REJECT_BLOCKED,PREAUTH_REQUIRED,COMPATIBLE_LABEL_DELTA,harmless_label_delta,true,false,false
G4C-PROBE-0075,G3E-EDGE-035,EDGE,hard_fail_forbidden_auth,EXPECTED_HARD_FAIL_FORBIDDEN_AUTH,ADAPTER_REQUIRED_UNKNOWN_EXPECTED_LABEL,RECEIVE_REVIEW_ONLY,ADAPTER_REQUIRED,adapter_gap,true,false,false
G4C-PROBE-0076,G3E-EDGE-036,EDGE,schema_valid_template_only,EXPECTED_RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,RECEIVE_REVIEW_ONLY,RECEIVE_REVIEW_ONLY,MATCH,none,true,false,false
G4C-PROBE-0077,G3E-EDGE-037,EDGE,review_only,EXPECTED_REVIEW_ONLY_NO_FORMULA,RECEIVE_REVIEW_ONLY,RECEIVE_REVIEW_ONLY,MATCH,none,true,false,false
G4C-PROBE-0078,G3E-EDGE-038,EDGE,preauth_required,EXPECTED_PREAUTH_REQUIRED_NO_RUN,PREAUTH_REQUIRED,PREAUTH_REQUIRED,MATCH,none,true,false,false
G4C-PROBE-0079,G3E-EDGE-039,EDGE,reject_blocked,EXPECTED_REJECT_BLOCKED,REJECT_BLOCKED,PREAUTH_REQUIRED,COMPATIBLE_LABEL_DELTA,harmless_label_delta,true,false,false
G4C-PROBE-0080,G3E-EDGE-040,EDGE,hard_fail_forbidden_auth,EXPECTED_HARD_FAIL_FORBIDDEN_AUTH,ADAPTER_REQUIRED_UNKNOWN_EXPECTED_LABEL,RECEIVE_REVIEW_ONLY,ADAPTER_REQUIRED,adapter_gap,true,false,false
G4C-PROBE-0081,G3E-QCH-001,QCH,schema_valid_template_only,EXPECTED_RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,RECEIVE_REVIEW_ONLY,RECEIVE_REVIEW_ONLY,MATCH,none,true,false,false
G4C-PROBE-0082,G3E-QCH-002,QCH,review_only,EXPECTED_REVIEW_ONLY_NO_FORMULA,RECEIVE_REVIEW_ONLY,RECEIVE_REVIEW_ONLY,MATCH,none,true,false,false
G4C-PROBE-0083,G3E-QCH-003,QCH,preauth_required,EXPECTED_PREAUTH_REQUIRED_NO_RUN,PREAUTH_REQUIRED,PREAUTH_REQUIRED,MATCH,none,true,false,false
G4C-PROBE-0084,G3E-QCH-004,QCH,reject_blocked,EXPECTED_REJECT_BLOCKED,REJECT_BLOCKED,PREAUTH_REQUIRED,COMPATIBLE_LABEL_DELTA,harmless_label_delta,true,false,false
G4C-PROBE-0085,G3E-QCH-005,QCH,hard_fail_forbidden_auth,EXPECTED_HARD_FAIL_FORBIDDEN_AUTH,ADAPTER_REQUIRED_UNKNOWN_EXPECTED_LABEL,RECEIVE_REVIEW_ONLY,ADAPTER_REQUIRED,adapter_gap,true,false,false
G4C-PROBE-0086,G3E-QCH-006,QCH,schema_valid_template_only,EXPECTED_RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,RECEIVE_REVIEW_ONLY,RECEIVE_REVIEW_ONLY,MATCH,none,true,false,false
G4C-PROBE-0087,G3E-QCH-007,QCH,review_only,EXPECTED_REVIEW_ONLY_NO_FORMULA,RECEIVE_REVIEW_ONLY,RECEIVE_REVIEW_ONLY,MATCH,none,true,false,false
G4C-PROBE-0088,G3E-QCH-008,QCH,preauth_required,EXPECTED_PREAUTH_REQUIRED_NO_RUN,PREAUTH_REQUIRED,PREAUTH_REQUIRED,MATCH,none,true,false,false
G4C-PROBE-0089,G3E-QCH-009,QCH,reject_blocked,EXPECTED_REJECT_BLOCKED,REJECT_BLOCKED,PREAUTH_REQUIRED,COMPATIBLE_LABEL_DELTA,harmless_label_delta,true,false,false
G4C-PROBE-0090,G3E-QCH-010,QCH,hard_fail_forbidden_auth,EXPECTED_HARD_FAIL_FORBIDDEN_AUTH,ADAPTER_REQUIRED_UNKNOWN_EXPECTED_LABEL,RECEIVE_REVIEW_ONLY,ADAPTER_REQUIRED,adapter_gap,true,false,false
G4C-PROBE-0091,G3E-QCH-011,QCH,schema_valid_template_only,EXPECTED_RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,RECEIVE_REVIEW_ONLY,RECEIVE_REVIEW_ONLY,MATCH,none,true,false,false
G4C-PROBE-0092,G3E-QCH-012,QCH,review_only,EXPECTED_REVIEW_ONLY_NO_FORMULA,RECEIVE_REVIEW_ONLY,RECEIVE_REVIEW_ONLY,MATCH,none,true,false,false
G4C-PROBE-0093,G3E-QCH-013,QCH,preauth_required,EXPECTED_PREAUTH_REQUIRED_NO_RUN,PREAUTH_REQUIRED,PREAUTH_REQUIRED,MATCH,none,true,false,false
G4C-PROBE-0094,G3E-QCH-014,QCH,reject_blocked,EXPECTED_REJECT_BLOCKED,REJECT_BLOCKED,PREAUTH_REQUIRED,COMPATIBLE_LABEL_DELTA,harmless_label_delta,true,false,false
G4C-PROBE-0095,G3E-QCH-015,QCH,hard_fail_forbidden_auth,EXPECTED_HARD_FAIL_FORBIDDEN_AUTH,ADAPTER_REQUIRED_UNKNOWN_EXPECTED_LABEL,RECEIVE_REVIEW_ONLY,ADAPTER_REQUIRED,adapter_gap,true,false,false
G4C-PROBE-0096,G3E-QCH-016,QCH,schema_valid_template_only,EXPECTED_RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,RECEIVE_REVIEW_ONLY,RECEIVE_REVIEW_ONLY,MATCH,none,true,false,false
G4C-PROBE-0097,G3E-QCH-017,QCH,review_only,EXPECTED_REVIEW_ONLY_NO_FORMULA,RECEIVE_REVIEW_ONLY,RECEIVE_REVIEW_ONLY,MATCH,none,true,false,false
G4C-PROBE-0098,G3E-QCH-018,QCH,preauth_required,EXPECTED_PREAUTH_REQUIRED_NO_RUN,PREAUTH_REQUIRED,PREAUTH_REQUIRED,MATCH,none,true,false,false
G4C-PROBE-0099,G3E-QCH-019,QCH,reject_blocked,EXPECTED_REJECT_BLOCKED,REJECT_BLOCKED,PREAUTH_REQUIRED,COMPATIBLE_LABEL_DELTA,harmless_label_delta,true,false,false
G4C-PROBE-0100,G3E-QCH-020,QCH,hard_fail_forbidden_auth,EXPECTED_HARD_FAIL_FORBIDDEN_AUTH,ADAPTER_REQUIRED_UNKNOWN_EXPECTED_LABEL,RECEIVE_REVIEW_ONLY,ADAPTER_REQUIRED,adapter_gap,true,false,false
G4C-PROBE-0101,G3E-QCH-021,QCH,schema_valid_template_only,EXPECTED_RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,RECEIVE_REVIEW_ONLY,RECEIVE_REVIEW_ONLY,MATCH,none,true,false,false
G4C-PROBE-0102,G3E-QCH-022,QCH,review_only,EXPECTED_REVIEW_ONLY_NO_FORMULA,RECEIVE_REVIEW_ONLY,RECEIVE_REVIEW_ONLY,MATCH,none,true,false,false
G4C-PROBE-0103,G3E-QCH-023,QCH,preauth_required,EXPECTED_PREAUTH_REQUIRED_NO_RUN,PREAUTH_REQUIRED,PREAUTH_REQUIRED,MATCH,none,true,false,false
G4C-PROBE-0104,G3E-QCH-024,QCH,reject_blocked,EXPECTED_REJECT_BLOCKED,REJECT_BLOCKED,PREAUTH_REQUIRED,COMPATIBLE_LABEL_DELTA,harmless_label_delta,true,false,false
G4C-PROBE-0105,G3E-QCH-025,QCH,hard_fail_forbidden_auth,EXPECTED_HARD_FAIL_FORBIDDEN_AUTH,ADAPTER_REQUIRED_UNKNOWN_EXPECTED_LABEL,RECEIVE_REVIEW_ONLY,ADAPTER_REQUIRED,adapter_gap,true,false,false
G4C-PROBE-0106,G3E-QCH-026,QCH,schema_valid_template_only,EXPECTED_RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,RECEIVE_REVIEW_ONLY,RECEIVE_REVIEW_ONLY,MATCH,none,true,false,false
G4C-PROBE-0107,G3E-QCH-027,QCH,review_only,EXPECTED_REVIEW_ONLY_NO_FORMULA,RECEIVE_REVIEW_ONLY,RECEIVE_REVIEW_ONLY,MATCH,none,true,false,false
G4C-PROBE-0108,G3E-QCH-028,QCH,preauth_required,EXPECTED_PREAUTH_REQUIRED_NO_RUN,PREAUTH_REQUIRED,PREAUTH_REQUIRED,MATCH,none,true,false,false
G4C-PROBE-0109,G3E-QCH-029,QCH,reject_blocked,EXPECTED_REJECT_BLOCKED,REJECT_BLOCKED,PREAUTH_REQUIRED,COMPATIBLE_LABEL_DELTA,harmless_label_delta,true,false,false
G4C-PROBE-0110,G3E-QCH-030,QCH,hard_fail_forbidden_auth,EXPECTED_HARD_FAIL_FORBIDDEN_AUTH,ADAPTER_REQUIRED_UNKNOWN_EXPECTED_LABEL,RECEIVE_REVIEW_ONLY,ADAPTER_REQUIRED,adapter_gap,true,false,false
G4C-PROBE-0111,G3E-QCH-031,QCH,schema_valid_template_only,EXPECTED_RECEIPT_TEMPLATE_ONLY_NOT_EVIDENCE,RECEIVE_REVIEW_ONLY,RECEIVE_REVIEW_ONLY,MATCH,none,true,false,false
G4C-PROBE-0112,G3E-QCH-032,QCH,review_only,EXPECTED_REVIEW_ONLY_NO_FORMULA,RECEIVE_REVIEW_ONLY,RECEIVE_REVIEW_ONLY,MATCH,none,true,false,false
G4C-PROBE-0113,G3E-QCH-033,QCH,preauth_required,EXPECTED_PREAUTH_REQUIRED_NO_RUN,PREAUTH_REQUIRED,PREAUTH_REQUIRED,MATCH,none,true,false,false
G4C-PROBE-0114,G3E-QCH-034,QCH,reject_blocked,EXPECTED_REJECT_BLOCKED,REJECT_BLOCKED,PREAUTH_REQUIRED,COMPATIBLE_LABEL_DELTA,harmless_label_delta,true,false,false
G4C-PROBE-0115,G3E-QCH-035,QCH,hard_fail_forbidden_auth,EXPECTED_HARD_FAIL_FORBIDDEN_AUTH,ADAPTER_REQUIRED_UNKNOWN_EXPECTED_LABEL,RECEIVE_REVIEW_ONLY,ADAPTER_REQUIRED,adapter_gap,true,false,false
