receipt_id,source_manifest_id,artifact_path,absolute_path,artifact_kind,recorded_sha,actual_sha,recorded_row_count,actual_row_count,receipt_status,policy_impact,auth_impact,evidence_bearing
G9A-RECEIPT-0024,G8J-MANIFEST-024,roadmap/COMSOL_GATE8G_NO_RUN_PREFLIGHT_HARNESS_V2_PACKET_20260629.md,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE8G_NO_RUN_PREFLIGHT_HARNESS_V2_PACKET_20260629.md,packet_markdown,2e01bda364852c9b6a7f2da0cb9f5875df52504acfc4f463265363570fa84bad,2e01bda364852c9b6a7f2da0cb9f5875df52504acfc4f463265363570fa84bad,NA,NA,MATCH,none,none,false
G9A-RECEIPT-0025,G8J-MANIFEST-025,roadmap/COMSOL_GATE8H_RELEASE_ARCHIVE_INDEX_20260629.csv,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE8H_RELEASE_ARCHIVE_INDEX_20260629.csv,support,e6ac94346f5a67022ff36b19686dd8a35675a7d08f6fc46f48eba15b8aad5eec,e6ac94346f5a67022ff36b19686dd8a35675a7d08f6fc46f48eba15b8aad5eec,4,4,MATCH,none,none,false
G9A-RECEIPT-0026,G8J-MANIFEST-026,roadmap/COMSOL_GATE8H_DECISION_HANDOFF_20260629.csv,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE8H_DECISION_HANDOFF_20260629.csv,support,81efdd191d7c4c4265ce1039b0668ac33f492b4b45fa457dd83074367a3b2a44,81efdd191d7c4c4265ce1039b0668ac33f492b4b45fa457dd83074367a3b2a44,1,1,MATCH,none,none,false
G9A-RECEIPT-0027,G8J-MANIFEST-027,roadmap/COMSOL_GATE8H_RELEASE_ARCHIVE_AND_DECISION_HANDOFF_PACKET_20260629.md,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE8H_RELEASE_ARCHIVE_AND_DECISION_HANDOFF_PACKET_20260629.md,packet_markdown,3480d2a65d1a8e3525a0c7b66d94d68945e02667789ca0ed53d50a9c1658e89a,3480d2a65d1a8e3525a0c7b66d94d68945e02667789ca0ed53d50a9c1658e89a,NA,NA,MATCH,none,none,false
G9A-RECEIPT-0028,G8J-MANIFEST-028,roadmap/COMSOL_GATE8I_ANTI_CONFUSION_GUARD_20260629.csv,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE8I_ANTI_CONFUSION_GUARD_20260629.csv,support,eb25d5851246fc0dda3b6fb6f8645ae0067f22b5616552d4b4322e5ad1556199,eb25d5851246fc0dda3b6fb6f8645ae0067f22b5616552d4b4322e5ad1556199,7,7,MATCH,none,none,false
G9A-RECEIPT-0029,G8J-MANIFEST-029,roadmap/COMSOL_GATE8I_ANTI_CONFUSION_NO_AUTH_GUARD_PACKET_20260629.md,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE8I_ANTI_CONFUSION_NO_AUTH_GUARD_PACKET_20260629.md,packet_markdown,badcbdce9dab3ab0f678e34e6d6bfb79c684828c92bebd31945d2175a916c2d0,badcbdce9dab3ab0f678e34e6d6bfb79c684828c92bebd31945d2175a916c2d0,NA,NA,MATCH,none,none,false
G9A-RECEIPT-0030,G8J-MANIFEST-030,full_chip/dwg_analysis/build_gate8a_to_gate8k_joint_freeze_rehearsal_20260629.py,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\full_chip\dwg_analysis\build_gate8a_to_gate8k_joint_freeze_rehearsal_20260629.py,freeze_artifact,6b92b18e25e8482c55dc80ff405dcb60b1967c759f1c8f4403bef6352f64b2dd,6b92b18e25e8482c55dc80ff405dcb60b1967c759f1c8f4403bef6352f64b2dd,NA,NA,MATCH,none,none,false
G9A-RECEIPT-0031,G8J-MANIFEST-031,full_chip/dwg_analysis/validate_gate8a_to_gate8k_joint_freeze_rehearsal_20260629.py,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\full_chip\dwg_analysis\validate_gate8a_to_gate8k_joint_freeze_rehearsal_20260629.py,freeze_artifact,f18465dd1cc24eee61c7af7c7a292c7ab86aabbd6a3ea6bc68881568e8799b54,f18465dd1cc24eee61c7af7c7a292c7ab86aabbd6a3ea6bc68881568e8799b54,NA,NA,MATCH,none,none,false
G9A-RECEIPT-0032,G8J-MANIFEST-032,full_chip/dwg_analysis/gate8_producer_package_preflight_harness_v2_20260629.py,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\full_chip\dwg_analysis\gate8_producer_package_preflight_harness_v2_20260629.py,support,61dee5845e3af5b720af891ace6fa9cf4800740da94ee4acaeb1fb9fcba59481,61dee5845e3af5b720af891ace6fa9cf4800740da94ee4acaeb1fb9fcba59481,NA,NA,MATCH,none,none,false
G9A-RECEIPT-0033,G8J-MANIFEST-033,roadmap/COMSOL_GATE8I_ANTI_CONFUSION_SCAN_20260629.csv,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE8I_ANTI_CONFUSION_SCAN_20260629.csv,support,b3b5505863c34a39b1d658da4d1c5425efd1d042df5d322fbbc3f58ff6bd1fe9,b3b5505863c34a39b1d658da4d1c5425efd1d042df5d322fbbc3f58ff6bd1fe9,16,16,MATCH,none,none,false
G9A-RECEIPT-0034,G8J-MANIFEST-034,roadmap/COMSOL_GATE8J_JOINT_FREEZE_REHEARSAL_VALIDATION_20260629.csv,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE8J_JOINT_FREEZE_REHEARSAL_VALIDATION_20260629.csv,validation,0069159fac35a5da7f65baf755983488911645204d61e37f6084342a3e91a087,0069159fac35a5da7f65baf755983488911645204d61e37f6084342a3e91a087,14,14,MATCH,none,none,false
G9A-RECEIPT-0035,G8J-MANIFEST-035,roadmap/COMSOL_GATE8_JOINT_FREEZE_AND_EDGE_PILOT_REHEARSAL_20260629.md,C:\Users\Yan\Desktop\Yan\codex project\comsol test\comsol_ev_pbs_bonded_cross_junction\roadmap\COMSOL_GATE8_JOINT_FREEZE_AND_EDGE_PILOT_REHEARSAL_20260629.md,packet_markdown,645d34d7d44b9c82a8ed275b12063641fb40d57ef81628a06e27a1078900af16,645d34d7d44b9c82a8ed275b12063641fb40d57ef81628a06e27a1078900af16,NA,NA,MATCH,none,none,false
