rc5_field_id,field_name,field_category,default_value,gate2d_freeze_inherited,edge_policy_state,qch_state,binding_state
G4G-RC5-FIELD-0019,artifact_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0020,artifact_level_context_candidate,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0021,artifact_path,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0022,authorization_flags_false,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0023,authorized,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0024,auto_map_authorized,forbidden_positive_authorization,false,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0025,bin_basis,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0026,bin_coverage,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0027,bin_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0028,binding_blocker,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0029,binding_fail_closed,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0030,binding_repair_row_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0031,binding_template_row_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0032,blocked_class,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0033,blocked_until,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0034,blocked_use,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0035,blocker_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0036,blocker_if_any,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0037,blocker_preserved,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0038,blocker_reason,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0039,blocker_type,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0040,can_be_done_without_new_comsol_solve,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0041,can_close_reason,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0042,can_close_work_order,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0043,can_fix_without_new_comsol_solve,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0044,can_repair_without_new_solve,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0045,candidate_claim,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0046,candidate_edge20_bins_covered,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0047,candidate_export_row_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0048,candidate_prs_edge20_end_1based,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0049,candidate_prs_edge20_ids,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0050,candidate_prs_edge20_start_1based,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0051,candidate_route_family,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0052,candidate_status,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0053,carry_forward_status,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0054,case_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0055,check_definition,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0056,check_name,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0057,checks,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0058,chi_selected_authorized,forbidden_positive_authorization,false,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0059,claim_boundary,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0060,claim_promotion_authorized_now,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0061,columns,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0062,comsol_artifact_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0063,comsol_artifact_path,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0064,comsol_evidence_or_gap,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0065,comsol_gate2g_status,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0066,comsol_gate_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0067,comsol_status,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0068,conservativeness_check_required,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0069,conservativeness_metric,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0070,conservativeness_rule,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0071,conservativeness_status,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0072,consumer_candidate,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0073,coverage_complete,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0074,coverage_contiguous,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0075,coverage_nonoverlap_claim_scope,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0076,current_blocker,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0077,current_source,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0078,current_status,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0079,current_support_status,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0080,decision_row_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0081,depth_coverage,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0082,depth_family,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0083,depth_or_channel_family,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0084,depth_um,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0085,derived_artifact,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0086,description,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0087,diagnostic_check_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0088,diameter_binding_status,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0089,diameter_coverage,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0090,diameter_nm,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0091,direct_prs_bin_claim_authorized,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0092,direct_prs_bin_use_authorized,forbidden_positive_authorization,false,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0093,direct_prs_bin_use_authorized_default,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0094,disposition,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0095,distribution_type_required,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0096,dossier_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0097,edge20_bin_count,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0098,edge20_bin_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0099,edge20_bins_covered,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0100,edge20_definition_hash,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0101,edge20_reference_units,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0102,edge20_reference_value,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0103,edge4_aggregate_value,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0104,edge4_bin_label,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0105,edge4_max,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0106,edge4_min,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0107,edge4_to_edge20_policy,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0108,edge_bin_label,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0109,edge_deliverable_row_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0110,edge_norm_max,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0111,edge_norm_min,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0112,error_bound_lower,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0113,error_bound_upper,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0114,error_loss_semantics,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0115,evidence_class,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0116,evidence_row_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0117,exact_claim_made_by_comsol,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0118,exact_nodi_prs_match_claim,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0119,exact_prs_match_claim_by_comsol,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0120,example_value_policy,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0121,expected_base_edge_bins,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0122,expected_events_per_base_bin_per_seed,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0123,expected_nodi_disposition,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0124,expected_result_enum,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0125,expected_rows_per_route_diameter_view,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0126,expected_special_aggregates,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0127,expected_xz_bins,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0128,field_name,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0129,flow_split_units,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0130,flow_split_value,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0131,forbidden_auth_flag_state,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0132,forbidden_interpretations,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0133,forbidden_repair,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0134,formal_qch_sidecar_present,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0135,formula_exclusion_active,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0136,formula_use_authorized,forbidden_positive_authorization,false,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0137,formula_use_authorized_default,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0138,future_authorization_required,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0139,gate2b_artifact_level_context_candidate,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0140,gate2b_context_row_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0141,gate2b_grain_level_context_ingestion_authorized,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0142,gate2c_alignment_row_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0143,gate2c_row_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0144,gate2d_candidate_row_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0145,gate2f_edge_evidence_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0146,gate2k_template_row_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0147,generation_preparation_authorized_now,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0148,grain_level_ingestion_authorized,forbidden_positive_authorization,false,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0149,grain_level_ingestion_authorized_default,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0150,grain_level_ingestion_policy,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0151,grouping_basis,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0152,hash_stability_status,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0153,hook_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0154,human_review_required,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0155,information_loss_description,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0156,integration_surface_or_volume_definition,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0157,is_chi_selected,forbidden_positive_authorization,false,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0158,is_formal_gate2_qch_sidecar,forbidden_positive_authorization,false,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0159,is_formal_policy_evidence,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0160,is_policy_result,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0161,jrc_authorized,forbidden_positive_authorization,false,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0162,lambda_nm,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0163,launch_authorized_now,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0164,lineage_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0165,loss_error_policy_approval_status,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0166,loss_error_requirement_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0167,loss_error_requirement_set_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0168,manifest_link,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0169,mesh_size,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0170,mismatch_blocker_if_any,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0171,missing_binding,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0172,missing_required_fields,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0173,monotonicity_allowed_exceptions,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0174,monotonicity_check_required,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0175,monotonicity_direction,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0176,monotonicity_metric,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0177,monotonicity_status,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0178,must_remain_review_only_if,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0179,mutation_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0180,needed_from_comsol,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0181,needed_from_nodi,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0182,nodi_automation_binding_status,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0183,nodi_bin_binding_status,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0184,nodi_check_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0185,nodi_current_status,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0186,nodi_diameter_binding_status,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0187,nodi_edge20_definition_hash,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0188,nodi_expected_verdict,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0189,nodi_receipt_support_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0190,nodi_required_evidence,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0191,nodi_route_key_candidate,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0192,nodi_view_binding_status,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0193,normalization_available,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0194,normalization_basis,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0195,normalization_requirement,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0196,normalization_status,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0197,not_evidence,mandatory_for_template,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0198,notes,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0199,numeric_aggregation_error_bound_status,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0200,numeric_error_bound_units,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0201,numeric_error_bound_value,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0202,numeric_error_units,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0203,numeric_error_value,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0204,outlet_entity_count,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0205,package_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0206,package_row_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0207,particle_kind,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0208,path,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0209,policy_approval_status,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0210,policy_option,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0211,policy_option_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0212,policy_review_ready,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0213,policy_row_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0214,policy_status,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0215,policy_use_requested,forbidden_positive_authorization,false,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0216,policy_use_requested_default,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0217,priority,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0218,probe_category,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0219,probe_row_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0220,production_ingestion_authorized,forbidden_positive_authorization,false,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0221,proposed_edge20_bins_covered,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
G4G-RC5-FIELD-0222,proposed_edge20_group_id,optional_review_only,,true,NOT_APPROVED,ABSENT,FAIL_CLOSED
