field_id,release_candidate,field_name,source_gate11_requiredness,release_requiredness,review_only,runtime_schema,production_contract,evidence_authorization,allowed_use,blocked_use
G12B-RC-FIELD-011,RC5.1_SIDEWALL_GEOMETRY_DESCRIPTOR_ADDENDUM_V1_RELEASE_CANDIDATE_REVIEW_ONLY_NO_AUTH,depth_nm,required_for_sidewall_aware_rows,required_for_sidewall_aware_rows,true,false,false,false,review-only sidewall addendum release-candidate;descriptor receipt dry-run;quarantine ledger;schema validation;future user decision support,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion
G12B-RC-FIELD-012,RC5.1_SIDEWALL_GEOMETRY_DESCRIPTOR_ADDENDUM_V1_RELEASE_CANDIDATE_REVIEW_ONLY_NO_AUTH,W_bottom_unclipped_nm,required_for_sidewall_aware_rows,required_for_sidewall_aware_rows,true,false,false,false,review-only sidewall addendum release-candidate;descriptor receipt dry-run;quarantine ledger;schema validation;future user decision support,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion
G12B-RC-FIELD-013,RC5.1_SIDEWALL_GEOMETRY_DESCRIPTOR_ADDENDUM_V1_RELEASE_CANDIDATE_REVIEW_ONLY_NO_AUTH,W_bottom_runtime_clipped_nm,required_for_sidewall_aware_rows,required_for_sidewall_aware_rows,true,false,false,false,review-only sidewall addendum release-candidate;descriptor receipt dry-run;quarantine ledger;schema validation;future user decision support,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion
G12B-RC-FIELD-014,RC5.1_SIDEWALL_GEOMETRY_DESCRIPTOR_ADDENDUM_V1_RELEASE_CANDIDATE_REVIEW_ONLY_NO_AUTH,closure_status,required_for_sidewall_aware_rows,required_for_sidewall_aware_rows,true,false,false,false,review-only sidewall addendum release-candidate;descriptor receipt dry-run;quarantine ledger;schema validation;future user decision support,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion
G12B-RC-FIELD-015,RC5.1_SIDEWALL_GEOMETRY_DESCRIPTOR_ADDENDUM_V1_RELEASE_CANDIDATE_REVIEW_ONLY_NO_AUTH,closure_policy,required_for_sidewall_aware_rows,required_for_sidewall_aware_rows,true,false,false,false,review-only sidewall addendum release-candidate;descriptor receipt dry-run;quarantine ledger;schema validation;future user decision support,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion
G12B-RC-FIELD-016,RC5.1_SIDEWALL_GEOMETRY_DESCRIPTOR_ADDENDUM_V1_RELEASE_CANDIDATE_REVIEW_ONLY_NO_AUTH,runtime_guard_status,required_for_sidewall_aware_rows,required_for_sidewall_aware_rows,true,false,false,false,review-only sidewall addendum release-candidate;descriptor receipt dry-run;quarantine ledger;schema validation;future user decision support,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion
G12B-RC-FIELD-017,RC5.1_SIDEWALL_GEOMETRY_DESCRIPTOR_ADDENDUM_V1_RELEASE_CANDIDATE_REVIEW_ONLY_NO_AUTH,min_aperture_descriptor_nm,required_for_sidewall_aware_rows,required_for_sidewall_aware_rows,true,false,false,false,review-only sidewall addendum release-candidate;descriptor receipt dry-run;quarantine ledger;schema validation;future user decision support,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion
G12B-RC-FIELD-018,RC5.1_SIDEWALL_GEOMETRY_DESCRIPTOR_ADDENDUM_V1_RELEASE_CANDIDATE_REVIEW_ONLY_NO_AUTH,cross_section_geometry_version,required_for_sidewall_aware_rows,required_for_sidewall_aware_rows,true,false,false,false,review-only sidewall addendum release-candidate;descriptor receipt dry-run;quarantine ledger;schema validation;future user decision support,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion
G12B-RC-FIELD-019,RC5.1_SIDEWALL_GEOMETRY_DESCRIPTOR_ADDENDUM_V1_RELEASE_CANDIDATE_REVIEW_ONLY_NO_AUTH,cross_section_geometry_version_candidate,required_no_auth_or_claim_guard,required_no_auth_or_claim_guard,true,false,false,false,review-only sidewall addendum release-candidate;descriptor receipt dry-run;quarantine ledger;schema validation;future user decision support,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion
G12B-RC-FIELD-020,RC5.1_SIDEWALL_GEOMETRY_DESCRIPTOR_ADDENDUM_V1_RELEASE_CANDIDATE_REVIEW_ONLY_NO_AUTH,geometry_claim_level,required_for_sidewall_aware_rows,required_for_sidewall_aware_rows,true,false,false,false,review-only sidewall addendum release-candidate;descriptor receipt dry-run;quarantine ledger;schema validation;future user decision support,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion
G12B-RC-FIELD-021,RC5.1_SIDEWALL_GEOMETRY_DESCRIPTOR_ADDENDUM_V1_RELEASE_CANDIDATE_REVIEW_ONLY_NO_AUTH,geometry_surrogate_status,required_for_sidewall_aware_rows,required_for_sidewall_aware_rows,true,false,false,false,review-only sidewall addendum release-candidate;descriptor receipt dry-run;quarantine ledger;schema validation;future user decision support,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion
G12B-RC-FIELD-022,RC5.1_SIDEWALL_GEOMETRY_DESCRIPTOR_ADDENDUM_V1_RELEASE_CANDIDATE_REVIEW_ONLY_NO_AUTH,sidewall_descriptor_binding_status,required_marker_or_receiver_guard,required_marker_or_receiver_guard,true,false,false,false,review-only sidewall addendum release-candidate;descriptor receipt dry-run;quarantine ledger;schema validation;future user decision support,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion
G12B-RC-FIELD-023,RC5.1_SIDEWALL_GEOMETRY_DESCRIPTOR_ADDENDUM_V1_RELEASE_CANDIDATE_REVIEW_ONLY_NO_AUTH,sidewall_prs_v2_requires_descriptor_binding,required_marker_or_receiver_guard,required_marker_or_receiver_guard,true,false,false,false,review-only sidewall addendum release-candidate;descriptor receipt dry-run;quarantine ledger;schema validation;future user decision support,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion
G12B-RC-FIELD-024,RC5.1_SIDEWALL_GEOMETRY_DESCRIPTOR_ADDENDUM_V1_RELEASE_CANDIDATE_REVIEW_ONLY_NO_AUTH,sidewall_eas_v2_requires_descriptor_binding,required_marker_or_receiver_guard,required_marker_or_receiver_guard,true,false,false,false,review-only sidewall addendum release-candidate;descriptor receipt dry-run;quarantine ledger;schema validation;future user decision support,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion
G12B-RC-FIELD-025,RC5.1_SIDEWALL_GEOMETRY_DESCRIPTOR_ADDENDUM_V1_RELEASE_CANDIDATE_REVIEW_ONLY_NO_AUTH,optical_solver_triggered,required_no_auth_or_claim_guard,required_no_auth_or_claim_guard,true,false,false,false,review-only sidewall addendum release-candidate;descriptor receipt dry-run;quarantine ledger;schema validation;future user decision support,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion
G12B-RC-FIELD-026,RC5.1_SIDEWALL_GEOMETRY_DESCRIPTOR_ADDENDUM_V1_RELEASE_CANDIDATE_REVIEW_ONLY_NO_AUTH,optical_geometry_claim_level,required_no_auth_or_claim_guard,required_no_auth_or_claim_guard,true,false,false,false,review-only sidewall addendum release-candidate;descriptor receipt dry-run;quarantine ledger;schema validation;future user decision support,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion
G12B-RC-FIELD-027,RC5.1_SIDEWALL_GEOMETRY_DESCRIPTOR_ADDENDUM_V1_RELEASE_CANDIDATE_REVIEW_ONLY_NO_AUTH,not_measured_geometry,required_no_auth_or_claim_guard,required_no_auth_or_claim_guard,true,false,false,false,review-only sidewall addendum release-candidate;descriptor receipt dry-run;quarantine ledger;schema validation;future user decision support,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion
G12B-RC-FIELD-028,RC5.1_SIDEWALL_GEOMETRY_DESCRIPTOR_ADDENDUM_V1_RELEASE_CANDIDATE_REVIEW_ONLY_NO_AUTH,not_runtime_configuration,required_no_auth_or_claim_guard,required_no_auth_or_claim_guard,true,false,false,false,review-only sidewall addendum release-candidate;descriptor receipt dry-run;quarantine ledger;schema validation;future user decision support,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion
G12B-RC-FIELD-029,RC5.1_SIDEWALL_GEOMETRY_DESCRIPTOR_ADDENDUM_V1_RELEASE_CANDIDATE_REVIEW_ONLY_NO_AUTH,not_production_ingestion,required_no_auth_or_claim_guard,required_no_auth_or_claim_guard,true,false,false,false,review-only sidewall addendum release-candidate;descriptor receipt dry-run;quarantine ledger;schema validation;future user decision support,q_ch weighting;q_ch*eta;q_ch*chi*eta;chi_selected;route_score;JOINT_ROUTE_CLASS/JRC;yield;winner;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;runtime configuration;production ingestion;measured geometry claim;formula use;direct PRS bin;grain-level ingestion;accepted row expansion
