node_receipt_id,node_id,path,workstream,would_require_mph_load,current_execution_allowed,future_authorization_required,receipt_status
G4E-NODE-0066,G3C-NODE-0066,roadmap/NODI_PRS_W800_MINIBATCH_AUTHORIZATION_PACKET_20260621.md,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0067,G3C-NODE-0067,roadmap/TPD_PRS_CHI_CONTEXT_FORMULA_REQUIRED_FIELDS_20260622.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0068,G3C-NODE-0068,roadmap/TPD_PRS_CHI_CONTEXT_FORMULA_REVIEW_MANIFEST_20260622.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0069,G3C-NODE-0069,roadmap/TPD_PRS_DUAL_WEIGHTING_CONTEXT_POLICY_PACKET_20260622.md,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0070,G3C-NODE-0070,roadmap/TPD_PRS_METRIC_SELECTION_PREFLIGHT_MANIFEST_20260622.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0071,G3C-NODE-0071,roadmap/TRANSPORTED_POSITION_DISTRIBUTION_SCHEMA_V1_20260617.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0072,G3C-NODE-0072,roadmap/COMSOL_GATE2C_BINDING_ALIGNMENT_MASTER_PACKET_20260628.md,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0073,G3C-NODE-0073,roadmap/COMSOL_GATE2L_BINDING_PACKAGE_CONTRACT_PACKET_20260628.md,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0074,G3C-NODE-0074,roadmap/NODI_PRS_W800_MINIBATCH_ACCEPTANCE_CHECKLIST_20260621.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0075,G3C-NODE-0075,roadmap/COMSOL_GATE2E_TPD_BINDING_REPAIR_REQUIREMENTS_20260628.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0076,G3C-NODE-0076,roadmap/COMSOL_GATE2L_BINDING_REPAIR_PACKAGE_CONTRACT_20260628.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0077,G3C-NODE-0077,roadmap/TPD_PRS_METRIC_SELECTION_PREFLIGHT_CANDIDATES_20260622.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0078,G3C-NODE-0078,roadmap/TPD_PRS_METRIC_SELECTION_PREFLIGHT_VALIDATION_20260622.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0079,G3C-NODE-0079,roadmap/COMSOL_GATE2E_TPD_BINDING_REPAIR_MINIMAL_PACKET_20260628.md,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0080,G3C-NODE-0080,roadmap/COMSOL_GATE2P_BINDING_SYNTHETIC_SCHEMA_PACKAGE_20260628.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0081,G3C-NODE-0081,roadmap/COMSOL_GATE2T_BINDING_EVIDENCE_GAP_CLOSURE_MAP_20260628.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0082,G3C-NODE-0082,roadmap/EV_PBS_WET_MODEL_EXECUTABLE_PREFLIGHT_BINDINGS_20260625.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0083,G3C-NODE-0083,roadmap/NODI_PRS_W800_MINIBATCH_AUTHORIZATION_MANIFEST_20260621.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0084,G3C-NODE-0084,roadmap/NODI_PRS_W800_MINIBATCH_EXTERNAL_RUNNER_HANDOFF_20260621.md,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0085,G3C-NODE-0085,roadmap/TPD_PRS_METRIC_SELECTION_SCALAR_EMISSION_GATES_20260622.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0086,G3C-NODE-0086,roadmap/TRANSPORTED_POSITION_DISTRIBUTION_SOURCE_AUDIT_20260621.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0087,G3C-NODE-0087,full_chip/dwg_analysis/build_tpd_prs_chi_context_sidecar_20260622.py,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0088,G3C-NODE-0088,full_chip/dwg_analysis/validate_gate2c_binding_alignment_20260628.py,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0089,G3C-NODE-0089,full_chip/dwg_analysis/validate_transported_position_distribution.py,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0090,G3C-NODE-0090,roadmap/TPD_PRS_METRIC_SELECTION_VIEW_AGGREGATION_AUDIT_20260622.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0091,G3C-NODE-0091,roadmap/TPD_PRS_METRIC_SELECTION_WEIGHTING_POLICY_AUDIT_20260622.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0092,G3C-NODE-0092,roadmap/COMSOL_GATE2C_TPD_BINDING_SCHEMA_ALIGNMENT_PACKET_20260628.md,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0093,G3C-NODE-0093,roadmap/COMSOL_GATE3B_BINDING_MANIFEST_ONLY_PACKAGE_SPEC_20260629.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0094,G3C-NODE-0094,roadmap/FUTURE_NODI_PRS_EAS_TO_FINITE_SIZE_GATE_INTERFACE_20260617.md,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0095,G3C-NODE-0095,roadmap/NODI_PRS_W800_MINIBATCH_EXTERNAL_OUTPUT_CONTRACT_20260621.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0096,G3C-NODE-0096,roadmap/TPD_SRC_001_W800_D900_A85_220NM_VALIDATION_RETRY3_20260621.md,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0097,G3C-NODE-0097,roadmap/TRANSPORTED_POSITION_SOURCE_SMOKE_CLOSEOUT_RETRY3_20260621.md,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0098,G3C-NODE-0098,roadmap/TRANSPORTED_POSITION_SOURCE_SMOKE_SUMMARY_RETRY3_20260621.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0099,G3C-NODE-0099,full_chip/dwg_analysis/build_tpd_prs_dual_weighting_policy_20260622.py,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0100,G3C-NODE-0100,roadmap/COMSOL_GATE2E_TPD_BINDING_REPAIR_MINIMAL_SKELETON_20260628.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0101,G3C-NODE-0101,roadmap/NODI_PRS_W800_MINIBATCH_EXTERNAL_HANDOFF_MANIFEST_20260621.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0102,G3C-NODE-0102,roadmap/TRANSPORTED_POSITION_DISTRIBUTION_TEMPLATE_RECHECK_20260621.md,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0103,G3C-NODE-0103,roadmap/TRANSPORTED_POSITION_DISTRIBUTION_VALIDATION_PLAN_20260617.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0104,G3C-NODE-0104,roadmap/TRANSPORTED_POSITION_SOURCE_SMOKE_COMBINED_RETRY3_20260621.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0105,G3C-NODE-0105,full_chip/dwg_analysis/build_nodi_prs_w800_external_handoff_20260621.py,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0106,G3C-NODE-0106,full_chip/dwg_analysis/run_transported_position_source_case_20260621.py,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0107,G3C-NODE-0107,full_chip/dwg_analysis/validate_gate2a_nodi_binding_package_20260627.py,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0108,G3C-NODE-0108,roadmap/TRANSPORTED_POSITION_DISTRIBUTION_VALIDATION_GATES_20260621.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0109,G3C-NODE-0109,roadmap/TRANSPORTED_POSITION_DISTRIBUTION_VALIDATION_PACKET_20260621.md,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0110,G3C-NODE-0110,roadmap/TRANSPORTED_POSITION_SOURCE_RUNNER_PACKET_MANIFEST_20260621.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0111,G3C-NODE-0111,roadmap/EV_PBS_SAMPLE_SURFACE_INPUT_LOCK_PREFLIGHT_BINDINGS_20260625.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0112,G3C-NODE-0112,roadmap/NODI_LOCAL_MIRROR_AND_PRS_V1_1_CODE_UPGRADE_ACTIONS_20260621.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0113,G3C-NODE-0113,roadmap/TRANSPORTED_POSITION_DISTRIBUTION_CASE_MANIFEST_DRY_20260617.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0114,G3C-NODE-0114,roadmap/TRANSPORTED_POSITION_DISTRIBUTION_VALIDATOR_BINDING_20260621.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0115,G3C-NODE-0115,full_chip/dwg_analysis/validate_nodi_prs_w800_external_return_20260621.py,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0116,G3C-NODE-0116,roadmap/NODI_LOCAL_MIRROR_AND_PRS_V1_1_CODE_UPGRADE_MANIFEST_20260621.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0117,G3C-NODE-0117,roadmap/TRANSPORTED_POSITION_AND_VALIDATION_CONTRACT_CLOSEOUT_20260617.md,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0118,G3C-NODE-0118,full_chip/dwg_analysis/build_tpd_prs_chi_context_formula_review_20260622.py,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0119,G3C-NODE-0119,full_chip/dwg_analysis/build_tpd_prs_metric_selection_preflight_20260622.py,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0120,G3C-NODE-0120,roadmap/TRANSPORTED_POSITION_SOURCE_RUNNER_AUTHORIZATION_PACKET_20260621.md,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0121,G3C-NODE-0121,roadmap/TRANSPORTED_POSITION_SOURCE_SMOKE_QUEUE_SUMMARY_RETRY3_20260621.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0122,G3C-NODE-0122,full_chip/dwg_analysis/build_nodi_prs_eas_context_ingestion_gate_20260622.py,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0123,G3C-NODE-0123,full_chip/dwg_analysis/build_tpd_to_nodi_bridge_alignment_packet_20260621.py,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0124,G3C-NODE-0124,roadmap/EV_PBS_SIMULATION_ONLY_EVENT_TREE_ODE_PARAMETER_BINDING_20260622.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0125,G3C-NODE-0125,roadmap/TRANSPORTED_POSITION_SOURCE_RUNNER_ACCEPTANCE_CHECKLIST_20260621.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0126,G3C-NODE-0126,roadmap/TRANSPORTED_POSITION_DISTRIBUTION_RUNNER_PREFLIGHT_PACKET_20260617.md,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0127,G3C-NODE-0127,roadmap/TRANSPORTED_POSITION_DISTRIBUTION_VALIDATOR_DRYRUN_REPORT_20260617.md,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0128,G3C-NODE-0128,roadmap/EV_PBS_SOFT_VESICLE_L2_FIELD_EXTRACTOR_SMOKE_CASE_BINDING_20260625.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0129,G3C-NODE-0129,full_chip/dwg_analysis/build_transported_position_validation_packet_20260621.py,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0130,G3C-NODE-0130,roadmap/EV_PBS_SOFT_VESICLE_L2_MODEL_IDENTITY_BINDING_NEXT_ACTIONS_20260625.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0131,G3C-NODE-0131,roadmap/TRANSPORTED_POSITION_SOURCE_SMOKE_CLOSEOUT_MANIFEST_RETRY3_20260621.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0132,G3C-NODE-0132,roadmap/EV_PBS_SOFT_VESICLE_L2_INTERACTION_PREFLIGHT_INPUT_BINDINGS_20260625.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0133,G3C-NODE-0133,roadmap/EV_PBS_SOFT_VESICLE_L2_MODEL_IDENTITY_BINDING_SCENARIO_PLAN_20260625.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0134,G3C-NODE-0134,roadmap/EV_PBS_SOFT_VESICLE_L2_MODEL_IDENTITY_BINDING_SOURCE_INPUTS_20260625.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0135,G3C-NODE-0135,full_chip/dwg_analysis/build_transported_position_source_runner_queue_20260621.py,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0136,G3C-NODE-0136,roadmap/NODI_PRS_W800_MINIBATCH_EXTERNAL_RETURN_VALIDATION_NUMBA_FULL_20260622.md,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0137,G3C-NODE-0137,roadmap/NODI_PRS_W800_MINIBATCH_EXTERNAL_VALIDATION_RECEIPT_TEMPLATE_20260621.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0138,G3C-NODE-0138,roadmap/TRANSPORTED_POSITION_DISTRIBUTION_VALIDATION_PACKET_MANIFEST_20260621.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0139,G3C-NODE-0139,full_chip/dwg_analysis/build_prs_artifact_availability_and_next_packet_20260621.py,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0140,G3C-NODE-0140,roadmap/EV_PBS_SOFT_VESICLE_L2_MODEL_IDENTITY_BINDING_PREFLIGHT_PACKET_20260625.md,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0141,G3C-NODE-0141,roadmap/EV_PBS_V4_NON_NANO_DIRECT_LODGE_DESCRIPTOR_DELTA_GAP_BINDINGS_20260627.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0142,G3C-NODE-0142,full_chip/dwg_analysis/build_transported_position_source_smoke_closeout_20260621.py,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0143,G3C-NODE-0143,roadmap/EV_PBS_SAMPLE_SURFACE_V3_CANONICAL_SYNC_AUDIT_V3_BINDING_AUDIT_20260626.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0144,G3C-NODE-0144,roadmap/NODI_PRS_W800_MINIBATCH_EXTERNAL_VALIDATION_RECEIPT_NUMBA_FULL_20260622.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0145,G3C-NODE-0145,roadmap/EV_PBS_CODE_MODEL_REVIEW_ROUND23_EXISTING_OUTPUT_V4_BINDING_GATE_20260628.md,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0146,G3C-NODE-0146,roadmap/EV_PBS_SOFT_VESICLE_L2_ADHESION_CLOGGING_LAW_CANDIDATE_BINDINGS_20260625.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0147,G3C-NODE-0147,full_chip/dwg_analysis/build_nodi_prs_w800_minibatch_authorization_packet_20260621.py,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0148,G3C-NODE-0148,roadmap/EV_PBS_SOFT_VESICLE_L2_MODEL_IDENTITY_BINDING_PREFLIGHT_MANIFEST_20260625.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0149,G3C-NODE-0149,roadmap/EV_PBS_SOFT_VESICLE_L2_MODEL_IDENTITY_BINDING_UNRESOLVED_BLOCKERS_20260625.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0150,G3C-NODE-0150,roadmap/EV_PBS_SOFT_VESICLE_L2_MODEL_IDENTITY_BINDING_PREFLIGHT_VALIDATION_20260625.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0151,G3C-NODE-0151,roadmap/EV_PBS_V4_NORMAL_NANOCHANNEL_INPUT_RECEIPT_REVIEW_REQUEST_BINDINGS_20260628.csv,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0152,G3C-NODE-0152,full_chip/dwg_analysis/build_soft_vesicle_l2_model_identity_binding_preflight_20260625.py,BINDING,false,false,false,METADATA_ONLY
G4E-NODE-0153,G3C-NODE-0153,roadmap/EV_PBS_SOFT_VESICLE_L2_COMSOL_FIELD_OUTPUT_NO_RUN_BOOTSTRAP_BINDINGS_20260625.csv,BINDING,false,false,false,METADATA_ONLY
