source_id,path,exists,sha256,claim_boundary,allowed_use,blocked_use
depth_noise_report_146,reports/146_depth_reference_model_noise_regime_evidence_20260603.md,true,c33e65744156a4a09fd50c7c9e035c13c174ccc9f08dc935c686d1b5047ba2aa,wet_optical_detection_context_not_final_detection_not_yield_not_route_score,wet/optical/detection evidence context for route candidates;sidewall-specific calibration gap prioritization,formal route_score;winner;JRC;yield;detection_probability;true W_eff;sidewall optical solver claim;wet pass claim;fabrication release;production ingestion
calibration_plan_advisor,nodi_simulator/calibration_plan_advisor.py,true,084cb7c7181c504db09970827f8503ea5f4874b3af60374069e35b6c82b72bd7,wet_optical_detection_context_not_final_detection_not_yield_not_route_score,wet/optical/detection evidence context for route candidates;sidewall-specific calibration gap prioritization,formal route_score;winner;JRC;yield;detection_probability;true W_eff;sidewall optical solver claim;wet pass claim;fabrication release;production ingestion
calibration_models,nodi_simulator/calibration_models.py,true,9dd754c04bb4b8c33d7b0a717caaff5d854af247ec190ef59d70c9d848f10366,wet_optical_detection_context_not_final_detection_not_yield_not_route_score,wet/optical/detection evidence context for route candidates;sidewall-specific calibration gap prioritization,formal route_score;winner;JRC;yield;detection_probability;true W_eff;sidewall optical solver claim;wet pass claim;fabrication release;production ingestion
optical_exposure_safety,nodi_simulator/optical_exposure_safety.py,true,780ed9c60405bb9efc3136b81a6b371138a70bbb5e84982688efc3d4d47d0d12,wet_optical_detection_context_not_final_detection_not_yield_not_route_score,wet/optical/detection evidence context for route candidates;sidewall-specific calibration gap prioritization,formal route_score;winner;JRC;yield;detection_probability;true W_eff;sidewall optical solver claim;wet pass claim;fabrication release;production ingestion
tsuyama_gold_aligned_detection_lane_builder,tools/audits/tsuyama_gold_aligned_detection_lane.py,true,0271edf5a9f33a601580c9790ea50c0c125e4c54e6e089552a160c73997670ee,wet_optical_detection_context_not_final_detection_not_yield_not_route_score,wet/optical/detection evidence context for route candidates;sidewall-specific calibration gap prioritization,formal route_score;winner;JRC;yield;detection_probability;true W_eff;sidewall optical solver claim;wet pass claim;fabrication release;production ingestion
tsuyama_detection_rate_calibration_builder,tools/audits/tsuyama_detection_rate_calibration.py,true,ae97ccb156cf55fc48ece1df14ab9a9f3b1e5c10ab04040fc6d21290e84bde31,wet_optical_detection_context_not_final_detection_not_yield_not_route_score,wet/optical/detection evidence context for route candidates;sidewall-specific calibration gap prioritization,formal route_score;winner;JRC;yield;detection_probability;true W_eff;sidewall optical solver claim;wet pass claim;fabrication release;production ingestion
wet_optical_detection_source,nodi_simulator/wet_optical_detection_evidence.py,true,39f6ff89a5b03e956ccfea951b77ca667eb16e2e1ee64ee6f189ed98bfa6d87d,wet_optical_detection_context_not_final_detection_not_yield_not_route_score,wet/optical/detection evidence context for route candidates;sidewall-specific calibration gap prioritization,formal route_score;winner;JRC;yield;detection_probability;true W_eff;sidewall optical solver claim;wet pass claim;fabrication release;production ingestion
wet_optical_detection_tests,tests/test_wet_optical_detection_evidence.py,true,032e3aa9f7c65134f19e236316eb99654c5beacb97ea9a1b836a5a2020c403a1,wet_optical_detection_context_not_final_detection_not_yield_not_route_score,wet/optical/detection evidence context for route candidates;sidewall-specific calibration gap prioritization,formal route_score;winner;JRC;yield;detection_probability;true W_eff;sidewall optical solver claim;wet pass claim;fabrication release;production ingestion
wet_optical_detection_builder,tools/audits/build_nodi_package_c_wet_optical_detection_evidence_context.py,true,b8d978d9bf02f1e1c25cab2acecfb78c061f5299a50396b77ba07529d772be49,wet_optical_detection_context_not_final_detection_not_yield_not_route_score,wet/optical/detection evidence context for route candidates;sidewall-specific calibration gap prioritization,formal route_score;winner;JRC;yield;detection_probability;true W_eff;sidewall optical solver claim;wet pass claim;fabrication release;production ingestion
wet_optical_detection_builder_tests,tests/test_nodi_package_c_wet_optical_detection_evidence_context.py,true,0c9f0fc3ff7c875570aafe2f7859a6f1f24bf7eb662c3e83f23f141aa428a05a,wet_optical_detection_context_not_final_detection_not_yield_not_route_score,wet/optical/detection evidence context for route candidates;sidewall-specific calibration gap prioritization,formal route_score;winner;JRC;yield;detection_probability;true W_eff;sidewall optical solver claim;wet pass claim;fabrication release;production ingestion
