path,git_status,classification,release_decision
reports/joint_interface_20260630/NODI_COMSOL_GATE30_31_SIDEWALL_CANDIDATE_EVIDENCE_MAP_20260630.csv, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
reports/joint_interface_20260630/NODI_COMSOL_GATE30_31_SIDEWALL_MANIFEST_20260630.csv, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
reports/joint_interface_20260630/NODI_COMSOL_GATE30_31_SIDEWALL_PROOF_CANDIDATE_MANIFEST_20260630.csv, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
reports/joint_interface_20260630/NODI_COMSOL_GATE30_31_SIDEWALL_PROOF_CANDIDATE_MANIFEST_20260630.json, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
reports/joint_interface_20260630/NODI_COMSOL_GATE30_31_SIDEWALL_PROOF_RAW_METRICS_20260630.json, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
reports/joint_interface_20260630/NODI_COMSOL_GATE30_31_SIDEWALL_PROOF_SUMMARY_METRICS_20260630.json, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
reports/joint_interface_20260630/NODI_COMSOL_GATE30_31_SIDEWALL_REPORT_20260630.json, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
reports/joint_interface_20260630/NODI_COMSOL_GATE30_31_SIDEWALL_SOURCE_LOCK_20260630.csv, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
reports/joint_interface_20260630/NODI_COMSOL_GATE30_31_SIDEWALL_STATUS_20260630.json, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
reports/joint_interface_20260630/SIDEWALL_STATIC_INTEROP_RC1_FINAL_COMSOL_REINTAKE_POINTER_20260630.csv, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
reports/joint_interface_20260630/SIDEWALL_STATIC_INTEROP_RC1_FINAL_CURRENT_AUDIT_LEDGER_20260630.csv, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
reports/joint_interface_20260630/SIDEWALL_STATIC_INTEROP_RC1_FINAL_MANIFEST_20260630.csv, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
reports/joint_interface_20260630/SIDEWALL_STATIC_INTEROP_RC1_FINAL_RELEASE_PACKET_20260630.md, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
reports/joint_interface_20260630/SIDEWALL_STATIC_INTEROP_RC1_FINAL_REPORT_20260630.json, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
reports/joint_interface_20260630/SIDEWALL_STATIC_INTEROP_RC1_FINAL_SOURCE_LOCK_CLOSURE_20260630.csv, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
reports/joint_interface_20260630/SIDEWALL_STATIC_INTEROP_RC1_FINAL_STATUS_20260630.json, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
reports/joint_interface_20260630/SIDEWALL_STATIC_INTEROP_RC1_FINAL_VERSION_LOCK_20260630.json, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
reports/joint_interface_20260630/SIDEWALL_STATIC_INTEROP_RC1_MANIFEST_20260630.csv, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
reports/joint_interface_20260630/SIDEWALL_STATIC_INTEROP_RC1_REPORT_20260630.json, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
reports/joint_interface_20260630/SIDEWALL_STATIC_INTEROP_RC1_REPORT_20260630.md, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
reports/joint_interface_20260630/SIDEWALL_STATIC_INTEROP_RC1_SELF_REVIEW_20260630.csv, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
reports/joint_interface_20260630/SIDEWALL_STATIC_INTEROP_RC1_SOURCE_LOCK_LEDGER_20260630.csv, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
reports/joint_interface_20260630/SIDEWALL_STATIC_INTEROP_RC1_STATUS_20260630.json, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
reports/joint_interface_20260630/SIDEWALL_STATIC_INTEROP_RC1_VERSION_LOCK_20260630.json, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
reports/joint_interface_20260701/NODI_PACKAGE_C_POST_RC2_DELTA_RELEASE_V2_DELTA_INVENTORY_20260701.csv, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
reports/joint_interface_20260701/NODI_PACKAGE_C_POST_RC2_DELTA_RELEASE_V2_MANIFEST_20260701.csv, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
reports/joint_interface_20260701/NODI_PACKAGE_C_POST_RC2_DELTA_RELEASE_V2_RELEASE_SEAL_20260701.csv, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
reports/joint_interface_20260701/NODI_PACKAGE_C_POST_RC2_DELTA_RELEASE_V2_REPORT_20260701.json, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
reports/joint_interface_20260701/NODI_PACKAGE_C_POST_RC2_DELTA_RELEASE_V2_STATUS_20260701.json, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
reports/joint_interface_20260701/NODI_PACKAGE_C_PROMOTION_SURFACE_QUARANTINE_V1_CENSUS_20260701.csv, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
reports/joint_interface_20260701/NODI_PACKAGE_C_PROMOTION_SURFACE_QUARANTINE_V1_CENSUS_20260701.json, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
reports/joint_interface_20260701/NODI_PACKAGE_C_PROMOTION_SURFACE_QUARANTINE_V1_COMMIT_SEMANTIC_LEDGER_20260701.csv, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
reports/joint_interface_20260701/NODI_PACKAGE_C_PROMOTION_SURFACE_QUARANTINE_V1_QUARANTINE_REGISTER_20260701.csv, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_PRESSURE_FLOW_BRIDGE_RELEASE_V1_DIRTY_CLASSIFIER_20260701.csv, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_PRESSURE_FLOW_BRIDGE_RELEASE_V1_MANIFEST_20260701.csv, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_PRESSURE_FLOW_BRIDGE_RELEASE_V1_REPORT_20260701.json, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_PRESSURE_FLOW_BRIDGE_RELEASE_V1_SOURCE_LOCK_20260701.csv, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
reports/joint_interface_20260701/NODI_PACKAGE_C_SIDEWALL_PRESSURE_FLOW_BRIDGE_RELEASE_V1_STATUS_20260701.json, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
results/post_v2_mandatory_audit/bfp_roi_operator_summary.csv, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
results/post_v2_mandatory_audit/candidate_universe_manifest.json, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
results/post_v2_mandatory_audit/ev_prior_contaminant_summary.csv, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
results/post_v2_mandatory_audit/noise_readout_route_sensitivity.csv, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
results/post_v2_mandatory_audit/noise_readout_scenario_bundle.csv, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
results/post_v2_mandatory_audit/top_candidate_extended_pairwise_stability.csv, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
results/post_v2_mandatory_audit/top_candidate_mandatory_audit.csv, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
results/post_v2_mandatory_audit/top_candidate_mandatory_audit_manifest.json, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
results/post_v2_mandatory_audit/top_candidate_particle_panel_audit.csv, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
results/post_v2_mandatory_audit/tsuyama_bfp_reference_summary.csv, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
results/post_v2_physical_ceiling/full_wave_green_tensor_diagnostic.csv, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
results/post_v2_physical_ceiling/physical_ceiling_contract_manifest.json, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
results/post_v2_physical_ceiling/physical_ceiling_diagnostic_schema_manifest.json, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
results/post_v2_physical_ceiling/physical_ceiling_input_binding_manifest.json, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
results/post_v2_physical_ceiling/physical_ceiling_route_coverage_manifest.json, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
results/post_v2_physical_ceiling/roughness_leakage_diagnostic.csv, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
results/post_v2_physical_ceiling/transport_residence_time_diagnostic.csv, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
results/post_v2_physical_ceiling/vector_jones_polarization_diagnostic.csv, M,non_release_dirty_context,ignored_for_route_evidence_input_packet
nodi_simulator/sidewall_route_evidence_input_packet.py,??,route_evidence_input_packet_build_edit,included_in_commit_scope_before_publish
reports/517_NODI_PACKAGE_C_POST_RC2_DELTA_RELEASE_V1_20260701.md,??,non_release_dirty_context,ignored_for_route_evidence_input_packet
reports/joint_interface_20260701/NODI_PACKAGE_C_POST_RC2_DELTA_RELEASE_V1_COMSOL_CLEAN_MIRROR_REQUEST_20260701.md,??,non_release_dirty_context,ignored_for_route_evidence_input_packet
tests/test_nodi_package_c_post_rc2_delta_release.py,??,non_release_dirty_context,ignored_for_route_evidence_input_packet
tests/test_nodi_package_c_sidewall_route_evidence_input_packet.py,??,route_evidence_input_packet_build_edit,included_in_commit_scope_before_publish
tests/test_sidewall_route_evidence_input_packet.py,??,route_evidence_input_packet_build_edit,included_in_commit_scope_before_publish
tools/audits/build_nodi_package_c_post_rc2_delta_release.py,??,non_release_dirty_context,ignored_for_route_evidence_input_packet
tools/audits/build_nodi_package_c_sidewall_route_evidence_input_packet.py,??,route_evidence_input_packet_build_edit,included_in_commit_scope_before_publish
