source_id,path,exists,sha256,claim_boundary,allowed_use,blocked_use
user_authorization_ledger_status,reports\joint_interface_20260701\NODI_COMSOL_PACKAGE_C_USER_AUTHORIZATION_LEDGER_STATUS_20260701.json,true,f1ba269cfb8c0a7735a39a9f53c54c5e410dc78112320916beacee84b115b2d9,package_c_finite_step_reflection_surrogate_proof_registered_not_runtime_not_solver_not_wet,Package C finite-step reflection surrogate proof registration;source/evidence-hash binding;Package C reflection-surrogate validation status,runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output beyond finite-step surrogate;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
proof_threshold_table,reports\joint_interface_20260701\NODI_COMSOL_PACKAGE_C_PROOF_THRESHOLD_TABLE_20260701.csv,true,496d766bef686478970743da7f057d33d48559266f31927ff0dd14acf8e93086,package_c_finite_step_reflection_surrogate_proof_registered_not_runtime_not_solver_not_wet,Package C finite-step reflection surrogate proof registration;source/evidence-hash binding;Package C reflection-surrogate validation status,runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output beyond finite-step surrogate;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
proof_readiness_index,reports\joint_interface_20260701\NODI_COMSOL_PACKAGE_C_PROOF_READINESS_INDEX_20260701.csv,true,f4221bdfcaba5174129e9f49b0803ff80edccf45638de2d8a35f7161ac59e3b8,package_c_finite_step_reflection_surrogate_proof_registered_not_runtime_not_solver_not_wet,Package C finite-step reflection surrogate proof registration;source/evidence-hash binding;Package C reflection-surrogate validation status,runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output beyond finite-step surrogate;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
proof_readiness_blockers,reports\joint_interface_20260701\NODI_COMSOL_PACKAGE_C_PROOF_READINESS_BLOCKERS_20260701.csv,true,b4160a77caaf1e34e2b0ff3491a02ae0abcd1de2c449c54e18b7eaf5be14dc59,package_c_finite_step_reflection_surrogate_proof_registered_not_runtime_not_solver_not_wet,Package C finite-step reflection surrogate proof registration;source/evidence-hash binding;Package C reflection-surrogate validation status,runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output beyond finite-step surrogate;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
user_authorization_ledger_scopes,reports\joint_interface_20260701\NODI_COMSOL_PACKAGE_C_USER_AUTHORIZATION_LEDGER_SCOPES_20260701.csv,true,e5a956fb910db970afe6269a5080039590125863737d34bc26db0afdcab53951,package_c_finite_step_reflection_surrogate_proof_registered_not_runtime_not_solver_not_wet,Package C finite-step reflection surrogate proof registration;source/evidence-hash binding;Package C reflection-surrogate validation status,runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output beyond finite-step surrogate;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
user_authorization_ledger_guards,reports\joint_interface_20260701\NODI_COMSOL_PACKAGE_C_USER_AUTHORIZATION_LEDGER_RESULT_GUARDS_20260701.csv,true,52a0526fb62664468f0043332f424bf6a8afc556b60b6b3894bb2b6f4cbd4b76,package_c_finite_step_reflection_surrogate_proof_registered_not_runtime_not_solver_not_wet,Package C finite-step reflection surrogate proof registration;source/evidence-hash binding;Package C reflection-surrogate validation status,runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output beyond finite-step surrogate;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
stationarity_histograms,reports\joint_interface_20260701\NODI_COMSOL_PACKAGE_C_STATIONARITY_ENSEMBLE_HISTOGRAMS_20260701.csv,true,fe6bdaba5a746a8b1cdeb8f7a21781d66342ca858645c9ed8a41ec2388353969,package_c_finite_step_reflection_surrogate_proof_registered_not_runtime_not_solver_not_wet,Package C finite-step reflection surrogate proof registration;source/evidence-hash binding;Package C reflection-surrogate validation status,runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output beyond finite-step surrogate;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
stationarity_confidence_intervals,reports\joint_interface_20260701\NODI_COMSOL_PACKAGE_C_STATIONARITY_ENSEMBLE_CONFIDENCE_INTERVALS_20260701.csv,true,5af71e8b75537536ef554cc0d30ac10c87a621914aedcd83a85f6b55213d06da,package_c_finite_step_reflection_surrogate_proof_registered_not_runtime_not_solver_not_wet,Package C finite-step reflection surrogate proof registration;source/evidence-hash binding;Package C reflection-surrogate validation status,runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output beyond finite-step surrogate;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
one_wall_rows,reports\joint_interface_20260701\NODI_COMSOL_PACKAGE_C_ONE_WALL_WALL_PILEUP_ONE_WALL_20260701.csv,true,0fef508a7424149d75030cd93f6f4fa968545714d940891668472e175b2bd09a,package_c_finite_step_reflection_surrogate_proof_registered_not_runtime_not_solver_not_wet,Package C finite-step reflection surrogate proof registration;source/evidence-hash binding;Package C reflection-surrogate validation status,runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output beyond finite-step surrogate;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
wall_pileup_rows,reports\joint_interface_20260701\NODI_COMSOL_PACKAGE_C_ONE_WALL_WALL_PILEUP_WALL_PILEUP_20260701.csv,true,17c53edde2616a617957160bb6f8c00f5a75c48d4fc52c65193be4486bb582d7,package_c_finite_step_reflection_surrogate_proof_registered_not_runtime_not_solver_not_wet,Package C finite-step reflection surrogate proof registration;source/evidence-hash binding;Package C reflection-surrogate validation status,runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output beyond finite-step surrogate;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
near_boundary_rows,reports\joint_interface_20260701\NODI_COMSOL_PACKAGE_C_NEAR_BOUNDARY_EXPECTED_BAND_ROWS_20260701.csv,true,a3e510f65265b9eba8d2bb1abf47a690392006d573ea99431f0ff1926fcfa915,package_c_finite_step_reflection_surrogate_proof_registered_not_runtime_not_solver_not_wet,Package C finite-step reflection surrogate proof registration;source/evidence-hash binding;Package C reflection-surrogate validation status,runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output beyond finite-step surrogate;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
substep_policy_rows,reports\joint_interface_20260701\NODI_COMSOL_PACKAGE_C_RUNTIME_SUBSTEP_POLICY_DESIGN_ROWS_20260701.csv,true,bce7a988d9269fabe0a6935a8eb45fae9fd6c54c8dbd91180001425c5e661a05,package_c_finite_step_reflection_surrogate_proof_registered_not_runtime_not_solver_not_wet,Package C finite-step reflection surrogate proof registration;source/evidence-hash binding;Package C reflection-surrogate validation status,runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output beyond finite-step surrogate;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
cross_section_geometry_source,nodi_simulator\cross_section_geometry.py,true,1ea0db3cb9979519a3fa98f2bb4a55837cf741755f8074ecc81e473f12520ee9,package_c_finite_step_reflection_surrogate_proof_registered_not_runtime_not_solver_not_wet,Package C finite-step reflection surrogate proof registration;source/evidence-hash binding;Package C reflection-surrogate validation status,runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output beyond finite-step surrogate;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
trajectory_source,nodi_simulator\trajectory.py,true,da000c42fa64bbd337cd4ba73a7fff94cf0314791a0ad35763adcec67c6344a6,package_c_finite_step_reflection_surrogate_proof_registered_not_runtime_not_solver_not_wet,Package C finite-step reflection surrogate proof registration;source/evidence-hash binding;Package C reflection-surrogate validation status,runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output beyond finite-step surrogate;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
proof_registration_builder,tools\audits\build_nodi_comsol_package_c_proof_registration_artifact.py,true,bdb059eb180fda73c08ebf1d76a5079c7bd943c7cef7b48b4fa2de7c8ee1b449,package_c_finite_step_reflection_surrogate_proof_registered_not_runtime_not_solver_not_wet,Package C finite-step reflection surrogate proof registration;source/evidence-hash binding;Package C reflection-surrogate validation status,runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output beyond finite-step surrogate;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
proof_registration_tests,tests\test_nodi_comsol_package_c_proof_registration_artifact.py,true,5b0d6d31ea5e202e0f8600305fdfc903e891a38efa4ea1cf67672588eb74f51f,package_c_finite_step_reflection_surrogate_proof_registered_not_runtime_not_solver_not_wet,Package C finite-step reflection surrogate proof registration;source/evidence-hash binding;Package C reflection-surrogate validation status,runtime configuration;sidewall PRS/EAS numeric output;NODI runtime recomputation;COMSOL launch;.mph load;validated Brownian solver output beyond finite-step surrogate;validated hindered diffusion;trapezoid Poiseuille solver output;fixed-pressure q_ch output;flux-weighted sampling;electrokinetic grid output;optical solver output;true W_eff;reference strength claim;detector response claim;sidewall scattering claim;route_score;winner;JRC;q_ch weighting;yield;detection_probability;wet pass probability;clogging rate;time-to-clog;recovery;fabrication release;production ingestion
