packet_version,claim_boundary,primary_sidewall_deg_comsol,not_detection_probability,not_yield,not_selection_metric_claim,not_qch_weighted,not_true_effective_width_claim,not_production_recommendation,allowed_use,blocked_use,comsol_v4_assumption_set_id,comsol_v4_assumption_set_version,comsol_v4_assumption_set_sha256,row_id,route_id_nodi,route_id_role,lambda_nm,W_nominal_nm,D_nm,diameter_nm,sidewall_deg_comsol,dimension_change_signal,dimension_update_action,W_top_compensated_proxy_nm,top_width_compensation_proxy_nm,bottom_throat_loss_nm,center_accessible_area_fraction_vs_rectangle,closure_status,annulus_update_action,annulus_context_status,annulus_accessible_fraction,annulus_changed_source_available,interference_update_action,interference_context_status,surrogate_response_delta_mean,bounded_event_delta_available,bounded_event_mean_peak_height_delta,bounded_event_mean_local_snr_delta,update_packet_status
sidewall_recommended_dimension_update_packet_v1,sidewall_dimension_update_policy_not_route_selection_not_probability,85.0,True,True,True,True,True,True,translate sidewall-angle synthesis into dimension/annulus/response update actions for simulation planning,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,UPD-404_W500_D900-P280-TH85,404/W500/D900,join_key_only_not_selection,404,500,900,280,85.0,tail_sensitive_shift,widen_or_shallow_for_particle_support,579.8093516854688,79.80935168546881,157.47959434666313,0.6372302196115054,open,not_sampled_for_this_particle_diameter,annulus_support_requires_followup_or_interpolation,,False,not_sampled_for_this_particle_diameter,response_sensitivity_requires_followup_or_interpolation,,False,,,sidewall_update_context_ready
sidewall_recommended_dimension_update_packet_v1,sidewall_dimension_update_policy_not_route_selection_not_probability,85.0,True,True,True,True,True,True,translate sidewall-angle synthesis into dimension/annulus/response update actions for simulation planning,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,UPD-404_W500_D900-P290-TH85,404/W500/D900,join_key_only_not_selection,404,500,900,290,85.0,tail_sensitive_shift,widen_or_shallow_for_particle_support,579.8475500609022,79.84755006090225,157.47959434666313,0.6197735711385607,open,not_sampled_for_this_particle_diameter,annulus_support_requires_followup_or_interpolation,,False,not_sampled_for_this_particle_diameter,response_sensitivity_requires_followup_or_interpolation,,False,,,sidewall_update_context_ready
sidewall_recommended_dimension_update_packet_v1,sidewall_dimension_update_policy_not_route_selection_not_probability,85.0,True,True,True,True,True,True,translate sidewall-angle synthesis into dimension/annulus/response update actions for simulation planning,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,UPD-404_W500_D900-P300-TH85,404/W500/D900,join_key_only_not_selection,404,500,900,300,85.0,tail_sensitive_shift,widen_or_shallow_for_particle_support,579.8857484363358,79.8857484363358,157.47959434666313,0.600571257818321,open,filter_0p5_0p8_by_particle_center_support,selected_annulus_partially_accessible,0.6,True,bounded_event_context_shift_observed,sparse_event_context_available,-2.890474962395264,True,1.7468658835233555,143848.15883197356,sidewall_update_context_ready
sidewall_recommended_dimension_update_packet_v1,sidewall_dimension_update_policy_not_route_selection_not_probability,85.0,True,True,True,True,True,True,translate sidewall-angle synthesis into dimension/annulus/response update actions for simulation planning,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,UPD-404_W500_D1200-P40-TH85,404/W500/D1200,join_key_only_not_selection,404,500,1200,40,85.0,major_shift,block_or_respecify_width_depth,605.1391897328426,105.13918973284262,209.97279246221757,0.7714365440590377,open,retain_0p5_0p8_with_trapezoid_coordinate_remap,selected_annulus_accessible,1.0,True,surrogate_response_shift_check,surrogate_context_available,-0.01544055926650163,False,,,sidewall_update_context_ready
sidewall_recommended_dimension_update_packet_v1,sidewall_dimension_update_policy_not_route_selection_not_probability,85.0,True,True,True,True,True,True,translate sidewall-angle synthesis into dimension/annulus/response update actions for simulation planning,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,UPD-404_W500_D1200-P60-TH85,404/W500/D1200,join_key_only_not_selection,404,500,1200,60,85.0,major_shift,block_or_respecify_width_depth,605.2155864837096,105.21558648370954,209.97279246221757,0.7608736670824783,open,not_sampled_for_this_particle_diameter,annulus_support_requires_followup_or_interpolation,,False,not_sampled_for_this_particle_diameter,response_sensitivity_requires_followup_or_interpolation,,False,,,sidewall_update_context_ready
sidewall_recommended_dimension_update_packet_v1,sidewall_dimension_update_policy_not_route_selection_not_probability,85.0,True,True,True,True,True,True,translate sidewall-angle synthesis into dimension/annulus/response update actions for simulation planning,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,UPD-404_W500_D1200-P100-TH85,404/W500/D1200,join_key_only_not_selection,404,500,1200,100,85.0,major_shift,block_or_respecify_width_depth,605.3683799854434,105.36837998544337,209.97279246221757,0.7365790500363916,open,retain_0p5_0p8_with_trapezoid_coordinate_remap,selected_annulus_accessible,1.0,True,bounded_event_context_shift_observed,sparse_event_context_available,-0.24125873853908802,True,0.4003433882361769,4797.497803975766,sidewall_update_context_ready
sidewall_recommended_dimension_update_packet_v1,sidewall_dimension_update_policy_not_route_selection_not_probability,85.0,True,True,True,True,True,True,translate sidewall-angle synthesis into dimension/annulus/response update actions for simulation planning,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,UPD-404_W500_D1200-P150-TH85,404/W500/D1200,join_key_only_not_selection,404,500,1200,150,85.0,major_shift,block_or_respecify_width_depth,605.5593718626108,105.55937186261079,209.97279246221757,0.6984017946782549,open,not_sampled_for_this_particle_diameter,annulus_support_requires_followup_or_interpolation,,False,not_sampled_for_this_particle_diameter,response_sensitivity_requires_followup_or_interpolation,,False,,,sidewall_update_context_ready
sidewall_recommended_dimension_update_packet_v1,sidewall_dimension_update_policy_not_route_selection_not_probability,85.0,True,True,True,True,True,True,translate sidewall-angle synthesis into dimension/annulus/response update actions for simulation planning,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,UPD-404_W500_D1200-P220-TH85,404/W500/D1200,join_key_only_not_selection,404,500,1200,220,85.0,tail_sensitive_shift,widen_or_shallow_for_particle_support,605.8267604906453,105.8267604906452,209.97279246221757,0.6220472839619814,open,retain_0p5_0p8_with_trapezoid_coordinate_remap,selected_annulus_accessible,1.0,True,bounded_event_context_shift_observed,sparse_event_context_available,-2.56892304796421,True,-0.4395370302361812,-131411.2067606015,sidewall_update_context_ready
sidewall_recommended_dimension_update_packet_v1,sidewall_dimension_update_policy_not_route_selection_not_probability,85.0,True,True,True,True,True,True,translate sidewall-angle synthesis into dimension/annulus/response update actions for simulation planning,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,UPD-404_W500_D1200-P230-TH85,404/W500/D1200,join_key_only_not_selection,404,500,1200,230,85.0,tail_sensitive_shift,widen_or_shallow_for_particle_support,605.8649588660786,105.86495886607862,209.97279246221757,0.6079075597552643,open,not_sampled_for_this_particle_diameter,annulus_support_requires_followup_or_interpolation,,False,not_sampled_for_this_particle_diameter,response_sensitivity_requires_followup_or_interpolation,,False,,,sidewall_update_context_ready
sidewall_recommended_dimension_update_packet_v1,sidewall_dimension_update_policy_not_route_selection_not_probability,85.0,True,True,True,True,True,True,translate sidewall-angle synthesis into dimension/annulus/response update actions for simulation planning,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,UPD-404_W500_D1200-P240-TH85,404/W500/D1200,join_key_only_not_selection,404,500,1200,240,85.0,tail_sensitive_shift,widen_or_shallow_for_particle_support,605.9031572415121,105.90315724151212,209.97279246221757,0.5926801644557227,open,not_sampled_for_this_particle_diameter,annulus_support_requires_followup_or_interpolation,,False,not_sampled_for_this_particle_diameter,response_sensitivity_requires_followup_or_interpolation,,False,,,sidewall_update_context_ready
sidewall_recommended_dimension_update_packet_v1,sidewall_dimension_update_policy_not_route_selection_not_probability,85.0,True,True,True,True,True,True,translate sidewall-angle synthesis into dimension/annulus/response update actions for simulation planning,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,UPD-404_W500_D1200-P250-TH85,404/W500/D1200,join_key_only_not_selection,404,500,1200,250,85.0,tail_sensitive_shift,widen_or_shallow_for_particle_support,605.9413556169457,105.94135561694563,209.97279246221757,0.5762345775322175,open,not_sampled_for_this_particle_diameter,annulus_support_requires_followup_or_interpolation,,False,not_sampled_for_this_particle_diameter,response_sensitivity_requires_followup_or_interpolation,,False,,,sidewall_update_context_ready
sidewall_recommended_dimension_update_packet_v1,sidewall_dimension_update_policy_not_route_selection_not_probability,85.0,True,True,True,True,True,True,translate sidewall-angle synthesis into dimension/annulus/response update actions for simulation planning,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,UPD-404_W500_D1200-P260-TH85,404/W500/D1200,join_key_only_not_selection,404,500,1200,260,85.0,tail_sensitive_shift,widen_or_shallow_for_particle_support,605.979553992379,105.97955399237904,209.97279246221757,0.558418525031754,open,not_sampled_for_this_particle_diameter,annulus_support_requires_followup_or_interpolation,,False,not_sampled_for_this_particle_diameter,response_sensitivity_requires_followup_or_interpolation,,False,,,sidewall_update_context_ready
sidewall_recommended_dimension_update_packet_v1,sidewall_dimension_update_policy_not_route_selection_not_probability,85.0,True,True,True,True,True,True,translate sidewall-angle synthesis into dimension/annulus/response update actions for simulation planning,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,UPD-404_W500_D1200-P270-TH85,404/W500/D1200,join_key_only_not_selection,404,500,1200,270,85.0,tail_sensitive_shift,widen_or_shallow_for_particle_support,606.0177523678126,106.01775236781253,209.97279246221757,0.5390532505747281,open,not_sampled_for_this_particle_diameter,annulus_support_requires_followup_or_interpolation,,False,not_sampled_for_this_particle_diameter,response_sensitivity_requires_followup_or_interpolation,,False,,,sidewall_update_context_ready
sidewall_recommended_dimension_update_packet_v1,sidewall_dimension_update_policy_not_route_selection_not_probability,85.0,True,True,True,True,True,True,translate sidewall-angle synthesis into dimension/annulus/response update actions for simulation planning,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,UPD-404_W500_D1200-P280-TH85,404/W500/D1200,join_key_only_not_selection,404,500,1200,280,85.0,tail_sensitive_shift,widen_or_shallow_for_particle_support,606.0559507432461,106.055950743246,209.97279246221757,0.5179274966216091,open,not_sampled_for_this_particle_diameter,annulus_support_requires_followup_or_interpolation,,False,not_sampled_for_this_particle_diameter,response_sensitivity_requires_followup_or_interpolation,,False,,,sidewall_update_context_ready
sidewall_recommended_dimension_update_packet_v1,sidewall_dimension_update_policy_not_route_selection_not_probability,85.0,True,True,True,True,True,True,translate sidewall-angle synthesis into dimension/annulus/response update actions for simulation planning,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,UPD-404_W500_D1200-P290-TH85,404/W500/D1200,join_key_only_not_selection,404,500,1200,290,85.0,tail_sensitive_shift,widen_or_shallow_for_particle_support,606.0941491186795,106.09414911867948,209.97279246221757,0.49478976610152625,open,not_sampled_for_this_particle_diameter,annulus_support_requires_followup_or_interpolation,,False,not_sampled_for_this_particle_diameter,response_sensitivity_requires_followup_or_interpolation,,False,,,sidewall_update_context_ready
sidewall_recommended_dimension_update_packet_v1,sidewall_dimension_update_policy_not_route_selection_not_probability,85.0,True,True,True,True,True,True,translate sidewall-angle synthesis into dimension/annulus/response update actions for simulation planning,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,UPD-404_W500_D1200-P300-TH85,404/W500/D1200,join_key_only_not_selection,404,500,1200,300,85.0,tail_sensitive_shift,widen_or_shallow_for_particle_support,606.132347494113,106.132347494113,209.97279246221757,0.46933826252943495,open,retain_0p5_0p8_with_trapezoid_coordinate_remap,selected_annulus_accessible,1.0,True,bounded_event_context_shift_observed,sparse_event_context_available,-6.5139859405553775,True,6.051956352797333,-229710.42686325125,sidewall_update_context_ready
sidewall_recommended_dimension_update_packet_v1,sidewall_dimension_update_policy_not_route_selection_not_probability,85.0,True,True,True,True,True,True,translate sidewall-angle synthesis into dimension/annulus/response update actions for simulation planning,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,UPD-404_W600_D900-P40-TH85,404/W600/D900,join_key_only_not_selection,404,600,900,40,85.0,moderate_shift,revise_margin_before_runtime_use,678.8925906750655,78.8925906750655,157.47959434666313,0.8591203737945259,open,retain_0p5_0p8_with_trapezoid_coordinate_remap,selected_annulus_accessible,1.0,True,surrogate_response_shift_check,surrogate_context_available,-0.00965034954156352,False,,,sidewall_update_context_ready
sidewall_recommended_dimension_update_packet_v1,sidewall_dimension_update_policy_not_route_selection_not_probability,85.0,True,True,True,True,True,True,translate sidewall-angle synthesis into dimension/annulus/response update actions for simulation planning,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,UPD-404_W600_D900-P60-TH85,404/W600/D900,join_key_only_not_selection,404,600,900,60,85.0,moderate_shift,revise_margin_before_runtime_use,678.9689874259324,78.9689874259324,157.47959434666313,0.8537611343964214,open,not_sampled_for_this_particle_diameter,annulus_support_requires_followup_or_interpolation,,False,not_sampled_for_this_particle_diameter,response_sensitivity_requires_followup_or_interpolation,,False,,,sidewall_update_context_ready
sidewall_recommended_dimension_update_packet_v1,sidewall_dimension_update_policy_not_route_selection_not_probability,85.0,True,True,True,True,True,True,translate sidewall-angle synthesis into dimension/annulus/response update actions for simulation planning,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,UPD-404_W600_D900-P100-TH85,404/W600/D900,join_key_only_not_selection,404,600,900,100,85.0,moderate_shift,revise_margin_before_runtime_use,679.1217809276661,79.12178092766618,157.47959434666313,0.8417564381446676,open,retain_0p5_0p8_with_trapezoid_coordinate_remap,selected_annulus_accessible,1.0,True,bounded_event_context_shift_observed,sparse_event_context_available,-0.15078671158692997,True,0.30367038197508656,3190.927353313389,sidewall_update_context_ready
