expansion_version,row_id,matrix_axis,source_artifacts_json,allowed_use,blocked_use,not_detection_probability,not_winner,not_yield,not_qch_weighted,not_true_W_eff,not_optical_solver_output,not_route_score,not_comsol_transport_distribution,not_route_selection_claim,not_production_recommendation,route_scope,route_source,candidate_universe_context_only,sidewall_wall_distance_context_only,package_C_validation_status,claim_boundary,annulus_expansion_case_id,route_id_nodi,route_id_nodi_role,lambda_nm,W_nominal_nm,W_top_nm,W_top_semantics,D_nm,depth_nm,NODI_view,sidewall_deg_comsol,sidewall_angle_convention,sidewall_taper_angle_deg_nodi,diameter_nm,selection_basis,selection_source_system,edge_norm_definition,annulus_edge_norm_min,annulus_edge_norm_max,new_trapezoid_annulus_basis,coordinate_frame_id,coordinate_frame_version,u_slice_rows,accessible_u_slice_rows,blocked_u_slice_rows,selected_annulus_accessible_fraction,annulus_response_delta_mean,annulus_mapping_status,annulus_impact_status,no_neighbor_fill_for_blocked_bins,small_n_synthetic_context
sidewall_multiwidth_response_expansion_v1,MWANN-404_W500_D900-TH80.0-P40,selected_annulus_expansion,"[""589_NODI_SIDEWALL_GEOMETRY_EFFECTS_IMPACT_MATRIX_20260702"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM"", ""cross_section_geometry.py"", ""nodi_comsol_next_artifacts.py""]",expand sidewall-angle sensitivity across PRS-approved width/depth/wavelength routes and produce trapezoid-local response-bin simulation context,"route winner, route score, fabrication release, production recommendation, true W_eff, detection probability, wet yield, q_ch weighting, or full optical solver",True,True,True,True,True,True,True,True,True,True,prs_approved_route_matrix,nodi_comsol_next_artifacts.PRS_APPROVED_ROUTE_MATRIX,False,True,not_claiming_trajectory_or_near_wall_runtime,multiwidth_sidewall_dimension_annulus_response_expansion_not_route_score,MWANN-404_W500_D900-TH80.0-P40,404/W500/D900,join_key_only_not_selection,404,500,500,runtime_top_aperture_surrogate,900,900,per_wavelength_gold,80.0,comsol_from_horizontal,10.0,40,selected_annulus_edge_norm_context,NODI_sidewall_multiwidth_expansion,max_abs_xz_norm_legacy_rectangle,0.5,0.8,trapezoid_local_width_x_norm_plus_wall_normal_distance,trapezoid_x_u_from_top,trapezoid_local_width_v1,5,5,0,1.0,-0.02333948553607983,mapped_all_slices,annulus_rectangle_like_or_blocked_context,True,False
sidewall_multiwidth_response_expansion_v1,MWANN-404_W500_D900-TH83.0-P100,selected_annulus_expansion,"[""589_NODI_SIDEWALL_GEOMETRY_EFFECTS_IMPACT_MATRIX_20260702"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM"", ""cross_section_geometry.py"", ""nodi_comsol_next_artifacts.py""]",expand sidewall-angle sensitivity across PRS-approved width/depth/wavelength routes and produce trapezoid-local response-bin simulation context,"route winner, route score, fabrication release, production recommendation, true W_eff, detection probability, wet yield, q_ch weighting, or full optical solver",True,True,True,True,True,True,True,True,True,True,prs_approved_route_matrix,nodi_comsol_next_artifacts.PRS_APPROVED_ROUTE_MATRIX,False,True,not_claiming_trajectory_or_near_wall_runtime,multiwidth_sidewall_dimension_annulus_response_expansion_not_route_score,MWANN-404_W500_D900-TH83.0-P100,404/W500/D900,join_key_only_not_selection,404,500,500,runtime_top_aperture_surrogate,900,900,per_wavelength_gold,83.0,comsol_from_horizontal,7.0,100,selected_annulus_edge_norm_context,NODI_sidewall_multiwidth_expansion,max_abs_xz_norm_legacy_rectangle,0.5,0.8,trapezoid_local_width_x_norm_plus_wall_normal_distance,trapezoid_x_u_from_top,trapezoid_local_width_v1,5,5,0,1.0,-0.25394302885938724,mapped_all_slices,annulus_shift_candidate,True,False
sidewall_multiwidth_response_expansion_v1,MWANN-404_W500_D900-TH83.0-P220,selected_annulus_expansion,"[""589_NODI_SIDEWALL_GEOMETRY_EFFECTS_IMPACT_MATRIX_20260702"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM"", ""cross_section_geometry.py"", ""nodi_comsol_next_artifacts.py""]",expand sidewall-angle sensitivity across PRS-approved width/depth/wavelength routes and produce trapezoid-local response-bin simulation context,"route winner, route score, fabrication release, production recommendation, true W_eff, detection probability, wet yield, q_ch weighting, or full optical solver",True,True,True,True,True,True,True,True,True,True,prs_approved_route_matrix,nodi_comsol_next_artifacts.PRS_APPROVED_ROUTE_MATRIX,False,True,not_claiming_trajectory_or_near_wall_runtime,multiwidth_sidewall_dimension_annulus_response_expansion_not_route_score,MWANN-404_W500_D900-TH83.0-P220,404/W500/D900,join_key_only_not_selection,404,500,500,runtime_top_aperture_surrogate,900,900,per_wavelength_gold,83.0,comsol_from_horizontal,7.0,220,selected_annulus_edge_norm_context,NODI_sidewall_multiwidth_expansion,max_abs_xz_norm_legacy_rectangle,0.5,0.8,trapezoid_local_width_x_norm_plus_wall_normal_distance,trapezoid_x_u_from_top,trapezoid_local_width_v1,5,5,0,1.0,-2.703985371294758,mapped_all_slices,annulus_shift_candidate,True,False
sidewall_multiwidth_response_expansion_v1,MWANN-404_W500_D900-TH83.0-P300,selected_annulus_expansion,"[""589_NODI_SIDEWALL_GEOMETRY_EFFECTS_IMPACT_MATRIX_20260702"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM"", ""cross_section_geometry.py"", ""nodi_comsol_next_artifacts.py""]",expand sidewall-angle sensitivity across PRS-approved width/depth/wavelength routes and produce trapezoid-local response-bin simulation context,"route winner, route score, fabrication release, production recommendation, true W_eff, detection probability, wet yield, q_ch weighting, or full optical solver",True,True,True,True,True,True,True,True,True,True,prs_approved_route_matrix,nodi_comsol_next_artifacts.PRS_APPROVED_ROUTE_MATRIX,False,True,not_claiming_trajectory_or_near_wall_runtime,multiwidth_sidewall_dimension_annulus_response_expansion_not_route_score,MWANN-404_W500_D900-TH83.0-P300,404/W500/D900,join_key_only_not_selection,404,500,500,runtime_top_aperture_surrogate,900,900,per_wavelength_gold,83.0,comsol_from_horizontal,7.0,300,selected_annulus_edge_norm_context,NODI_sidewall_multiwidth_expansion,max_abs_xz_norm_legacy_rectangle,0.5,0.8,trapezoid_local_width_x_norm_plus_wall_normal_distance,trapezoid_x_u_from_top,trapezoid_local_width_v1,5,3,2,0.6,-6.760984504645357,blocked_or_partial,annulus_shift_candidate,True,False
sidewall_multiwidth_response_expansion_v1,MWANN-404_W500_D900-TH83.0-P40,selected_annulus_expansion,"[""589_NODI_SIDEWALL_GEOMETRY_EFFECTS_IMPACT_MATRIX_20260702"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM"", ""cross_section_geometry.py"", ""nodi_comsol_next_artifacts.py""]",expand sidewall-angle sensitivity across PRS-approved width/depth/wavelength routes and produce trapezoid-local response-bin simulation context,"route winner, route score, fabrication release, production recommendation, true W_eff, detection probability, wet yield, q_ch weighting, or full optical solver",True,True,True,True,True,True,True,True,True,True,prs_approved_route_matrix,nodi_comsol_next_artifacts.PRS_APPROVED_ROUTE_MATRIX,False,True,not_claiming_trajectory_or_near_wall_runtime,multiwidth_sidewall_dimension_annulus_response_expansion_not_route_score,MWANN-404_W500_D900-TH83.0-P40,404/W500/D900,join_key_only_not_selection,404,500,500,runtime_top_aperture_surrogate,900,900,per_wavelength_gold,83.0,comsol_from_horizontal,7.0,40,selected_annulus_edge_norm_context,NODI_sidewall_multiwidth_expansion,max_abs_xz_norm_legacy_rectangle,0.5,0.8,trapezoid_local_width_x_norm_plus_wall_normal_distance,trapezoid_x_u_from_top,trapezoid_local_width_v1,5,5,0,1.0,-0.016252353847000786,mapped_all_slices,annulus_rectangle_like_or_blocked_context,True,False
sidewall_multiwidth_response_expansion_v1,MWANN-404_W500_D900-TH85.0-P100,selected_annulus_expansion,"[""589_NODI_SIDEWALL_GEOMETRY_EFFECTS_IMPACT_MATRIX_20260702"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM"", ""cross_section_geometry.py"", ""nodi_comsol_next_artifacts.py""]",expand sidewall-angle sensitivity across PRS-approved width/depth/wavelength routes and produce trapezoid-local response-bin simulation context,"route winner, route score, fabrication release, production recommendation, true W_eff, detection probability, wet yield, q_ch weighting, or full optical solver",True,True,True,True,True,True,True,True,True,True,prs_approved_route_matrix,nodi_comsol_next_artifacts.PRS_APPROVED_ROUTE_MATRIX,False,True,not_claiming_trajectory_or_near_wall_runtime,multiwidth_sidewall_dimension_annulus_response_expansion_not_route_score,MWANN-404_W500_D900-TH85.0-P100,404/W500/D900,join_key_only_not_selection,404,500,500,runtime_top_aperture_surrogate,900,900,per_wavelength_gold,85.0,comsol_from_horizontal,5.0,100,selected_annulus_edge_norm_context,NODI_sidewall_multiwidth_expansion,max_abs_xz_norm_legacy_rectangle,0.5,0.8,trapezoid_local_width_x_norm_plus_wall_normal_distance,trapezoid_x_u_from_top,trapezoid_local_width_v1,5,5,0,1.0,-0.18094405390431595,mapped_all_slices,annulus_shift_candidate,True,False
sidewall_multiwidth_response_expansion_v1,MWANN-404_W500_D900-TH85.0-P220,selected_annulus_expansion,"[""589_NODI_SIDEWALL_GEOMETRY_EFFECTS_IMPACT_MATRIX_20260702"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM"", ""cross_section_geometry.py"", ""nodi_comsol_next_artifacts.py""]",expand sidewall-angle sensitivity across PRS-approved width/depth/wavelength routes and produce trapezoid-local response-bin simulation context,"route winner, route score, fabrication release, production recommendation, true W_eff, detection probability, wet yield, q_ch weighting, or full optical solver",True,True,True,True,True,True,True,True,True,True,prs_approved_route_matrix,nodi_comsol_next_artifacts.PRS_APPROVED_ROUTE_MATRIX,False,True,not_claiming_trajectory_or_near_wall_runtime,multiwidth_sidewall_dimension_annulus_response_expansion_not_route_score,MWANN-404_W500_D900-TH85.0-P220,404/W500/D900,join_key_only_not_selection,404,500,500,runtime_top_aperture_surrogate,900,900,per_wavelength_gold,85.0,comsol_from_horizontal,5.0,220,selected_annulus_edge_norm_context,NODI_sidewall_multiwidth_expansion,max_abs_xz_norm_legacy_rectangle,0.5,0.8,trapezoid_local_width_x_norm_plus_wall_normal_distance,trapezoid_x_u_from_top,trapezoid_local_width_v1,5,5,0,1.0,-1.9266922859731572,mapped_all_slices,annulus_shift_candidate,True,False
sidewall_multiwidth_response_expansion_v1,MWANN-404_W500_D900-TH85.0-P300,selected_annulus_expansion,"[""589_NODI_SIDEWALL_GEOMETRY_EFFECTS_IMPACT_MATRIX_20260702"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM"", ""cross_section_geometry.py"", ""nodi_comsol_next_artifacts.py""]",expand sidewall-angle sensitivity across PRS-approved width/depth/wavelength routes and produce trapezoid-local response-bin simulation context,"route winner, route score, fabrication release, production recommendation, true W_eff, detection probability, wet yield, q_ch weighting, or full optical solver",True,True,True,True,True,True,True,True,True,True,prs_approved_route_matrix,nodi_comsol_next_artifacts.PRS_APPROVED_ROUTE_MATRIX,False,True,not_claiming_trajectory_or_near_wall_runtime,multiwidth_sidewall_dimension_annulus_response_expansion_not_route_score,MWANN-404_W500_D900-TH85.0-P300,404/W500/D900,join_key_only_not_selection,404,500,500,runtime_top_aperture_surrogate,900,900,per_wavelength_gold,85.0,comsol_from_horizontal,5.0,300,selected_annulus_edge_norm_context,NODI_sidewall_multiwidth_expansion,max_abs_xz_norm_legacy_rectangle,0.5,0.8,trapezoid_local_width_x_norm_plus_wall_normal_distance,trapezoid_x_u_from_top,trapezoid_local_width_v1,5,3,2,0.6,-4.817458270658773,blocked_or_partial,annulus_shift_candidate,True,False
sidewall_multiwidth_response_expansion_v1,MWANN-404_W500_D900-TH85.0-P40,selected_annulus_expansion,"[""589_NODI_SIDEWALL_GEOMETRY_EFFECTS_IMPACT_MATRIX_20260702"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM"", ""cross_section_geometry.py"", ""nodi_comsol_next_artifacts.py""]",expand sidewall-angle sensitivity across PRS-approved width/depth/wavelength routes and produce trapezoid-local response-bin simulation context,"route winner, route score, fabrication release, production recommendation, true W_eff, detection probability, wet yield, q_ch weighting, or full optical solver",True,True,True,True,True,True,True,True,True,True,prs_approved_route_matrix,nodi_comsol_next_artifacts.PRS_APPROVED_ROUTE_MATRIX,False,True,not_claiming_trajectory_or_near_wall_runtime,multiwidth_sidewall_dimension_annulus_response_expansion_not_route_score,MWANN-404_W500_D900-TH85.0-P40,404/W500/D900,join_key_only_not_selection,404,500,500,runtime_top_aperture_surrogate,900,900,per_wavelength_gold,85.0,comsol_from_horizontal,5.0,40,selected_annulus_edge_norm_context,NODI_sidewall_multiwidth_expansion,max_abs_xz_norm_legacy_rectangle,0.5,0.8,trapezoid_local_width_x_norm_plus_wall_normal_distance,trapezoid_x_u_from_top,trapezoid_local_width_v1,5,5,0,1.0,-0.011580419449876221,mapped_all_slices,annulus_rectangle_like_or_blocked_context,True,False
sidewall_multiwidth_response_expansion_v1,MWANN-404_W500_D900-TH87.0-P100,selected_annulus_expansion,"[""589_NODI_SIDEWALL_GEOMETRY_EFFECTS_IMPACT_MATRIX_20260702"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM"", ""cross_section_geometry.py"", ""nodi_comsol_next_artifacts.py""]",expand sidewall-angle sensitivity across PRS-approved width/depth/wavelength routes and produce trapezoid-local response-bin simulation context,"route winner, route score, fabrication release, production recommendation, true W_eff, detection probability, wet yield, q_ch weighting, or full optical solver",True,True,True,True,True,True,True,True,True,True,prs_approved_route_matrix,nodi_comsol_next_artifacts.PRS_APPROVED_ROUTE_MATRIX,False,True,not_claiming_trajectory_or_near_wall_runtime,multiwidth_sidewall_dimension_annulus_response_expansion_not_route_score,MWANN-404_W500_D900-TH87.0-P100,404/W500/D900,join_key_only_not_selection,404,500,500,runtime_top_aperture_surrogate,900,900,per_wavelength_gold,87.0,comsol_from_horizontal,3.0,100,selected_annulus_edge_norm_context,NODI_sidewall_multiwidth_expansion,max_abs_xz_norm_legacy_rectangle,0.5,0.8,trapezoid_local_width_x_norm_plus_wall_normal_distance,trapezoid_x_u_from_top,trapezoid_local_width_v1,5,5,0,1.0,-0.10838976911318574,mapped_all_slices,annulus_shift_candidate,True,False
sidewall_multiwidth_response_expansion_v1,MWANN-404_W500_D900-TH87.0-P220,selected_annulus_expansion,"[""589_NODI_SIDEWALL_GEOMETRY_EFFECTS_IMPACT_MATRIX_20260702"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM"", ""cross_section_geometry.py"", ""nodi_comsol_next_artifacts.py""]",expand sidewall-angle sensitivity across PRS-approved width/depth/wavelength routes and produce trapezoid-local response-bin simulation context,"route winner, route score, fabrication release, production recommendation, true W_eff, detection probability, wet yield, q_ch weighting, or full optical solver",True,True,True,True,True,True,True,True,True,True,prs_approved_route_matrix,nodi_comsol_next_artifacts.PRS_APPROVED_ROUTE_MATRIX,False,True,not_claiming_trajectory_or_near_wall_runtime,multiwidth_sidewall_dimension_annulus_response_expansion_not_route_score,MWANN-404_W500_D900-TH87.0-P220,404/W500/D900,join_key_only_not_selection,404,500,500,runtime_top_aperture_surrogate,900,900,per_wavelength_gold,87.0,comsol_from_horizontal,3.0,220,selected_annulus_edge_norm_context,NODI_sidewall_multiwidth_expansion,max_abs_xz_norm_legacy_rectangle,0.5,0.8,trapezoid_local_width_x_norm_plus_wall_normal_distance,trapezoid_x_u_from_top,trapezoid_local_width_v1,5,5,0,1.0,-1.154134261517202,mapped_all_slices,annulus_shift_candidate,True,False
sidewall_multiwidth_response_expansion_v1,MWANN-404_W500_D900-TH87.0-P300,selected_annulus_expansion,"[""589_NODI_SIDEWALL_GEOMETRY_EFFECTS_IMPACT_MATRIX_20260702"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM"", ""cross_section_geometry.py"", ""nodi_comsol_next_artifacts.py""]",expand sidewall-angle sensitivity across PRS-approved width/depth/wavelength routes and produce trapezoid-local response-bin simulation context,"route winner, route score, fabrication release, production recommendation, true W_eff, detection probability, wet yield, q_ch weighting, or full optical solver",True,True,True,True,True,True,True,True,True,True,prs_approved_route_matrix,nodi_comsol_next_artifacts.PRS_APPROVED_ROUTE_MATRIX,False,True,not_claiming_trajectory_or_near_wall_runtime,multiwidth_sidewall_dimension_annulus_response_expansion_not_route_score,MWANN-404_W500_D900-TH87.0-P300,404/W500/D900,join_key_only_not_selection,404,500,500,runtime_top_aperture_surrogate,900,900,per_wavelength_gold,87.0,comsol_from_horizontal,3.0,300,selected_annulus_edge_norm_context,NODI_sidewall_multiwidth_expansion,max_abs_xz_norm_legacy_rectangle,0.5,0.8,trapezoid_local_width_x_norm_plus_wall_normal_distance,trapezoid_x_u_from_top,trapezoid_local_width_v1,5,3,2,0.6,-2.8857714768855245,blocked_or_partial,annulus_shift_candidate,True,False
sidewall_multiwidth_response_expansion_v1,MWANN-404_W500_D900-TH87.0-P40,selected_annulus_expansion,"[""589_NODI_SIDEWALL_GEOMETRY_EFFECTS_IMPACT_MATRIX_20260702"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM"", ""cross_section_geometry.py"", ""nodi_comsol_next_artifacts.py""]",expand sidewall-angle sensitivity across PRS-approved width/depth/wavelength routes and produce trapezoid-local response-bin simulation context,"route winner, route score, fabrication release, production recommendation, true W_eff, detection probability, wet yield, q_ch weighting, or full optical solver",True,True,True,True,True,True,True,True,True,True,prs_approved_route_matrix,nodi_comsol_next_artifacts.PRS_APPROVED_ROUTE_MATRIX,False,True,not_claiming_trajectory_or_near_wall_runtime,multiwidth_sidewall_dimension_annulus_response_expansion_not_route_score,MWANN-404_W500_D900-TH87.0-P40,404/W500/D900,join_key_only_not_selection,404,500,500,runtime_top_aperture_surrogate,900,900,per_wavelength_gold,87.0,comsol_from_horizontal,3.0,40,selected_annulus_edge_norm_context,NODI_sidewall_multiwidth_expansion,max_abs_xz_norm_legacy_rectangle,0.5,0.8,trapezoid_local_width_x_norm_plus_wall_normal_distance,trapezoid_x_u_from_top,trapezoid_local_width_v1,5,5,0,1.0,-0.006936945223243887,mapped_all_slices,annulus_rectangle_like_or_blocked_context,True,False
sidewall_multiwidth_response_expansion_v1,MWANN-404_W500_D900-TH89.0-P100,selected_annulus_expansion,"[""589_NODI_SIDEWALL_GEOMETRY_EFFECTS_IMPACT_MATRIX_20260702"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM"", ""cross_section_geometry.py"", ""nodi_comsol_next_artifacts.py""]",expand sidewall-angle sensitivity across PRS-approved width/depth/wavelength routes and produce trapezoid-local response-bin simulation context,"route winner, route score, fabrication release, production recommendation, true W_eff, detection probability, wet yield, q_ch weighting, or full optical solver",True,True,True,True,True,True,True,True,True,True,prs_approved_route_matrix,nodi_comsol_next_artifacts.PRS_APPROVED_ROUTE_MATRIX,False,True,not_claiming_trajectory_or_near_wall_runtime,multiwidth_sidewall_dimension_annulus_response_expansion_not_route_score,MWANN-404_W500_D900-TH89.0-P100,404/W500/D900,join_key_only_not_selection,404,500,500,runtime_top_aperture_surrogate,900,900,per_wavelength_gold,89.0,comsol_from_horizontal,1.0,100,selected_annulus_edge_norm_context,NODI_sidewall_multiwidth_expansion,max_abs_xz_norm_legacy_rectangle,0.5,0.8,trapezoid_local_width_x_norm_plus_wall_normal_distance,trapezoid_x_u_from_top,trapezoid_local_width_v1,5,5,0,1.0,-0.036100565284539685,mapped_all_slices,annulus_rectangle_like_or_blocked_context,True,False
sidewall_multiwidth_response_expansion_v1,MWANN-404_W500_D900-TH89.0-P220,selected_annulus_expansion,"[""589_NODI_SIDEWALL_GEOMETRY_EFFECTS_IMPACT_MATRIX_20260702"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM"", ""cross_section_geometry.py"", ""nodi_comsol_next_artifacts.py""]",expand sidewall-angle sensitivity across PRS-approved width/depth/wavelength routes and produce trapezoid-local response-bin simulation context,"route winner, route score, fabrication release, production recommendation, true W_eff, detection probability, wet yield, q_ch weighting, or full optical solver",True,True,True,True,True,True,True,True,True,True,prs_approved_route_matrix,nodi_comsol_next_artifacts.PRS_APPROVED_ROUTE_MATRIX,False,True,not_claiming_trajectory_or_near_wall_runtime,multiwidth_sidewall_dimension_annulus_response_expansion_not_route_score,MWANN-404_W500_D900-TH89.0-P220,404/W500/D900,join_key_only_not_selection,404,500,500,runtime_top_aperture_surrogate,900,900,per_wavelength_gold,89.0,comsol_from_horizontal,1.0,220,selected_annulus_edge_norm_context,NODI_sidewall_multiwidth_expansion,max_abs_xz_norm_legacy_rectangle,0.5,0.8,trapezoid_local_width_x_norm_plus_wall_normal_distance,trapezoid_x_u_from_top,trapezoid_local_width_v1,5,5,0,1.0,-0.38439881914977897,mapped_all_slices,annulus_shift_candidate,True,False
sidewall_multiwidth_response_expansion_v1,MWANN-404_W500_D900-TH89.0-P300,selected_annulus_expansion,"[""589_NODI_SIDEWALL_GEOMETRY_EFFECTS_IMPACT_MATRIX_20260702"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM"", ""cross_section_geometry.py"", ""nodi_comsol_next_artifacts.py""]",expand sidewall-angle sensitivity across PRS-approved width/depth/wavelength routes and produce trapezoid-local response-bin simulation context,"route winner, route score, fabrication release, production recommendation, true W_eff, detection probability, wet yield, q_ch weighting, or full optical solver",True,True,True,True,True,True,True,True,True,True,prs_approved_route_matrix,nodi_comsol_next_artifacts.PRS_APPROVED_ROUTE_MATRIX,False,True,not_claiming_trajectory_or_near_wall_runtime,multiwidth_sidewall_dimension_annulus_response_expansion_not_route_score,MWANN-404_W500_D900-TH89.0-P300,404/W500/D900,join_key_only_not_selection,404,500,500,runtime_top_aperture_surrogate,900,900,per_wavelength_gold,89.0,comsol_from_horizontal,1.0,300,selected_annulus_edge_norm_context,NODI_sidewall_multiwidth_expansion,max_abs_xz_norm_legacy_rectangle,0.5,0.8,trapezoid_local_width_x_norm_plus_wall_normal_distance,trapezoid_x_u_from_top,trapezoid_local_width_v1,5,3,2,0.6,-0.9611422041943918,blocked_or_partial,annulus_shift_candidate,True,False
sidewall_multiwidth_response_expansion_v1,MWANN-404_W500_D900-TH89.0-P40,selected_annulus_expansion,"[""589_NODI_SIDEWALL_GEOMETRY_EFFECTS_IMPACT_MATRIX_20260702"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM"", ""cross_section_geometry.py"", ""nodi_comsol_next_artifacts.py""]",expand sidewall-angle sensitivity across PRS-approved width/depth/wavelength routes and produce trapezoid-local response-bin simulation context,"route winner, route score, fabrication release, production recommendation, true W_eff, detection probability, wet yield, q_ch weighting, or full optical solver",True,True,True,True,True,True,True,True,True,True,prs_approved_route_matrix,nodi_comsol_next_artifacts.PRS_APPROVED_ROUTE_MATRIX,False,True,not_claiming_trajectory_or_near_wall_runtime,multiwidth_sidewall_dimension_annulus_response_expansion_not_route_score,MWANN-404_W500_D900-TH89.0-P40,404/W500/D900,join_key_only_not_selection,404,500,500,runtime_top_aperture_surrogate,900,900,per_wavelength_gold,89.0,comsol_from_horizontal,1.0,40,selected_annulus_edge_norm_context,NODI_sidewall_multiwidth_expansion,max_abs_xz_norm_legacy_rectangle,0.5,0.8,trapezoid_local_width_x_norm_plus_wall_normal_distance,trapezoid_x_u_from_top,trapezoid_local_width_v1,5,5,0,1.0,-0.0023104361782105344,mapped_all_slices,annulus_rectangle_like_or_blocked_context,True,False
sidewall_multiwidth_response_expansion_v1,MWANN-404_W500_D900-TH90.0-P100,selected_annulus_expansion,"[""589_NODI_SIDEWALL_GEOMETRY_EFFECTS_IMPACT_MATRIX_20260702"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM"", ""cross_section_geometry.py"", ""nodi_comsol_next_artifacts.py""]",expand sidewall-angle sensitivity across PRS-approved width/depth/wavelength routes and produce trapezoid-local response-bin simulation context,"route winner, route score, fabrication release, production recommendation, true W_eff, detection probability, wet yield, q_ch weighting, or full optical solver",True,True,True,True,True,True,True,True,True,True,prs_approved_route_matrix,nodi_comsol_next_artifacts.PRS_APPROVED_ROUTE_MATRIX,False,True,not_claiming_trajectory_or_near_wall_runtime,multiwidth_sidewall_dimension_annulus_response_expansion_not_route_score,MWANN-404_W500_D900-TH90.0-P100,404/W500/D900,join_key_only_not_selection,404,500,500,runtime_top_aperture_surrogate,900,900,per_wavelength_gold,90.0,comsol_from_horizontal,0.0,100,selected_annulus_edge_norm_context,NODI_sidewall_multiwidth_expansion,max_abs_xz_norm_legacy_rectangle,0.5,0.8,trapezoid_local_width_x_norm_plus_wall_normal_distance,trapezoid_x_u_from_top,trapezoid_local_width_v1,5,5,0,1.0,0.0,mapped_all_slices,annulus_rectangle_like_or_blocked_context,True,False
sidewall_multiwidth_response_expansion_v1,MWANN-404_W500_D900-TH90.0-P220,selected_annulus_expansion,"[""589_NODI_SIDEWALL_GEOMETRY_EFFECTS_IMPACT_MATRIX_20260702"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM"", ""cross_section_geometry.py"", ""nodi_comsol_next_artifacts.py""]",expand sidewall-angle sensitivity across PRS-approved width/depth/wavelength routes and produce trapezoid-local response-bin simulation context,"route winner, route score, fabrication release, production recommendation, true W_eff, detection probability, wet yield, q_ch weighting, or full optical solver",True,True,True,True,True,True,True,True,True,True,prs_approved_route_matrix,nodi_comsol_next_artifacts.PRS_APPROVED_ROUTE_MATRIX,False,True,not_claiming_trajectory_or_near_wall_runtime,multiwidth_sidewall_dimension_annulus_response_expansion_not_route_score,MWANN-404_W500_D900-TH90.0-P220,404/W500/D900,join_key_only_not_selection,404,500,500,runtime_top_aperture_surrogate,900,900,per_wavelength_gold,90.0,comsol_from_horizontal,0.0,220,selected_annulus_edge_norm_context,NODI_sidewall_multiwidth_expansion,max_abs_xz_norm_legacy_rectangle,0.5,0.8,trapezoid_local_width_x_norm_plus_wall_normal_distance,trapezoid_x_u_from_top,trapezoid_local_width_v1,5,5,0,1.0,0.0,mapped_all_slices,annulus_rectangle_like_or_blocked_context,True,False
sidewall_multiwidth_response_expansion_v1,MWANN-404_W500_D900-TH90.0-P300,selected_annulus_expansion,"[""589_NODI_SIDEWALL_GEOMETRY_EFFECTS_IMPACT_MATRIX_20260702"", ""PRS_APPROVED_ROUTE_MATRIX"", ""PRS_APPROVED_DIAMETERS_NM"", ""cross_section_geometry.py"", ""nodi_comsol_next_artifacts.py""]",expand sidewall-angle sensitivity across PRS-approved width/depth/wavelength routes and produce trapezoid-local response-bin simulation context,"route winner, route score, fabrication release, production recommendation, true W_eff, detection probability, wet yield, q_ch weighting, or full optical solver",True,True,True,True,True,True,True,True,True,True,prs_approved_route_matrix,nodi_comsol_next_artifacts.PRS_APPROVED_ROUTE_MATRIX,False,True,not_claiming_trajectory_or_near_wall_runtime,multiwidth_sidewall_dimension_annulus_response_expansion_not_route_score,MWANN-404_W500_D900-TH90.0-P300,404/W500/D900,join_key_only_not_selection,404,500,500,runtime_top_aperture_surrogate,900,900,per_wavelength_gold,90.0,comsol_from_horizontal,0.0,300,selected_annulus_edge_norm_context,NODI_sidewall_multiwidth_expansion,max_abs_xz_norm_legacy_rectangle,0.5,0.8,trapezoid_local_width_x_norm_plus_wall_normal_distance,trapezoid_x_u_from_top,trapezoid_local_width_v1,5,3,2,0.6,0.0,blocked_or_partial,annulus_rectangle_like_or_blocked_context,True,False
