synthesis_version,claim_boundary,not_detection_probability,not_yield,not_selection_metric_claim,not_qch_weighted,not_true_effective_width_claim,not_production_recommendation,allowed_use,blocked_use,comsol_v4_assumption_set_id,comsol_v4_assumption_set_version,comsol_v4_assumption_set_sha256,row_id,axis,source_artifact,route_id_nodi,lambda_nm,W_nominal_nm,D_nm,diameter_nm,sidewall_deg_comsol,W_top_nm,W_bottom_unclipped_nm,bottom_throat_loss_nm,center_accessible_area_fraction_vs_rectangle,top_width_compensation_proxy_nm,reference_aperture_surrogate_factor,closure_status,dimension_change_signal,dimension_recommendation_implication,route_id_role
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-DIM-MWDIM-404_W500_D900-TH90-P280,recommended_dimension_window,590_multiwidth_dimension_rows,404/W500/D900,404,500,900,280,90.0,500.0,500.00000000000006,-5.684341886080802e-14,1.0000000000000002,0.0,1.0,open,rectangle_baseline,no_sidewall_dimension_shift,join_key_only_not_selection
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-DIM-MWDIM-404_W500_D900-TH90-P290,recommended_dimension_window,590_multiwidth_dimension_rows,404/W500/D900,404,500,900,290,90.0,500.0,500.00000000000006,-5.684341886080802e-14,1.0000000000000004,0.0,1.0,open,rectangle_baseline,no_sidewall_dimension_shift,join_key_only_not_selection
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-DIM-MWDIM-404_W500_D900-TH90-P300,recommended_dimension_window,590_multiwidth_dimension_rows,404/W500/D900,404,500,900,300,90.0,500.0,500.00000000000006,-5.684341886080802e-14,1.0000000000000002,0.0,1.0,open,rectangle_baseline,no_sidewall_dimension_shift,join_key_only_not_selection
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-DIM-MWDIM-404_W500_D900-TH89-P40,recommended_dimension_window,590_multiwidth_dimension_rows,404/W500/D900,404,500,900,40,89.0,500.0,468.5808831292084,31.419116870791584,0.9658355400931476,15.715651557152091,0.9685808831292083,open,small_shift,monitor_dimension_margin,join_key_only_not_selection
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-DIM-MWDIM-404_W500_D900-TH89-P60,recommended_dimension_window,590_multiwidth_dimension_rows,404/W500/D900,404,500,900,60,89.0,500.0,468.5808831292084,31.419116870791584,0.9642756860953859,15.718698118030165,0.9685808831292083,open,small_shift,monitor_dimension_margin,join_key_only_not_selection
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-DIM-MWDIM-404_W500_D900-TH89-P100,recommended_dimension_window,590_multiwidth_dimension_rows,404/W500/D900,404,500,900,100,89.0,500.0,468.5808831292084,31.419116870791584,0.9606880219005336,15.724791239786573,0.9685808831292083,open,small_shift,monitor_dimension_margin,join_key_only_not_selection
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-DIM-MWDIM-404_W500_D900-TH89-P150,recommended_dimension_window,590_multiwidth_dimension_rows,404/W500/D900,404,500,900,150,89.0,500.0,468.5808831292084,31.419116870791584,0.9550502638800515,15.732407641981961,0.9685808831292083,open,small_shift,monitor_dimension_margin,join_key_only_not_selection
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-DIM-MWDIM-404_W500_D900-TH89-P220,recommended_dimension_window,590_multiwidth_dimension_rows,404/W500/D900,404,500,900,220,89.0,500.0,468.5808831292084,31.419116870791584,0.9437747478390878,15.743070605055426,0.9685808831292083,open,moderate_shift,review_dimension_window_margin,join_key_only_not_selection
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-DIM-MWDIM-404_W500_D900-TH89-P230,recommended_dimension_window,590_multiwidth_dimension_rows,404/W500/D900,404,500,900,230,89.0,500.0,468.5808831292084,31.419116870791584,0.9416866893129834,15.744593885494483,0.9685808831292083,open,moderate_shift,review_dimension_window_margin,join_key_only_not_selection
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-DIM-MWDIM-404_W500_D900-TH89-P240,recommended_dimension_window,590_multiwidth_dimension_rows,404/W500/D900,404,500,900,240,89.0,500.0,468.5808831292084,31.419116870791584,0.9394380109002552,15.746117165933626,0.9685808831292083,open,moderate_shift,review_dimension_window_margin,join_key_only_not_selection
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-DIM-MWDIM-404_W500_D900-TH89-P250,recommended_dimension_window,590_multiwidth_dimension_rows,404/W500/D900,404,500,900,250,89.0,500.0,468.5808831292084,31.419116870791584,0.9370094382145089,15.747640446372769,0.9685808831292083,open,moderate_shift,review_dimension_window_margin,join_key_only_not_selection
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-DIM-MWDIM-404_W500_D900-TH89-P260,recommended_dimension_window,590_multiwidth_dimension_rows,404/W500/D900,404,500,900,260,89.0,500.0,468.5808831292084,31.419116870791584,0.9343784844716178,15.74916372681173,0.9685808831292083,open,moderate_shift,review_dimension_window_margin,join_key_only_not_selection
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-DIM-MWDIM-404_W500_D900-TH89-P270,recommended_dimension_window,590_multiwidth_dimension_rows,404/W500/D900,404,500,900,270,89.0,500.0,468.5808831292084,31.419116870791584,0.9315187521423878,15.750687007250825,0.9685808831292083,open,moderate_shift,review_dimension_window_margin,join_key_only_not_selection
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-DIM-MWDIM-404_W500_D900-TH89-P280,recommended_dimension_window,590_multiwidth_dimension_rows,404/W500/D900,404,500,900,280,89.0,500.0,468.5808831292084,31.419116870791584,0.928399044146864,15.752210287689916,0.9685808831292083,open,moderate_shift,review_dimension_window_margin,join_key_only_not_selection
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-DIM-MWDIM-404_W500_D900-TH89-P290,recommended_dimension_window,590_multiwidth_dimension_rows,404/W500/D900,404,500,900,290,89.0,500.0,468.5808831292084,31.419116870791584,0.9249822211041477,15.753733568128984,0.9685808831292083,open,moderate_shift,review_dimension_window_margin,join_key_only_not_selection
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-DIM-MWDIM-404_W500_D900-TH89-P300,recommended_dimension_window,590_multiwidth_dimension_rows,404/W500/D900,404,500,900,300,89.0,500.0,468.5808831292084,31.419116870791584,0.9212237157571594,15.755256848568122,0.9685808831292083,open,moderate_shift,review_dimension_window_margin,join_key_only_not_selection
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-DIM-MWDIM-404_W500_D900-TH87-P40,recommended_dimension_window,590_multiwidth_dimension_rows,404/W500/D900,404,500,900,40,87.0,500.0,405.66599729052587,94.33400270947413,0.8973437060985787,47.2218951946538,0.9056659972905259,open,moderate_shift,review_dimension_window_margin,join_key_only_not_selection
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-DIM-MWDIM-404_W500_D900-TH87-P60,recommended_dimension_window,590_multiwidth_dimension_rows,404/W500/D900,404,500,900,60,87.0,500.0,405.66599729052587,94.33400270947413,0.8926151315576993,47.2493421146123,0.9056659972905259,open,moderate_shift,review_dimension_window_margin,join_key_only_not_selection
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-DIM-MWDIM-404_W500_D900-TH87-P100,recommended_dimension_window,590_multiwidth_dimension_rows,404/W500/D900,404,500,900,100,87.0,500.0,405.66599729052587,94.33400270947413,0.8817394101136772,47.30423595452914,0.9056659972905259,open,moderate_shift,review_dimension_window_margin,join_key_only_not_selection
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-DIM-MWDIM-404_W500_D900-TH87-P150,recommended_dimension_window,590_multiwidth_dimension_rows,404/W500/D900,404,500,900,150,87.0,500.0,405.66599729052587,94.33400270947413,0.8646489907016421,47.37285325442526,0.9056659972905259,open,moderate_shift,review_dimension_window_margin,join_key_only_not_selection
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-DIM-MWDIM-404_W500_D900-TH87-P220,recommended_dimension_window,590_multiwidth_dimension_rows,404/W500/D900,404,500,900,220,87.0,500.0,405.66599729052587,94.33400270947413,0.8304681518775726,47.46891747427966,0.9056659972905259,open,tail_sensitive_shift,increase_top_width_or_reduce_depth_for_tail_particles,join_key_only_not_selection
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-DIM-MWDIM-404_W500_D900-TH87-P230,recommended_dimension_window,590_multiwidth_dimension_rows,404/W500/D900,404,500,900,230,87.0,500.0,405.66599729052587,94.33400270947413,0.8241383669101524,47.48264093425884,0.9056659972905259,open,tail_sensitive_shift,increase_top_width_or_reduce_depth_for_tail_particles,join_key_only_not_selection
