synthesis_version,claim_boundary,not_detection_probability,not_yield,not_selection_metric_claim,not_qch_weighted,not_true_effective_width_claim,not_production_recommendation,allowed_use,blocked_use,comsol_v4_assumption_set_id,comsol_v4_assumption_set_version,comsol_v4_assumption_set_sha256,row_id,axis,source_artifact,route_id_nodi,lambda_nm,W_nominal_nm,D_nm,diameter_nm,sidewall_deg_comsol,selected_annulus_u_slice_rows,selected_annulus_accessible_bin_rows,surrogate_response_delta_mean,surrogate_response_delta_abs_max,enhancement_delta_proxy_mean,bounded_event_delta_available,bounded_event_mean_peak_height_delta,bounded_event_mean_local_snr_delta,interference_change_signal,interference_implication
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-RESP-404_W500_D1200-TH85-P100,interference_response,590_response_bins_plus_592_bounded_deltas,404/W500/D1200,404,500,1200,100,85.0,5,5,-0.24125873853908802,0.24629808555818122,-0.24125873853908802,True,0.4003433882361769,4797.497803975766,bounded_event_shift_observed,interference_response_context_changes_under_sidewall
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-RESP-404_W500_D1200-TH87-P100,interference_response,590_response_bins_plus_592_bounded_deltas,404/W500/D1200,404,500,1200,100,87.0,5,5,-0.14451969215091437,0.14753838023761756,-0.14451969215091437,False,,,surrogate_response_shift,response_map_changes_under_sidewall_surrogate
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-RESP-404_W500_D1200-TH89-P100,interference_response,590_response_bins_plus_592_bounded_deltas,404/W500/D1200,404,500,1200,100,89.0,5,5,-0.04813408704605267,0.049139498785917946,-0.04813408704605267,False,,,surrogate_response_shift,response_map_changes_under_sidewall_surrogate
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-RESP-404_W500_D1200-TH90-P100,interference_response,590_response_bins_plus_592_bounded_deltas,404/W500/D1200,404,500,1200,100,90.0,5,5,0.0,0.0,0.0,False,,,rectangle_like_response,no_material_response_shift_in_current_surrogate
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-RESP-404_W500_D1200-TH70-P220,interference_response,590_response_bins_plus_592_bounded_deltas,404/W500/D1200,404,500,1200,220,70.0,5,1,-1.2490104000000004,6.245052000000002,-1.2490104000000004,False,,,surrogate_response_shift,response_map_changes_under_sidewall_surrogate
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-RESP-404_W500_D1200-TH80-P220,interference_response,590_response_bins_plus_592_bounded_deltas,404/W500/D1200,404,500,1200,220,80.0,5,4,-4.120351557767443,5.285621584931333,-4.120351557767443,False,,,surrogate_response_shift,response_map_changes_under_sidewall_surrogate
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-RESP-404_W500_D1200-TH83-P220,interference_response,590_response_bins_plus_592_bounded_deltas,404/W500/D1200,404,500,1200,220,83.0,5,5,-3.605313828393009,3.6806206446518708,-3.605313828393009,False,,,surrogate_response_shift,response_map_changes_under_sidewall_surrogate
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-RESP-404_W500_D1200-TH85-P220,interference_response,590_response_bins_plus_592_bounded_deltas,404/W500/D1200,404,500,1200,220,85.0,5,5,-2.56892304796421,2.6225820150235144,-2.56892304796421,True,-0.4395370302361812,-131411.2067606015,bounded_event_shift_observed,interference_response_context_changes_under_sidewall
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-RESP-404_W500_D1200-TH87-P220,interference_response,590_response_bins_plus_592_bounded_deltas,404/W500/D1200,404,500,1200,220,87.0,5,5,-1.5388456820229368,1.5709886727701523,-1.5388456820229368,False,,,surrogate_response_shift,response_map_changes_under_sidewall_surrogate
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-RESP-404_W500_D1200-TH89-P220,interference_response,590_response_bins_plus_592_bounded_deltas,404/W500/D1200,404,500,1200,220,89.0,5,5,-0.5125317588663695,0.5232373830724555,-0.5125317588663695,False,,,surrogate_response_shift,response_map_changes_under_sidewall_surrogate
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-RESP-404_W500_D1200-TH90-P220,interference_response,590_response_bins_plus_592_bounded_deltas,404/W500/D1200,404,500,1200,220,90.0,5,5,0.0,0.0,0.0,False,,,rectangle_like_response,no_material_response_shift_in_current_surrogate
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-RESP-404_W500_D1200-TH70-P300,interference_response,590_response_bins_plus_592_bounded_deltas,404/W500/D1200,404,500,1200,300,70.0,5,1,-3.1671,15.8355,-3.1671,False,,,surrogate_response_shift,response_map_changes_under_sidewall_surrogate
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-RESP-404_W500_D1200-TH80-P300,interference_response,590_response_bins_plus_592_bounded_deltas,404/W500/D1200,404,500,1200,300,80.0,5,2,-5.2879474083376685,13.402684334442707,-5.2879474083376685,False,,,surrogate_response_shift,response_map_changes_under_sidewall_surrogate
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-RESP-404_W500_D1200-TH83-P300,interference_response,590_response_bins_plus_592_bounded_deltas,404/W500/D1200,404,500,1200,300,83.0,5,4,-7.2753683213271145,9.332903588054137,-7.2753683213271145,False,,,surrogate_response_shift,response_map_changes_under_sidewall_surrogate
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-RESP-404_W500_D1200-TH85-P300,interference_response,590_response_bins_plus_592_bounded_deltas,404/W500/D1200,404,500,1200,300,85.0,5,5,-6.5139859405553775,6.650048310070893,-6.5139859405553775,True,6.051956352797333,-229710.42686325125,bounded_event_shift_observed,interference_response_context_changes_under_sidewall
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-RESP-404_W500_D1200-TH87-P300,interference_response,590_response_bins_plus_592_bounded_deltas,404/W500/D1200,404,500,1200,300,87.0,5,5,-3.902031688074684,3.983536266415669,-3.902031688074684,False,,,surrogate_response_shift,response_map_changes_under_sidewall_surrogate
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-RESP-404_W500_D1200-TH89-P300,interference_response,590_response_bins_plus_592_bounded_deltas,404/W500/D1200,404,500,1200,300,89.0,5,5,-1.299620350243424,1.3267664672197874,-1.299620350243424,False,,,surrogate_response_shift,response_map_changes_under_sidewall_surrogate
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-RESP-404_W500_D1200-TH90-P300,interference_response,590_response_bins_plus_592_bounded_deltas,404/W500/D1200,404,500,1200,300,90.0,5,5,0.0,0.0,0.0,False,,,rectangle_like_response,no_material_response_shift_in_current_surrogate
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-RESP-404_W500_D900-TH70-P40,interference_response,590_response_bins_plus_592_bounded_deltas,404/W500/D900,404,500,900,40,70.0,5,4,-0.02926080000000001,0.03753600000000001,-0.02926080000000001,False,,,surrogate_response_shift,response_map_changes_under_sidewall_surrogate
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-RESP-404_W500_D900-TH80-P40,interference_response,590_response_bins_plus_592_bounded_deltas,404/W500/D900,404,500,900,40,80.0,5,5,-0.02333948553607983,0.02382699437234259,-0.02333948553607983,False,,,surrogate_response_shift,response_map_changes_under_sidewall_surrogate
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-RESP-404_W500_D900-TH83-P40,interference_response,590_response_bins_plus_592_bounded_deltas,404/W500/D900,404,500,900,40,83.0,5,5,-0.016252353847000786,0.016591828600985133,-0.016252353847000786,False,,,surrogate_response_shift,response_map_changes_under_sidewall_surrogate
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-RESP-404_W500_D900-TH85-P40,interference_response,590_response_bins_plus_592_bounded_deltas,404/W500/D900,404,500,900,40,85.0,5,5,-0.011580419449876221,0.01182230810679269,-0.011580419449876221,False,,,surrogate_response_shift,response_map_changes_under_sidewall_surrogate
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-RESP-404_W500_D900-TH87-P40,interference_response,590_response_bins_plus_592_bounded_deltas,404/W500/D900,404,500,900,40,87.0,5,5,-0.006936945223243887,0.007081842251405637,-0.006936945223243887,False,,,surrogate_response_shift,response_map_changes_under_sidewall_surrogate
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-RESP-404_W500_D900-TH89-P40,interference_response,590_response_bins_plus_592_bounded_deltas,404/W500/D900,404,500,900,40,89.0,5,5,-0.0023104361782105344,0.0023586959417240677,-0.0023104361782105344,False,,,surrogate_response_shift,response_map_changes_under_sidewall_surrogate
