response_case_id,paired_baseline_case_id,baseline_pair_required,baseline_pair_status,response_map_basis,reference_field_model,detector_operator_id,particle_position_distribution,W_top_nm,depth_nm,sidewall_deg_comsol,sidewall_taper_angle_deg_nodi,particle_diameter_nm,wavelength_nm,position_distribution_effect_delta,reference_aperture_surrogate_factor,reference_field_effect_delta,detector_overlap_annulus_effect_delta,interference_response_surrogate_delta,response_value_status,A_ref_surrogate_baseline,A_ref_surrogate_sidewall,A_ref_surrogate_delta,A_ref_surrogate_ratio,g_ref_surrogate_baseline,g_ref_surrogate_sidewall,g_ref_surrogate_delta,g_ref_surrogate_ratio,phi_ref_rad,phi_ref_source,phi_ref_confidence,enhancement_delta_proxy,enhancement_delta_relative,enhancement_delta_map_status,near_wall_response_shift,annulus_response_delta,reference_field_solver_needed_flags,reference_field_solver_needed_reason,interference_impact_status,true_W_eff_not_claimed,optical_solver_output_current,not_detection_probability_current,not_route_selection_claim,not_production_recommendation,claim_boundary,impact_matrix_version,row_id,matrix_axis,geometry_case_id,source_artifacts_json,allowed_use,blocked_use,not_detection_probability,not_winner,not_yield,not_qch_weighted,not_true_W_eff,not_optical_solver_output
RESP-D900-TH89-P300-WL404,RESP-D900-TH90-P300-WL404,True,paired_rectangle_baseline_present,position_distribution_reference_aperture_annulus_surrogate_v1,trapezoid_effective_aperture_surrogate_not_full_solver,tsuyama_counting_context_operator_not_probability,center_accessible_area_uniform_surrogate,500.0,900.0,89.0,1.0,300.0,404,-0.07877628424284056,0.9685808831292083,-0.031419116870791686,0.0,-0.04958793050113451,surrogate_delta_only_not_detector_validation,1.0,0.9685808831292083,-0.031419116870791686,0.9685808831292083,1.0,0.9685808831292083,-0.031419116870791686,0.9685808831292083,0.0,surrogate_zero_phase_not_measured,synthetic_context_only,-0.04958793050113451,-0.04958793050113451,candidate_response_rectangle_like,sidewall_annulus_or_reference_delta_present,0.0,sidewall_surrogate_delta_below_solver_trigger_band,sidewall_surrogate_delta_below_solver_trigger_band,interference_proxy_rectangle_like_candidate,True,False,True,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,RESP-D900-TH89-P300-WL404,interference_enhancement_sidewall_sensitivity,RESP-D900-TH89-P300-WL404,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
RESP-D900-TH89-P300-WL660,RESP-D900-TH90-P300-WL660,True,paired_rectangle_baseline_present,position_distribution_reference_aperture_annulus_surrogate_v1,trapezoid_effective_aperture_surrogate_not_full_solver,tsuyama_counting_context_operator_not_probability,center_accessible_area_uniform_surrogate,500.0,900.0,89.0,1.0,300.0,660,-0.07877628424284056,0.9685808831292083,-0.031419116870791686,0.0,-0.04958793050113451,surrogate_delta_only_not_detector_validation,1.0,0.9685808831292083,-0.031419116870791686,0.9685808831292083,1.0,0.9685808831292083,-0.031419116870791686,0.9685808831292083,0.0,surrogate_zero_phase_not_measured,synthetic_context_only,-0.04958793050113451,-0.04958793050113451,candidate_response_rectangle_like,sidewall_annulus_or_reference_delta_present,0.0,sidewall_surrogate_delta_below_solver_trigger_band,sidewall_surrogate_delta_below_solver_trigger_band,interference_proxy_rectangle_like_candidate,True,False,True,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,RESP-D900-TH89-P300-WL660,interference_enhancement_sidewall_sensitivity,RESP-D900-TH89-P300-WL660,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
RESP-D900-TH87-P100-WL404,RESP-D900-TH90-P100-WL404,True,paired_rectangle_baseline_present,position_distribution_reference_aperture_annulus_surrogate_v1,trapezoid_effective_aperture_surrogate_not_full_solver,tsuyama_counting_context_operator_not_probability,center_accessible_area_uniform_surrogate,500.0,900.0,87.0,3.0,100.0,404,-0.11826058988632282,0.9056659972905259,-0.09433400270947412,0.0,-0.09566756666810863,surrogate_delta_only_not_detector_validation,1.0,0.9056659972905259,-0.09433400270947412,0.9056659972905259,1.0,0.9056659972905259,-0.09433400270947412,0.9056659972905259,0.0,surrogate_zero_phase_not_measured,synthetic_context_only,-0.09566756666810863,-0.09566756666810863,candidate_response_changed,sidewall_annulus_or_reference_delta_present,0.0,sidewall_reference_response_solver_needed_for_quantitative_claim,sidewall_reference_response_solver_needed_for_quantitative_claim,interference_proxy_shift_candidate,True,False,True,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,RESP-D900-TH87-P100-WL404,interference_enhancement_sidewall_sensitivity,RESP-D900-TH87-P100-WL404,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
RESP-D900-TH87-P100-WL660,RESP-D900-TH90-P100-WL660,True,paired_rectangle_baseline_present,position_distribution_reference_aperture_annulus_surrogate_v1,trapezoid_effective_aperture_surrogate_not_full_solver,tsuyama_counting_context_operator_not_probability,center_accessible_area_uniform_surrogate,500.0,900.0,87.0,3.0,100.0,660,-0.11826058988632282,0.9056659972905259,-0.09433400270947412,0.0,-0.09566756666810863,surrogate_delta_only_not_detector_validation,1.0,0.9056659972905259,-0.09433400270947412,0.9056659972905259,1.0,0.9056659972905259,-0.09433400270947412,0.9056659972905259,0.0,surrogate_zero_phase_not_measured,synthetic_context_only,-0.09566756666810863,-0.09566756666810863,candidate_response_changed,sidewall_annulus_or_reference_delta_present,0.0,sidewall_reference_response_solver_needed_for_quantitative_claim,sidewall_reference_response_solver_needed_for_quantitative_claim,interference_proxy_shift_candidate,True,False,True,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,RESP-D900-TH87-P100-WL660,interference_enhancement_sidewall_sensitivity,RESP-D900-TH87-P100-WL660,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
RESP-D900-TH87-P220-WL404,RESP-D900-TH90-P220-WL404,True,paired_rectangle_baseline_present,position_distribution_reference_aperture_annulus_surrogate_v1,trapezoid_effective_aperture_surrogate_not_full_solver,tsuyama_counting_context_operator_not_probability,center_accessible_area_uniform_surrogate,500.0,900.0,87.0,3.0,220.0,404,-0.1695318481224274,0.9056659972905259,-0.09433400270947412,0.0,-0.11873963287435568,surrogate_delta_only_not_detector_validation,1.0,0.9056659972905259,-0.09433400270947412,0.9056659972905259,1.0,0.9056659972905259,-0.09433400270947412,0.9056659972905259,0.0,surrogate_zero_phase_not_measured,synthetic_context_only,-0.11873963287435568,-0.11873963287435568,candidate_response_changed,sidewall_annulus_or_reference_delta_present,0.0,sidewall_reference_response_solver_needed_for_quantitative_claim,sidewall_reference_response_solver_needed_for_quantitative_claim,interference_proxy_shift_candidate,True,False,True,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,RESP-D900-TH87-P220-WL404,interference_enhancement_sidewall_sensitivity,RESP-D900-TH87-P220-WL404,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
RESP-D900-TH87-P220-WL660,RESP-D900-TH90-P220-WL660,True,paired_rectangle_baseline_present,position_distribution_reference_aperture_annulus_surrogate_v1,trapezoid_effective_aperture_surrogate_not_full_solver,tsuyama_counting_context_operator_not_probability,center_accessible_area_uniform_surrogate,500.0,900.0,87.0,3.0,220.0,660,-0.1695318481224274,0.9056659972905259,-0.09433400270947412,0.0,-0.11873963287435568,surrogate_delta_only_not_detector_validation,1.0,0.9056659972905259,-0.09433400270947412,0.9056659972905259,1.0,0.9056659972905259,-0.09433400270947412,0.9056659972905259,0.0,surrogate_zero_phase_not_measured,synthetic_context_only,-0.11873963287435568,-0.11873963287435568,candidate_response_changed,sidewall_annulus_or_reference_delta_present,0.0,sidewall_reference_response_solver_needed_for_quantitative_claim,sidewall_reference_response_solver_needed_for_quantitative_claim,interference_proxy_shift_candidate,True,False,True,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,RESP-D900-TH87-P220-WL660,interference_enhancement_sidewall_sensitivity,RESP-D900-TH87-P220-WL660,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
RESP-D900-TH87-P300-WL404,RESP-D900-TH90-P300-WL404,True,paired_rectangle_baseline_present,position_distribution_reference_aperture_annulus_surrogate_v1,trapezoid_effective_aperture_surrogate_not_full_solver,tsuyama_counting_context_operator_not_probability,center_accessible_area_uniform_surrogate,500.0,900.0,87.0,3.0,300.0,404,-0.2378935257705671,0.9056659972905259,-0.09433400270947412,0.0,-0.14950238781601854,surrogate_delta_only_not_detector_validation,1.0,0.9056659972905259,-0.09433400270947412,0.9056659972905259,1.0,0.9056659972905259,-0.09433400270947412,0.9056659972905259,0.0,surrogate_zero_phase_not_measured,synthetic_context_only,-0.14950238781601854,-0.14950238781601854,candidate_response_changed,sidewall_annulus_or_reference_delta_present,0.0,sidewall_reference_response_solver_needed_for_quantitative_claim,sidewall_reference_response_solver_needed_for_quantitative_claim,interference_proxy_shift_candidate,True,False,True,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,RESP-D900-TH87-P300-WL404,interference_enhancement_sidewall_sensitivity,RESP-D900-TH87-P300-WL404,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
RESP-D900-TH87-P300-WL660,RESP-D900-TH90-P300-WL660,True,paired_rectangle_baseline_present,position_distribution_reference_aperture_annulus_surrogate_v1,trapezoid_effective_aperture_surrogate_not_full_solver,tsuyama_counting_context_operator_not_probability,center_accessible_area_uniform_surrogate,500.0,900.0,87.0,3.0,300.0,660,-0.2378935257705671,0.9056659972905259,-0.09433400270947412,0.0,-0.14950238781601854,surrogate_delta_only_not_detector_validation,1.0,0.9056659972905259,-0.09433400270947412,0.9056659972905259,1.0,0.9056659972905259,-0.09433400270947412,0.9056659972905259,0.0,surrogate_zero_phase_not_measured,synthetic_context_only,-0.14950238781601854,-0.14950238781601854,candidate_response_changed,sidewall_annulus_or_reference_delta_present,0.0,sidewall_reference_response_solver_needed_for_quantitative_claim,sidewall_reference_response_solver_needed_for_quantitative_claim,interference_proxy_shift_candidate,True,False,True,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,RESP-D900-TH87-P300-WL660,interference_enhancement_sidewall_sensitivity,RESP-D900-TH87-P300-WL660,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
RESP-D900-TH85-P100-WL404,RESP-D900-TH90-P100-WL404,True,paired_rectangle_baseline_present,position_distribution_reference_aperture_annulus_surrogate_v1,trapezoid_effective_aperture_surrogate_not_full_solver,tsuyama_counting_context_operator_not_probability,center_accessible_area_uniform_surrogate,500.0,900.0,85.0,5.0,100.0,404,-0.19780445231916577,0.8425204056533369,-0.15747959434666314,0.0,-0.159877820999623,surrogate_delta_only_not_detector_validation,1.0,0.8425204056533369,-0.15747959434666314,0.8425204056533369,1.0,0.8425204056533369,-0.15747959434666314,0.8425204056533369,0.0,surrogate_zero_phase_not_measured,synthetic_context_only,-0.159877820999623,-0.159877820999623,candidate_response_changed,sidewall_annulus_or_reference_delta_present,0.0,sidewall_reference_response_solver_needed_for_quantitative_claim,sidewall_reference_response_solver_needed_for_quantitative_claim,interference_proxy_shift_candidate,True,False,True,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,RESP-D900-TH85-P100-WL404,interference_enhancement_sidewall_sensitivity,RESP-D900-TH85-P100-WL404,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
RESP-D900-TH85-P100-WL660,RESP-D900-TH90-P100-WL660,True,paired_rectangle_baseline_present,position_distribution_reference_aperture_annulus_surrogate_v1,trapezoid_effective_aperture_surrogate_not_full_solver,tsuyama_counting_context_operator_not_probability,center_accessible_area_uniform_surrogate,500.0,900.0,85.0,5.0,100.0,660,-0.19780445231916577,0.8425204056533369,-0.15747959434666314,0.0,-0.159877820999623,surrogate_delta_only_not_detector_validation,1.0,0.8425204056533369,-0.15747959434666314,0.8425204056533369,1.0,0.8425204056533369,-0.15747959434666314,0.8425204056533369,0.0,surrogate_zero_phase_not_measured,synthetic_context_only,-0.159877820999623,-0.159877820999623,candidate_response_changed,sidewall_annulus_or_reference_delta_present,0.0,sidewall_reference_response_solver_needed_for_quantitative_claim,sidewall_reference_response_solver_needed_for_quantitative_claim,interference_proxy_shift_candidate,True,False,True,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,RESP-D900-TH85-P100-WL660,interference_enhancement_sidewall_sensitivity,RESP-D900-TH85-P100-WL660,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
RESP-D900-TH85-P220-WL404,RESP-D900-TH90-P220-WL404,True,paired_rectangle_baseline_present,position_distribution_reference_aperture_annulus_surrogate_v1,trapezoid_effective_aperture_surrogate_not_full_solver,tsuyama_counting_context_operator_not_probability,center_accessible_area_uniform_surrogate,500.0,900.0,85.0,5.0,220.0,404,-0.28421486226024284,0.8425204056533369,-0.15747959434666314,0.0,-0.1987625054731077,surrogate_delta_only_not_detector_validation,1.0,0.8425204056533369,-0.15747959434666314,0.8425204056533369,1.0,0.8425204056533369,-0.15747959434666314,0.8425204056533369,0.0,surrogate_zero_phase_not_measured,synthetic_context_only,-0.1987625054731077,-0.1987625054731077,candidate_response_changed,sidewall_annulus_or_reference_delta_present,0.0,sidewall_reference_response_solver_needed_for_quantitative_claim,sidewall_reference_response_solver_needed_for_quantitative_claim,interference_proxy_shift_candidate,True,False,True,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,RESP-D900-TH85-P220-WL404,interference_enhancement_sidewall_sensitivity,RESP-D900-TH85-P220-WL404,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
RESP-D900-TH85-P220-WL660,RESP-D900-TH90-P220-WL660,True,paired_rectangle_baseline_present,position_distribution_reference_aperture_annulus_surrogate_v1,trapezoid_effective_aperture_surrogate_not_full_solver,tsuyama_counting_context_operator_not_probability,center_accessible_area_uniform_surrogate,500.0,900.0,85.0,5.0,220.0,660,-0.28421486226024284,0.8425204056533369,-0.15747959434666314,0.0,-0.1987625054731077,surrogate_delta_only_not_detector_validation,1.0,0.8425204056533369,-0.15747959434666314,0.8425204056533369,1.0,0.8425204056533369,-0.15747959434666314,0.8425204056533369,0.0,surrogate_zero_phase_not_measured,synthetic_context_only,-0.1987625054731077,-0.1987625054731077,candidate_response_changed,sidewall_annulus_or_reference_delta_present,0.0,sidewall_reference_response_solver_needed_for_quantitative_claim,sidewall_reference_response_solver_needed_for_quantitative_claim,interference_proxy_shift_candidate,True,False,True,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,RESP-D900-TH85-P220-WL660,interference_enhancement_sidewall_sensitivity,RESP-D900-TH85-P220-WL660,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
RESP-D900-TH85-P300-WL404,RESP-D900-TH90-P300-WL404,True,paired_rectangle_baseline_present,position_distribution_reference_aperture_annulus_surrogate_v1,trapezoid_effective_aperture_surrogate_not_full_solver,tsuyama_counting_context_operator_not_probability,center_accessible_area_uniform_surrogate,500.0,900.0,85.0,5.0,300.0,404,-0.399428742181679,0.8425204056533369,-0.15747959434666314,0.0,-0.25060875143775396,surrogate_delta_only_not_detector_validation,1.0,0.8425204056533369,-0.15747959434666314,0.8425204056533369,1.0,0.8425204056533369,-0.15747959434666314,0.8425204056533369,0.0,surrogate_zero_phase_not_measured,synthetic_context_only,-0.25060875143775396,-0.25060875143775396,candidate_response_changed,sidewall_annulus_or_reference_delta_present,0.0,sidewall_reference_response_solver_needed_for_quantitative_claim,sidewall_reference_response_solver_needed_for_quantitative_claim,interference_proxy_shift_candidate,True,False,True,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,RESP-D900-TH85-P300-WL404,interference_enhancement_sidewall_sensitivity,RESP-D900-TH85-P300-WL404,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
RESP-D900-TH85-P300-WL660,RESP-D900-TH90-P300-WL660,True,paired_rectangle_baseline_present,position_distribution_reference_aperture_annulus_surrogate_v1,trapezoid_effective_aperture_surrogate_not_full_solver,tsuyama_counting_context_operator_not_probability,center_accessible_area_uniform_surrogate,500.0,900.0,85.0,5.0,300.0,660,-0.399428742181679,0.8425204056533369,-0.15747959434666314,0.0,-0.25060875143775396,surrogate_delta_only_not_detector_validation,1.0,0.8425204056533369,-0.15747959434666314,0.8425204056533369,1.0,0.8425204056533369,-0.15747959434666314,0.8425204056533369,0.0,surrogate_zero_phase_not_measured,synthetic_context_only,-0.25060875143775396,-0.25060875143775396,candidate_response_changed,sidewall_annulus_or_reference_delta_present,0.0,sidewall_reference_response_solver_needed_for_quantitative_claim,sidewall_reference_response_solver_needed_for_quantitative_claim,interference_proxy_shift_candidate,True,False,True,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,RESP-D900-TH85-P300-WL660,interference_enhancement_sidewall_sensitivity,RESP-D900-TH85-P300-WL660,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
RESP-D900-TH83-P100-WL404,RESP-D900-TH90-P100-WL404,True,paired_rectangle_baseline_present,position_distribution_reference_aperture_annulus_surrogate_v1,trapezoid_effective_aperture_surrogate_not_full_solver,tsuyama_counting_context_operator_not_probability,center_accessible_area_uniform_surrogate,500.0,900.0,83.0,7.0,100.0,404,-0.27814271839624727,0.7789877903747717,-0.22101220962522827,0.0,-0.224619717609664,surrogate_delta_only_not_detector_validation,1.0,0.7789877903747717,-0.22101220962522827,0.7789877903747717,1.0,0.7789877903747717,-0.22101220962522827,0.7789877903747717,0.0,surrogate_zero_phase_not_measured,synthetic_context_only,-0.224619717609664,-0.224619717609664,candidate_response_changed,sidewall_annulus_or_reference_delta_present,0.0,sidewall_reference_response_solver_needed_for_quantitative_claim,sidewall_reference_response_solver_needed_for_quantitative_claim,interference_proxy_shift_candidate,True,False,True,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,RESP-D900-TH83-P100-WL404,interference_enhancement_sidewall_sensitivity,RESP-D900-TH83-P100-WL404,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
RESP-D900-TH83-P100-WL660,RESP-D900-TH90-P100-WL660,True,paired_rectangle_baseline_present,position_distribution_reference_aperture_annulus_surrogate_v1,trapezoid_effective_aperture_surrogate_not_full_solver,tsuyama_counting_context_operator_not_probability,center_accessible_area_uniform_surrogate,500.0,900.0,83.0,7.0,100.0,660,-0.27814271839624727,0.7789877903747717,-0.22101220962522827,0.0,-0.224619717609664,surrogate_delta_only_not_detector_validation,1.0,0.7789877903747717,-0.22101220962522827,0.7789877903747717,1.0,0.7789877903747717,-0.22101220962522827,0.7789877903747717,0.0,surrogate_zero_phase_not_measured,synthetic_context_only,-0.224619717609664,-0.224619717609664,candidate_response_changed,sidewall_annulus_or_reference_delta_present,0.0,sidewall_reference_response_solver_needed_for_quantitative_claim,sidewall_reference_response_solver_needed_for_quantitative_claim,interference_proxy_shift_candidate,True,False,True,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,RESP-D900-TH83-P100-WL660,interference_enhancement_sidewall_sensitivity,RESP-D900-TH83-P100-WL660,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
RESP-D900-TH83-P220-WL404,RESP-D900-TH90-P220-WL404,True,paired_rectangle_baseline_present,position_distribution_reference_aperture_annulus_surrogate_v1,trapezoid_effective_aperture_surrogate_not_full_solver,tsuyama_counting_context_operator_not_probability,center_accessible_area_uniform_surrogate,500.0,900.0,83.0,7.0,220.0,404,-0.4005652371912881,0.7789877903747717,-0.22101220962522827,0.0,-0.2797098510674324,surrogate_delta_only_not_detector_validation,1.0,0.7789877903747717,-0.22101220962522827,0.7789877903747717,1.0,0.7789877903747717,-0.22101220962522827,0.7789877903747717,0.0,surrogate_zero_phase_not_measured,synthetic_context_only,-0.2797098510674324,-0.2797098510674324,candidate_response_changed,sidewall_annulus_or_reference_delta_present,0.0,sidewall_reference_response_solver_needed_for_quantitative_claim,sidewall_reference_response_solver_needed_for_quantitative_claim,interference_proxy_shift_candidate,True,False,True,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,RESP-D900-TH83-P220-WL404,interference_enhancement_sidewall_sensitivity,RESP-D900-TH83-P220-WL404,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
