annulus_case_id,paired_baseline_case_id,baseline_pair_required,baseline_pair_status,old_rectangle_basis,new_trapezoid_annulus_basis,selected_annulus_basis,selection_basis,selection_source_system,edge_norm_definition,annulus_edge_norm_min,annulus_edge_norm_max,bin_schema,coordinate_frame_id,coordinate_frame_version,channel_cross_section_model,W_top_nm,depth_nm,sidewall_deg_comsol,sidewall_taper_angle_deg_nodi,particle_diameter_nm,particle_radius_nm,u_norm,u_nm,x_local_norm_min,x_local_norm_max,local_center_accessible_width_nm,local_half_width_nm,wall_distance_model,d_nearest_wall_nm,surface_gap_for_particle_nm,nearest_wall_id,bin_accessible,bin_particle_center_support_status,blocked_reason,annulus_mapping_delta_vs_rectangle,annulus_range_shift,mapping_status,selection_status,blocked_bins,annulus_impact_status,no_neighbor_fill_for_blocked_bins,small_n_context_not_recommendation,not_route_selection_claim,claim_boundary,impact_matrix_version,row_id,matrix_axis,geometry_case_id,source_artifacts_json,allowed_use,blocked_use,not_detection_probability,not_winner,not_yield,not_qch_weighted,not_true_W_eff,not_optical_solver_output
ANN-D900-TH87-P220-U0.50,ANN-D900-TH90-P220-U0.50,True,paired_rectangle_baseline_present,rectangular_edge_norm_0p50_to_0p80,trapezoid_local_width_x_norm_plus_wall_normal_distance,rectangular_edge_norm_to_trapezoid_local_wall_distance_remap,selected_annulus_edge_norm_context,NODI_synthetic_context,max_abs_xz_norm_legacy_rectangle,0.5,0.8,u_norm_by_x_local_norm_trapezoid_remap_v1,trapezoid_x_u_from_top,trapezoid_local_width_v1,trapezoid_tapered_sidewalls,500.0,900.0,87.0,3.0,220.0,110.0,0.5,450.0,0.5,0.8,232.53108252572036,116.26554126286018,trapezoid_signed_wall_distance_v1,168.05310168965937,58.05310168965936,right_side,True,open,,-0.4186722936856991,local_annulus_narrowed,mapped_to_trapezoid_local_width,context_remap_only_not_recommendation,0,annulus_range_shift_candidate,True,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,ANN-D900-TH87-P220-U0.50,selected_annulus_sidewall_remap,ANN-D900-TH87-P220-U0.50,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
ANN-D900-TH87-P220-U0.65,ANN-D900-TH90-P220-U0.65,True,paired_rectangle_baseline_present,rectangular_edge_norm_0p50_to_0p80,trapezoid_local_width_x_norm_plus_wall_normal_distance,rectangular_edge_norm_to_trapezoid_local_wall_distance_remap,selected_annulus_edge_norm_context,NODI_synthetic_context,max_abs_xz_norm_legacy_rectangle,0.5,0.8,u_norm_by_x_local_norm_trapezoid_remap_v1,trapezoid_x_u_from_top,trapezoid_local_width_v1,trapezoid_tapered_sidewalls,500.0,900.0,87.0,3.0,220.0,110.0,0.65,585.0,0.5,0.8,218.38098211929918,109.19049105964959,trapezoid_signed_wall_distance_v1,164.52042464326064,54.52042464326063,right_side,True,open,,-0.45404754470175207,local_annulus_narrowed,mapped_to_trapezoid_local_width,context_remap_only_not_recommendation,0,annulus_range_shift_candidate,True,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,ANN-D900-TH87-P220-U0.65,selected_annulus_sidewall_remap,ANN-D900-TH87-P220-U0.65,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
ANN-D900-TH87-P220-U0.85,ANN-D900-TH90-P220-U0.85,True,paired_rectangle_baseline_present,rectangular_edge_norm_0p50_to_0p80,trapezoid_local_width_x_norm_plus_wall_normal_distance,rectangular_edge_norm_to_trapezoid_local_wall_distance_remap,selected_annulus_edge_norm_context,NODI_synthetic_context,max_abs_xz_norm_legacy_rectangle,0.5,0.8,u_norm_by_x_local_norm_trapezoid_remap_v1,trapezoid_x_u_from_top,trapezoid_local_width_v1,trapezoid_tapered_sidewalls,500.0,900.0,87.0,3.0,220.0,110.0,0.85,765.0,0.5,0.8,199.51418157740434,99.75709078870217,trapezoid_signed_wall_distance_v1,134.99999999999997,24.99999999999997,bottom,True,open,,-0.5012145460564892,local_annulus_narrowed,mapped_to_trapezoid_local_width,context_remap_only_not_recommendation,0,annulus_range_shift_candidate,True,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,ANN-D900-TH87-P220-U0.85,selected_annulus_sidewall_remap,ANN-D900-TH87-P220-U0.85,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
ANN-D900-TH87-P300-U0.15,ANN-D900-TH90-P300-U0.15,True,paired_rectangle_baseline_present,rectangular_edge_norm_0p50_to_0p80,trapezoid_local_width_x_norm_plus_wall_normal_distance,rectangular_edge_norm_to_trapezoid_local_wall_distance_remap,selected_annulus_edge_norm_context,NODI_synthetic_context,max_abs_xz_norm_legacy_rectangle,0.5,0.8,u_norm_by_x_local_norm_trapezoid_remap_v1,trapezoid_x_u_from_top,trapezoid_local_width_v1,trapezoid_tapered_sidewalls,500.0,900.0,87.0,3.0,300.0,150.0,0.15,135.0,0.5,0.8,0.0,0.0,trapezoid_signed_wall_distance_v1,135.0,-15.000000000000016,top,False,blocked,top_clearance_below_particle_radius,-1.0,blocked_at_this_slice,blocked_bin_no_neighbor_fill,context_remap_only_not_recommendation,1,annulus_slice_blocked,True,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,ANN-D900-TH87-P300-U0.15,selected_annulus_sidewall_remap,ANN-D900-TH87-P300-U0.15,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
ANN-D900-TH87-P300-U0.35,ANN-D900-TH90-P300-U0.35,True,paired_rectangle_baseline_present,rectangular_edge_norm_0p50_to_0p80,trapezoid_local_width_x_norm_plus_wall_normal_distance,rectangular_edge_norm_to_trapezoid_local_wall_distance_remap,selected_annulus_edge_norm_context,NODI_synthetic_context,max_abs_xz_norm_legacy_rectangle,0.5,0.8,u_norm_by_x_local_norm_trapezoid_remap_v1,trapezoid_x_u_from_top,trapezoid_local_width_v1,trapezoid_tapered_sidewalls,500.0,900.0,87.0,3.0,300.0,150.0,0.35,315.0,0.5,0.8,166.57139525230772,83.28569762615386,trapezoid_signed_wall_distance_v1,191.5857787360581,41.58577873605808,right_side,True,open,,-0.5835715118692307,local_annulus_narrowed,mapped_to_trapezoid_local_width,context_remap_only_not_recommendation,0,annulus_range_shift_candidate,True,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,ANN-D900-TH87-P300-U0.35,selected_annulus_sidewall_remap,ANN-D900-TH87-P300-U0.35,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
ANN-D900-TH87-P300-U0.50,ANN-D900-TH90-P300-U0.50,True,paired_rectangle_baseline_present,rectangular_edge_norm_0p50_to_0p80,trapezoid_local_width_x_norm_plus_wall_normal_distance,rectangular_edge_norm_to_trapezoid_local_wall_distance_remap,selected_annulus_edge_norm_context,NODI_synthetic_context,max_abs_xz_norm_legacy_rectangle,0.5,0.8,u_norm_by_x_local_norm_trapezoid_remap_v1,trapezoid_x_u_from_top,trapezoid_local_width_v1,trapezoid_tapered_sidewalls,500.0,900.0,87.0,3.0,300.0,150.0,0.5,450.0,0.5,0.8,152.42129484588662,76.21064742294331,trapezoid_signed_wall_distance_v1,188.05310168965937,38.05310168965936,right_side,True,open,,-0.6189467628852835,local_annulus_narrowed,mapped_to_trapezoid_local_width,context_remap_only_not_recommendation,0,annulus_range_shift_candidate,True,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,ANN-D900-TH87-P300-U0.50,selected_annulus_sidewall_remap,ANN-D900-TH87-P300-U0.50,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
ANN-D900-TH87-P300-U0.65,ANN-D900-TH90-P300-U0.65,True,paired_rectangle_baseline_present,rectangular_edge_norm_0p50_to_0p80,trapezoid_local_width_x_norm_plus_wall_normal_distance,rectangular_edge_norm_to_trapezoid_local_wall_distance_remap,selected_annulus_edge_norm_context,NODI_synthetic_context,max_abs_xz_norm_legacy_rectangle,0.5,0.8,u_norm_by_x_local_norm_trapezoid_remap_v1,trapezoid_x_u_from_top,trapezoid_local_width_v1,trapezoid_tapered_sidewalls,500.0,900.0,87.0,3.0,300.0,150.0,0.65,585.0,0.5,0.8,138.27119443946543,69.13559721973272,trapezoid_signed_wall_distance_v1,184.5204246432607,34.52042464326067,right_side,True,open,,-0.6543220139013364,local_annulus_narrowed,mapped_to_trapezoid_local_width,context_remap_only_not_recommendation,0,annulus_range_shift_candidate,True,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,ANN-D900-TH87-P300-U0.65,selected_annulus_sidewall_remap,ANN-D900-TH87-P300-U0.65,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
ANN-D900-TH87-P300-U0.85,ANN-D900-TH90-P300-U0.85,True,paired_rectangle_baseline_present,rectangular_edge_norm_0p50_to_0p80,trapezoid_local_width_x_norm_plus_wall_normal_distance,rectangular_edge_norm_to_trapezoid_local_wall_distance_remap,selected_annulus_edge_norm_context,NODI_synthetic_context,max_abs_xz_norm_legacy_rectangle,0.5,0.8,u_norm_by_x_local_norm_trapezoid_remap_v1,trapezoid_x_u_from_top,trapezoid_local_width_v1,trapezoid_tapered_sidewalls,500.0,900.0,87.0,3.0,300.0,150.0,0.85,765.0,0.5,0.8,0.0,0.0,trapezoid_signed_wall_distance_v1,134.99999999999997,-15.00000000000004,bottom,False,blocked,bottom_clearance_below_particle_radius,-1.0,blocked_at_this_slice,blocked_bin_no_neighbor_fill,context_remap_only_not_recommendation,1,annulus_slice_blocked,True,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,ANN-D900-TH87-P300-U0.85,selected_annulus_sidewall_remap,ANN-D900-TH87-P300-U0.85,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
ANN-D900-TH85-P100-U0.15,ANN-D900-TH90-P100-U0.15,True,paired_rectangle_baseline_present,rectangular_edge_norm_0p50_to_0p80,trapezoid_local_width_x_norm_plus_wall_normal_distance,rectangular_edge_norm_to_trapezoid_local_wall_distance_remap,selected_annulus_edge_norm_context,NODI_synthetic_context,max_abs_xz_norm_legacy_rectangle,0.5,0.8,u_norm_by_x_local_norm_trapezoid_remap_v1,trapezoid_x_u_from_top,trapezoid_local_width_v1,trapezoid_tapered_sidewalls,500.0,900.0,85.0,5.0,100.0,50.0,0.15,135.0,0.5,0.8,375.9960770936659,187.99803854683296,trapezoid_signed_wall_distance_v1,135.0,85.0,top,True,open,,-0.060009807265835206,local_annulus_narrowed,mapped_to_trapezoid_local_width,context_remap_only_not_recommendation,0,annulus_range_shift_candidate,True,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,ANN-D900-TH85-P100-U0.15,selected_annulus_sidewall_remap,ANN-D900-TH85-P100-U0.15,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
ANN-D900-TH85-P100-U0.35,ANN-D900-TH90-P100-U0.35,True,paired_rectangle_baseline_present,rectangular_edge_norm_0p50_to_0p80,trapezoid_local_width_x_norm_plus_wall_normal_distance,rectangular_edge_norm_to_trapezoid_local_wall_distance_remap,selected_annulus_edge_norm_context,NODI_synthetic_context,max_abs_xz_norm_legacy_rectangle,0.5,0.8,u_norm_by_x_local_norm_trapezoid_remap_v1,trapezoid_x_u_from_top,trapezoid_local_width_v1,trapezoid_tapered_sidewalls,500.0,900.0,85.0,5.0,100.0,50.0,0.35,315.0,0.5,0.8,344.5001582243332,172.2500791121666,trapezoid_signed_wall_distance_v1,135.79730777871205,85.79730777871205,right_side,True,open,,-0.13874960443916706,local_annulus_narrowed,mapped_to_trapezoid_local_width,context_remap_only_not_recommendation,0,annulus_range_shift_candidate,True,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,ANN-D900-TH85-P100-U0.35,selected_annulus_sidewall_remap,ANN-D900-TH85-P100-U0.35,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
ANN-D900-TH85-P100-U0.50,ANN-D900-TH90-P100-U0.50,True,paired_rectangle_baseline_present,rectangular_edge_norm_0p50_to_0p80,trapezoid_local_width_x_norm_plus_wall_normal_distance,rectangular_edge_norm_to_trapezoid_local_wall_distance_remap,selected_annulus_edge_norm_context,NODI_synthetic_context,max_abs_xz_norm_legacy_rectangle,0.5,0.8,u_norm_by_x_local_norm_trapezoid_remap_v1,trapezoid_x_u_from_top,trapezoid_local_width_v1,trapezoid_tapered_sidewalls,500.0,900.0,85.0,5.0,100.0,50.0,0.5,450.0,0.5,0.8,320.8782190723337,160.43910953616685,trapezoid_signed_wall_distance_v1,129.91429514324508,79.9142951432451,right_side,True,open,,-0.19780445231916574,local_annulus_narrowed,mapped_to_trapezoid_local_width,context_remap_only_not_recommendation,0,annulus_range_shift_candidate,True,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,ANN-D900-TH85-P100-U0.50,selected_annulus_sidewall_remap,ANN-D900-TH85-P100-U0.50,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
ANN-D900-TH85-P100-U0.65,ANN-D900-TH90-P100-U0.65,True,paired_rectangle_baseline_present,rectangular_edge_norm_0p50_to_0p80,trapezoid_local_width_x_norm_plus_wall_normal_distance,rectangular_edge_norm_to_trapezoid_local_wall_distance_remap,selected_annulus_edge_norm_context,NODI_synthetic_context,max_abs_xz_norm_legacy_rectangle,0.5,0.8,u_norm_by_x_local_norm_trapezoid_remap_v1,trapezoid_x_u_from_top,trapezoid_local_width_v1,trapezoid_tapered_sidewalls,500.0,900.0,85.0,5.0,100.0,50.0,0.65,585.0,0.5,0.8,297.25627992033424,148.62813996016712,trapezoid_signed_wall_distance_v1,124.0312825077782,74.0312825077782,right_side,True,open,,-0.2568593001991644,local_annulus_narrowed,mapped_to_trapezoid_local_width,context_remap_only_not_recommendation,0,annulus_range_shift_candidate,True,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,ANN-D900-TH85-P100-U0.65,selected_annulus_sidewall_remap,ANN-D900-TH85-P100-U0.65,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
ANN-D900-TH85-P100-U0.85,ANN-D900-TH90-P100-U0.85,True,paired_rectangle_baseline_present,rectangular_edge_norm_0p50_to_0p80,trapezoid_local_width_x_norm_plus_wall_normal_distance,rectangular_edge_norm_to_trapezoid_local_wall_distance_remap,selected_annulus_edge_norm_context,NODI_synthetic_context,max_abs_xz_norm_legacy_rectangle,0.5,0.8,u_norm_by_x_local_norm_trapezoid_remap_v1,trapezoid_x_u_from_top,trapezoid_local_width_v1,trapezoid_tapered_sidewalls,500.0,900.0,85.0,5.0,100.0,50.0,0.85,765.0,0.5,0.8,265.7603610510016,132.8801805255008,trapezoid_signed_wall_distance_v1,116.18726566048895,66.18726566048893,right_side,True,open,,-0.335599097372496,local_annulus_narrowed,mapped_to_trapezoid_local_width,context_remap_only_not_recommendation,0,annulus_range_shift_candidate,True,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,ANN-D900-TH85-P100-U0.85,selected_annulus_sidewall_remap,ANN-D900-TH85-P100-U0.85,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
ANN-D900-TH85-P220-U0.15,ANN-D900-TH90-P220-U0.15,True,paired_rectangle_baseline_present,rectangular_edge_norm_0p50_to_0p80,trapezoid_local_width_x_norm_plus_wall_normal_distance,rectangular_edge_norm_to_trapezoid_local_wall_distance_remap,selected_annulus_edge_norm_context,NODI_synthetic_context,max_abs_xz_norm_legacy_rectangle,0.5,0.8,u_norm_by_x_local_norm_trapezoid_remap_v1,trapezoid_x_u_from_top,trapezoid_local_width_v1,trapezoid_tapered_sidewalls,500.0,900.0,85.0,5.0,220.0,110.0,0.15,135.0,0.5,0.8,255.53769658846414,127.76884829423207,trapezoid_signed_wall_distance_v1,135.0,25.0,top,True,open,,-0.36115575852883963,local_annulus_narrowed,mapped_to_trapezoid_local_width,context_remap_only_not_recommendation,0,annulus_range_shift_candidate,True,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,ANN-D900-TH85-P220-U0.15,selected_annulus_sidewall_remap,ANN-D900-TH85-P220-U0.15,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
ANN-D900-TH85-P220-U0.35,ANN-D900-TH90-P220-U0.35,True,paired_rectangle_baseline_present,rectangular_edge_norm_0p50_to_0p80,trapezoid_local_width_x_norm_plus_wall_normal_distance,rectangular_edge_norm_to_trapezoid_local_wall_distance_remap,selected_annulus_edge_norm_context,NODI_synthetic_context,max_abs_xz_norm_legacy_rectangle,0.5,0.8,u_norm_by_x_local_norm_trapezoid_remap_v1,trapezoid_x_u_from_top,trapezoid_local_width_v1,trapezoid_tapered_sidewalls,500.0,900.0,85.0,5.0,220.0,110.0,0.35,315.0,0.5,0.8,224.0417777191315,112.02088885956574,trapezoid_signed_wall_distance_v1,165.79730777871205,55.797307778712046,right_side,True,open,,-0.43989555570217126,local_annulus_narrowed,mapped_to_trapezoid_local_width,context_remap_only_not_recommendation,0,annulus_range_shift_candidate,True,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,ANN-D900-TH85-P220-U0.35,selected_annulus_sidewall_remap,ANN-D900-TH85-P220-U0.35,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
ANN-D900-TH85-P220-U0.50,ANN-D900-TH90-P220-U0.50,True,paired_rectangle_baseline_present,rectangular_edge_norm_0p50_to_0p80,trapezoid_local_width_x_norm_plus_wall_normal_distance,rectangular_edge_norm_to_trapezoid_local_wall_distance_remap,selected_annulus_edge_norm_context,NODI_synthetic_context,max_abs_xz_norm_legacy_rectangle,0.5,0.8,u_norm_by_x_local_norm_trapezoid_remap_v1,trapezoid_x_u_from_top,trapezoid_local_width_v1,trapezoid_tapered_sidewalls,500.0,900.0,85.0,5.0,220.0,110.0,0.5,450.0,0.5,0.8,200.41983856713205,100.20991928356602,trapezoid_signed_wall_distance_v1,159.9142951432451,49.91429514324512,right_side,True,open,,-0.4989504035821699,local_annulus_narrowed,mapped_to_trapezoid_local_width,context_remap_only_not_recommendation,0,annulus_range_shift_candidate,True,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,ANN-D900-TH85-P220-U0.50,selected_annulus_sidewall_remap,ANN-D900-TH85-P220-U0.50,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
ANN-D900-TH85-P220-U0.65,ANN-D900-TH90-P220-U0.65,True,paired_rectangle_baseline_present,rectangular_edge_norm_0p50_to_0p80,trapezoid_local_width_x_norm_plus_wall_normal_distance,rectangular_edge_norm_to_trapezoid_local_wall_distance_remap,selected_annulus_edge_norm_context,NODI_synthetic_context,max_abs_xz_norm_legacy_rectangle,0.5,0.8,u_norm_by_x_local_norm_trapezoid_remap_v1,trapezoid_x_u_from_top,trapezoid_local_width_v1,trapezoid_tapered_sidewalls,500.0,900.0,85.0,5.0,220.0,110.0,0.65,585.0,0.5,0.8,176.79789941513258,88.39894970756629,trapezoid_signed_wall_distance_v1,154.0312825077782,44.031282507778194,right_side,True,open,,-0.5580052514621685,local_annulus_narrowed,mapped_to_trapezoid_local_width,context_remap_only_not_recommendation,0,annulus_range_shift_candidate,True,True,True,sidewall_angle_effect_matrix_for_dimensions_annulus_and_interference_only,sidewall_geometry_effects_impact_matrix_v1,ANN-D900-TH85-P220-U0.65,selected_annulus_sidewall_remap,ANN-D900-TH85-P220-U0.65,"[""588_NODI_SIDEWALL_MAINLINE_REFOCUS_LOCK_20260702"", ""cross_section_geometry.py"", ""sidewall_selected_annulus_context.py"", ""sidewall_reference_surrogate_candidate.py"", ""reference_field.py""]","evaluate how sidewall angle changes NODI dimension windows, selected-annulus coordinates, and interference-response surrogates before larger simulations","route selection, scalar scoreboard, production recommendation, wet claim, full optical solver claim, q_ch weighting, or final detection/yield conclusion",True,True,True,True,True,True
