synthesis_version,claim_boundary,not_detection_probability,not_yield,not_selection_metric_claim,not_qch_weighted,not_true_effective_width_claim,not_production_recommendation,allowed_use,blocked_use,comsol_v4_assumption_set_id,comsol_v4_assumption_set_version,comsol_v4_assumption_set_sha256,row_id,axis,source_artifact,route_id_nodi,lambda_nm,W_nominal_nm,D_nm,diameter_nm,sidewall_deg_comsol,annulus_edge_norm_min,annulus_edge_norm_max,u_slice_rows,accessible_u_slice_rows,blocked_u_slice_rows,selected_annulus_accessible_fraction,annulus_response_delta_mean,annulus_change_signal,annulus_range_implication,no_neighbor_fill_for_blocked_bins
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-ANN-MWANN-404_W500_D1200-TH83.0-P300,selected_annulus_range,590_multiwidth_annulus_rows,404/W500/D1200,404,500,1200,300,83.0,0.5,0.8,5,4,1,0.8,-9.094210401658893,annulus_partial_remap,selected_annulus_range_requires_geometry_support_filter,True
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-ANN-MWANN-404_W500_D1200-TH83.0-P40,selected_annulus_range,590_multiwidth_annulus_rows,404/W500/D1200,404,500,1200,40,83.0,0.5,0.8,5,5,0,1.0,-0.02166980512933438,annulus_geometry_remap_only,edge_norm_range_retained_with_trapezoid_coordinates,True
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-ANN-MWANN-404_W500_D1200-TH85.0-P100,selected_annulus_range,590_multiwidth_annulus_rows,404/W500/D1200,404,500,1200,100,85.0,0.5,0.8,5,5,0,1.0,-0.24125873853908802,annulus_geometry_remap_only,edge_norm_range_retained_with_trapezoid_coordinates,True
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-ANN-MWANN-404_W500_D1200-TH85.0-P220,selected_annulus_range,590_multiwidth_annulus_rows,404/W500/D1200,404,500,1200,220,85.0,0.5,0.8,5,5,0,1.0,-2.56892304796421,annulus_geometry_remap_only,edge_norm_range_retained_with_trapezoid_coordinates,True
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-ANN-MWANN-404_W500_D1200-TH85.0-P300,selected_annulus_range,590_multiwidth_annulus_rows,404/W500/D1200,404,500,1200,300,85.0,0.5,0.8,5,5,0,1.0,-6.5139859405553775,annulus_geometry_remap_only,edge_norm_range_retained_with_trapezoid_coordinates,True
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-ANN-MWANN-404_W500_D1200-TH85.0-P40,selected_annulus_range,590_multiwidth_annulus_rows,404/W500/D1200,404,500,1200,40,85.0,0.5,0.8,5,5,0,1.0,-0.01544055926650163,annulus_geometry_remap_only,edge_norm_range_retained_with_trapezoid_coordinates,True
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-ANN-MWANN-404_W500_D1200-TH87.0-P100,selected_annulus_range,590_multiwidth_annulus_rows,404/W500/D1200,404,500,1200,100,87.0,0.5,0.8,5,5,0,1.0,-0.14451969215091437,annulus_geometry_remap_only,edge_norm_range_retained_with_trapezoid_coordinates,True
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-ANN-MWANN-404_W500_D1200-TH87.0-P220,selected_annulus_range,590_multiwidth_annulus_rows,404/W500/D1200,404,500,1200,220,87.0,0.5,0.8,5,5,0,1.0,-1.5388456820229368,annulus_geometry_remap_only,edge_norm_range_retained_with_trapezoid_coordinates,True
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-ANN-MWANN-404_W500_D1200-TH87.0-P300,selected_annulus_range,590_multiwidth_annulus_rows,404/W500/D1200,404,500,1200,300,87.0,0.5,0.8,5,5,0,1.0,-3.902031688074684,annulus_geometry_remap_only,edge_norm_range_retained_with_trapezoid_coordinates,True
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-ANN-MWANN-404_W500_D1200-TH87.0-P40,selected_annulus_range,590_multiwidth_annulus_rows,404/W500/D1200,404,500,1200,40,87.0,0.5,0.8,5,5,0,1.0,-0.009249260297658518,annulus_geometry_remap_only,edge_norm_range_retained_with_trapezoid_coordinates,True
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-ANN-MWANN-404_W500_D1200-TH89.0-P100,selected_annulus_range,590_multiwidth_annulus_rows,404/W500/D1200,404,500,1200,100,89.0,0.5,0.8,5,5,0,1.0,-0.04813408704605267,annulus_geometry_remap_only,edge_norm_range_retained_with_trapezoid_coordinates,True
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-ANN-MWANN-404_W500_D1200-TH89.0-P220,selected_annulus_range,590_multiwidth_annulus_rows,404/W500/D1200,404,500,1200,220,89.0,0.5,0.8,5,5,0,1.0,-0.5125317588663695,annulus_geometry_remap_only,edge_norm_range_retained_with_trapezoid_coordinates,True
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-ANN-MWANN-404_W500_D1200-TH89.0-P300,selected_annulus_range,590_multiwidth_annulus_rows,404/W500/D1200,404,500,1200,300,89.0,0.5,0.8,5,5,0,1.0,-1.299620350243424,annulus_geometry_remap_only,edge_norm_range_retained_with_trapezoid_coordinates,True
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-ANN-MWANN-404_W500_D1200-TH89.0-P40,selected_annulus_range,590_multiwidth_annulus_rows,404/W500/D1200,404,500,1200,40,89.0,0.5,0.8,5,5,0,1.0,-0.003080581570947366,annulus_geometry_remap_only,edge_norm_range_retained_with_trapezoid_coordinates,True
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-ANN-MWANN-404_W500_D1200-TH90.0-P100,selected_annulus_range,590_multiwidth_annulus_rows,404/W500/D1200,404,500,1200,100,90.0,0.5,0.8,5,5,0,1.0,0.0,rectangle_baseline,legacy_edge_norm_range_retained,True
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-ANN-MWANN-404_W500_D1200-TH90.0-P220,selected_annulus_range,590_multiwidth_annulus_rows,404/W500/D1200,404,500,1200,220,90.0,0.5,0.8,5,5,0,1.0,0.0,rectangle_baseline,legacy_edge_norm_range_retained,True
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-ANN-MWANN-404_W500_D1200-TH90.0-P300,selected_annulus_range,590_multiwidth_annulus_rows,404/W500/D1200,404,500,1200,300,90.0,0.5,0.8,5,5,0,1.0,0.0,rectangle_baseline,legacy_edge_norm_range_retained,True
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-ANN-MWANN-404_W500_D1200-TH90.0-P40,selected_annulus_range,590_multiwidth_annulus_rows,404/W500/D1200,404,500,1200,40,90.0,0.5,0.8,5,5,0,1.0,0.0,rectangle_baseline,legacy_edge_norm_range_retained,True
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-ANN-MWANN-404_W500_D900-TH70.0-P100,selected_annulus_range,590_multiwidth_annulus_rows,404/W500/D900,404,500,900,100,70.0,0.5,0.8,5,3,2,0.6,-0.5718333333333333,annulus_partial_remap,selected_annulus_range_requires_geometry_support_filter,True
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-ANN-MWANN-404_W500_D900-TH70.0-P220,selected_annulus_range,590_multiwidth_annulus_rows,404/W500/D900,404,500,900,220,70.0,0.5,0.8,5,2,3,0.4,-6.159868000000002,annulus_partial_remap,selected_annulus_range_requires_geometry_support_filter,True
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-ANN-MWANN-404_W500_D900-TH70.0-P300,selected_annulus_range,590_multiwidth_annulus_rows,404/W500/D900,404,500,900,300,70.0,0.5,0.8,5,0,5,0.0,0.0,annulus_blocked,selected_annulus_requires_replacement_or_width_depth_change,True
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-ANN-MWANN-404_W500_D900-TH70.0-P40,selected_annulus_range,590_multiwidth_annulus_rows,404/W500/D900,404,500,900,40,70.0,0.5,0.8,5,4,1,0.8,-0.03657600000000001,annulus_partial_remap,selected_annulus_range_requires_geometry_support_filter,True
sidewall_dimension_annulus_interference_synthesis_v1,sidewall_dimension_annulus_interference_synthesis_not_selection_not_probability,True,True,True,True,True,True,"answer sidewall-angle impact on NODI dimension windows, selected-annulus range, and interference/response sensitivity from simulation artifacts","route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,SYN-ANN-MWANN-404_W500_D900-TH80.0-P100,selected_annulus_range,590_multiwidth_annulus_rows,404/W500/D900,404,500,900,100,80.0,0.5,0.8,5,5,0,1.0,-0.3646794615012473,annulus_geometry_remap_only,edge_norm_range_retained_with_trapezoid_coordinates,True
