followup_version,row_id,allowed_use,blocked_use,not_detection_probability,not_yield,not_selection_metric_claim,not_winner,not_qch_weighted,not_true_W_eff,not_production_recommendation,claim_boundary,comsol_v4_assumption_set_id,comsol_v4_assumption_set_version,comsol_v4_assumption_set_sha256,delta_case_id,source_route_id_nodi,candidate_route_id_nodi,route_id_role,diameter_nm,source_W_nominal_nm,candidate_W_top_nm,candidate_top_width_delta_nm,sidewall_deg_comsol,original_execution_status,candidate_execution_status,original_selected_annulus_fraction,candidate_selected_annulus_fraction,candidate_minus_original_selected_annulus_fraction_delta,original_mean_peak_height,candidate_mean_peak_height,candidate_minus_original_mean_peak_height_delta,candidate_minus_original_mean_local_snr_delta,candidate_minus_original_synthetic_counting_context_rate_delta,delta_status,candidate_recovery_context
sidewall_compensated_width_followup_bounded_events_v1,CW-DELTA-404_W500_D1200-P280-TH85,run sparse NODI bounded-event context for compensated 85deg top-width candidates derived from sidewall dimension update rows,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,sidewall_compensated_width_followup_context_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,CW-DELTA-404_W500_D1200-P280-TH85,404/W500/D1200,404/W607/D1200,candidate_join_key_only_not_selection,280,500,607,107,85.0,executed_bounded_nodi_shard,executed_bounded_nodi_shard,0.0,0.0,0.0,681.3237717645726,751.8322182201773,70.50844645560471,126156.93643188244,0.0,executed_candidate_delta_context,response_context_improved_annulus_not_improved
sidewall_compensated_width_followup_bounded_events_v1,CW-DELTA-404_W500_D1200-P290-TH85,run sparse NODI bounded-event context for compensated 85deg top-width candidates derived from sidewall dimension update rows,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,sidewall_compensated_width_followup_context_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,CW-DELTA-404_W500_D1200-P290-TH85,404/W500/D1200,404/W607/D1200,candidate_join_key_only_not_selection,290,500,607,107,85.0,executed_bounded_nodi_shard,executed_bounded_nodi_shard,0.0,0.0,0.0,760.4818864459507,843.7460188433106,83.26413239735984,-156685.62311147503,0.0,executed_candidate_delta_context,response_context_improved_annulus_not_improved
sidewall_compensated_width_followup_bounded_events_v1,CW-DELTA-404_W500_D1200-P300-TH85,run sparse NODI bounded-event context for compensated 85deg top-width candidates derived from sidewall dimension update rows,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,sidewall_compensated_width_followup_context_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,CW-DELTA-404_W500_D1200-P300-TH85,404/W500/D1200,404/W607/D1200,candidate_join_key_only_not_selection,300,500,607,107,85.0,executed_bounded_nodi_shard,executed_bounded_nodi_shard,0.0,0.5,0.5,852.4993193329299,950.523113655218,98.02379432228815,1133635.2751012847,0.0,executed_candidate_delta_context,annulus_and_response_improved_context
sidewall_compensated_width_followup_bounded_events_v1,CW-DELTA-404_W500_D900-P220-TH85,run sparse NODI bounded-event context for compensated 85deg top-width candidates derived from sidewall dimension update rows,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,sidewall_compensated_width_followup_context_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,CW-DELTA-404_W500_D900-P220-TH85,404/W500/D900,404/W580/D900,candidate_join_key_only_not_selection,220,500,580,80,85.0,executed_bounded_nodi_shard,executed_bounded_nodi_shard,0.0,0.0,0.0,304.90610685269314,315.84074226825106,10.93463541555792,-123266.40932620148,0.0,executed_candidate_delta_context,response_context_improved_annulus_not_improved
sidewall_compensated_width_followup_bounded_events_v1,CW-DELTA-404_W500_D900-P230-TH85,run sparse NODI bounded-event context for compensated 85deg top-width candidates derived from sidewall dimension update rows,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,sidewall_compensated_width_followup_context_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,CW-DELTA-404_W500_D900-P230-TH85,404/W500/D900,404/W580/D900,candidate_join_key_only_not_selection,230,500,580,80,85.0,executed_bounded_nodi_shard,executed_bounded_nodi_shard,0.5,0.5,0.0,355.8332111952486,373.7881483172094,17.954937121960768,-276158.9718987484,0.0,executed_candidate_delta_context,response_context_improved_annulus_not_improved
sidewall_compensated_width_followup_bounded_events_v1,CW-DELTA-404_W500_D900-P240-TH85,run sparse NODI bounded-event context for compensated 85deg top-width candidates derived from sidewall dimension update rows,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,sidewall_compensated_width_followup_context_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,CW-DELTA-404_W500_D900-P240-TH85,404/W500/D900,404/W580/D900,candidate_join_key_only_not_selection,240,500,580,80,85.0,executed_bounded_nodi_shard,executed_bounded_nodi_shard,0.0,0.0,0.0,408.16356063418107,437.8809422075591,29.71738157337802,-133192.75971758133,0.0,executed_candidate_delta_context,response_context_improved_annulus_not_improved
sidewall_compensated_width_followup_bounded_events_v1,CW-DELTA-404_W500_D900-P250-TH85,run sparse NODI bounded-event context for compensated 85deg top-width candidates derived from sidewall dimension update rows,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,sidewall_compensated_width_followup_context_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,CW-DELTA-404_W500_D900-P250-TH85,404/W500/D900,404/W580/D900,candidate_join_key_only_not_selection,250,500,580,80,85.0,executed_bounded_nodi_shard,executed_bounded_nodi_shard,0.0,0.5,0.5,476.422802256656,498.24408397135585,21.821281714699865,-115579.32278727344,0.0,executed_candidate_delta_context,annulus_and_response_improved_context
sidewall_compensated_width_followup_bounded_events_v1,CW-DELTA-404_W500_D900-P260-TH85,run sparse NODI bounded-event context for compensated 85deg top-width candidates derived from sidewall dimension update rows,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,sidewall_compensated_width_followup_context_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,CW-DELTA-404_W500_D900-P260-TH85,404/W500/D900,404/W580/D900,candidate_join_key_only_not_selection,260,500,580,80,85.0,executed_bounded_nodi_shard,executed_bounded_nodi_shard,0.0,0.0,0.0,540.23572887059,569.0520721404775,28.81634326988751,152961.8122283616,0.0,executed_candidate_delta_context,response_context_improved_annulus_not_improved
sidewall_compensated_width_followup_bounded_events_v1,CW-DELTA-404_W500_D900-P270-TH85,run sparse NODI bounded-event context for compensated 85deg top-width candidates derived from sidewall dimension update rows,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,sidewall_compensated_width_followup_context_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,CW-DELTA-404_W500_D900-P270-TH85,404/W500/D900,404/W580/D900,candidate_join_key_only_not_selection,270,500,580,80,85.0,executed_bounded_nodi_shard,executed_bounded_nodi_shard,0.5,0.0,-0.5,608.2823134926405,651.9476268144808,43.66531332184036,355812.7496009867,0.0,executed_candidate_delta_context,response_context_improved_annulus_not_improved
sidewall_compensated_width_followup_bounded_events_v1,CW-DELTA-404_W500_D900-P280-TH85,run sparse NODI bounded-event context for compensated 85deg top-width candidates derived from sidewall dimension update rows,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,sidewall_compensated_width_followup_context_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,CW-DELTA-404_W500_D900-P280-TH85,404/W500/D900,404/W580/D900,candidate_join_key_only_not_selection,280,500,580,80,85.0,executed_bounded_nodi_shard,executed_bounded_nodi_shard,0.5,0.0,-0.5,683.6267585591634,735.7160411512419,52.089282592078575,364277.2296981204,0.0,executed_candidate_delta_context,response_context_improved_annulus_not_improved
sidewall_compensated_width_followup_bounded_events_v1,CW-DELTA-404_W500_D900-P290-TH85,run sparse NODI bounded-event context for compensated 85deg top-width candidates derived from sidewall dimension update rows,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,sidewall_compensated_width_followup_context_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,CW-DELTA-404_W500_D900-P290-TH85,404/W500/D900,404/W580/D900,candidate_join_key_only_not_selection,290,500,580,80,85.0,executed_bounded_nodi_shard,executed_bounded_nodi_shard,0.0,0.5,0.5,751.3119685760137,822.6610827639211,71.34911418790739,489324.1206161964,0.0,executed_candidate_delta_context,annulus_and_response_improved_context
sidewall_compensated_width_followup_bounded_events_v1,CW-DELTA-404_W500_D900-P300-TH85,run sparse NODI bounded-event context for compensated 85deg top-width candidates derived from sidewall dimension update rows,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,sidewall_compensated_width_followup_context_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,CW-DELTA-404_W500_D900-P300-TH85,404/W500/D900,404/W580/D900,candidate_join_key_only_not_selection,300,500,580,80,85.0,executed_bounded_nodi_shard,executed_bounded_nodi_shard,0.5,0.0,-0.5,846.3955700396232,922.6404613199172,76.24489128029404,978867.6420580223,0.0,executed_candidate_delta_context,response_context_improved_annulus_not_improved
sidewall_compensated_width_followup_bounded_events_v1,CW-DELTA-404_W600_D900-P220-TH85,run sparse NODI bounded-event context for compensated 85deg top-width candidates derived from sidewall dimension update rows,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,sidewall_compensated_width_followup_context_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,CW-DELTA-404_W600_D900-P220-TH85,404/W600/D900,404/W680/D900,candidate_join_key_only_not_selection,220,600,680,80,85.0,executed_bounded_nodi_shard,executed_bounded_nodi_shard,0.5,0.5,0.0,317.2027430707775,324.8907382940382,7.687995223260714,-70284.5291371079,0.0,executed_candidate_delta_context,response_context_improved_annulus_not_improved
sidewall_compensated_width_followup_bounded_events_v1,CW-DELTA-404_W600_D900-P230-TH85,run sparse NODI bounded-event context for compensated 85deg top-width candidates derived from sidewall dimension update rows,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,sidewall_compensated_width_followup_context_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,CW-DELTA-404_W600_D900-P230-TH85,404/W600/D900,404/W680/D900,candidate_join_key_only_not_selection,230,600,680,80,85.0,executed_bounded_nodi_shard,executed_bounded_nodi_shard,0.0,0.5,0.5,374.24360511000555,386.2240707977857,11.980465687780168,-197982.71286817966,0.0,executed_candidate_delta_context,annulus_and_response_improved_context
sidewall_compensated_width_followup_bounded_events_v1,CW-DELTA-404_W600_D900-P240-TH85,run sparse NODI bounded-event context for compensated 85deg top-width candidates derived from sidewall dimension update rows,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,sidewall_compensated_width_followup_context_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,CW-DELTA-404_W600_D900-P240-TH85,404/W600/D900,404/W680/D900,candidate_join_key_only_not_selection,240,600,680,80,85.0,executed_bounded_nodi_shard,executed_bounded_nodi_shard,0.0,1.0,1.0,437.36278089917414,447.50451095992105,10.141730060746909,-295519.80492313136,0.0,executed_candidate_delta_context,annulus_and_response_improved_context
sidewall_compensated_width_followup_bounded_events_v1,CW-DELTA-404_W600_D900-P250-TH85,run sparse NODI bounded-event context for compensated 85deg top-width candidates derived from sidewall dimension update rows,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,sidewall_compensated_width_followup_context_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,CW-DELTA-404_W600_D900-P250-TH85,404/W600/D900,404/W680/D900,candidate_join_key_only_not_selection,250,600,680,80,85.0,executed_bounded_nodi_shard,executed_bounded_nodi_shard,0.5,1.0,0.5,500.7663270629515,519.5299066810933,18.763579618141762,253564.69508258533,0.0,executed_candidate_delta_context,annulus_and_response_improved_context
sidewall_compensated_width_followup_bounded_events_v1,CW-DELTA-404_W600_D900-P260-TH85,run sparse NODI bounded-event context for compensated 85deg top-width candidates derived from sidewall dimension update rows,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,sidewall_compensated_width_followup_context_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,CW-DELTA-404_W600_D900-P260-TH85,404/W600/D900,404/W680/D900,candidate_join_key_only_not_selection,260,600,680,80,85.0,executed_bounded_nodi_shard,executed_bounded_nodi_shard,0.5,0.5,0.0,577.596173440946,591.9023037067584,14.306130265812385,-251180.1466630596,0.0,executed_candidate_delta_context,response_context_improved_annulus_not_improved
sidewall_compensated_width_followup_bounded_events_v1,CW-DELTA-404_W600_D900-P270-TH85,run sparse NODI bounded-event context for compensated 85deg top-width candidates derived from sidewall dimension update rows,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,sidewall_compensated_width_followup_context_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,CW-DELTA-404_W600_D900-P270-TH85,404/W600/D900,404/W680/D900,candidate_join_key_only_not_selection,270,600,680,80,85.0,executed_bounded_nodi_shard,executed_bounded_nodi_shard,1.0,0.5,-0.5,655.4453191498847,681.7460178910104,26.300698741125757,601446.4562543307,0.0,executed_candidate_delta_context,response_context_improved_annulus_not_improved
sidewall_compensated_width_followup_bounded_events_v1,CW-DELTA-404_W600_D900-P280-TH85,run sparse NODI bounded-event context for compensated 85deg top-width candidates derived from sidewall dimension update rows,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,sidewall_compensated_width_followup_context_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,CW-DELTA-404_W600_D900-P280-TH85,404/W600/D900,404/W680/D900,candidate_join_key_only_not_selection,280,600,680,80,85.0,executed_bounded_nodi_shard,executed_bounded_nodi_shard,0.5,0.5,0.0,737.6142377537612,773.138751445646,35.52451369188475,-120173.43441549782,0.0,executed_candidate_delta_context,response_context_improved_annulus_not_improved
sidewall_compensated_width_followup_bounded_events_v1,CW-DELTA-404_W600_D900-P290-TH85,run sparse NODI bounded-event context for compensated 85deg top-width candidates derived from sidewall dimension update rows,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,sidewall_compensated_width_followup_context_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,CW-DELTA-404_W600_D900-P290-TH85,404/W600/D900,404/W680/D900,candidate_join_key_only_not_selection,290,600,680,80,85.0,executed_bounded_nodi_shard,executed_bounded_nodi_shard,0.5,0.5,0.0,822.9638340587517,864.0910506670125,41.127216608260824,216063.87409811933,0.0,executed_candidate_delta_context,response_context_improved_annulus_not_improved
