sweep_version,row_id,allowed_use,blocked_use,not_detection_probability,not_yield,not_selection_metric_claim,not_winner,not_qch_weighted,not_true_W_eff,not_production_recommendation,claim_boundary,comsol_v4_assumption_set_id,comsol_v4_assumption_set_version,comsol_v4_assumption_set_sha256,delta_case_id,source_route_id_nodi,candidate_envelope_route_id_nodi,route_id_role,diameter_nm,source_W_nominal_nm,candidate_W_top_nm,candidate_envelope_top_width_delta_nm,sidewall_deg_comsol,candidate_n_events_requested,original_n_events_observed,candidate_n_events_observed,original_execution_status,candidate_execution_status,candidate_minus_original_selected_annulus_fraction_delta,candidate_minus_original_mean_peak_height_delta,candidate_minus_original_mean_local_snr_delta,candidate_minus_original_synthetic_counting_context_rate_delta,delta_status
sidewall_candidate_envelope_higher_event_sweep_v1,ENV-DELTA-404_W500_D1200-P280-TH85,run higher-event sparse NODI context for sidewall-aware candidate envelope dimensions across PRS-approved particle diameters,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_envelope_higher_event_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,ENV-DELTA-404_W500_D1200-P280-TH85,404/W500/D1200,404/W607/D1200,candidate_envelope_join_key_only_not_selection,280,500,607,107,85.0,8,2,8,executed_bounded_nodi_shard,executed_bounded_nodi_shard,0.25,68.64681794470505,-312316.6722528853,0.0,executed_candidate_envelope_delta_context
sidewall_candidate_envelope_higher_event_sweep_v1,ENV-DELTA-404_W500_D1200-P290-TH85,run higher-event sparse NODI context for sidewall-aware candidate envelope dimensions across PRS-approved particle diameters,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_envelope_higher_event_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,ENV-DELTA-404_W500_D1200-P290-TH85,404/W500/D1200,404/W607/D1200,candidate_envelope_join_key_only_not_selection,290,500,607,107,85.0,8,2,8,executed_bounded_nodi_shard,executed_bounded_nodi_shard,0.25,81.02456440965,15602.890993146226,0.0,executed_candidate_envelope_delta_context
sidewall_candidate_envelope_higher_event_sweep_v1,ENV-DELTA-404_W500_D1200-P300-TH85,run higher-event sparse NODI context for sidewall-aware candidate envelope dimensions across PRS-approved particle diameters,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_envelope_higher_event_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,ENV-DELTA-404_W500_D1200-P300-TH85,404/W500/D1200,404/W607/D1200,candidate_envelope_join_key_only_not_selection,300,500,607,107,85.0,8,2,8,executed_bounded_nodi_shard,executed_bounded_nodi_shard,0.5,93.76201442661056,652199.3856471451,0.0,executed_candidate_envelope_delta_context
sidewall_candidate_envelope_higher_event_sweep_v1,ENV-DELTA-404_W500_D900-P40-TH85,run higher-event sparse NODI context for sidewall-aware candidate envelope dimensions across PRS-approved particle diameters,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_envelope_higher_event_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,ENV-DELTA-404_W500_D900-P40-TH85,404/W500/D900,404/W580/D900,candidate_envelope_join_key_only_not_selection,40,500,580,80,85.0,8,2,8,executed_bounded_nodi_shard,executed_bounded_nodi_shard,-0.25,-0.018673161449730608,30.012811982814867,0.25,executed_candidate_envelope_delta_context
sidewall_candidate_envelope_higher_event_sweep_v1,ENV-DELTA-404_W500_D900-P60-TH85,run higher-event sparse NODI context for sidewall-aware candidate envelope dimensions across PRS-approved particle diameters,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_envelope_higher_event_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,ENV-DELTA-404_W500_D900-P60-TH85,404/W500/D900,404/W580/D900,candidate_envelope_join_key_only_not_selection,60,500,580,80,85.0,8,2,8,executed_bounded_nodi_shard,executed_bounded_nodi_shard,-0.125,-0.026334194745665673,-2235.949801378208,0.0,executed_candidate_envelope_delta_context
sidewall_candidate_envelope_higher_event_sweep_v1,ENV-DELTA-404_W500_D900-P100-TH85,run higher-event sparse NODI context for sidewall-aware candidate envelope dimensions across PRS-approved particle diameters,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_envelope_higher_event_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,ENV-DELTA-404_W500_D900-P100-TH85,404/W500/D900,404/W580/D900,candidate_envelope_join_key_only_not_selection,100,500,580,80,85.0,8,2,8,executed_bounded_nodi_shard,executed_bounded_nodi_shard,-0.125,1.2680214869111452,-1137.6713133224475,0.0,executed_candidate_envelope_delta_context
sidewall_candidate_envelope_higher_event_sweep_v1,ENV-DELTA-404_W500_D900-P150-TH85,run higher-event sparse NODI context for sidewall-aware candidate envelope dimensions across PRS-approved particle diameters,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_envelope_higher_event_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,ENV-DELTA-404_W500_D900-P150-TH85,404/W500/D900,404/W580/D900,candidate_envelope_join_key_only_not_selection,150,500,580,80,85.0,8,2,8,executed_bounded_nodi_shard,executed_bounded_nodi_shard,-0.25,1.4766430837079554,-10139.488419725385,0.0,executed_candidate_envelope_delta_context
sidewall_candidate_envelope_higher_event_sweep_v1,ENV-DELTA-404_W500_D900-P220-TH85,run higher-event sparse NODI context for sidewall-aware candidate envelope dimensions across PRS-approved particle diameters,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_envelope_higher_event_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,ENV-DELTA-404_W500_D900-P220-TH85,404/W500/D900,404/W580/D900,candidate_envelope_join_key_only_not_selection,220,500,580,80,85.0,8,2,8,executed_bounded_nodi_shard,executed_bounded_nodi_shard,0.5,14.983507433098055,114.24623864027672,0.0,executed_candidate_envelope_delta_context
sidewall_candidate_envelope_higher_event_sweep_v1,ENV-DELTA-404_W500_D900-P230-TH85,run higher-event sparse NODI context for sidewall-aware candidate envelope dimensions across PRS-approved particle diameters,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_envelope_higher_event_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,ENV-DELTA-404_W500_D900-P230-TH85,404/W500/D900,404/W580/D900,candidate_envelope_join_key_only_not_selection,230,500,580,80,85.0,8,2,8,executed_bounded_nodi_shard,executed_bounded_nodi_shard,-0.125,14.917029905128516,-254770.92188801453,0.0,executed_candidate_envelope_delta_context
sidewall_candidate_envelope_higher_event_sweep_v1,ENV-DELTA-404_W500_D900-P240-TH85,run higher-event sparse NODI context for sidewall-aware candidate envelope dimensions across PRS-approved particle diameters,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_envelope_higher_event_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,ENV-DELTA-404_W500_D900-P240-TH85,404/W500/D900,404/W580/D900,candidate_envelope_join_key_only_not_selection,240,500,580,80,85.0,8,2,8,executed_bounded_nodi_shard,executed_bounded_nodi_shard,0.25,21.68797307256318,-143027.94755625166,0.0,executed_candidate_envelope_delta_context
sidewall_candidate_envelope_higher_event_sweep_v1,ENV-DELTA-404_W500_D900-P250-TH85,run higher-event sparse NODI context for sidewall-aware candidate envelope dimensions across PRS-approved particle diameters,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_envelope_higher_event_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,ENV-DELTA-404_W500_D900-P250-TH85,404/W500/D900,404/W580/D900,candidate_envelope_join_key_only_not_selection,250,500,580,80,85.0,8,2,8,executed_bounded_nodi_shard,executed_bounded_nodi_shard,0.375,21.444784549289295,-84888.29235118115,0.0,executed_candidate_envelope_delta_context
sidewall_candidate_envelope_higher_event_sweep_v1,ENV-DELTA-404_W500_D900-P260-TH85,run higher-event sparse NODI context for sidewall-aware candidate envelope dimensions across PRS-approved particle diameters,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_envelope_higher_event_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,ENV-DELTA-404_W500_D900-P260-TH85,404/W500/D900,404/W580/D900,candidate_envelope_join_key_only_not_selection,260,500,580,80,85.0,8,2,8,executed_bounded_nodi_shard,executed_bounded_nodi_shard,0.375,31.066544169792905,-137408.61600054672,0.0,executed_candidate_envelope_delta_context
sidewall_candidate_envelope_higher_event_sweep_v1,ENV-DELTA-404_W500_D900-P270-TH85,run higher-event sparse NODI context for sidewall-aware candidate envelope dimensions across PRS-approved particle diameters,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_envelope_higher_event_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,ENV-DELTA-404_W500_D900-P270-TH85,404/W500/D900,404/W580/D900,candidate_envelope_join_key_only_not_selection,270,500,580,80,85.0,8,2,8,executed_bounded_nodi_shard,executed_bounded_nodi_shard,0.125,40.717353139725105,342637.3533318667,0.0,executed_candidate_envelope_delta_context
sidewall_candidate_envelope_higher_event_sweep_v1,ENV-DELTA-404_W500_D900-P280-TH85,run higher-event sparse NODI context for sidewall-aware candidate envelope dimensions across PRS-approved particle diameters,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_envelope_higher_event_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,ENV-DELTA-404_W500_D900-P280-TH85,404/W500/D900,404/W580/D900,candidate_envelope_join_key_only_not_selection,280,500,580,80,85.0,8,2,8,executed_bounded_nodi_shard,executed_bounded_nodi_shard,-0.125,40.53375735175962,230958.41001015226,0.0,executed_candidate_envelope_delta_context
sidewall_candidate_envelope_higher_event_sweep_v1,ENV-DELTA-404_W500_D900-P290-TH85,run higher-event sparse NODI context for sidewall-aware candidate envelope dimensions across PRS-approved particle diameters,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_envelope_higher_event_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,ENV-DELTA-404_W500_D900-P290-TH85,404/W500/D900,404/W580/D900,candidate_envelope_join_key_only_not_selection,290,500,580,80,85.0,8,2,8,executed_bounded_nodi_shard,executed_bounded_nodi_shard,0.25,64.72637911918298,597543.1232050934,0.0,executed_candidate_envelope_delta_context
sidewall_candidate_envelope_higher_event_sweep_v1,ENV-DELTA-404_W500_D900-P300-TH85,run higher-event sparse NODI context for sidewall-aware candidate envelope dimensions across PRS-approved particle diameters,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_envelope_higher_event_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,ENV-DELTA-404_W500_D900-P300-TH85,404/W500/D900,404/W580/D900,candidate_envelope_join_key_only_not_selection,300,500,580,80,85.0,8,2,8,executed_bounded_nodi_shard,executed_bounded_nodi_shard,-0.5,70.08815032858661,2071.084347642027,0.0,executed_candidate_envelope_delta_context
sidewall_candidate_envelope_higher_event_sweep_v1,ENV-DELTA-404_W600_D900-P40-TH85,run higher-event sparse NODI context for sidewall-aware candidate envelope dimensions across PRS-approved particle diameters,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_envelope_higher_event_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,ENV-DELTA-404_W600_D900-P40-TH85,404/W600/D900,404/W680/D900,candidate_envelope_join_key_only_not_selection,40,600,680,80,85.0,8,2,8,executed_bounded_nodi_shard,executed_bounded_nodi_shard,0.0,0.20014509023115234,149.09986788385342,0.5,executed_candidate_envelope_delta_context
sidewall_candidate_envelope_higher_event_sweep_v1,ENV-DELTA-404_W600_D900-P60-TH85,run higher-event sparse NODI context for sidewall-aware candidate envelope dimensions across PRS-approved particle diameters,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_envelope_higher_event_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,ENV-DELTA-404_W600_D900-P60-TH85,404/W600/D900,404/W680/D900,candidate_envelope_join_key_only_not_selection,60,600,680,80,85.0,8,2,8,executed_bounded_nodi_shard,executed_bounded_nodi_shard,-0.25,0.12270674779710578,-464.40637148708083,0.0,executed_candidate_envelope_delta_context
sidewall_candidate_envelope_higher_event_sweep_v1,ENV-DELTA-404_W600_D900-P100-TH85,run higher-event sparse NODI context for sidewall-aware candidate envelope dimensions across PRS-approved particle diameters,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_envelope_higher_event_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,ENV-DELTA-404_W600_D900-P100-TH85,404/W600/D900,404/W680/D900,candidate_envelope_join_key_only_not_selection,100,600,680,80,85.0,8,2,8,executed_bounded_nodi_shard,executed_bounded_nodi_shard,0.0,-0.6404670448104834,5341.120032204741,0.0,executed_candidate_envelope_delta_context
sidewall_candidate_envelope_higher_event_sweep_v1,ENV-DELTA-404_W600_D900-P150-TH85,run higher-event sparse NODI context for sidewall-aware candidate envelope dimensions across PRS-approved particle diameters,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_envelope_higher_event_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,ENV-DELTA-404_W600_D900-P150-TH85,404/W600/D900,404/W680/D900,candidate_envelope_join_key_only_not_selection,150,600,680,80,85.0,8,2,8,executed_bounded_nodi_shard,executed_bounded_nodi_shard,0.375,0.7290766794794195,-12223.422822155815,0.0,executed_candidate_envelope_delta_context
sidewall_candidate_envelope_higher_event_sweep_v1,ENV-DELTA-404_W600_D900-P220-TH85,run higher-event sparse NODI context for sidewall-aware candidate envelope dimensions across PRS-approved particle diameters,"route winner, scalar score, final detection probability, yield, wet experimental claim, fabrication release, q_ch weighting, true W_eff, or production runtime ingestion",True,True,True,True,True,True,True,candidate_envelope_higher_event_context_not_probability_not_selection,EV_PBS_SAMPLE_SURFACE_ASSUMPTION_SET_V4_20260627,4.0.0,2bd97d7684a582343da05bc519f47d598baf29efa5e0157ea8330e9fae223d92,ENV-DELTA-404_W600_D900-P220-TH85,404/W600/D900,404/W680/D900,candidate_envelope_join_key_only_not_selection,220,600,680,80,85.0,8,2,8,executed_bounded_nodi_shard,executed_bounded_nodi_shard,0.0,12.601961407413455,81212.20037717093,0.0,executed_candidate_envelope_delta_context
