diagnostic_schema_version,candidate_id,route_key,comparison_stratum,v1_scalar_rank_percentile_in_stratum,bfp_roi_rank_percentile_in_stratum,green_tensor_rank_percentile_in_stratum,green_tensor_vs_v1_rank_percentile_delta,green_tensor_pairwise_inversion_flag,surrogate_risk_label,surrogate_risk_reason_codes,raw_complex_field_proxy_diagnostic_only,raw_magnitude_final_gate_allowed,calibrated_claim_allowed,p0_release_conclusion_changed,physical_ceiling_role
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W500_D1300,404/W500/D1300,all_ranked_routes,0.5183887915936953,0.0017513134851138146,0.4028021015761821,-0.1155866900175132,False,medium_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MODERATE,0.46882661996497366,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W500_D1400,404/W500/D1400,all_ranked_routes,0.5078809106830122,0.008756567425569184,0.4859894921190894,-0.02189141856392285,False,low_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY,0.532661996497373,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W500_D1500,404/W500/D1500,all_ranked_routes,0.4833625218914186,0.02977232924693518,0.5227670753064799,0.03940455341506133,False,low_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY,0.5594570928196148,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W600_D500,404/W600/D500,all_ranked_routes,0.13134851138353765,0.5691768826619965,0.6567425569176883,0.5253940455341507,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.652014010507881,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W600_D550,404/W600/D550,all_ranked_routes,0.21541155866900175,0.5061295971978984,0.5779334500875657,0.36252189141856395,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.591768826619965,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W600_D600,404/W600/D600,all_ranked_routes,0.3782837127845884,0.4395796847635727,0.4658493870402802,0.08756567425569184,False,low_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY,0.5183887915936953,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W600_D650,404/W600/D650,all_ranked_routes,0.6059544658493871,0.3800350262697023,0.3861646234676007,-0.21978984238178634,False,medium_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MODERATE,0.4570052539404553,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W600_D700,404/W600/D700,all_ranked_routes,0.6007005253940456,0.3152364273204904,0.2644483362521891,-0.3362521891418565,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.375569176882662,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W600_D800,404/W600/D800,all_ranked_routes,0.5709281961471103,0.1786339754816112,0.05779334500875655,-0.5131348511383538,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.24500875656742557,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W600_D900,404/W600/D900,all_ranked_routes,0.4816112084063048,0.09632224168126091,0.012259194395796813,-0.46935201401050797,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.17329246935201398,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W600_D1000,404/W600/D1000,all_ranked_routes,0.3590192644483362,0.0525394045534151,0.0630472854640981,-0.2959719789842381,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.24894921190893174,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W600_D1100,404/W600/D1100,all_ranked_routes,0.34150612959719795,0.031523642732048995,0.15061295971978983,-0.19089316987740812,False,medium_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MODERATE,0.30884413309982484,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W600_D1200,404/W600/D1200,all_ranked_routes,0.3660245183887916,0.021015761821365997,0.3064798598949212,-0.05954465849387036,False,low_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY,0.39938704028021016,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,probe_404_W600_D1300,404/W600/D1300,all_ranked_routes,0.4605954465849387,0.019264448336252182,0.4115586690017513,-0.04903677758318736,True,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.PAIRWISE_ORDER_SHIFT,0.4764448336252189,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W600_D1400,404/W600/D1400,all_ranked_routes,0.48861646234676004,0.024518388791593737,0.49299474605954463,0.004378283712784592,False,low_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY,0.5396672504378284,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W600_D1500,404/W600/D1500,all_ranked_routes,0.4413309982486865,0.042031523642731994,0.5288966725043782,0.08756567425569173,False,low_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY,0.5647985989492119,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W700_D500,404/W700/D500,all_ranked_routes,0.11383537653239928,0.6234676007005253,0.6900175131348512,0.5761821366024519,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.6724168126094572,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W700_D550,404/W700/D550,all_ranked_routes,0.20140105078809112,0.5551663747810858,0.6077057793345009,0.40630472854640975,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.613660245183888,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W700_D600,404/W700/D600,all_ranked_routes,0.35201401050788095,0.500875656742557,0.5026269702276708,0.15061295971978983,False,medium_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MODERATE,0.5459719789842381,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W700_D650,404/W700/D650,all_ranked_routes,0.4956217162872154,0.44483362521891423,0.42294220665499127,-0.07267950963222414,False,low_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY,0.4861646234676007,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W700_D700,404/W700/D700,all_ranked_routes,0.5288966725043782,0.3887915936952715,0.3257443082311734,-0.20315236427320482,False,medium_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MODERATE,0.40893169877408064,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W700_D800,404/W700/D800,all_ranked_routes,0.5096322241681261,0.26970227670753066,0.11033274956217165,-0.3992994746059545,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.2859894921190893,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W700_D900,404/W700/D900,all_ranked_routes,0.4308231173380035,0.16112084063047283,0.02276707530647981,-0.4080560420315237,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.20236427320490366,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W700_D1000,404/W700/D1000,all_ranked_routes,0.3064798598949212,0.09982486865148865,0.08581436077057791,-0.2206654991243433,False,medium_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MODERATE,0.2700525394045534,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W700_D1100,404/W700/D1100,all_ranked_routes,0.2959719789842382,0.06479859894921192,0.18213660245183882,-0.11383537653239939,False,medium_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MODERATE,0.32381786339754814,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W700_D1200,404/W700/D1200,all_ranked_routes,0.32049036777583184,0.045534150612959734,0.3274956217162872,0.007005253940455369,False,low_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY,0.410507880910683,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W700_D1300,404/W700/D1300,all_ranked_routes,0.38353765323992994,0.04028021015761818,0.42294220665499127,0.03940455341506133,False,low_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY,0.4861646234676007,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W700_D1400,404/W700/D1400,all_ranked_routes,0.47810858143607704,0.04378283712784592,0.5043782837127846,0.02626970227670755,False,low_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY,0.5484238178633976,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W700_D1500,404/W700/D1500,all_ranked_routes,0.3905429071803853,0.05954465849387036,0.5411558669001751,0.15061295971978983,False,medium_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MODERATE,0.5728546409807356,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W800_D500,404/W800/D500,all_ranked_routes,0.11733800350262702,0.6637478108581436,0.7127845884413311,0.5954465849387041,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.6956217162872155,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W800_D550,404/W800/D550,all_ranked_routes,0.17513134851138357,0.6024518388791593,0.6322241681260945,0.45709281961471093,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.6331873905429071,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W800_D600,404/W800/D600,all_ranked_routes,0.30122591943957966,0.542907180385289,0.5315236427320491,0.23029772329246945,False,medium_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MODERATE,0.5649737302977232,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W800_D650,404/W800/D650,all_ranked_routes,0.44658493870402804,0.49036777583187385,0.4535901926444834,0.007005253940455369,False,low_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY,0.5066549912434325,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,paper_proxy_404_W800_D700,404/W800/D700,all_ranked_routes,0.5043782837127846,0.4343257443082311,0.35376532399299476,-0.15061295971978983,False,medium_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MODERATE,0.42942206654991244,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W800_D800,404/W800/D800,all_ranked_routes,0.4640980735551664,0.3345008756567426,0.16462346760070057,-0.29947460595446584,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.3151488616462347,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W800_D900,404/W800/D900,all_ranked_routes,0.38178633975481613,0.22591943957968474,0.045534150612959734,-0.3362521891418564,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.23161120840630472,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W800_D1000,404/W800/D1000,all_ranked_routes,0.2819614711033275,0.13835376532399302,0.11295971978984243,-0.16900175131348505,False,medium_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MODERATE,0.2875656742556918,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W800_D1100,404/W800/D1100,all_ranked_routes,0.2416812609457093,0.09807355516637473,0.20490367775831875,-0.03677758318739055,False,low_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY,0.33879159369527145,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W800_D1200,404/W800/D1200,all_ranked_routes,0.2924693520140105,0.07005253940455336,0.3450087565674256,0.0525394045534151,False,low_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY,0.42145359019264445,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W800_D1300,404/W800/D1300,all_ranked_routes,0.3922942206654991,0.06129597197898429,0.4343257443082311,0.042031523642731994,False,low_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY,0.4956217162872154,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W800_D1400,404/W800/D1400,all_ranked_routes,0.4290718038528897,0.06654991243432573,0.5183887915936953,0.08931698774080565,False,low_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY,0.5586690017513135,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W800_D1500,404/W800/D1500,all_ranked_routes,0.42556917688266205,0.07705779334500873,0.5569176882661997,0.13134851138353765,False,medium_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MODERATE,0.5806479859894922,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W900_D500,404/W900/D500,all_ranked_routes,0.12959719789842383,0.6952714535901927,0.7320490367775832,0.6024518388791593,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.709982486865149,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W900_D550,404/W900/D550,all_ranked_routes,0.17688266199649738,0.6322241681260945,0.6532399299474606,0.4763572679509632,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.647985989492119,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W900_D600,404/W900/D600,all_ranked_routes,0.29947460595446584,0.5761821366024518,0.5551663747810858,0.2556917688266199,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.5799474605954466,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W900_D650,404/W900/D650,all_ranked_routes,0.49036777583187385,0.520140105078809,0.46935201401050786,-0.021015761821365997,False,low_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY,0.5200525394045533,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W900_D700,404/W900/D700,all_ranked_routes,0.4938704028021016,0.46935201401050786,0.37478108581436076,-0.11908931698774083,False,medium_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MODERATE,0.44500875656742556,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W900_D800,404/W900/D800,all_ranked_routes,0.4115586690017513,0.3765323992994746,0.1996497373029772,-0.21190893169877412,False,medium_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MODERATE,0.3340630472854641,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W900_D900,404/W900/D900,all_ranked_routes,0.3800350262697023,0.2749562171628721,0.0674255691768827,-0.3126094570928196,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.25367775831873907,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W900_D1000,404/W900/D1000,all_ranked_routes,0.29071803852889666,0.190893169877408,0.15411558669001746,-0.1366024518388792,False,medium_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MODERATE,0.31112084063047285,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W900_D1100,404/W900/D1100,all_ranked_routes,0.24868651488616467,0.12959719789842383,0.22767075306479856,-0.021015761821366108,False,low_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY,0.3529772329246935,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W900_D1200,404/W900/D1200,all_ranked_routes,0.28721541155866903,0.1050788091068301,0.36077057793345013,0.0735551663747811,False,low_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY,0.437215411558669,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W900_D1300,404/W900/D1300,all_ranked_routes,0.37478108581436076,0.08581436077057791,0.4500875656742557,0.07530647985989491,False,low_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY,0.5064798598949212,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W900_D1400,404/W900/D1400,all_ranked_routes,0.4518388791593695,0.0840630472854641,0.5341506129597198,0.08231173380035028,False,low_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY,0.5663747810858144,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W900_D1500,404/W900/D1500,all_ranked_routes,0.40455341506129594,0.10332749562171628,0.5814360770577933,0.17688266199649738,False,medium_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MODERATE,0.5925569176882662,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W1000_D500,404/W1000/D500,all_ranked_routes,0.14360770577933446,0.723292469352014,0.7425569176882663,0.5989492119089318,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.7169877408056042,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W1000_D550,404/W1000/D550,all_ranked_routes,0.1786339754816112,0.6549912434325744,0.6690017513134852,0.49036777583187396,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.6582311733800351,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W1000_D600,404/W1000/D600,all_ranked_routes,0.27845884413309985,0.6007005253940456,0.5753064798598949,0.29684763572679507,False,high_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY;GREEN_TENSOR.RANK_PERCENTILE_SHIFT_MAJOR,0.5909807355516637,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W1000_D650,404/W1000/D650,all_ranked_routes,0.4028021015761821,0.5464098073555166,0.4833625218914186,0.08056042031523647,False,low_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY,0.5317863397548162,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W1000_D700,404/W1000/D700,all_ranked_routes,0.4535901926444834,0.4956217162872154,0.3861646234676007,-0.0674255691768827,False,low_surrogate_risk,GREEN_TENSOR.NO_SOLVER_RANK_PROXY,0.4570052539404553,False,False,False,surrogate_risk_reduction_only
