diagnostic_schema_version,candidate_id,route_key,comparison_stratum,perturbation_family_id,v1_scalar_rank_percentile_in_stratum,bfp_roi_rank_percentile_in_stratum,roughness_leakage_rank_percentile_in_stratum,roughness_leakage_vs_v1_rank_percentile_delta,roughness_leakage_pairwise_inversion_flag,roughness_leakage_surrogate_risk_label,roughness_leakage_surrogate_risk_reason_codes,raw_leakage_proxy_diagnostic_only,raw_magnitude_final_gate_allowed,measured_blank_safety_claim_allowed,calibrated_claim_allowed,p0_release_conclusion_changed,physical_ceiling_role
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W500_D1400,404/W500/D1400,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.5078809106830122,0.008756567425569184,0.4290718038528897,-0.07880910683012254,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,0.8657910099241097,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W500_D1500,404/W500/D1500,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.4833625218914186,0.02977232924693518,0.41506129597197894,-0.06830122591943966,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,0.7869235259778168,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W600_D500,404/W600/D500,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.13134851138353765,0.5691768826619965,0.13835376532399302,0.007005253940455369,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,1.071161704611792,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W600_D550,404/W600/D550,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.21541155866900175,0.5061295971978984,0.2206654991243433,0.005253940455341555,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,0.9073847051955634,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W600_D600,404/W600/D600,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.3782837127845884,0.4395796847635727,0.350262697022767,-0.028021015761821366,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,0.6612959719789843,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W600_D650,404/W600/D650,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.6059544658493871,0.3800350262697023,0.5604203152364273,-0.045534150612959734,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,0.809252772913018,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W600_D700,404/W600/D700,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.6007005253940456,0.3152364273204904,0.5446584938704029,-0.05604203152364273,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,0.8521307647402219,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W600_D800,404/W600/D800,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.5709281961471103,0.1786339754816112,0.46760070052539404,-0.10332749562171628,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.RANK_PERCENTILE_SHIFT_MODERATE;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,0.9256275539988325,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W600_D900,404/W600/D900,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.4816112084063048,0.09632224168126091,0.3870402802101576,-0.09457092819614721,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,0.8852889667250439,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W600_D1000,404/W600/D1000,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.3590192644483362,0.0525394045534151,0.3152364273204904,-0.04378283712784581,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,0.7731465265615878,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W600_D1100,404/W600/D1100,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.34150612959719795,0.031523642732048995,0.3029772329246935,-0.038528896672504476,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,0.7433158201984823,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W600_D1200,404/W600/D1200,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.3660245183887916,0.021015761821365997,0.329246935201401,-0.03677758318739055,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,0.7450087565674255,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,probe_404_W600_D1300,404/W600/D1300,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.4605954465849387,0.019264448336252182,0.38353765323992994,-0.07705779334500873,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,0.8079976649153532,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W600_D1400,404/W600/D1400,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.48861646234676004,0.024518388791593737,0.4220665499124343,-0.06654991243432573,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,0.7974314068884996,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W600_D1500,404/W600/D1500,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.4413309982486865,0.042031523642731994,0.3905429071803853,-0.05078809106830118,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,0.6992994746059545,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W700_D500,404/W700/D500,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.11383537653239928,0.6234676007005253,0.12084063047285465,0.007005253940455369,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,1.109632224168126,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W700_D550,404/W700/D550,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.20140105078809112,0.5551663747810858,0.20490367775831875,0.003502626970227629,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,0.937098657326328,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W700_D600,404/W700/D600,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.35201401050788095,0.500875656742557,0.32224168126094566,-0.029772329246935292,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,0.7155283129013427,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W700_D650,404/W700/D650,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.4956217162872154,0.44483362521891423,0.47810858143607704,-0.017513134851138368,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,0.6007880910683012,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W700_D700,404/W700/D700,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.5288966725043782,0.3887915936952715,0.49912434325744304,-0.02977232924693518,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,0.67343841214244,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W700_D800,404/W700/D800,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.5096322241681261,0.26970227670753066,0.4535901926444834,-0.05604203152364273,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,0.7399299474605955,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W700_D900,404/W700/D900,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.4308231173380035,0.16112084063047283,0.3677758318739054,-0.0630472854640981,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,0.7363689433741973,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W700_D1000,404/W700/D1000,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.3064798598949212,0.09982486865148865,0.29071803852889666,-0.015761821366024553,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,0.6399883245767659,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W700_D1100,404/W700/D1100,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.2959719789842382,0.06479859894921192,0.2837127845884413,-0.012259194395796924,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,0.6311733800350263,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W700_D1200,404/W700/D1200,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.32049036777583184,0.045534150612959734,0.3064798598949212,-0.014010507880910628,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,0.6416228838295388,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W700_D1300,404/W700/D1300,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.38353765323992994,0.04028021015761818,0.35201401050788095,-0.031523642732048995,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,0.676590776415645,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W700_D1400,404/W700/D1400,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.47810858143607704,0.04378283712784592,0.43607705779334505,-0.042031523642731994,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,0.7343257443082312,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W700_D1500,404/W700/D1500,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.3905429071803853,0.05954465849387036,0.3651488616462347,-0.02539404553415059,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,0.5976649153531816,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W800_D500,404/W800/D500,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.11733800350262702,0.6637478108581436,0.12259194395796846,0.005253940455341444,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,1.1130764740221832,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W800_D550,404/W800/D550,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.17513134851138357,0.6024518388791593,0.180385288966725,0.005253940455341444,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,0.9773204903677758,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W800_D600,404/W800/D600,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.30122591943957966,0.542907180385289,0.2644483362521891,-0.03677758318739055,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,0.7750145942790426,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W800_D650,404/W800/D650,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.44658493870402804,0.49036777583187385,0.44483362521891423,-0.0017513134851138146,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,0.5604495037945124,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,paper_proxy_404_W800_D700,404/W800/D700,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.5043782837127846,0.4343257443082311,0.500875656742557,-0.003502626970227629,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,0.5700525394045535,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W800_D800,404/W800/D800,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.4640980735551664,0.3345008756567426,0.44833625218914186,-0.015761821366024553,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,0.5962638645650905,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W800_D900,404/W800/D900,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.38178633975481613,0.22591943957968474,0.3555166374781086,-0.02626970227670755,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,0.5892002335084647,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W800_D1000,404/W800/D1000,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.2819614711033275,0.13835376532399302,0.28896672504378285,0.007005253940455369,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,0.5436077057793345,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W800_D1100,404/W800/D1100,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.2416812609457093,0.09807355516637473,0.2661996497373029,0.024518388791593626,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,0.5102743724460013,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W800_D1200,404/W800/D1200,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.2924693520140105,0.07005253940455336,0.2959719789842382,0.00350262697022774,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,0.5557501459427904,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W800_D1300,404/W800/D1300,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.3922942206654991,0.06129597197898429,0.3572679509632224,-0.035026269702276736,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,0.6309982486865149,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W800_D1400,404/W800/D1400,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.4290718038528897,0.06654991243432573,0.3975481611208407,-0.031523642732048995,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,0.6291885580852306,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W800_D1500,404/W800/D1500,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.42556917688266205,0.07705779334500873,0.40630472854640975,-0.019264448336252293,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,0.5818447168709867,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W900_D500,404/W900/D500,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.12959719789842383,0.6952714535901927,0.13309982486865146,0.003502626970227629,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,1.0990075890251023,False,False,False,False,surrogate_risk_reduction_only
ev_nodi_p1_physical_ceiling_no_solver_diagnostic_v1,v1_route_404_W900_D550,404/W900/D550,all_ranked_routes,geometry_margin_leakage_proxy_no_simulation,0.17688266199649738,0.6322241681260945,0.18213660245183882,0.005253940455341444,False,medium_surrogate_risk,ROUGHNESS_LEAKAGE.NO_SOLVER_RANK_PROXY;ROUGHNESS_LEAKAGE.GEOMETRY_MARGIN_PROXY_HIGH,0.9720081727962638,False,False,False,False,surrogate_risk_reduction_only
